DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.m.))
1944-02-01,1944,1,2,IGP12_IPADIG12,1944-02-01T00:00:00-02:00,0.0
1944-03-01,1944,1,3,IGP12_IPADIG12,1944-03-01T00:00:00-03:00,-0.52
1944-04-01,1944,1,4,IGP12_IPADIG12,1944-04-01T00:00:00-03:00,2.95
1944-05-01,1944,1,5,IGP12_IPADIG12,1944-05-01T00:00:00-03:00,0.16
1944-06-01,1944,1,6,IGP12_IPADIG12,1944-06-01T00:00:00-03:00,1.85
1944-07-01,1944,1,7,IGP12_IPADIG12,1944-07-01T00:00:00-03:00,1.48
1944-08-01,1944,1,8,IGP12_IPADIG12,1944-08-01T00:00:00-03:00,1.79
1944-09-01,1944,1,9,IGP12_IPADIG12,1944-09-01T00:00:00-03:00,2.56
1944-10-01,1944,1,10,IGP12_IPADIG12,1944-10-01T00:00:00-03:00,0.0
1944-11-01,1944,1,11,IGP12_IPADIG12,1944-11-01T00:00:00-03:00,-0.32
1944-12-01,1944,1,12,IGP12_IPADIG12,1944-12-01T00:00:00-02:00,0.47
1945-01-01,1945,1,1,IGP12_IPADIG12,1945-01-01T00:00:00-02:00,4.05
1945-02-01,1945,1,2,IGP12_IPADIG12,1945-02-01T00:00:00-02:00,1.94
1945-03-01,1945,1,3,IGP12_IPADIG12,1945-03-01T00:00:00-03:00,-0.44
1945-04-01,1945,1,4,IGP12_IPADIG12,1945-04-01T00:00:00-03:00,-0.73
1945-05-01,1945,1,5,IGP12_IPADIG12,1945-05-01T00:00:00-03:00,2.37
1945-06-01,1945,1,6,IGP12_IPADIG12,1945-06-01T00:00:00-03:00,0.87
1945-07-01,1945,1,7,IGP12_IPADIG12,1945-07-01T00:00:00-03:00,1.72
1945-08-01,1945,1,8,IGP12_IPADIG12,1945-08-01T00:00:00-03:00,-0.85
1945-09-01,1945,1,9,IGP12_IPADIG12,1945-09-01T00:00:00-03:00,0.0
1945-10-01,1945,1,10,IGP12_IPADIG12,1945-10-01T00:00:00-03:00,0.85
1945-11-01,1945,1,11,IGP12_IPADIG12,1945-11-01T00:00:00-03:00,-0.14
1945-12-01,1945,1,12,IGP12_IPADIG12,1945-12-01T00:00:00-02:00,0.0
1946-01-01,1946,1,1,IGP12_IPADIG12,1946-01-01T00:00:00-02:00,1.98
1946-02-01,1946,1,2,IGP12_IPADIG12,1946-02-01T00:00:00-02:00,0.97
1946-03-01,1946,1,3,IGP12_IPADIG12,1946-03-01T00:00:00-03:00,1.79
1946-04-01,1946,1,4,IGP12_IPADIG12,1946-04-01T00:00:00-03:00,1.62
1946-05-01,1946,1,5,IGP12_IPADIG12,1946-05-01T00:00:00-03:00,1.46
1946-06-01,1946,1,6,IGP12_IPADIG12,1946-06-01T00:00:00-03:00,3.01
