DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Tonelada)
1998-01-01,1998,1,1,ANDA12_MFERTILIZ12,1998-01-01T00:00:00-02:00,275394.0
1998-02-01,1998,1,2,ANDA12_MFERTILIZ12,1998-02-01T00:00:00-02:00,302997.0
1998-03-01,1998,1,3,ANDA12_MFERTILIZ12,1998-03-01T00:00:00-03:00,300374.0
1998-04-01,1998,1,4,ANDA12_MFERTILIZ12,1998-04-01T00:00:00-03:00,570198.0
1998-05-01,1998,1,5,ANDA12_MFERTILIZ12,1998-05-01T00:00:00-03:00,695925.0
1998-06-01,1998,1,6,ANDA12_MFERTILIZ12,1998-06-01T00:00:00-03:00,748538.0
1998-07-01,1998,1,7,ANDA12_MFERTILIZ12,1998-07-01T00:00:00-03:00,807025.0
1998-08-01,1998,1,8,ANDA12_MFERTILIZ12,1998-08-01T00:00:00-03:00,753763.0
1998-09-01,1998,1,9,ANDA12_MFERTILIZ12,1998-09-01T00:00:00-03:00,824931.0
1998-10-01,1998,1,10,ANDA12_MFERTILIZ12,1998-10-01T00:00:00-03:00,923793.0
1998-11-01,1998,1,11,ANDA12_MFERTILIZ12,1998-11-01T00:00:00-03:00,693577.0
1998-12-01,1998,1,12,ANDA12_MFERTILIZ12,1998-12-01T00:00:00-02:00,529498.0
1999-01-01,1999,1,1,ANDA12_MFERTILIZ12,1999-01-01T00:00:00-02:00,479061.0
1999-02-01,1999,1,2,ANDA12_MFERTILIZ12,1999-02-01T00:00:00-02:00,290285.0
1999-03-01,1999,1,3,ANDA12_MFERTILIZ12,1999-03-01T00:00:00-03:00,130805.0
1999-04-01,1999,1,4,ANDA12_MFERTILIZ12,1999-04-01T00:00:00-03:00,330640.0
1999-05-01,1999,1,5,ANDA12_MFERTILIZ12,1999-05-01T00:00:00-03:00,451058.0
1999-06-01,1999,1,6,ANDA12_MFERTILIZ12,1999-06-01T00:00:00-03:00,522403.0
1999-07-01,1999,1,7,ANDA12_MFERTILIZ12,1999-07-01T00:00:00-03:00,509891.0
1999-08-01,1999,1,8,ANDA12_MFERTILIZ12,1999-08-01T00:00:00-03:00,512934.0
1999-09-01,1999,1,9,ANDA12_MFERTILIZ12,1999-09-01T00:00:00-03:00,920686.0
1999-10-01,1999,1,10,ANDA12_MFERTILIZ12,1999-10-01T00:00:00-03:00,1136040.0
1999-11-01,1999,1,11,ANDA12_MFERTILIZ12,1999-11-01T00:00:00-03:00,1065423.0
1999-12-01,1999,1,12,ANDA12_MFERTILIZ12,1999-12-01T00:00:00-02:00,710231.0
2000-01-01,2000,1,1,ANDA12_MFERTILIZ12,2000-01-01T00:00:00-02:00,655487.0
2000-02-01,2000,1,2,ANDA12_MFERTILIZ12,2000-02-01T00:00:00-02:00,417156.0
2000-03-01,2000,1,3,ANDA12_MFERTILIZ12,2000-03-01T00:00:00-03:00,448887.0
2000-04-01,2000,1,4,ANDA12_MFERTILIZ12,2000-04-01T00:00:00-03:00,436104.0
2000-05-01,2000,1,5,ANDA12_MFERTILIZ12,2000-05-01T00:00:00-03:00,438420.0
2000-06-01,2000,1,6,ANDA12_MFERTILIZ12,2000-06-01T00:00:00-03:00,760521.0
2000-07-01,2000,1,7,ANDA12_MFERTILIZ12,2000-07-01T00:00:00-03:00,923218.0
2000-08-01,2000,1,8,ANDA12_MFERTILIZ12,2000-08-01T00:00:00-03:00,1284124.0
2000-09-01,2000,1,9,ANDA12_MFERTILIZ12,2000-09-01T00:00:00-03:00,1365886.0
2000-10-01,2000,1,10,ANDA12_MFERTILIZ12,2000-10-01T00:00:00-03:00,1497520.0
2000-11-01,2000,1,11,ANDA12_MFERTILIZ12,2000-11-01T00:00:00-03:00,1503071.0
2000-12-01,2000,1,12,ANDA12_MFERTILIZ12,2000-12-01T00:00:00-02:00,570254.0
2001-01-01,2001,1,1,ANDA12_MFERTILIZ12,2001-01-01T00:00:00-02:00,370093.0
2001-02-01,2001,1,2,ANDA12_MFERTILIZ12,2001-02-01T00:00:00-02:00,259706.0
2001-03-01,2001,1,3,ANDA12_MFERTILIZ12,2001-03-01T00:00:00-03:00,479544.0
2001-04-01,2001,1,4,ANDA12_MFERTILIZ12,2001-04-01T00:00:00-03:00,463706.0
2001-05-01,2001,1,5,ANDA12_MFERTILIZ12,2001-05-01T00:00:00-03:00,652444.0
2001-06-01,2001,1,6,ANDA12_MFERTILIZ12,2001-06-01T00:00:00-03:00,885782.0
2001-07-01,2001,1,7,ANDA12_MFERTILIZ12,2001-07-01T00:00:00-03:00,1178728.0
2001-08-01,2001,1,8,ANDA12_MFERTILIZ12,2001-08-01T00:00:00-03:00,1546079.0
2001-09-01,2001,1,9,ANDA12_MFERTILIZ12,2001-09-01T00:00:00-03:00,1455394.0
2001-10-01,2001,1,10,ANDA12_MFERTILIZ12,2001-10-01T00:00:00-03:00,1326019.0
2001-11-01,2001,1,11,ANDA12_MFERTILIZ12,2001-11-01T00:00:00-03:00,651810.0
2001-12-01,2001,1,12,ANDA12_MFERTILIZ12,2001-12-01T00:00:00-02:00,503333.0
2002-01-01,2002,1,1,ANDA12_MFERTILIZ12,2002-01-01T00:00:00-02:00,414285.0
2002-02-01,2002,1,2,ANDA12_MFERTILIZ12,2002-02-01T00:00:00-02:00,313063.0
2002-03-01,2002,1,3,ANDA12_MFERTILIZ12,2002-03-01T00:00:00-03:00,529227.0
2002-04-01,2002,1,4,ANDA12_MFERTILIZ12,2002-04-01T00:00:00-03:00,945005.0
2002-05-01,2002,1,5,ANDA12_MFERTILIZ12,2002-05-01T00:00:00-03:00,1004251.0
2002-06-01,2002,1,6,ANDA12_MFERTILIZ12,2002-06-01T00:00:00-03:00,972374.0
2002-07-01,2002,1,7,ANDA12_MFERTILIZ12,2002-07-01T00:00:00-03:00,1344250.0
2002-08-01,2002,1,8,ANDA12_MFERTILIZ12,2002-08-01T00:00:00-03:00,1320527.0
2002-09-01,2002,1,9,ANDA12_MFERTILIZ12,2002-09-01T00:00:00-03:00,1211617.0
2002-10-01,2002,1,10,ANDA12_MFERTILIZ12,2002-10-01T00:00:00-03:00,1304268.0
2002-11-01,2002,1,11,ANDA12_MFERTILIZ12,2002-11-01T00:00:00-03:00,620550.0
2002-12-01,2002,1,12,ANDA12_MFERTILIZ12,2002-12-01T00:00:00-02:00,511876.0
2003-01-01,2003,1,1,ANDA12_MFERTILIZ12,2003-01-01T00:00:00-02:00,555313.0
2003-02-01,2003,1,2,ANDA12_MFERTILIZ12,2003-02-01T00:00:00-02:00,801737.0
2003-03-01,2003,1,3,ANDA12_MFERTILIZ12,2003-03-01T00:00:00-03:00,911762.0
2003-04-01,2003,1,4,ANDA12_MFERTILIZ12,2003-04-01T00:00:00-03:00,901975.0
2003-05-01,2003,1,5,ANDA12_MFERTILIZ12,2003-05-01T00:00:00-03:00,1178720.0
2003-06-01,2003,1,6,ANDA12_MFERTILIZ12,2003-06-01T00:00:00-03:00,1312103.0
2003-07-01,2003,1,7,ANDA12_MFERTILIZ12,2003-07-01T00:00:00-03:00,1496679.0
2003-08-01,2003,1,8,ANDA12_MFERTILIZ12,2003-08-01T00:00:00-03:00,1545997.0
2003-09-01,2003,1,9,ANDA12_MFERTILIZ12,2003-09-01T00:00:00-03:00,1576044.0
2003-10-01,2003,1,10,ANDA12_MFERTILIZ12,2003-10-01T00:00:00-03:00,1577930.0
2003-11-01,2003,1,11,ANDA12_MFERTILIZ12,2003-11-01T00:00:00-03:00,1682625.0
2003-12-01,2003,1,12,ANDA12_MFERTILIZ12,2003-12-01T00:00:00-02:00,1142239.0
2004-01-01,2004,1,1,ANDA12_MFERTILIZ12,2004-01-01T00:00:00-02:00,1265562.0
2004-02-01,2004,1,2,ANDA12_MFERTILIZ12,2004-02-01T00:00:00-02:00,994813.0
2004-03-01,2004,1,3,ANDA12_MFERTILIZ12,2004-03-01T00:00:00-03:00,1170662.0
2004-04-01,2004,1,4,ANDA12_MFERTILIZ12,2004-04-01T00:00:00-03:00,945493.0
2004-05-01,2004,1,5,ANDA12_MFERTILIZ12,2004-05-01T00:00:00-03:00,1162365.0
2004-06-01,2004,1,6,ANDA12_MFERTILIZ12,2004-06-01T00:00:00-03:00,1454519.0
2004-07-01,2004,1,7,ANDA12_MFERTILIZ12,2004-07-01T00:00:00-03:00,1467975.0
2004-08-01,2004,1,8,ANDA12_MFERTILIZ12,2004-08-01T00:00:00-03:00,1809547.0
2004-09-01,2004,1,9,ANDA12_MFERTILIZ12,2004-09-01T00:00:00-03:00,1880536.0
2004-10-01,2004,1,10,ANDA12_MFERTILIZ12,2004-10-01T00:00:00-03:00,1257633.0
2004-11-01,2004,1,11,ANDA12_MFERTILIZ12,2004-11-01T00:00:00-03:00,1112234.0
2004-12-01,2004,1,12,ANDA12_MFERTILIZ12,2004-12-01T00:00:00-02:00,902986.0
2005-01-01,2005,1,1,ANDA12_MFERTILIZ12,2005-01-01T00:00:00-02:00,835183.0
2005-02-01,2005,1,2,ANDA12_MFERTILIZ12,2005-02-01T00:00:00-02:00,460121.0
