DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2017-01-01,2017,1,1,PNADC12_FT12,2017-01-01T00:00:00-02:00,102324.0
2017-02-01,2017,1,2,PNADC12_FT12,2017-02-01T00:00:00-02:00,102447.0
2017-03-01,2017,1,3,PNADC12_FT12,2017-03-01T00:00:00-03:00,102684.0
2017-04-01,2017,1,4,PNADC12_FT12,2017-04-01T00:00:00-03:00,102851.0
2017-05-01,2017,1,5,PNADC12_FT12,2017-05-01T00:00:00-03:00,103030.0
2017-06-01,2017,1,6,PNADC12_FT12,2017-06-01T00:00:00-03:00,103298.0
2017-07-01,2017,1,7,PNADC12_FT12,2017-07-01T00:00:00-03:00,103587.0
2017-08-01,2017,1,8,PNADC12_FT12,2017-08-01T00:00:00-03:00,103767.0
2017-09-01,2017,1,9,PNADC12_FT12,2017-09-01T00:00:00-03:00,103859.0
2017-10-01,2017,1,10,PNADC12_FT12,2017-10-01T00:00:00-03:00,103892.0
2017-11-01,2017,1,11,PNADC12_FT12,2017-11-01T00:00:00-02:00,104132.0
2017-12-01,2017,1,12,PNADC12_FT12,2017-12-01T00:00:00-02:00,104037.0
2018-01-01,2018,1,1,PNADC12_FT12,2018-01-01T00:00:00-02:00,104015.0
2018-02-01,2018,1,2,PNADC12_FT12,2018-02-01T00:00:00-02:00,103842.0
2018-03-01,2018,1,3,PNADC12_FT12,2018-03-01T00:00:00-03:00,103907.0
2018-04-01,2018,1,4,PNADC12_FT12,2018-04-01T00:00:00-03:00,103790.0
2018-05-01,2018,1,5,PNADC12_FT12,2018-05-01T00:00:00-03:00,103776.0
2018-06-01,2018,1,6,PNADC12_FT12,2018-06-01T00:00:00-03:00,103864.0
2018-07-01,2018,1,7,PNADC12_FT12,2018-07-01T00:00:00-03:00,104193.0
2018-08-01,2018,1,8,PNADC12_FT12,2018-08-01T00:00:00-03:00,104454.0
2018-09-01,2018,1,9,PNADC12_FT12,2018-09-01T00:00:00-03:00,104783.0
2018-10-01,2018,1,10,PNADC12_FT12,2018-10-01T00:00:00-03:00,104928.0
2018-11-01,2018,1,11,PNADC12_FT12,2018-11-01T00:00:00-03:00,105078.0
2018-12-01,2018,1,12,PNADC12_FT12,2018-12-01T00:00:00-02:00,104888.0
2019-01-01,2019,1,1,PNADC12_FT12,2019-01-01T00:00:00-02:00,104916.0
2019-02-01,2019,1,2,PNADC12_FT12,2019-02-01T00:00:00-02:00,104933.0
2019-03-01,2019,1,3,PNADC12_FT12,2019-03-01T00:00:00-03:00,105250.0
2019-04-01,2019,1,4,PNADC12_FT12,2019-04-01T00:00:00-03:00,105543.0
2019-05-01,2019,1,5,PNADC12_FT12,2019-05-01T00:00:00-03:00,105931.0
2019-06-01,2019,1,6,PNADC12_FT12,2019-06-01T00:00:00-03:00,106108.0
2019-07-01,2019,1,7,PNADC12_FT12,2019-07-01T00:00:00-03:00,106153.0
2019-08-01,2019,1,8,PNADC12_FT12,2019-08-01T00:00:00-03:00,106195.0
2019-09-01,2019,1,9,PNADC12_FT12,2019-09-01T00:00:00-03:00,106315.0
2019-10-01,2019,1,10,PNADC12_FT12,2019-10-01T00:00:00-03:00,106421.0
2019-11-01,2019,1,11,PNADC12_FT12,2019-11-01T00:00:00-03:00,106279.0
2019-12-01,2019,1,12,PNADC12_FT12,2019-12-01T00:00:00-03:00,106184.0
2020-01-01,2020,1,1,PNADC12_FT12,2020-01-01T00:00:00-03:00,106065.0
2020-02-01,2020,1,2,PNADC12_FT12,2020-02-01T00:00:00-03:00,106052.0
2020-03-01,2020,1,3,PNADC12_FT12,2020-03-01T00:00:00-03:00,105073.0
2020-04-01,2020,1,4,PNADC12_FT12,2020-04-01T00:00:00-03:00,102052.0
2020-05-01,2020,1,5,PNADC12_FT12,2020-05-01T00:00:00-03:00,98646.0
2020-06-01,2020,1,6,PNADC12_FT12,2020-06-01T00:00:00-03:00,96138.0
2020-07-01,2020,1,7,PNADC12_FT12,2020-07-01T00:00:00-03:00,95158.0
2020-08-01,2020,1,8,PNADC12_FT12,2020-08-01T00:00:00-03:00,95460.0
2020-09-01,2020,1,9,PNADC12_FT12,2020-09-01T00:00:00-03:00,96556.0
2020-10-01,2020,1,10,PNADC12_FT12,2020-10-01T00:00:00-03:00,98361.0
2020-11-01,2020,1,11,PNADC12_FT12,2020-11-01T00:00:00-03:00,99601.0
2020-12-01,2020,1,12,PNADC12_FT12,2020-12-01T00:00:00-03:00,100104.0
