DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2012-03-01,2012,1,3,PNADC12_FT12,2012-03-01T00:00:00-03:00,95191.0
2012-04-01,2012,1,4,PNADC12_FT12,2012-04-01T00:00:00-03:00,95833.0
2012-05-01,2012,1,5,PNADC12_FT12,2012-05-01T00:00:00-03:00,96179.0
2012-06-01,2012,1,6,PNADC12_FT12,2012-06-01T00:00:00-03:00,96375.0
2012-07-01,2012,1,7,PNADC12_FT12,2012-07-01T00:00:00-03:00,96342.0
2012-08-01,2012,1,8,PNADC12_FT12,2012-08-01T00:00:00-03:00,96458.0
2012-09-01,2012,1,9,PNADC12_FT12,2012-09-01T00:00:00-03:00,96454.0
2012-10-01,2012,1,10,PNADC12_FT12,2012-10-01T00:00:00-03:00,96362.0
2012-11-01,2012,1,11,PNADC12_FT12,2012-11-01T00:00:00-02:00,96386.0
2012-12-01,2012,1,12,PNADC12_FT12,2012-12-01T00:00:00-02:00,96468.0
2013-01-01,2013,1,1,PNADC12_FT12,2013-01-01T00:00:00-02:00,96473.0
2013-02-01,2013,1,2,PNADC12_FT12,2013-02-01T00:00:00-02:00,96577.0
2013-03-01,2013,1,3,PNADC12_FT12,2013-03-01T00:00:00-03:00,96702.0
2013-04-01,2013,1,4,PNADC12_FT12,2013-04-01T00:00:00-03:00,97032.0
2013-05-01,2013,1,5,PNADC12_FT12,2013-05-01T00:00:00-03:00,97195.0
2013-06-01,2013,1,6,PNADC12_FT12,2013-06-01T00:00:00-03:00,97323.0
2013-07-01,2013,1,7,PNADC12_FT12,2013-07-01T00:00:00-03:00,97481.0
2013-08-01,2013,1,8,PNADC12_FT12,2013-08-01T00:00:00-03:00,97423.0
2013-09-01,2013,1,9,PNADC12_FT12,2013-09-01T00:00:00-03:00,97460.0
2013-10-01,2013,1,10,PNADC12_FT12,2013-10-01T00:00:00-03:00,97356.0
2013-11-01,2013,1,11,PNADC12_FT12,2013-11-01T00:00:00-02:00,97514.0
2013-12-01,2013,1,12,PNADC12_FT12,2013-12-01T00:00:00-02:00,97416.0
2014-01-01,2014,1,1,PNADC12_FT12,2014-01-01T00:00:00-02:00,97330.0
2014-02-01,2014,1,2,PNADC12_FT12,2014-02-01T00:00:00-02:00,97594.0
2014-03-01,2014,1,3,PNADC12_FT12,2014-03-01T00:00:00-03:00,97783.0
2014-04-01,2014,1,4,PNADC12_FT12,2014-04-01T00:00:00-03:00,98076.0
2014-05-01,2014,1,5,PNADC12_FT12,2014-05-01T00:00:00-03:00,98178.0
2014-06-01,2014,1,6,PNADC12_FT12,2014-06-01T00:00:00-03:00,98300.0
2014-07-01,2014,1,7,PNADC12_FT12,2014-07-01T00:00:00-03:00,98223.0
2014-08-01,2014,1,8,PNADC12_FT12,2014-08-01T00:00:00-03:00,98217.0
2014-09-01,2014,1,9,PNADC12_FT12,2014-09-01T00:00:00-03:00,98456.0
2014-10-01,2014,1,10,PNADC12_FT12,2014-10-01T00:00:00-03:00,98637.0
2014-11-01,2014,1,11,PNADC12_FT12,2014-11-01T00:00:00-02:00,98636.0
2014-12-01,2014,1,12,PNADC12_FT12,2014-12-01T00:00:00-02:00,98805.0
2015-01-01,2015,1,1,PNADC12_FT12,2015-01-01T00:00:00-02:00,98934.0
2015-02-01,2015,1,2,PNADC12_FT12,2015-02-01T00:00:00-02:00,99187.0
2015-03-01,2015,1,3,PNADC12_FT12,2015-03-01T00:00:00-03:00,99438.0
2015-04-01,2015,1,4,PNADC12_FT12,2015-04-01T00:00:00-03:00,99687.0
2015-05-01,2015,1,5,PNADC12_FT12,2015-05-01T00:00:00-03:00,99743.0
2015-06-01,2015,1,6,PNADC12_FT12,2015-06-01T00:00:00-03:00,100050.0
2015-07-01,2015,1,7,PNADC12_FT12,2015-07-01T00:00:00-03:00,100293.0
2015-08-01,2015,1,8,PNADC12_FT12,2015-08-01T00:00:00-03:00,100419.0
2015-09-01,2015,1,9,PNADC12_FT12,2015-09-01T00:00:00-03:00,100557.0
2015-10-01,2015,1,10,PNADC12_FT12,2015-10-01T00:00:00-03:00,100847.0
2015-11-01,2015,1,11,PNADC12_FT12,2015-11-01T00:00:00-02:00,100763.0
2015-12-01,2015,1,12,PNADC12_FT12,2015-12-01T00:00:00-02:00,100818.0
2016-01-01,2016,1,1,PNADC12_FT12,2016-01-01T00:00:00-02:00,100727.0
2016-02-01,2016,1,2,PNADC12_FT12,2016-02-01T00:00:00-02:00,101010.0
2016-03-01,2016,1,3,PNADC12_FT12,2016-03-01T00:00:00-03:00,101239.0
2016-04-01,2016,1,4,PNADC12_FT12,2016-04-01T00:00:00-03:00,101559.0
2016-05-01,2016,1,5,PNADC12_FT12,2016-05-01T00:00:00-03:00,101804.0
2016-06-01,2016,1,6,PNADC12_FT12,2016-06-01T00:00:00-03:00,101902.0
2016-07-01,2016,1,7,PNADC12_FT12,2016-07-01T00:00:00-03:00,101854.0
2016-08-01,2016,1,8,PNADC12_FT12,2016-08-01T00:00:00-03:00,101688.0
2016-09-01,2016,1,9,PNADC12_FT12,2016-09-01T00:00:00-03:00,101391.0
2016-10-01,2016,1,10,PNADC12_FT12,2016-10-01T00:00:00-03:00,101467.0
2016-11-01,2016,1,11,PNADC12_FT12,2016-11-01T00:00:00-02:00,101884.0
2016-12-01,2016,1,12,PNADC12_FT12,2016-12-01T00:00:00-02:00,102150.0
