DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2012-03-01,2012,1,3,PNADC12_PI12,2012-03-01T00:00:00-03:00,155670.0
2012-04-01,2012,1,4,PNADC12_PI12,2012-04-01T00:00:00-03:00,155810.0
2012-05-01,2012,1,5,PNADC12_PI12,2012-05-01T00:00:00-03:00,155920.0
2012-06-01,2012,1,6,PNADC12_PI12,2012-06-01T00:00:00-03:00,156215.0
2012-07-01,2012,1,7,PNADC12_PI12,2012-07-01T00:00:00-03:00,156344.0
2012-08-01,2012,1,8,PNADC12_PI12,2012-08-01T00:00:00-03:00,156543.0
2012-09-01,2012,1,9,PNADC12_PI12,2012-09-01T00:00:00-03:00,156774.0
2012-10-01,2012,1,10,PNADC12_PI12,2012-10-01T00:00:00-03:00,156983.0
2012-11-01,2012,1,11,PNADC12_PI12,2012-11-01T00:00:00-02:00,157240.0
2012-12-01,2012,1,12,PNADC12_PI12,2012-12-01T00:00:00-02:00,157426.0
2013-01-01,2013,1,1,PNADC12_PI12,2013-01-01T00:00:00-02:00,157558.0
2013-02-01,2013,1,2,PNADC12_PI12,2013-02-01T00:00:00-02:00,157732.0
2013-03-01,2013,1,3,PNADC12_PI12,2013-03-01T00:00:00-03:00,158069.0
2013-04-01,2013,1,4,PNADC12_PI12,2013-04-01T00:00:00-03:00,158240.0
2013-05-01,2013,1,5,PNADC12_PI12,2013-05-01T00:00:00-03:00,158294.0
2013-06-01,2013,1,6,PNADC12_PI12,2013-06-01T00:00:00-03:00,158288.0
2013-07-01,2013,1,7,PNADC12_PI12,2013-07-01T00:00:00-03:00,158455.0
2013-08-01,2013,1,8,PNADC12_PI12,2013-08-01T00:00:00-03:00,158657.0
2013-09-01,2013,1,9,PNADC12_PI12,2013-09-01T00:00:00-03:00,158873.0
2013-10-01,2013,1,10,PNADC12_PI12,2013-10-01T00:00:00-03:00,159068.0
2013-11-01,2013,1,11,PNADC12_PI12,2013-11-01T00:00:00-02:00,159228.0
2013-12-01,2013,1,12,PNADC12_PI12,2013-12-01T00:00:00-02:00,159587.0
2014-01-01,2014,1,1,PNADC12_PI12,2014-01-01T00:00:00-02:00,159700.0
2014-02-01,2014,1,2,PNADC12_PI12,2014-02-01T00:00:00-02:00,159786.0
2014-03-01,2014,1,3,PNADC12_PI12,2014-03-01T00:00:00-03:00,159959.0
2014-04-01,2014,1,4,PNADC12_PI12,2014-04-01T00:00:00-03:00,160336.0
2014-05-01,2014,1,5,PNADC12_PI12,2014-05-01T00:00:00-03:00,160699.0
2014-06-01,2014,1,6,PNADC12_PI12,2014-06-01T00:00:00-03:00,160903.0
2014-07-01,2014,1,7,PNADC12_PI12,2014-07-01T00:00:00-03:00,161111.0
2014-08-01,2014,1,8,PNADC12_PI12,2014-08-01T00:00:00-03:00,161376.0
2014-09-01,2014,1,9,PNADC12_PI12,2014-09-01T00:00:00-03:00,161615.0
2014-10-01,2014,1,10,PNADC12_PI12,2014-10-01T00:00:00-03:00,161849.0
2014-11-01,2014,1,11,PNADC12_PI12,2014-11-01T00:00:00-02:00,162043.0
2014-12-01,2014,1,12,PNADC12_PI12,2014-12-01T00:00:00-02:00,162319.0
