DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (GWh)
1979-01-01,1979,1,1,ELETRO12_CEESE12,1979-01-01T00:00:00-02:00,5623.0
1979-02-01,1979,1,2,ELETRO12_CEESE12,1979-02-01T00:00:00-02:00,5551.0
1979-03-01,1979,1,3,ELETRO12_CEESE12,1979-03-01T00:00:00-03:00,5725.0
1979-04-01,1979,1,4,ELETRO12_CEESE12,1979-04-01T00:00:00-03:00,5797.0
1979-05-01,1979,1,5,ELETRO12_CEESE12,1979-05-01T00:00:00-03:00,6002.0
1979-06-01,1979,1,6,ELETRO12_CEESE12,1979-06-01T00:00:00-03:00,5988.0
1979-07-01,1979,1,7,ELETRO12_CEESE12,1979-07-01T00:00:00-03:00,6054.0
1979-08-01,1979,1,8,ELETRO12_CEESE12,1979-08-01T00:00:00-03:00,6022.0
1979-09-01,1979,1,9,ELETRO12_CEESE12,1979-09-01T00:00:00-03:00,6353.0
1979-10-01,1979,1,10,ELETRO12_CEESE12,1979-10-01T00:00:00-03:00,6144.0
1979-11-01,1979,1,11,ELETRO12_CEESE12,1979-11-01T00:00:00-03:00,6393.0
1979-12-01,1979,1,12,ELETRO12_CEESE12,1979-12-01T00:00:00-02:00,6337.0
1980-01-01,1980,1,1,ELETRO12_CEESE12,1980-01-01T00:00:00-02:00,6276.0
1980-02-01,1980,1,2,ELETRO12_CEESE12,1980-02-01T00:00:00-02:00,6239.0
1980-03-01,1980,1,3,ELETRO12_CEESE12,1980-03-01T00:00:00-03:00,6266.0
1980-04-01,1980,1,4,ELETRO12_CEESE12,1980-04-01T00:00:00-03:00,6393.0
1980-05-01,1980,1,5,ELETRO12_CEESE12,1980-05-01T00:00:00-03:00,6458.0
1980-06-01,1980,1,6,ELETRO12_CEESE12,1980-06-01T00:00:00-03:00,6559.0
1980-07-01,1980,1,7,ELETRO12_CEESE12,1980-07-01T00:00:00-03:00,6467.0
1980-08-01,1980,1,8,ELETRO12_CEESE12,1980-08-01T00:00:00-03:00,6879.0
1980-09-01,1980,1,9,ELETRO12_CEESE12,1980-09-01T00:00:00-03:00,6817.0
1980-10-01,1980,1,10,ELETRO12_CEESE12,1980-10-01T00:00:00-03:00,6800.0
1980-11-01,1980,1,11,ELETRO12_CEESE12,1980-11-01T00:00:00-03:00,7145.0
1980-12-01,1980,1,12,ELETRO12_CEESE12,1980-12-01T00:00:00-02:00,6636.0
1981-01-01,1981,1,1,ELETRO12_CEESE12,1981-01-01T00:00:00-02:00,7150.0
1981-02-01,1981,1,2,ELETRO12_CEESE12,1981-02-01T00:00:00-02:00,6563.0
1981-03-01,1981,1,3,ELETRO12_CEESE12,1981-03-01T00:00:00-03:00,6878.0
1981-04-01,1981,1,4,ELETRO12_CEESE12,1981-04-01T00:00:00-03:00,6527.0
1981-05-01,1981,1,5,ELETRO12_CEESE12,1981-05-01T00:00:00-03:00,6751.0
1981-06-01,1981,1,6,ELETRO12_CEESE12,1981-06-01T00:00:00-03:00,6464.0
1981-07-01,1981,1,7,ELETRO12_CEESE12,1981-07-01T00:00:00-03:00,6584.0
1981-08-01,1981,1,8,ELETRO12_CEESE12,1981-08-01T00:00:00-03:00,6813.0
1981-09-01,1981,1,9,ELETRO12_CEESE12,1981-09-01T00:00:00-03:00,6561.0
1981-10-01,1981,1,10,ELETRO12_CEESE12,1981-10-01T00:00:00-03:00,6599.0
1981-11-01,1981,1,11,ELETRO12_CEESE12,1981-11-01T00:00:00-03:00,6754.0
1981-12-01,1981,1,12,ELETRO12_CEESE12,1981-12-01T00:00:00-02:00,6452.0
1982-01-01,1982,1,1,ELETRO12_CEESE12,1982-01-01T00:00:00-02:00,6702.0
1982-02-01,1982,1,2,ELETRO12_CEESE12,1982-02-01T00:00:00-02:00,6354.0
1982-03-01,1982,1,3,ELETRO12_CEESE12,1982-03-01T00:00:00-03:00,6570.0
1982-04-01,1982,1,4,ELETRO12_CEESE12,1982-04-01T00:00:00-03:00,7255.0
1982-05-01,1982,1,5,ELETRO12_CEESE12,1982-05-01T00:00:00-03:00,6829.0
1982-06-01,1982,1,6,ELETRO12_CEESE12,1982-06-01T00:00:00-03:00,6998.0
1982-07-01,1982,1,7,ELETRO12_CEESE12,1982-07-01T00:00:00-03:00,7080.0
1982-08-01,1982,1,8,ELETRO12_CEESE12,1982-08-01T00:00:00-03:00,7275.0
1982-09-01,1982,1,9,ELETRO12_CEESE12,1982-09-01T00:00:00-03:00,7381.0
1982-10-01,1982,1,10,ELETRO12_CEESE12,1982-10-01T00:00:00-03:00,7189.0
1982-11-01,1982,1,11,ELETRO12_CEESE12,1982-11-01T00:00:00-03:00,7285.0
1982-12-01,1982,1,12,ELETRO12_CEESE12,1982-12-01T00:00:00-02:00,7046.0
