DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
1990-01-01,1990,1,1,BM12_DEPOUCNY12,1990-01-01T00:00:00-02:00,31.4781818181818
1990-02-01,1990,1,2,BM12_DEPOUCNY12,1990-02-01T00:00:00-02:00,41.2681234710744
1990-03-01,1990,1,3,BM12_DEPOUCNY12,1990-03-01T00:00:00-03:00,34.7546464646465
1990-04-01,1990,1,4,BM12_DEPOUCNY12,1990-04-01T00:00:00-03:00,16.5390545454545
1990-05-01,1990,1,5,BM12_DEPOUCNY12,1990-05-01T00:00:00-03:00,10.9704022038568
1990-06-01,1990,1,6,BM12_DEPOUCNY12,1990-06-01T00:00:00-03:00,9.06239090909091
1990-07-01,1990,1,7,BM12_DEPOUCNY12,1990-07-01T00:00:00-03:00,9.23464935064935
1990-08-01,1990,1,8,BM12_DEPOUCNY12,1990-08-01T00:00:00-03:00,8.85939599383667
1990-09-01,1990,1,9,BM12_DEPOUCNY12,1990-09-01T00:00:00-03:00,8.45172467532468
1990-10-01,1990,1,10,BM12_DEPOUCNY12,1990-10-01T00:00:00-03:00,8.15077651259584
1990-11-01,1990,1,11,BM12_DEPOUCNY12,1990-11-01T00:00:00-03:00,7.84819467401286
1990-12-01,1990,1,12,BM12_DEPOUCNY12,1990-12-01T00:00:00-02:00,8.30025612648222
1991-01-01,1991,1,1,BM12_DEPOUCNY12,1991-01-01T00:00:00-02:00,8.681131614654
1991-02-01,1991,1,2,BM12_DEPOUCNY12,1991-02-01T00:00:00-02:00,8.48072536717828
1991-03-01,1991,1,3,BM12_DEPOUCNY12,1991-03-01T00:00:00-03:00,8.50182280276449
1991-04-01,1991,1,4,BM12_DEPOUCNY12,1991-04-01T00:00:00-03:00,8.13956923076923
1991-05-01,1991,1,5,BM12_DEPOUCNY12,1991-05-01T00:00:00-03:00,7.75916999592336
1991-06-01,1991,1,6,BM12_DEPOUCNY12,1991-06-01T00:00:00-03:00,7.60568181818182
1991-07-01,1991,1,7,BM12_DEPOUCNY12,1991-07-01T00:00:00-03:00,7.51280670183059
1991-08-01,1991,1,8,BM12_DEPOUCNY12,1991-08-01T00:00:00-03:00,7.35007435549525
1991-09-01,1991,1,9,BM12_DEPOUCNY12,1991-09-01T00:00:00-03:00,7.58486813048693
1991-10-01,1991,1,10,BM12_DEPOUCNY12,1991-10-01T00:00:00-03:00,7.91547355371901
1991-11-01,1991,1,11,BM12_DEPOUCNY12,1991-11-01T00:00:00-03:00,8.92034611205074
1991-12-01,1991,1,12,BM12_DEPOUCNY12,1991-12-01T00:00:00-02:00,11.3131010336198
1992-01-01,1992,1,1,BM12_DEPOUCNY12,1992-01-01T00:00:00-02:00,12.0748784057121
1992-02-01,1992,1,2,BM12_DEPOUCNY12,1992-02-01T00:00:00-02:00,12.9227467319676
1992-03-01,1992,1,3,BM12_DEPOUCNY12,1992-03-01T00:00:00-03:00,13.3636413400871
1992-04-01,1992,1,4,BM12_DEPOUCNY12,1992-04-01T00:00:00-03:00,14.0106429920047
