DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((p.p.))
2011-03-01,2011,1,3,BM12_CRLSDPJ12,2011-03-01T00:00:00-03:00,15.52
2011-04-01,2011,1,4,BM12_CRLSDPJ12,2011-04-01T00:00:00-03:00,15.89
2011-05-01,2011,1,5,BM12_CRLSDPJ12,2011-05-01T00:00:00-03:00,15.73
2011-06-01,2011,1,6,BM12_CRLSDPJ12,2011-06-01T00:00:00-03:00,15.62
2011-07-01,2011,1,7,BM12_CRLSDPJ12,2011-07-01T00:00:00-03:00,15.82
2011-08-01,2011,1,8,BM12_CRLSDPJ12,2011-08-01T00:00:00-03:00,15.06
2011-09-01,2011,1,9,BM12_CRLSDPJ12,2011-09-01T00:00:00-03:00,15.8
2011-10-01,2011,1,10,BM12_CRLSDPJ12,2011-10-01T00:00:00-03:00,15.76
2011-11-01,2011,1,11,BM12_CRLSDPJ12,2011-11-01T00:00:00-02:00,15.73
2011-12-01,2011,1,12,BM12_CRLSDPJ12,2011-12-01T00:00:00-02:00,14.31
2012-01-01,2012,1,1,BM12_CRLSDPJ12,2012-01-01T00:00:00-02:00,15.07
2012-02-01,2012,1,2,BM12_CRLSDPJ12,2012-02-01T00:00:00-02:00,15.44
2012-03-01,2012,1,3,BM12_CRLSDPJ12,2012-03-01T00:00:00-03:00,15.07
2012-04-01,2012,1,4,BM12_CRLSDPJ12,2012-04-01T00:00:00-03:00,14.4
2012-05-01,2012,1,5,BM12_CRLSDPJ12,2012-05-01T00:00:00-03:00,13.43
2012-06-01,2012,1,6,BM12_CRLSDPJ12,2012-06-01T00:00:00-03:00,12.66
2012-07-01,2012,1,7,BM12_CRLSDPJ12,2012-07-01T00:00:00-03:00,12.94
2012-08-01,2012,1,8,BM12_CRLSDPJ12,2012-08-01T00:00:00-03:00,12.73
2012-09-01,2012,1,9,BM12_CRLSDPJ12,2012-09-01T00:00:00-03:00,12.4
2012-10-01,2012,1,10,BM12_CRLSDPJ12,2012-10-01T00:00:00-03:00,12.05
2012-11-01,2012,1,11,BM12_CRLSDPJ12,2012-11-01T00:00:00-02:00,12.43
2012-12-01,2012,1,12,BM12_CRLSDPJ12,2012-12-01T00:00:00-02:00,11.33
2013-01-01,2013,1,1,BM12_CRLSDPJ12,2013-01-01T00:00:00-02:00,12.4
2013-02-01,2013,1,2,BM12_CRLSDPJ12,2013-02-01T00:00:00-02:00,12.27
2013-03-01,2013,1,3,BM12_CRLSDPJ12,2013-03-01T00:00:00-03:00,11.84
2013-04-01,2013,1,4,BM12_CRLSDPJ12,2013-04-01T00:00:00-03:00,12.09
2013-05-01,2013,1,5,BM12_CRLSDPJ12,2013-05-01T00:00:00-03:00,11.65
2013-06-01,2013,1,6,BM12_CRLSDPJ12,2013-06-01T00:00:00-03:00,10.95
2013-07-01,2013,1,7,BM12_CRLSDPJ12,2013-07-01T00:00:00-03:00,11.49
2013-08-01,2013,1,8,BM12_CRLSDPJ12,2013-08-01T00:00:00-03:00,11.64
2013-09-01,2013,1,9,BM12_CRLSDPJ12,2013-09-01T00:00:00-03:00,11.56
2013-10-01,2013,1,10,BM12_CRLSDPJ12,2013-10-01T00:00:00-03:00,11.51
2013-11-01,2013,1,11,BM12_CRLSDPJ12,2013-11-01T00:00:00-02:00,11.62
2013-12-01,2013,1,12,BM12_CRLSDPJ12,2013-12-01T00:00:00-02:00,11.25
2014-01-01,2014,1,1,BM12_CRLSDPJ12,2014-01-01T00:00:00-02:00,12.4
2014-02-01,2014,1,2,BM12_CRLSDPJ12,2014-02-01T00:00:00-02:00,12.6
2014-03-01,2014,1,3,BM12_CRLSDPJ12,2014-03-01T00:00:00-03:00,12.66
2014-04-01,2014,1,4,BM12_CRLSDPJ12,2014-04-01T00:00:00-03:00,12.64
2014-05-01,2014,1,5,BM12_CRLSDPJ12,2014-05-01T00:00:00-03:00,12.79
2014-06-01,2014,1,6,BM12_CRLSDPJ12,2014-06-01T00:00:00-03:00,12.76
2014-07-01,2014,1,7,BM12_CRLSDPJ12,2014-07-01T00:00:00-03:00,13.38
2014-08-01,2014,1,8,BM12_CRLSDPJ12,2014-08-01T00:00:00-03:00,12.99
2014-09-01,2014,1,9,BM12_CRLSDPJ12,2014-09-01T00:00:00-03:00,12.78
2014-10-01,2014,1,10,BM12_CRLSDPJ12,2014-10-01T00:00:00-03:00,13.13
2014-11-01,2014,1,11,BM12_CRLSDPJ12,2014-11-01T00:00:00-02:00,12.81
2014-12-01,2014,1,12,BM12_CRLSDPJ12,2014-12-01T00:00:00-02:00,12.55
2015-01-01,2015,1,1,BM12_CRLSDPJ12,2015-01-01T00:00:00-02:00,13.64
2015-02-01,2015,1,2,BM12_CRLSDPJ12,2015-02-01T00:00:00-02:00,13.97
2015-03-01,2015,1,3,BM12_CRLSDPJ12,2015-03-01T00:00:00-03:00,13.97
2015-04-01,2015,1,4,BM12_CRLSDPJ12,2015-04-01T00:00:00-03:00,14.51
2015-05-01,2015,1,5,BM12_CRLSDPJ12,2015-05-01T00:00:00-03:00,14.42
2015-06-01,2015,1,6,BM12_CRLSDPJ12,2015-06-01T00:00:00-03:00,14.79
2015-07-01,2015,1,7,BM12_CRLSDPJ12,2015-07-01T00:00:00-03:00,15.28
2015-08-01,2015,1,8,BM12_CRLSDPJ12,2015-08-01T00:00:00-03:00,15.38
2015-09-01,2015,1,9,BM12_CRLSDPJ12,2015-09-01T00:00:00-03:00,15.42
2015-10-01,2015,1,10,BM12_CRLSDPJ12,2015-10-01T00:00:00-03:00,15.68
2015-11-01,2015,1,11,BM12_CRLSDPJ12,2015-11-01T00:00:00-02:00,16.08
2015-12-01,2015,1,12,BM12_CRLSDPJ12,2015-12-01T00:00:00-02:00,14.89
2016-01-01,2016,1,1,BM12_CRLSDPJ12,2016-01-01T00:00:00-02:00,16.81
2016-02-01,2016,1,2,BM12_CRLSDPJ12,2016-02-01T00:00:00-02:00,17.51
