DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Meses)
2011-03-01,2011,1,3,BM12_CRDPCA12,2011-03-01T00:00:00-03:00,55.09
2011-04-01,2011,1,4,BM12_CRDPCA12,2011-04-01T00:00:00-03:00,55.14
2011-05-01,2011,1,5,BM12_CRDPCA12,2011-05-01T00:00:00-03:00,55.42
2011-06-01,2011,1,6,BM12_CRDPCA12,2011-06-01T00:00:00-03:00,55.87
2011-07-01,2011,1,7,BM12_CRDPCA12,2011-07-01T00:00:00-03:00,56.55
2011-08-01,2011,1,8,BM12_CRDPCA12,2011-08-01T00:00:00-03:00,57.35
2011-09-01,2011,1,9,BM12_CRDPCA12,2011-09-01T00:00:00-03:00,57.97
2011-10-01,2011,1,10,BM12_CRDPCA12,2011-10-01T00:00:00-03:00,57.9
2011-11-01,2011,1,11,BM12_CRDPCA12,2011-11-01T00:00:00-02:00,58.48
2011-12-01,2011,1,12,BM12_CRDPCA12,2011-12-01T00:00:00-02:00,58.79
2012-01-01,2012,1,1,BM12_CRDPCA12,2012-01-01T00:00:00-02:00,58.69
2012-02-01,2012,1,2,BM12_CRDPCA12,2012-02-01T00:00:00-02:00,59.32
2012-03-01,2012,1,3,BM12_CRDPCA12,2012-03-01T00:00:00-03:00,60.02
2012-04-01,2012,1,4,BM12_CRDPCA12,2012-04-01T00:00:00-03:00,60.42
2012-05-01,2012,1,5,BM12_CRDPCA12,2012-05-01T00:00:00-03:00,61.0
2012-06-01,2012,1,6,BM12_CRDPCA12,2012-06-01T00:00:00-03:00,61.7
2012-07-01,2012,1,7,BM12_CRDPCA12,2012-07-01T00:00:00-03:00,62.32
2012-08-01,2012,1,8,BM12_CRDPCA12,2012-08-01T00:00:00-03:00,62.53
2012-09-01,2012,1,9,BM12_CRDPCA12,2012-09-01T00:00:00-03:00,62.51
2012-10-01,2012,1,10,BM12_CRDPCA12,2012-10-01T00:00:00-03:00,62.95
