DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Tonelada)
1989-01-01,1989,1,1,ABATE12_ABPEFR12,1989-01-01T00:00:00-02:00,108.334532
1989-02-01,1989,1,2,ABATE12_ABPEFR12,1989-02-01T00:00:00-02:00,93.051436
1989-03-01,1989,1,3,ABATE12_ABPEFR12,1989-03-01T00:00:00-03:00,109.510449
1989-04-01,1989,1,4,ABATE12_ABPEFR12,1989-04-01T00:00:00-03:00,102.802703
1989-05-01,1989,1,5,ABATE12_ABPEFR12,1989-05-01T00:00:00-03:00,112.596916
1989-06-01,1989,1,6,ABATE12_ABPEFR12,1989-06-01T00:00:00-03:00,118.034612
1989-07-01,1989,1,7,ABATE12_ABPEFR12,1989-07-01T00:00:00-03:00,109.165797
1989-08-01,1989,1,8,ABATE12_ABPEFR12,1989-08-01T00:00:00-03:00,113.931079
1989-09-01,1989,1,9,ABATE12_ABPEFR12,1989-09-01T00:00:00-03:00,110.981806
1989-10-01,1989,1,10,ABATE12_ABPEFR12,1989-10-01T00:00:00-03:00,120.758836
1989-11-01,1989,1,11,ABATE12_ABPEFR12,1989-11-01T00:00:00-03:00,118.62846
1989-12-01,1989,1,12,ABATE12_ABPEFR12,1989-12-01T00:00:00-02:00,115.652667
1990-01-01,1990,1,1,ABATE12_ABPEFR12,1990-01-01T00:00:00-02:00,125.740823
1990-02-01,1990,1,2,ABATE12_ABPEFR12,1990-02-01T00:00:00-02:00,103.490503
1990-03-01,1990,1,3,ABATE12_ABPEFR12,1990-03-01T00:00:00-03:00,128.560319
1990-04-01,1990,1,4,ABATE12_ABPEFR12,1990-04-01T00:00:00-03:00,125.931507
1990-05-01,1990,1,5,ABATE12_ABPEFR12,1990-05-01T00:00:00-03:00,139.27709
1990-06-01,1990,1,6,ABATE12_ABPEFR12,1990-06-01T00:00:00-03:00,121.165899
1990-07-01,1990,1,7,ABATE12_ABPEFR12,1990-07-01T00:00:00-03:00,127.932389
1990-08-01,1990,1,8,ABATE12_ABPEFR12,1990-08-01T00:00:00-03:00,132.598678
1990-09-01,1990,1,9,ABATE12_ABPEFR12,1990-09-01T00:00:00-03:00,122.267679
1990-10-01,1990,1,10,ABATE12_ABPEFR12,1990-10-01T00:00:00-03:00,141.572913
1990-11-01,1990,1,11,ABATE12_ABPEFR12,1990-11-01T00:00:00-03:00,137.75251
1990-12-01,1990,1,12,ABATE12_ABPEFR12,1990-12-01T00:00:00-02:00,130.237422
1991-01-01,1991,1,1,ABATE12_ABPEFR12,1991-01-01T00:00:00-02:00,143.014
1991-02-01,1991,1,2,ABATE12_ABPEFR12,1991-02-01T00:00:00-02:00,115.892
1991-03-01,1991,1,3,ABATE12_ABPEFR12,1991-03-01T00:00:00-03:00,125.303
1991-04-01,1991,1,4,ABATE12_ABPEFR12,1991-04-01T00:00:00-03:00,144.462
1991-05-01,1991,1,5,ABATE12_ABPEFR12,1991-05-01T00:00:00-03:00,149.845
1991-06-01,1991,1,6,ABATE12_ABPEFR12,1991-06-01T00:00:00-03:00,138.543
1991-07-01,1991,1,7,ABATE12_ABPEFR12,1991-07-01T00:00:00-03:00,154.765
1991-08-01,1991,1,8,ABATE12_ABPEFR12,1991-08-01T00:00:00-03:00,153.39
1991-09-01,1991,1,9,ABATE12_ABPEFR12,1991-09-01T00:00:00-03:00,147.537
1991-10-01,1991,1,10,ABATE12_ABPEFR12,1991-10-01T00:00:00-03:00,158.706
1991-11-01,1991,1,11,ABATE12_ABPEFR12,1991-11-01T00:00:00-03:00,157.078928
1991-12-01,1991,1,12,ABATE12_ABPEFR12,1991-12-01T00:00:00-02:00,165.170483
1992-01-01,1992,1,1,ABATE12_ABPEFR12,1992-01-01T00:00:00-02:00,146.937
1992-02-01,1992,1,2,ABATE12_ABPEFR12,1992-02-01T00:00:00-02:00,133.236
1992-03-01,1992,1,3,ABATE12_ABPEFR12,1992-03-01T00:00:00-03:00,147.153
1992-04-01,1992,1,4,ABATE12_ABPEFR12,1992-04-01T00:00:00-03:00,149.987
1992-05-01,1992,1,5,ABATE12_ABPEFR12,1992-05-01T00:00:00-03:00,146.978
1992-06-01,1992,1,6,ABATE12_ABPEFR12,1992-06-01T00:00:00-03:00,151.51
1992-07-01,1992,1,7,ABATE12_ABPEFR12,1992-07-01T00:00:00-03:00,162.363
1992-08-01,1992,1,8,ABATE12_ABPEFR12,1992-08-01T00:00:00-03:00,150.754
1992-09-01,1992,1,9,ABATE12_ABPEFR12,1992-09-01T00:00:00-03:00,158.632
1992-10-01,1992,1,10,ABATE12_ABPEFR12,1992-10-01T00:00:00-03:00,159.537
1992-11-01,1992,1,11,ABATE12_ABPEFR12,1992-11-01T00:00:00-03:00,155.909
1992-12-01,1992,1,12,ABATE12_ABPEFR12,1992-12-01T00:00:00-02:00,167.29
1993-01-01,1993,1,1,ABATE12_ABPEFR12,1993-01-01T00:00:00-02:00,162.044
1993-02-01,1993,1,2,ABATE12_ABPEFR12,1993-02-01T00:00:00-02:00,146.048
1993-03-01,1993,1,3,ABATE12_ABPEFR12,1993-03-01T00:00:00-03:00,172.31
1993-04-01,1993,1,4,ABATE12_ABPEFR12,1993-04-01T00:00:00-03:00,156.533
1993-05-01,1993,1,5,ABATE12_ABPEFR12,1993-05-01T00:00:00-03:00,167.071
1993-06-01,1993,1,6,ABATE12_ABPEFR12,1993-06-01T00:00:00-03:00,162.54
1993-07-01,1993,1,7,ABATE12_ABPEFR12,1993-07-01T00:00:00-03:00,161.456
1993-08-01,1993,1,8,ABATE12_ABPEFR12,1993-08-01T00:00:00-03:00,167.913
1993-09-01,1993,1,9,ABATE12_ABPEFR12,1993-09-01T00:00:00-03:00,166.326
1993-10-01,1993,1,10,ABATE12_ABPEFR12,1993-10-01T00:00:00-03:00,171.358
1993-11-01,1993,1,11,ABATE12_ABPEFR12,1993-11-01T00:00:00-03:00,173.58
1993-12-01,1993,1,12,ABATE12_ABPEFR12,1993-12-01T00:00:00-02:00,182.969
1994-01-01,1994,1,1,ABATE12_ABPEFR12,1994-01-01T00:00:00-02:00,181.082
1994-02-01,1994,1,2,ABATE12_ABPEFR12,1994-02-01T00:00:00-02:00,163.477
1994-03-01,1994,1,3,ABATE12_ABPEFR12,1994-03-01T00:00:00-03:00,202.082
1994-04-01,1994,1,4,ABATE12_ABPEFR12,1994-04-01T00:00:00-03:00,180.27
1994-05-01,1994,1,5,ABATE12_ABPEFR12,1994-05-01T00:00:00-03:00,200.408
1994-06-01,1994,1,6,ABATE12_ABPEFR12,1994-06-01T00:00:00-03:00,198.166
1994-07-01,1994,1,7,ABATE12_ABPEFR12,1994-07-01T00:00:00-03:00,194.271
1994-08-01,1994,1,8,ABATE12_ABPEFR12,1994-08-01T00:00:00-03:00,210.525
1994-09-01,1994,1,9,ABATE12_ABPEFR12,1994-09-01T00:00:00-03:00,208.225
1994-10-01,1994,1,10,ABATE12_ABPEFR12,1994-10-01T00:00:00-03:00,204.111
1994-11-01,1994,1,11,ABATE12_ABPEFR12,1994-11-01T00:00:00-03:00,212.168
1994-12-01,1994,1,12,ABATE12_ABPEFR12,1994-12-01T00:00:00-02:00,214.898
1995-01-01,1995,1,1,ABATE12_ABPEFR12,1995-01-01T00:00:00-02:00,221.308
1995-02-01,1995,1,2,ABATE12_ABPEFR12,1995-02-01T00:00:00-02:00,190.135
1995-03-01,1995,1,3,ABATE12_ABPEFR12,1995-03-01T00:00:00-03:00,238.616
1995-04-01,1995,1,4,ABATE12_ABPEFR12,1995-04-01T00:00:00-03:00,205.266
1995-05-01,1995,1,5,ABATE12_ABPEFR12,1995-05-01T00:00:00-03:00,240.597
1995-06-01,1995,1,6,ABATE12_ABPEFR12,1995-06-01T00:00:00-03:00,223.509
1995-07-01,1995,1,7,ABATE12_ABPEFR12,1995-07-01T00:00:00-03:00,224.857
1995-08-01,1995,1,8,ABATE12_ABPEFR12,1995-08-01T00:00:00-03:00,238.017
1995-09-01,1995,1,9,ABATE12_ABPEFR12,1995-09-01T00:00:00-03:00,220.32
1995-10-01,1995,1,10,ABATE12_ABPEFR12,1995-10-01T00:00:00-03:00,233.73
1995-11-01,1995,1,11,ABATE12_ABPEFR12,1995-11-01T00:00:00-03:00,229.01
1995-12-01,1995,1,12,ABATE12_ABPEFR12,1995-12-01T00:00:00-02:00,229.021
1996-01-01,1996,1,1,ABATE12_ABPEFR12,1996-01-01T00:00:00-02:00,247.852
1996-02-01,1996,1,2,ABATE12_ABPEFR12,1996-02-01T00:00:00-02:00,227.403
1996-03-01,1996,1,3,ABATE12_ABPEFR12,1996-03-01T00:00:00-03:00,232.554
1996-04-01,1996,1,4,ABATE12_ABPEFR12,1996-04-01T00:00:00-03:00,235.501
1996-05-01,1996,1,5,ABATE12_ABPEFR12,1996-05-01T00:00:00-03:00,248.476
