DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (R$ (do último mês))
2002-03-01,2002,1,3,GAC12_SALMINRE12,2002-03-01T00:00:00-03:00,273.074414924747
2002-04-01,2002,1,4,GAC12_SALMINRE12,2002-04-01T00:00:00-03:00,301.366028334544
2002-05-01,2002,1,5,GAC12_SALMINRE12,2002-05-01T00:00:00-03:00,301.095321101693
2002-06-01,2002,1,6,GAC12_SALMINRE12,2002-06-01T00:00:00-03:00,299.26922843536
2002-07-01,2002,1,7,GAC12_SALMINRE12,2002-07-01T00:00:00-03:00,295.866470175084
2002-08-01,2002,1,8,GAC12_SALMINRE12,2002-08-01T00:00:00-03:00,293.343105100007
2002-09-01,2002,1,9,GAC12_SALMINRE12,2002-09-01T00:00:00-03:00,290.928144786341
2002-10-01,2002,1,10,GAC12_SALMINRE12,2002-10-01T00:00:00-03:00,286.431212264994
2002-11-01,2002,1,11,GAC12_SALMINRE12,2002-11-01T00:00:00-03:00,277.040208689883
2002-12-01,2002,1,12,GAC12_SALMINRE12,2002-12-01T00:00:00-02:00,269.756585627759
2003-01-01,2003,1,1,GAC12_SALMINRE12,2003-01-01T00:00:00-02:00,263.254116068446
2003-02-01,2003,1,2,GAC12_SALMINRE12,2003-02-01T00:00:00-02:00,259.465541035298
2003-03-01,2003,1,3,GAC12_SALMINRE12,2003-03-01T00:00:00-03:00,255.958980611849
2003-04-01,2003,1,4,GAC12_SALMINRE12,2003-04-01T00:00:00-03:00,302.970029346426
2003-05-01,2003,1,5,GAC12_SALMINRE12,2003-05-01T00:00:00-03:00,300.000390368976
2003-06-01,2003,1,6,GAC12_SALMINRE12,2003-06-01T00:00:00-03:00,300.180558053163
2003-07-01,2003,1,7,GAC12_SALMINRE12,2003-07-01T00:00:00-03:00,300.05998073021
2003-08-01,2003,1,8,GAC12_SALMINRE12,2003-08-01T00:00:00-03:00,299.520558941142
2003-09-01,2003,1,9,GAC12_SALMINRE12,2003-09-01T00:00:00-03:00,297.084506566355
2003-10-01,2003,1,10,GAC12_SALMINRE12,2003-10-01T00:00:00-03:00,295.930870733657
2003-11-01,2003,1,11,GAC12_SALMINRE12,2003-11-01T00:00:00-03:00,294.83986005468
2003-12-01,2003,1,12,GAC12_SALMINRE12,2003-12-01T00:00:00-02:00,293.256292862849
2004-01-01,2004,1,1,GAC12_SALMINRE12,2004-01-01T00:00:00-02:00,290.842258080953
2004-02-01,2004,1,2,GAC12_SALMINRE12,2004-02-01T00:00:00-02:00,289.711806027502
2004-03-01,2004,1,3,GAC12_SALMINRE12,2004-03-01T00:00:00-03:00,288.070348062883
2004-04-01,2004,1,4,GAC12_SALMINRE12,2004-04-01T00:00:00-03:00,286.894689670034
2004-05-01,2004,1,5,GAC12_SALMINRE12,2004-05-01T00:00:00-03:00,309.564026489839
2004-06-01,2004,1,6,GAC12_SALMINRE12,2004-06-01T00:00:00-03:00,308.024493164189
2004-07-01,2004,1,7,GAC12_SALMINRE12,2004-07-01T00:00:00-03:00,305.792570645465
2004-08-01,2004,1,8,GAC12_SALMINRE12,2004-08-01T00:00:00-03:00,304.271371718655
2004-09-01,2004,1,9,GAC12_SALMINRE12,2004-09-01T00:00:00-03:00,303.755551170163
2004-10-01,2004,1,10,GAC12_SALMINRE12,2004-10-01T00:00:00-03:00,303.240227898861
2004-11-01,2004,1,11,GAC12_SALMINRE12,2004-11-01T00:00:00-03:00,301.911257438655
2004-12-01,2004,1,12,GAC12_SALMINRE12,2004-12-01T00:00:00-02:00,299.336619633826
2005-01-01,2005,1,1,GAC12_SALMINRE12,2005-01-01T00:00:00-02:00,297.640442103517
2005-02-01,2005,1,2,GAC12_SALMINRE12,2005-02-01T00:00:00-02:00,296.336146737331
2005-03-01,2005,1,3,GAC12_SALMINRE12,2005-03-01T00:00:00-03:00,294.188714728489
2005-04-01,2005,1,4,GAC12_SALMINRE12,2005-04-01T00:00:00-03:00,291.5356799459
2005-05-01,2005,1,5,GAC12_SALMINRE12,2005-05-01T00:00:00-03:00,334.049261186888
2005-06-01,2005,1,6,GAC12_SALMINRE12,2005-06-01T00:00:00-03:00,334.417374033251
2005-07-01,2005,1,7,GAC12_SALMINRE12,2005-07-01T00:00:00-03:00,334.317377493877
2005-08-01,2005,1,8,GAC12_SALMINRE12,2005-08-01T00:00:00-03:00,334.317377493877
2005-09-01,2005,1,9,GAC12_SALMINRE12,2005-09-01T00:00:00-03:00,333.81697905734
2005-10-01,2005,1,10,GAC12_SALMINRE12,2005-10-01T00:00:00-03:00,331.892488440916
2005-11-01,2005,1,11,GAC12_SALMINRE12,2005-11-01T00:00:00-02:00,330.1105672699
2005-12-01,2005,1,12,GAC12_SALMINRE12,2005-12-01T00:00:00-02:00,328.79490226985
2006-01-01,2006,1,1,GAC12_SALMINRE12,2006-01-01T00:00:00-02:00,327.550278386184
2006-02-01,2006,1,2,GAC12_SALMINRE12,2006-02-01T00:00:00-02:00,326.798213050485
2006-03-01,2006,1,3,GAC12_SALMINRE12,2006-03-01T00:00:00-03:00,325.918281072542
2006-04-01,2006,1,4,GAC12_SALMINRE12,2006-04-01T00:00:00-03:00,379.782051021637
2006-05-01,2006,1,5,GAC12_SALMINRE12,2006-05-01T00:00:00-03:00,379.289465413237
2006-06-01,2006,1,6,GAC12_SALMINRE12,2006-06-01T00:00:00-03:00,379.555215636912
2006-07-01,2006,1,7,GAC12_SALMINRE12,2006-07-01T00:00:00-03:00,379.138603736258
2006-08-01,2006,1,8,GAC12_SALMINRE12,2006-08-01T00:00:00-03:00,379.214019570526
2006-09-01,2006,1,9,GAC12_SALMINRE12,2006-09-01T00:00:00-03:00,378.608639678453
2006-10-01,2006,1,10,GAC12_SALMINRE12,2006-10-01T00:00:00-03:00,376.987454541788
2006-11-01,2006,1,11,GAC12_SALMINRE12,2006-11-01T00:00:00-03:00,375.411367511879
2006-12-01,2006,1,12,GAC12_SALMINRE12,2006-12-01T00:00:00-02:00,373.098470093249
2007-01-01,2007,1,1,GAC12_SALMINRE12,2007-01-01T00:00:00-02:00,371.279138734666
2007-02-01,2007,1,2,GAC12_SALMINRE12,2007-02-01T00:00:00-02:00,369.726880430715
2007-03-01,2007,1,3,GAC12_SALMINRE12,2007-03-01T00:00:00-03:00,368.106885039163
2007-04-01,2007,1,4,GAC12_SALMINRE12,2007-04-01T00:00:00-03:00,398.622781743273
2007-05-01,2007,1,5,GAC12_SALMINRE12,2007-05-01T00:00:00-03:00,397.589080761471
2007-06-01,2007,1,6,GAC12_SALMINRE12,2007-06-01T00:00:00-03:00,396.360657019314
2007-07-01,2007,1,7,GAC12_SALMINRE12,2007-07-01T00:00:00-03:00,395.096286049151
2007-08-01,2007,1,8,GAC12_SALMINRE12,2007-08-01T00:00:00-03:00,392.779272157423
2007-09-01,2007,1,9,GAC12_SALMINRE12,2007-09-01T00:00:00-03:00,391.799861865013
2007-10-01,2007,1,10,GAC12_SALMINRE12,2007-10-01T00:00:00-03:00,390.628162233836
2007-11-01,2007,1,11,GAC12_SALMINRE12,2007-11-01T00:00:00-02:00,388.955366465395
2007-12-01,2007,1,12,GAC12_SALMINRE12,2007-12-01T00:00:00-02:00,385.21898495341
2008-01-01,2008,1,1,GAC12_SALMINRE12,2008-01-01T00:00:00-02:00,382.579026317532
2008-02-01,2008,1,2,GAC12_SALMINRE12,2008-02-01T00:00:00-02:00,380.75194319016
2008-03-01,2008,1,3,GAC12_SALMINRE12,2008-03-01T00:00:00-03:00,413.710797621278
2008-04-01,2008,1,4,GAC12_SALMINRE12,2008-04-01T00:00:00-03:00,411.080443002404
2008-05-01,2008,1,5,GAC12_SALMINRE12,2008-05-01T00:00:00-03:00,407.171643074311
2008-06-01,2008,1,6,GAC12_SALMINRE12,2008-06-01T00:00:00-03:00,403.499853945929
2008-07-01,2008,1,7,GAC12_SALMINRE12,2008-07-01T00:00:00-03:00,401.172523668872
2008-08-01,2008,1,8,GAC12_SALMINRE12,2008-08-01T00:00:00-03:00,400.332244455552
2008-09-01,2008,1,9,GAC12_SALMINRE12,2008-09-01T00:00:00-03:00,399.733225936891
2008-10-01,2008,1,10,GAC12_SALMINRE12,2008-10-01T00:00:00-03:00,397.744893724285
2008-11-01,2008,1,11,GAC12_SALMINRE12,2008-11-01T00:00:00-02:00,396.239193370494
2008-12-01,2008,1,12,GAC12_SALMINRE12,2008-12-01T00:00:00-02:00,395.093804775455
2009-01-01,2009,1,1,GAC12_SALMINRE12,2009-01-01T00:00:00-02:00,392.581376860045
2009-02-01,2009,1,2,GAC12_SALMINRE12,2009-02-01T00:00:00-02:00,438.521195368524
2009-03-01,2009,1,3,GAC12_SALMINRE12,2009-03-01T00:00:00-03:00,437.645446928892
2009-04-01,2009,1,4,GAC12_SALMINRE12,2009-04-01T00:00:00-03:00,435.251839499035
2009-05-01,2009,1,5,GAC12_SALMINRE12,2009-05-01T00:00:00-03:00,432.655327038971
2009-06-01,2009,1,6,GAC12_SALMINRE12,2009-06-01T00:00:00-03:00,430.846540092735
2009-07-01,2009,1,7,GAC12_SALMINRE12,2009-07-01T00:00:00-03:00,429.85799873552
2009-08-01,2009,1,8,GAC12_SALMINRE12,2009-08-01T00:00:00-03:00,429.514550828391
2009-09-01,2009,1,9,GAC12_SALMINRE12,2009-09-01T00:00:00-03:00,428.827902597478
2009-10-01,2009,1,10,GAC12_SALMINRE12,2009-10-01T00:00:00-03:00,427.801342066166
2009-11-01,2009,1,11,GAC12_SALMINRE12,2009-11-01T00:00:00-02:00,426.224471148218
2009-12-01,2009,1,12,GAC12_SALMINRE12,2009-12-01T00:00:00-02:00,425.20345885575
2010-01-01,2010,1,1,GAC12_SALMINRE12,2010-01-01T00:00:00-02:00,462.283784885191
2010-02-01,2010,1,2,GAC12_SALMINRE12,2010-02-01T00:00:00-02:00,459.07077719905
2010-03-01,2010,1,3,GAC12_SALMINRE12,2010-03-01T00:00:00-03:00,455.834507634294
2010-04-01,2010,1,4,GAC12_SALMINRE12,2010-04-01T00:00:00-03:00,452.53152459442
2010-05-01,2010,1,5,GAC12_SALMINRE12,2010-05-01T00:00:00-03:00,450.593412519643
2010-06-01,2010,1,6,GAC12_SALMINRE12,2010-06-01T00:00:00-03:00,451.090116371935
2010-07-01,2010,1,7,GAC12_SALMINRE12,2010-07-01T00:00:00-03:00,451.405873532949
2010-08-01,2010,1,8,GAC12_SALMINRE12,2010-08-01T00:00:00-03:00,451.722073055346
2010-09-01,2010,1,9,GAC12_SALMINRE12,2010-09-01T00:00:00-03:00,449.295627698711
2010-10-01,2010,1,10,GAC12_SALMINRE12,2010-10-01T00:00:00-03:00,445.199628824456
2010-11-01,2010,1,11,GAC12_SALMINRE12,2010-11-01T00:00:00-02:00,440.660835931243
2010-12-01,2010,1,12,GAC12_SALMINRE12,2010-12-01T00:00:00-02:00,438.032446162804
2011-01-01,2011,1,1,GAC12_SALMINRE12,2011-01-01T00:00:00-02:00,459.479803357994
2011-02-01,2011,1,2,GAC12_SALMINRE12,2011-02-01T00:00:00-02:00,457.011297628724
2011-03-01,2011,1,3,GAC12_SALMINRE12,2011-03-01T00:00:00-03:00,458.218434487337
2011-04-01,2011,1,4,GAC12_SALMINRE12,2011-04-01T00:00:00-03:00,454.942252829714
2011-05-01,2011,1,5,GAC12_SALMINRE12,2011-05-01T00:00:00-03:00,452.36386054922
2011-06-01,2011,1,6,GAC12_SALMINRE12,2011-06-01T00:00:00-03:00,451.370494410421
2011-07-01,2011,1,7,GAC12_SALMINRE12,2011-07-01T00:00:00-03:00,451.370494410421
2011-08-01,2011,1,8,GAC12_SALMINRE12,2011-08-01T00:00:00-03:00,449.483157748005
2011-09-01,2011,1,9,GAC12_SALMINRE12,2011-09-01T00:00:00-03:00,447.468811932997
2011-10-01,2011,1,10,GAC12_SALMINRE12,2011-10-01T00:00:00-03:00,446.041380216706
2011-11-01,2011,1,11,GAC12_SALMINRE12,2011-11-01T00:00:00-02:00,443.514190021599
2011-12-01,2011,1,12,GAC12_SALMINRE12,2011-12-01T00:00:00-02:00,441.263827164277
2012-01-01,2012,1,1,GAC12_SALMINRE12,2012-01-01T00:00:00-02:00,501.052325565882
2012-02-01,2012,1,2,GAC12_SALMINRE12,2012-02-01T00:00:00-02:00,499.106212907586
2012-03-01,2012,1,3,GAC12_SALMINRE12,2012-03-01T00:00:00-03:00,498.209953832947
2012-04-01,2012,1,4,GAC12_SALMINRE12,2012-04-01T00:00:00-03:00,495.040502989891
2012-05-01,2012,1,5,GAC12_SALMINRE12,2012-05-01T00:00:00-03:00,492.333148644206
2012-06-01,2012,1,6,GAC12_SALMINRE12,2012-06-01T00:00:00-03:00,491.058289208722
2012-07-01,2012,1,7,GAC12_SALMINRE12,2012-07-01T00:00:00-03:00,488.955369666524
2012-08-01,2012,1,8,GAC12_SALMINRE12,2012-08-01T00:00:00-03:00,486.765458732591
2012-09-01,2012,1,9,GAC12_SALMINRE12,2012-09-01T00:00:00-03:00,483.716926527806
2012-10-01,2012,1,10,GAC12_SALMINRE12,2012-10-01T00:00:00-03:00,480.307933937697
2012-11-01,2012,1,11,GAC12_SALMINRE12,2012-11-01T00:00:00-02:00,477.727817940727
2012-12-01,2012,1,12,GAC12_SALMINRE12,2012-12-01T00:00:00-02:00,474.21854566548
2013-01-01,2013,1,1,GAC12_SALMINRE12,2013-01-01T00:00:00-02:00,512.201026562448
2013-02-01,2013,1,2,GAC12_SALMINRE12,2013-02-01T00:00:00-02:00,509.550832196154
2013-03-01,2013,1,3,GAC12_SALMINRE12,2013-03-01T00:00:00-03:00,506.512095617208
2013-04-01,2013,1,4,GAC12_SALMINRE12,2013-04-01T00:00:00-03:00,503.541073657353
2013-05-01,2013,1,5,GAC12_SALMINRE12,2013-05-01T00:00:00-03:00,501.784571746412
2013-06-01,2013,1,6,GAC12_SALMINRE12,2013-06-01T00:00:00-03:00,500.382953473151
2013-07-01,2013,1,7,GAC12_SALMINRE12,2013-07-01T00:00:00-03:00,501.034410481933
2013-08-01,2013,1,8,GAC12_SALMINRE12,2013-08-01T00:00:00-03:00,500.234361266198
2013-09-01,2013,1,9,GAC12_SALMINRE12,2013-09-01T00:00:00-03:00,498.886735243266
2013-10-01,2013,1,10,GAC12_SALMINRE12,2013-10-01T00:00:00-03:00,495.86207846004
2013-11-01,2013,1,11,GAC12_SALMINRE12,2013-11-01T00:00:00-02:00,493.199193270991
2013-12-01,2013,1,12,GAC12_SALMINRE12,2013-12-01T00:00:00-02:00,489.672874499395
2014-01-01,2014,1,1,GAC12_SALMINRE12,2014-01-01T00:00:00-02:00,519.622816608646
2014-02-01,2014,1,2,GAC12_SALMINRE12,2014-02-01T00:00:00-02:00,516.318017064991
2014-03-01,2014,1,3,GAC12_SALMINRE12,2014-03-01T00:00:00-03:00,512.118380722834
2014-04-01,2014,1,4,GAC12_SALMINRE12,2014-04-01T00:00:00-03:00,508.155189784915
2014-05-01,2014,1,5,GAC12_SALMINRE12,2014-05-01T00:00:00-03:00,505.124816397482
2014-06-01,2014,1,6,GAC12_SALMINRE12,2014-06-01T00:00:00-03:00,503.814309217085
2014-07-01,2014,1,7,GAC12_SALMINRE12,2014-07-01T00:00:00-03:00,503.160367747506
2014-08-01,2014,1,8,GAC12_SALMINRE12,2014-08-01T00:00:00-03:00,502.255815321713
2014-09-01,2014,1,9,GAC12_SALMINRE12,2014-09-01T00:00:00-03:00,499.807518676308
2014-10-01,2014,1,10,GAC12_SALMINRE12,2014-10-01T00:00:00-03:00,497.915563319815
2014-11-01,2014,1,11,GAC12_SALMINRE12,2014-11-01T00:00:00-02:00,495.290283933856
2014-12-01,2014,1,12,GAC12_SALMINRE12,2014-12-01T00:00:00-02:00,492.238403927284
2015-01-01,2015,1,1,GAC12_SALMINRE12,2015-01-01T00:00:00-02:00,527.938543550457
2015-02-01,2015,1,2,GAC12_SALMINRE12,2015-02-01T00:00:00-02:00,521.883537094261
2015-03-01,2015,1,3,GAC12_SALMINRE12,2015-03-01T00:00:00-03:00,514.121269920635
2015-04-01,2015,1,4,GAC12_SALMINRE12,2015-04-01T00:00:00-03:00,510.497087028521
2015-05-01,2015,1,5,GAC12_SALMINRE12,2015-05-01T00:00:00-03:00,505.491975588831
2015-06-01,2015,1,6,GAC12_SALMINRE12,2015-06-01T00:00:00-03:00,501.630370268006
2015-07-01,2015,1,7,GAC12_SALMINRE12,2015-07-01T00:00:00-03:00,498.737277970592
2015-08-01,2015,1,8,GAC12_SALMINRE12,2015-08-01T00:00:00-03:00,497.493314013065
2015-09-01,2015,1,9,GAC12_SALMINRE12,2015-09-01T00:00:00-03:00,494.969020113291
2015-10-01,2015,1,10,GAC12_SALMINRE12,2015-10-01T00:00:00-03:00,491.187005223562
2015-11-01,2015,1,11,GAC12_SALMINRE12,2015-11-01T00:00:00-02:00,485.794468103704
2015-12-01,2015,1,12,GAC12_SALMINRE12,2015-12-01T00:00:00-02:00,481.46127471405
2016-01-01,2016,1,1,GAC12_SALMINRE12,2016-01-01T00:00:00-02:00,529.674386299992
2016-02-01,2016,1,2,GAC12_SALMINRE12,2016-02-01T00:00:00-02:00,524.690343721372
2016-03-01,2016,1,3,GAC12_SALMINRE12,2016-03-01T00:00:00-03:00,522.390941645818
2016-04-01,2016,1,4,GAC12_SALMINRE12,2016-04-01T00:00:00-03:00,519.069625362345
2016-05-01,2016,1,5,GAC12_SALMINRE12,2016-05-01T00:00:00-03:00,514.031953996471
2016-06-01,2016,1,6,GAC12_SALMINRE12,2016-06-01T00:00:00-03:00,511.627312486132
2016-07-01,2016,1,7,GAC12_SALMINRE12,2016-07-01T00:00:00-03:00,508.373631087431
2016-08-01,2016,1,8,GAC12_SALMINRE12,2016-08-01T00:00:00-03:00,506.802445513975
2016-09-01,2016,1,9,GAC12_SALMINRE12,2016-09-01T00:00:00-03:00,506.397790215701
2016-10-01,2016,1,10,GAC12_SALMINRE12,2016-10-01T00:00:00-03:00,505.538117103855
2016-11-01,2016,1,11,GAC12_SALMINRE12,2016-11-01T00:00:00-02:00,505.184620456394
2016-12-01,2016,1,12,GAC12_SALMINRE12,2016-12-01T00:00:00-02:00,504.478087130208
2017-01-01,2017,1,1,GAC12_SALMINRE12,2017-01-01T00:00:00-02:00,534.908033088704
2017-02-01,2017,1,2,GAC12_SALMINRE12,2017-02-01T00:00:00-02:00,533.627077718962
2017-03-01,2017,1,3,GAC12_SALMINRE12,2017-03-01T00:00:00-03:00,531.924385775048
2017-04-01,2017,1,4,GAC12_SALMINRE12,2017-04-01T00:00:00-03:00,531.499344810717
2017-05-01,2017,1,5,GAC12_SALMINRE12,2017-05-01T00:00:00-03:00,529.592394316598
2017-06-01,2017,1,6,GAC12_SALMINRE12,2017-06-01T00:00:00-03:00,531.185527972819
2017-07-01,2017,1,7,GAC12_SALMINRE12,2017-07-01T00:00:00-03:00,530.284438190333
2017-08-01,2017,1,8,GAC12_SALMINRE12,2017-08-01T00:00:00-03:00,530.443418912475
2017-09-01,2017,1,9,GAC12_SALMINRE12,2017-09-01T00:00:00-03:00,530.549459029883
2017-10-01,2017,1,10,GAC12_SALMINRE12,2017-10-01T00:00:00-03:00,528.593501714985
2017-11-01,2017,1,11,GAC12_SALMINRE12,2017-11-01T00:00:00-02:00,527.64347442674
2017-12-01,2017,1,12,GAC12_SALMINRE12,2017-12-01T00:00:00-02:00,526.274906881449
2018-01-01,2018,1,1,GAC12_SALMINRE12,2018-01-01T00:00:00-02:00,534.59341659858
2018-02-01,2018,1,2,GAC12_SALMINRE12,2018-02-01T00:00:00-02:00,533.632680980377
2018-03-01,2018,1,3,GAC12_SALMINRE12,2018-03-01T00:00:00-03:00,533.259876551334
2018-04-01,2018,1,4,GAC12_SALMINRE12,2018-04-01T00:00:00-03:00,532.142486129004
2018-05-01,2018,1,5,GAC12_SALMINRE12,2018-05-01T00:00:00-03:00,529.864542342456
2018-06-01,2018,1,6,GAC12_SALMINRE12,2018-06-01T00:00:00-03:00,522.394779376875
2018-07-01,2018,1,7,GAC12_SALMINRE12,2018-07-01T00:00:00-03:00,521.09218742833
2018-08-01,2018,1,8,GAC12_SALMINRE12,2018-08-01T00:00:00-03:00,521.09218742833
2018-09-01,2018,1,9,GAC12_SALMINRE12,2018-09-01T00:00:00-03:00,519.533231058761
2018-10-01,2018,1,10,GAC12_SALMINRE12,2018-10-01T00:00:00-03:00,517.463789787863
2018-11-01,2018,1,11,GAC12_SALMINRE12,2018-11-01T00:00:00-03:00,518.760233387381
2018-12-01,2018,1,12,GAC12_SALMINRE12,2018-12-01T00:00:00-02:00,518.035213429598
2019-01-01,2019,1,1,GAC12_SALMINRE12,2019-01-01T00:00:00-02:00,539.983663026789
2019-02-01,2019,1,2,GAC12_SALMINRE12,2019-02-01T00:00:00-02:00,537.083233405296
2019-03-01,2019,1,3,GAC12_SALMINRE12,2019-03-01T00:00:00-03:00,532.978901029179
2019-04-01,2019,1,4,GAC12_SALMINRE12,2019-04-01T00:00:00-03:00,529.800295049821
2019-05-01,2019,1,5,GAC12_SALMINRE12,2019-05-01T00:00:00-03:00,529.007103653877
2019-06-01,2019,1,6,GAC12_SALMINRE12,2019-06-01T00:00:00-03:00,528.954638601428
2019-07-01,2019,1,7,GAC12_SALMINRE12,2019-07-01T00:00:00-03:00,528.426608509897
2019-08-01,2019,1,8,GAC12_SALMINRE12,2019-08-01T00:00:00-03:00,527.793179735578
2019-09-01,2019,1,9,GAC12_SALMINRE12,2019-09-01T00:00:00-03:00,528.057416974573
2019-10-01,2019,1,10,GAC12_SALMINRE12,2019-10-01T00:00:00-03:00,527.846400291382
2019-11-01,2019,1,11,GAC12_SALMINRE12,2019-11-01T00:00:00-03:00,525.011167636937
2019-12-01,2019,1,12,GAC12_SALMINRE12,2019-12-01T00:00:00-03:00,518.682911467569
2020-01-01,2020,1,1,GAC12_SALMINRE12,2020-01-01T00:00:00-03:00,538.967953375645
2020-02-01,2020,1,2,GAC12_SALMINRE12,2020-02-01T00:00:00-03:00,541.160633746192
2020-03-01,2020,1,3,GAC12_SALMINRE12,2020-03-01T00:00:00-03:00,540.187806416816
2020-04-01,2020,1,4,GAC12_SALMINRE12,2020-04-01T00:00:00-03:00,541.432861287168
2020-05-01,2020,1,5,GAC12_SALMINRE12,2020-05-01T00:00:00-03:00,542.790154400893
2020-06-01,2020,1,6,GAC12_SALMINRE12,2020-06-01T00:00:00-03:00,541.16657033497
2020-07-01,2020,1,7,GAC12_SALMINRE12,2020-07-01T00:00:00-03:00,538.79541774172
2020-08-01,2020,1,8,GAC12_SALMINRE12,2020-08-01T00:00:00-03:00,536.862373886917
2020-09-01,2020,1,9,GAC12_SALMINRE12,2020-09-01T00:00:00-03:00,532.231511995689
2020-10-01,2020,1,10,GAC12_SALMINRE12,2020-10-01T00:00:00-03:00,527.536902831684
2020-11-01,2020,1,11,GAC12_SALMINRE12,2020-11-01T00:00:00-03:00,522.572634181339
2020-12-01,2020,1,12,GAC12_SALMINRE12,2020-12-01T00:00:00-03:00,515.053282914187
2021-01-01,2021,1,1,GAC12_SALMINRE12,2021-01-01T00:00:00-03:00,540.701092140367
2021-02-01,2021,1,2,GAC12_SALMINRE12,2021-02-01T00:00:00-03:00,1100.0
