DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1999-09-01,1999,1,9,BMF12_SWAPDI360F12,1999-09-01T00:00:00-03:00,25.74
1999-10-01,1999,1,10,BMF12_SWAPDI360F12,1999-10-01T00:00:00-03:00,24.42
1999-11-01,1999,1,11,BMF12_SWAPDI360F12,1999-11-01T00:00:00-03:00,24.33
1999-12-01,1999,1,12,BMF12_SWAPDI360F12,1999-12-01T00:00:00-02:00,21.71
2000-01-01,2000,1,1,BMF12_SWAPDI360F12,2000-01-01T00:00:00-02:00,20.89
2000-02-01,2000,1,2,BMF12_SWAPDI360F12,2000-02-01T00:00:00-02:00,19.94
2000-03-01,2000,1,3,BMF12_SWAPDI360F12,2000-03-01T00:00:00-03:00,18.04
2000-04-01,2000,1,4,BMF12_SWAPDI360F12,2000-04-01T00:00:00-03:00,20.15
2000-05-01,2000,1,5,BMF12_SWAPDI360F12,2000-05-01T00:00:00-03:00,21.31
2000-06-01,2000,1,6,BMF12_SWAPDI360F12,2000-06-01T00:00:00-03:00,18.86
2000-07-01,2000,1,7,BMF12_SWAPDI360F12,2000-07-01T00:00:00-03:00,17.75
2000-08-01,2000,1,8,BMF12_SWAPDI360F12,2000-08-01T00:00:00-03:00,17.06
2000-09-01,2000,1,9,BMF12_SWAPDI360F12,2000-09-01T00:00:00-03:00,16.94
2000-10-01,2000,1,10,BMF12_SWAPDI360F12,2000-10-01T00:00:00-03:00,17.61
2000-11-01,2000,1,11,BMF12_SWAPDI360F12,2000-11-01T00:00:00-03:00,18.39
2000-12-01,2000,1,12,BMF12_SWAPDI360F12,2000-12-01T00:00:00-02:00,16.66
2001-01-01,2001,1,1,BMF12_SWAPDI360F12,2001-01-01T00:00:00-02:00,15.44
2001-02-01,2001,1,2,BMF12_SWAPDI360F12,2001-02-01T00:00:00-02:00,16.44
2001-03-01,2001,1,3,BMF12_SWAPDI360F12,2001-03-01T00:00:00-03:00,19.82
2001-04-01,2001,1,4,BMF12_SWAPDI360F12,2001-04-01T00:00:00-03:00,21.49
2001-05-01,2001,1,5,BMF12_SWAPDI360F12,2001-05-01T00:00:00-03:00,22.99
2001-06-01,2001,1,6,BMF12_SWAPDI360F12,2001-06-01T00:00:00-03:00,24.03
2001-07-01,2001,1,7,BMF12_SWAPDI360F12,2001-07-01T00:00:00-03:00,25.65
2001-08-01,2001,1,8,BMF12_SWAPDI360F12,2001-08-01T00:00:00-03:00,24.56
2001-09-01,2001,1,9,BMF12_SWAPDI360F12,2001-09-01T00:00:00-03:00,25.92
2001-10-01,2001,1,10,BMF12_SWAPDI360F12,2001-10-01T00:00:00-03:00,24.55
2001-11-01,2001,1,11,BMF12_SWAPDI360F12,2001-11-01T00:00:00-03:00,22.95
2001-12-01,2001,1,12,BMF12_SWAPDI360F12,2001-12-01T00:00:00-02:00,20.23
2002-01-01,2002,1,1,BMF12_SWAPDI360F12,2002-01-01T00:00:00-02:00,20.81
2002-02-01,2002,1,2,BMF12_SWAPDI360F12,2002-02-01T00:00:00-02:00,18.96
2002-03-01,2002,1,3,BMF12_SWAPDI360F12,2002-03-01T00:00:00-03:00,18.53
2002-04-01,2002,1,4,BMF12_SWAPDI360F12,2002-04-01T00:00:00-03:00,19.79
2002-05-01,2002,1,5,BMF12_SWAPDI360F12,2002-05-01T00:00:00-03:00,19.9
2002-06-01,2002,1,6,BMF12_SWAPDI360F12,2002-06-01T00:00:00-03:00,26.21
2002-07-01,2002,1,7,BMF12_SWAPDI360F12,2002-07-01T00:00:00-03:00,29.01
2002-08-01,2002,1,8,BMF12_SWAPDI360F12,2002-08-01T00:00:00-03:00,23.42
2002-09-01,2002,1,9,BMF12_SWAPDI360F12,2002-09-01T00:00:00-03:00,29.94
2002-10-01,2002,1,10,BMF12_SWAPDI360F12,2002-10-01T00:00:00-03:00,29.7
2002-11-01,2002,1,11,BMF12_SWAPDI360F12,2002-11-01T00:00:00-03:00,30.9
2002-12-01,2002,1,12,BMF12_SWAPDI360F12,2002-12-01T00:00:00-02:00,29.07
2003-01-01,2003,1,1,BMF12_SWAPDI360F12,2003-01-01T00:00:00-02:00,29.13
2003-02-01,2003,1,2,BMF12_SWAPDI360F12,2003-02-01T00:00:00-02:00,29.24
2003-03-01,2003,1,3,BMF12_SWAPDI360F12,2003-03-01T00:00:00-03:00,27.14
2003-04-01,2003,1,4,BMF12_SWAPDI360F12,2003-04-01T00:00:00-03:00,23.96
2003-05-01,2003,1,5,BMF12_SWAPDI360F12,2003-05-01T00:00:00-03:00,23.53
2003-06-01,2003,1,6,BMF12_SWAPDI360F12,2003-06-01T00:00:00-03:00,21.99
2003-07-01,2003,1,7,BMF12_SWAPDI360F12,2003-07-01T00:00:00-03:00,21.32
2003-08-01,2003,1,8,BMF12_SWAPDI360F12,2003-08-01T00:00:00-03:00,18.99
2003-09-01,2003,1,9,BMF12_SWAPDI360F12,2003-09-01T00:00:00-03:00,18.06
2003-10-01,2003,1,10,BMF12_SWAPDI360F12,2003-10-01T00:00:00-03:00,17.59
2003-11-01,2003,1,11,BMF12_SWAPDI360F12,2003-11-01T00:00:00-03:00,16.02
2003-12-01,2003,1,12,BMF12_SWAPDI360F12,2003-12-01T00:00:00-02:00,15.88
2004-01-01,2004,1,1,BMF12_SWAPDI360F12,2004-01-01T00:00:00-02:00,15.73
