DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Tonelada)
1975-01-01,1975,1,1,ABATE12_ABPEVA12,1975-01-01T00:00:00-02:00,30.244
1975-02-01,1975,1,2,ABATE12_ABPEVA12,1975-02-01T00:00:00-02:00,29.375
1975-03-01,1975,1,3,ABATE12_ABPEVA12,1975-03-01T00:00:00-03:00,30.912
1975-04-01,1975,1,4,ABATE12_ABPEVA12,1975-04-01T00:00:00-03:00,38.655
1975-05-01,1975,1,5,ABATE12_ABPEVA12,1975-05-01T00:00:00-03:00,41.105
1975-06-01,1975,1,6,ABATE12_ABPEVA12,1975-06-01T00:00:00-03:00,35.145
1975-07-01,1975,1,7,ABATE12_ABPEVA12,1975-07-01T00:00:00-03:00,32.829
1975-08-01,1975,1,8,ABATE12_ABPEVA12,1975-08-01T00:00:00-03:00,28.345
1975-09-01,1975,1,9,ABATE12_ABPEVA12,1975-09-01T00:00:00-03:00,23.036
1975-10-01,1975,1,10,ABATE12_ABPEVA12,1975-10-01T00:00:00-03:00,24.135
1975-11-01,1975,1,11,ABATE12_ABPEVA12,1975-11-01T00:00:00-03:00,26.228
1975-12-01,1975,1,12,ABATE12_ABPEVA12,1975-12-01T00:00:00-02:00,31.548
1976-01-01,1976,1,1,ABATE12_ABPEVA12,1976-01-01T00:00:00-02:00,41.552
1976-02-01,1976,1,2,ABATE12_ABPEVA12,1976-02-01T00:00:00-02:00,46.204
1976-03-01,1976,1,3,ABATE12_ABPEVA12,1976-03-01T00:00:00-03:00,55.981
1976-04-01,1976,1,4,ABATE12_ABPEVA12,1976-04-01T00:00:00-03:00,53.862
1976-05-01,1976,1,5,ABATE12_ABPEVA12,1976-05-01T00:00:00-03:00,59.947
1976-06-01,1976,1,6,ABATE12_ABPEVA12,1976-06-01T00:00:00-03:00,63.038
1976-07-01,1976,1,7,ABATE12_ABPEVA12,1976-07-01T00:00:00-03:00,65.513
1976-08-01,1976,1,8,ABATE12_ABPEVA12,1976-08-01T00:00:00-03:00,51.661
1976-09-01,1976,1,9,ABATE12_ABPEVA12,1976-09-01T00:00:00-03:00,39.769
