DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Tonelada)
1980-01-01,1980,1,1,IBSIE12_QSCL12,1980-01-01T00:00:00-02:00,961.805
1980-02-01,1980,1,2,IBSIE12_QSCL12,1980-02-01T00:00:00-02:00,898.178
1980-03-01,1980,1,3,IBSIE12_QSCL12,1980-03-01T00:00:00-03:00,1026.957
1980-04-01,1980,1,4,IBSIE12_QSCL12,1980-04-01T00:00:00-03:00,941.401
1980-05-01,1980,1,5,IBSIE12_QSCL12,1980-05-01T00:00:00-03:00,1030.191
1980-06-01,1980,1,6,IBSIE12_QSCL12,1980-06-01T00:00:00-03:00,1033.199
1980-07-01,1980,1,7,IBSIE12_QSCL12,1980-07-01T00:00:00-03:00,1040.257
1980-08-01,1980,1,8,IBSIE12_QSCL12,1980-08-01T00:00:00-03:00,1055.8
1980-09-01,1980,1,9,IBSIE12_QSCL12,1980-09-01T00:00:00-03:00,1033.371
1980-10-01,1980,1,10,IBSIE12_QSCL12,1980-10-01T00:00:00-03:00,1090.245
1980-11-01,1980,1,11,IBSIE12_QSCL12,1980-11-01T00:00:00-03:00,1117.929
1980-12-01,1980,1,12,IBSIE12_QSCL12,1980-12-01T00:00:00-02:00,1094.96
1981-01-01,1981,1,1,IBSIE12_QSCL12,1981-01-01T00:00:00-02:00,1049.047
1981-02-01,1981,1,2,IBSIE12_QSCL12,1981-02-01T00:00:00-02:00,960.701
1981-03-01,1981,1,3,IBSIE12_QSCL12,1981-03-01T00:00:00-03:00,1020.279
1981-04-01,1981,1,4,IBSIE12_QSCL12,1981-04-01T00:00:00-03:00,918.608
1981-05-01,1981,1,5,IBSIE12_QSCL12,1981-05-01T00:00:00-03:00,855.449
1981-06-01,1981,1,6,IBSIE12_QSCL12,1981-06-01T00:00:00-03:00,836.765
1981-07-01,1981,1,7,IBSIE12_QSCL12,1981-07-01T00:00:00-03:00,830.868
1981-08-01,1981,1,8,IBSIE12_QSCL12,1981-08-01T00:00:00-03:00,722.196
1981-09-01,1981,1,9,IBSIE12_QSCL12,1981-09-01T00:00:00-03:00,779.816
1981-10-01,1981,1,10,IBSIE12_QSCL12,1981-10-01T00:00:00-03:00,836.047
1981-11-01,1981,1,11,IBSIE12_QSCL12,1981-11-01T00:00:00-03:00,788.319
1981-12-01,1981,1,12,IBSIE12_QSCL12,1981-12-01T00:00:00-02:00,849.213
1982-01-01,1982,1,1,IBSIE12_QSCL12,1982-01-01T00:00:00-02:00,861.977
1982-02-01,1982,1,2,IBSIE12_QSCL12,1982-02-01T00:00:00-02:00,823.252
1982-03-01,1982,1,3,IBSIE12_QSCL12,1982-03-01T00:00:00-03:00,968.642
1982-04-01,1982,1,4,IBSIE12_QSCL12,1982-04-01T00:00:00-03:00,920.94
1982-05-01,1982,1,5,IBSIE12_QSCL12,1982-05-01T00:00:00-03:00,950.968
1982-06-01,1982,1,6,IBSIE12_QSCL12,1982-06-01T00:00:00-03:00,951.833
1982-07-01,1982,1,7,IBSIE12_QSCL12,1982-07-01T00:00:00-03:00,1005.109
1982-08-01,1982,1,8,IBSIE12_QSCL12,1982-08-01T00:00:00-03:00,986.179
1982-09-01,1982,1,9,IBSIE12_QSCL12,1982-09-01T00:00:00-03:00,928.926
1982-10-01,1982,1,10,IBSIE12_QSCL12,1982-10-01T00:00:00-03:00,908.786
1982-11-01,1982,1,11,IBSIE12_QSCL12,1982-11-01T00:00:00-03:00,864.482
1982-12-01,1982,1,12,IBSIE12_QSCL12,1982-12-01T00:00:00-02:00,766.418
1983-01-01,1983,1,1,IBSIE12_QSCL12,1983-01-01T00:00:00-02:00,774.684
1983-02-01,1983,1,2,IBSIE12_QSCL12,1983-02-01T00:00:00-02:00,744.88
1983-03-01,1983,1,3,IBSIE12_QSCL12,1983-03-01T00:00:00-03:00,903.884
1983-04-01,1983,1,4,IBSIE12_QSCL12,1983-04-01T00:00:00-03:00,935.017
1983-05-01,1983,1,5,IBSIE12_QSCL12,1983-05-01T00:00:00-03:00,953.274
