DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (GWh)
1976-01-01,1976,1,1,ELETRO12_CEET12,1976-01-01T00:00:00-02:00,5660.6
1976-02-01,1976,1,2,ELETRO12_CEET12,1976-02-01T00:00:00-02:00,5529.5
1976-03-01,1976,1,3,ELETRO12_CEET12,1976-03-01T00:00:00-03:00,5685.3
1976-04-01,1976,1,4,ELETRO12_CEET12,1976-04-01T00:00:00-03:00,5717.4
1976-05-01,1976,1,5,ELETRO12_CEET12,1976-05-01T00:00:00-03:00,5854.3
1976-06-01,1976,1,6,ELETRO12_CEET12,1976-06-01T00:00:00-03:00,5848.7
1976-07-01,1976,1,7,ELETRO12_CEET12,1976-07-01T00:00:00-03:00,6037.3
1976-08-01,1976,1,8,ELETRO12_CEET12,1976-08-01T00:00:00-03:00,6115.1
1976-09-01,1976,1,9,ELETRO12_CEET12,1976-09-01T00:00:00-03:00,6264.0
1976-10-01,1976,1,10,ELETRO12_CEET12,1976-10-01T00:00:00-03:00,6274.7
1976-11-01,1976,1,11,ELETRO12_CEET12,1976-11-01T00:00:00-03:00,6352.2
1976-12-01,1976,1,12,ELETRO12_CEET12,1976-12-01T00:00:00-02:00,6295.8
1977-01-01,1977,1,1,ELETRO12_CEET12,1977-01-01T00:00:00-02:00,6338.6
1977-02-01,1977,1,2,ELETRO12_CEET12,1977-02-01T00:00:00-02:00,6317.8
1977-03-01,1977,1,3,ELETRO12_CEET12,1977-03-01T00:00:00-03:00,6279.2
1977-04-01,1977,1,4,ELETRO12_CEET12,1977-04-01T00:00:00-03:00,6617.5
1977-05-01,1977,1,5,ELETRO12_CEET12,1977-05-01T00:00:00-03:00,6628.7
1977-06-01,1977,1,6,ELETRO12_CEET12,1977-06-01T00:00:00-03:00,6608.2
1977-07-01,1977,1,7,ELETRO12_CEET12,1977-07-01T00:00:00-03:00,6677.3
1977-08-01,1977,1,8,ELETRO12_CEET12,1977-08-01T00:00:00-03:00,6795.8
1977-09-01,1977,1,9,ELETRO12_CEET12,1977-09-01T00:00:00-03:00,7092.7
1977-10-01,1977,1,10,ELETRO12_CEET12,1977-10-01T00:00:00-03:00,7092.7
1977-11-01,1977,1,11,ELETRO12_CEET12,1977-11-01T00:00:00-03:00,7165.5
1977-12-01,1977,1,12,ELETRO12_CEET12,1977-12-01T00:00:00-02:00,7190.7
1978-01-01,1978,1,1,ELETRO12_CEET12,1978-01-01T00:00:00-02:00,7056.3
1978-02-01,1978,1,2,ELETRO12_CEET12,1978-02-01T00:00:00-02:00,7260.7
1978-03-01,1978,1,3,ELETRO12_CEET12,1978-03-01T00:00:00-03:00,7120.5
1978-04-01,1978,1,4,ELETRO12_CEET12,1978-04-01T00:00:00-03:00,7318.3
1978-05-01,1978,1,5,ELETRO12_CEET12,1978-05-01T00:00:00-03:00,7294.8
1978-06-01,1978,1,6,ELETRO12_CEET12,1978-06-01T00:00:00-03:00,7444.5
1978-07-01,1978,1,7,ELETRO12_CEET12,1978-07-01T00:00:00-03:00,7386.7
1978-08-01,1978,1,8,ELETRO12_CEET12,1978-08-01T00:00:00-03:00,7627.7
1978-09-01,1978,1,9,ELETRO12_CEET12,1978-09-01T00:00:00-03:00,7856.6
1978-10-01,1978,1,10,ELETRO12_CEET12,1978-10-01T00:00:00-03:00,7803.4
1978-11-01,1978,1,11,ELETRO12_CEET12,1978-11-01T00:00:00-03:00,7997.3
1978-12-01,1978,1,12,ELETRO12_CEET12,1978-12-01T00:00:00-02:00,7903.7
1979-01-01,1979,1,1,ELETRO12_CEET12,1979-01-01T00:00:00-02:00,7947.0
1979-02-01,1979,1,2,ELETRO12_CEET12,1979-02-01T00:00:00-02:00,7859.0
1979-03-01,1979,1,3,ELETRO12_CEET12,1979-03-01T00:00:00-03:00,8108.0
1979-04-01,1979,1,4,ELETRO12_CEET12,1979-04-01T00:00:00-03:00,8138.0
1979-05-01,1979,1,5,ELETRO12_CEET12,1979-05-01T00:00:00-03:00,8355.0
1979-06-01,1979,1,6,ELETRO12_CEET12,1979-06-01T00:00:00-03:00,8379.0
1979-07-01,1979,1,7,ELETRO12_CEET12,1979-07-01T00:00:00-03:00,8455.0
1979-08-01,1979,1,8,ELETRO12_CEET12,1979-08-01T00:00:00-03:00,8496.0
1979-09-01,1979,1,9,ELETRO12_CEET12,1979-09-01T00:00:00-03:00,8805.0
1979-10-01,1979,1,10,ELETRO12_CEET12,1979-10-01T00:00:00-03:00,8682.0
1979-11-01,1979,1,11,ELETRO12_CEET12,1979-11-01T00:00:00-03:00,8963.0
1979-12-01,1979,1,12,ELETRO12_CEET12,1979-12-01T00:00:00-02:00,8959.0
1980-01-01,1980,1,1,ELETRO12_CEET12,1980-01-01T00:00:00-02:00,9003.0
1980-02-01,1980,1,2,ELETRO12_CEET12,1980-02-01T00:00:00-02:00,8891.0
1980-03-01,1980,1,3,ELETRO12_CEET12,1980-03-01T00:00:00-03:00,8956.0
1980-04-01,1980,1,4,ELETRO12_CEET12,1980-04-01T00:00:00-03:00,9066.0
1980-05-01,1980,1,5,ELETRO12_CEET12,1980-05-01T00:00:00-03:00,9251.0
1980-06-01,1980,1,6,ELETRO12_CEET12,1980-06-01T00:00:00-03:00,9298.0
1980-07-01,1980,1,7,ELETRO12_CEET12,1980-07-01T00:00:00-03:00,9234.0
1980-08-01,1980,1,8,ELETRO12_CEET12,1980-08-01T00:00:00-03:00,9679.0
1980-09-01,1980,1,9,ELETRO12_CEET12,1980-09-01T00:00:00-03:00,9614.0
1980-10-01,1980,1,10,ELETRO12_CEET12,1980-10-01T00:00:00-03:00,9608.0
1980-11-01,1980,1,11,ELETRO12_CEET12,1980-11-01T00:00:00-03:00,9954.0
1980-12-01,1980,1,12,ELETRO12_CEET12,1980-12-01T00:00:00-02:00,9501.0
1981-01-01,1981,1,1,ELETRO12_CEET12,1981-01-01T00:00:00-02:00,10102.0
1981-02-01,1981,1,2,ELETRO12_CEET12,1981-02-01T00:00:00-02:00,9468.0
1981-03-01,1981,1,3,ELETRO12_CEET12,1981-03-01T00:00:00-03:00,9804.0
1981-04-01,1981,1,4,ELETRO12_CEET12,1981-04-01T00:00:00-03:00,9405.0
1981-05-01,1981,1,5,ELETRO12_CEET12,1981-05-01T00:00:00-03:00,9656.0
1981-06-01,1981,1,6,ELETRO12_CEET12,1981-06-01T00:00:00-03:00,9360.0
1981-07-01,1981,1,7,ELETRO12_CEET12,1981-07-01T00:00:00-03:00,9470.0
1981-08-01,1981,1,8,ELETRO12_CEET12,1981-08-01T00:00:00-03:00,9752.0
1981-09-01,1981,1,9,ELETRO12_CEET12,1981-09-01T00:00:00-03:00,9486.0
1981-10-01,1981,1,10,ELETRO12_CEET12,1981-10-01T00:00:00-03:00,9589.0
1981-11-01,1981,1,11,ELETRO12_CEET12,1981-11-01T00:00:00-03:00,9781.0
1981-12-01,1981,1,12,ELETRO12_CEET12,1981-12-01T00:00:00-02:00,9529.0
1982-01-01,1982,1,1,ELETRO12_CEET12,1982-01-01T00:00:00-02:00,9885.0
1982-02-01,1982,1,2,ELETRO12_CEET12,1982-02-01T00:00:00-02:00,9393.0
1982-03-01,1982,1,3,ELETRO12_CEET12,1982-03-01T00:00:00-03:00,9712.0
1982-04-01,1982,1,4,ELETRO12_CEET12,1982-04-01T00:00:00-03:00,10447.0
1982-05-01,1982,1,5,ELETRO12_CEET12,1982-05-01T00:00:00-03:00,9999.0
1982-06-01,1982,1,6,ELETRO12_CEET12,1982-06-01T00:00:00-03:00,10193.0
1982-07-01,1982,1,7,ELETRO12_CEET12,1982-07-01T00:00:00-03:00,10325.0
1982-08-01,1982,1,8,ELETRO12_CEET12,1982-08-01T00:00:00-03:00,10541.0
1982-09-01,1982,1,9,ELETRO12_CEET12,1982-09-01T00:00:00-03:00,10698.0
