DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (R$ Penúltimo mês da série)
2012-03-01,2012,1,3,PNADC12_MRRTH12,2012-03-01T00:00:00-03:00,194219.0
2012-04-01,2012,1,4,PNADC12_MRRTH12,2012-04-01T00:00:00-03:00,196487.0
2012-05-01,2012,1,5,PNADC12_MRRTH12,2012-05-01T00:00:00-03:00,196384.0
2012-06-01,2012,1,6,PNADC12_MRRTH12,2012-06-01T00:00:00-03:00,197104.0
2012-07-01,2012,1,7,PNADC12_MRRTH12,2012-07-01T00:00:00-03:00,198200.0
2012-08-01,2012,1,8,PNADC12_MRRTH12,2012-08-01T00:00:00-03:00,199375.0
2012-09-01,2012,1,9,PNADC12_MRRTH12,2012-09-01T00:00:00-03:00,199732.0
2012-10-01,2012,1,10,PNADC12_MRRTH12,2012-10-01T00:00:00-03:00,199942.0
2012-11-01,2012,1,11,PNADC12_MRRTH12,2012-11-01T00:00:00-02:00,200158.0
2012-12-01,2012,1,12,PNADC12_MRRTH12,2012-12-01T00:00:00-02:00,199824.0
2013-01-01,2013,1,1,PNADC12_MRRTH12,2013-01-01T00:00:00-02:00,199820.0
2013-02-01,2013,1,2,PNADC12_MRRTH12,2013-02-01T00:00:00-02:00,200373.0
2013-03-01,2013,1,3,PNADC12_MRRTH12,2013-03-01T00:00:00-03:00,201140.0
2013-04-01,2013,1,4,PNADC12_MRRTH12,2013-04-01T00:00:00-03:00,202660.0
2013-05-01,2013,1,5,PNADC12_MRRTH12,2013-05-01T00:00:00-03:00,203766.0
2013-06-01,2013,1,6,PNADC12_MRRTH12,2013-06-01T00:00:00-03:00,206094.0
2013-07-01,2013,1,7,PNADC12_MRRTH12,2013-07-01T00:00:00-03:00,208202.0
2013-08-01,2013,1,8,PNADC12_MRRTH12,2013-08-01T00:00:00-03:00,209977.0
2013-09-01,2013,1,9,PNADC12_MRRTH12,2013-09-01T00:00:00-03:00,210511.0
2013-10-01,2013,1,10,PNADC12_MRRTH12,2013-10-01T00:00:00-03:00,211402.0
2013-11-01,2013,1,11,PNADC12_MRRTH12,2013-11-01T00:00:00-02:00,211461.0
2013-12-01,2013,1,12,PNADC12_MRRTH12,2013-12-01T00:00:00-02:00,210172.0
2014-01-01,2014,1,1,PNADC12_MRRTH12,2014-01-01T00:00:00-02:00,209304.0
2014-02-01,2014,1,2,PNADC12_MRRTH12,2014-02-01T00:00:00-02:00,211172.0
2014-03-01,2014,1,3,PNADC12_MRRTH12,2014-03-01T00:00:00-03:00,213180.0
2014-04-01,2014,1,4,PNADC12_MRRTH12,2014-04-01T00:00:00-03:00,213902.0
2014-05-01,2014,1,5,PNADC12_MRRTH12,2014-05-01T00:00:00-03:00,214405.0
2014-06-01,2014,1,6,PNADC12_MRRTH12,2014-06-01T00:00:00-03:00,213906.0
2014-07-01,2014,1,7,PNADC12_MRRTH12,2014-07-01T00:00:00-03:00,213345.0
2014-08-01,2014,1,8,PNADC12_MRRTH12,2014-08-01T00:00:00-03:00,214701.0
2014-09-01,2014,1,9,PNADC12_MRRTH12,2014-09-01T00:00:00-03:00,216300.0
2014-10-01,2014,1,10,PNADC12_MRRTH12,2014-10-01T00:00:00-03:00,217961.0
2014-11-01,2014,1,11,PNADC12_MRRTH12,2014-11-01T00:00:00-02:00,216968.0
2014-12-01,2014,1,12,PNADC12_MRRTH12,2014-12-01T00:00:00-02:00,217469.0
2015-01-01,2015,1,1,PNADC12_MRRTH12,2015-01-01T00:00:00-02:00,217369.0
2015-02-01,2015,1,2,PNADC12_MRRTH12,2015-02-01T00:00:00-02:00,215913.0
2015-03-01,2015,1,3,PNADC12_MRRTH12,2015-03-01T00:00:00-03:00,215268.0
2015-04-01,2015,1,4,PNADC12_MRRTH12,2015-04-01T00:00:00-03:00,215130.0
2015-05-01,2015,1,5,PNADC12_MRRTH12,2015-05-01T00:00:00-03:00,213997.0
2015-06-01,2015,1,6,PNADC12_MRRTH12,2015-06-01T00:00:00-03:00,214607.0
2015-07-01,2015,1,7,PNADC12_MRRTH12,2015-07-01T00:00:00-03:00,213009.0
2015-08-01,2015,1,8,PNADC12_MRRTH12,2015-08-01T00:00:00-03:00,211927.0
2015-09-01,2015,1,9,PNADC12_MRRTH12,2015-09-01T00:00:00-03:00,211924.0
2015-10-01,2015,1,10,PNADC12_MRRTH12,2015-10-01T00:00:00-03:00,211625.0
2015-11-01,2015,1,11,PNADC12_MRRTH12,2015-11-01T00:00:00-02:00,209976.0
2015-12-01,2015,1,12,PNADC12_MRRTH12,2015-12-01T00:00:00-02:00,209423.0
2016-01-01,2016,1,1,PNADC12_MRRTH12,2016-01-01T00:00:00-02:00,208630.0
2016-02-01,2016,1,2,PNADC12_MRRTH12,2016-02-01T00:00:00-02:00,206291.0
2016-03-01,2016,1,3,PNADC12_MRRTH12,2016-03-01T00:00:00-03:00,207092.0
2016-04-01,2016,1,4,PNADC12_MRRTH12,2016-04-01T00:00:00-03:00,205606.0
2016-05-01,2016,1,5,PNADC12_MRRTH12,2016-05-01T00:00:00-03:00,207045.0
2016-06-01,2016,1,6,PNADC12_MRRTH12,2016-06-01T00:00:00-03:00,204757.0
2016-07-01,2016,1,7,PNADC12_MRRTH12,2016-07-01T00:00:00-03:00,204451.0
2016-08-01,2016,1,8,PNADC12_MRRTH12,2016-08-01T00:00:00-03:00,205516.0
2016-09-01,2016,1,9,PNADC12_MRRTH12,2016-09-01T00:00:00-03:00,204589.0
2016-10-01,2016,1,10,PNADC12_MRRTH12,2016-10-01T00:00:00-03:00,205085.0
2016-11-01,2016,1,11,PNADC12_MRRTH12,2016-11-01T00:00:00-02:00,206080.0
2016-12-01,2016,1,12,PNADC12_MRRTH12,2016-12-01T00:00:00-02:00,207210.0
2017-01-01,2017,1,1,PNADC12_MRRTH12,2017-01-01T00:00:00-02:00,206897.0
2017-02-01,2017,1,2,PNADC12_MRRTH12,2017-02-01T00:00:00-02:00,206198.0
2017-03-01,2017,1,3,PNADC12_MRRTH12,2017-03-01T00:00:00-03:00,206458.0
2017-04-01,2017,1,4,PNADC12_MRRTH12,2017-04-01T00:00:00-03:00,206264.0
2017-05-01,2017,1,5,PNADC12_MRRTH12,2017-05-01T00:00:00-03:00,207071.0
2017-06-01,2017,1,6,PNADC12_MRRTH12,2017-06-01T00:00:00-03:00,207580.0
