DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((p.p.))
2011-03-01,2011,1,3,BM12_CSDPF12,2011-03-01T00:00:00-03:00,26.06
2011-04-01,2011,1,4,BM12_CSDPF12,2011-04-01T00:00:00-03:00,26.66
2011-05-01,2011,1,5,BM12_CSDPF12,2011-05-01T00:00:00-03:00,26.49
2011-06-01,2011,1,6,BM12_CSDPF12,2011-06-01T00:00:00-03:00,26.3
2011-07-01,2011,1,7,BM12_CSDPF12,2011-07-01T00:00:00-03:00,26.34
2011-08-01,2011,1,8,BM12_CSDPF12,2011-08-01T00:00:00-03:00,26.05
2011-09-01,2011,1,9,BM12_CSDPF12,2011-09-01T00:00:00-03:00,26.75
2011-10-01,2011,1,10,BM12_CSDPF12,2011-10-01T00:00:00-03:00,27.67
2011-11-01,2011,1,11,BM12_CSDPF12,2011-11-01T00:00:00-02:00,26.82
2011-12-01,2011,1,12,BM12_CSDPF12,2011-12-01T00:00:00-02:00,25.04
2012-01-01,2012,1,1,BM12_CSDPF12,2012-01-01T00:00:00-02:00,26.04
2012-02-01,2012,1,2,BM12_CSDPF12,2012-02-01T00:00:00-02:00,26.79
2012-03-01,2012,1,3,BM12_CSDPF12,2012-03-01T00:00:00-03:00,26.56
2012-04-01,2012,1,4,BM12_CSDPF12,2012-04-01T00:00:00-03:00,26.34
2012-05-01,2012,1,5,BM12_CSDPF12,2012-05-01T00:00:00-03:00,24.76
2012-06-01,2012,1,6,BM12_CSDPF12,2012-06-01T00:00:00-03:00,24.17
2012-07-01,2012,1,7,BM12_CSDPF12,2012-07-01T00:00:00-03:00,23.63
2012-08-01,2012,1,8,BM12_CSDPF12,2012-08-01T00:00:00-03:00,22.83
2012-09-01,2012,1,9,BM12_CSDPF12,2012-09-01T00:00:00-03:00,22.88
2012-10-01,2012,1,10,BM12_CSDPF12,2012-10-01T00:00:00-03:00,22.42
2012-11-01,2012,1,11,BM12_CSDPF12,2012-11-01T00:00:00-02:00,21.87
2012-12-01,2012,1,12,BM12_CSDPF12,2012-12-01T00:00:00-02:00,20.85
2013-01-01,2013,1,1,BM12_CSDPF12,2013-01-01T00:00:00-02:00,20.87
2013-02-01,2013,1,2,BM12_CSDPF12,2013-02-01T00:00:00-02:00,21.22
2013-03-01,2013,1,3,BM12_CSDPF12,2013-03-01T00:00:00-03:00,20.6
2013-04-01,2013,1,4,BM12_CSDPF12,2013-04-01T00:00:00-03:00,20.44
2013-05-01,2013,1,5,BM12_CSDPF12,2013-05-01T00:00:00-03:00,20.09
2013-06-01,2013,1,6,BM12_CSDPF12,2013-06-01T00:00:00-03:00,19.43
2013-07-01,2013,1,7,BM12_CSDPF12,2013-07-01T00:00:00-03:00,19.82
2013-08-01,2013,1,8,BM12_CSDPF12,2013-08-01T00:00:00-03:00,19.53
2013-09-01,2013,1,9,BM12_CSDPF12,2013-09-01T00:00:00-03:00,19.61
2013-10-01,2013,1,10,BM12_CSDPF12,2013-10-01T00:00:00-03:00,20.13
2013-11-01,2013,1,11,BM12_CSDPF12,2013-11-01T00:00:00-02:00,19.94
2013-12-01,2013,1,12,BM12_CSDPF12,2013-12-01T00:00:00-02:00,19.31
2014-01-01,2014,1,1,BM12_CSDPF12,2014-01-01T00:00:00-02:00,19.94
2014-02-01,2014,1,2,BM12_CSDPF12,2014-02-01T00:00:00-02:00,21.31
2014-03-01,2014,1,3,BM12_CSDPF12,2014-03-01T00:00:00-03:00,21.37
2014-04-01,2014,1,4,BM12_CSDPF12,2014-04-01T00:00:00-03:00,21.3
2014-05-01,2014,1,5,BM12_CSDPF12,2014-05-01T00:00:00-03:00,21.44
2014-06-01,2014,1,6,BM12_CSDPF12,2014-06-01T00:00:00-03:00,21.85
2014-07-01,2014,1,7,BM12_CSDPF12,2014-07-01T00:00:00-03:00,21.98
2014-08-01,2014,1,8,BM12_CSDPF12,2014-08-01T00:00:00-03:00,21.98
2014-09-01,2014,1,9,BM12_CSDPF12,2014-09-01T00:00:00-03:00,21.31
2014-10-01,2014,1,10,BM12_CSDPF12,2014-10-01T00:00:00-03:00,21.95
2014-11-01,2014,1,11,BM12_CSDPF12,2014-11-01T00:00:00-02:00,21.94
2014-12-01,2014,1,12,BM12_CSDPF12,2014-12-01T00:00:00-02:00,21.12
2015-01-01,2015,1,1,BM12_CSDPF12,2015-01-01T00:00:00-02:00,22.39
2015-02-01,2015,1,2,BM12_CSDPF12,2015-02-01T00:00:00-02:00,23.23
2015-03-01,2015,1,3,BM12_CSDPF12,2015-03-01T00:00:00-03:00,22.91
2015-04-01,2015,1,4,BM12_CSDPF12,2015-04-01T00:00:00-03:00,23.85
2015-05-01,2015,1,5,BM12_CSDPF12,2015-05-01T00:00:00-03:00,24.42
2015-06-01,2015,1,6,BM12_CSDPF12,2015-06-01T00:00:00-03:00,24.93
2015-07-01,2015,1,7,BM12_CSDPF12,2015-07-01T00:00:00-03:00,25.73
2015-08-01,2015,1,8,BM12_CSDPF12,2015-08-01T00:00:00-03:00,26.06
2015-09-01,2015,1,9,BM12_CSDPF12,2015-09-01T00:00:00-03:00,25.93
2015-10-01,2015,1,10,BM12_CSDPF12,2015-10-01T00:00:00-03:00,26.85
2015-11-01,2015,1,11,BM12_CSDPF12,2015-11-01T00:00:00-02:00,27.15
2015-12-01,2015,1,12,BM12_CSDPF12,2015-12-01T00:00:00-02:00,26.26
2016-01-01,2016,1,1,BM12_CSDPF12,2016-01-01T00:00:00-02:00,27.66
2016-02-01,2016,1,2,BM12_CSDPF12,2016-02-01T00:00:00-02:00,28.63
2016-03-01,2016,1,3,BM12_CSDPF12,2016-03-01T00:00:00-03:00,29.8
2016-04-01,2016,1,4,BM12_CSDPF12,2016-04-01T00:00:00-03:00,31.07
2016-05-01,2016,1,5,BM12_CSDPF12,2016-05-01T00:00:00-03:00,31.57
2016-06-01,2016,1,6,BM12_CSDPF12,2016-06-01T00:00:00-03:00,31.22
2016-07-01,2016,1,7,BM12_CSDPF12,2016-07-01T00:00:00-03:00,31.52
2016-08-01,2016,1,8,BM12_CSDPF12,2016-08-01T00:00:00-03:00,31.78
2016-09-01,2016,1,9,BM12_CSDPF12,2016-09-01T00:00:00-03:00,32.6
2016-10-01,2016,1,10,BM12_CSDPF12,2016-10-01T00:00:00-03:00,33.07
2016-11-01,2016,1,11,BM12_CSDPF12,2016-11-01T00:00:00-02:00,32.85
2016-12-01,2016,1,12,BM12_CSDPF12,2016-12-01T00:00:00-02:00,31.73
2017-01-01,2017,1,1,BM12_CSDPF12,2017-01-01T00:00:00-02:00,32.53
2017-02-01,2017,1,2,BM12_CSDPF12,2017-02-01T00:00:00-02:00,32.9
2017-03-01,2017,1,3,BM12_CSDPF12,2017-03-01T00:00:00-03:00,32.6
2017-04-01,2017,1,4,BM12_CSDPF12,2017-04-01T00:00:00-03:00,30.13
