DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
2011-03-01,2011,1,3,BM12_CTJ12,2011-03-01T00:00:00-03:00,27.35
2011-04-01,2011,1,4,BM12_CTJ12,2011-04-01T00:00:00-03:00,27.94
2011-05-01,2011,1,5,BM12_CTJ12,2011-05-01T00:00:00-03:00,27.86
2011-06-01,2011,1,6,BM12_CTJ12,2011-06-01T00:00:00-03:00,27.62
2011-07-01,2011,1,7,BM12_CTJ12,2011-07-01T00:00:00-03:00,27.81
2011-08-01,2011,1,8,BM12_CTJ12,2011-08-01T00:00:00-03:00,27.23
2011-09-01,2011,1,9,BM12_CTJ12,2011-09-01T00:00:00-03:00,27.2
2011-10-01,2011,1,10,BM12_CTJ12,2011-10-01T00:00:00-03:00,27.45
2011-11-01,2011,1,11,BM12_CTJ12,2011-11-01T00:00:00-02:00,26.66
2011-12-01,2011,1,12,BM12_CTJ12,2011-12-01T00:00:00-02:00,25.82
2012-01-01,2012,1,1,BM12_CTJ12,2012-01-01T00:00:00-02:00,26.8
2012-02-01,2012,1,2,BM12_CTJ12,2012-02-01T00:00:00-02:00,26.86
2012-03-01,2012,1,3,BM12_CTJ12,2012-03-01T00:00:00-03:00,26.54
2012-04-01,2012,1,4,BM12_CTJ12,2012-04-01T00:00:00-03:00,25.96
2012-05-01,2012,1,5,BM12_CTJ12,2012-05-01T00:00:00-03:00,24.36
2012-06-01,2012,1,6,BM12_CTJ12,2012-06-01T00:00:00-03:00,23.62
2012-07-01,2012,1,7,BM12_CTJ12,2012-07-01T00:00:00-03:00,23.03
2012-08-01,2012,1,8,BM12_CTJ12,2012-08-01T00:00:00-03:00,22.54
2012-09-01,2012,1,9,BM12_CTJ12,2012-09-01T00:00:00-03:00,22.3
2012-10-01,2012,1,10,BM12_CTJ12,2012-10-01T00:00:00-03:00,21.72
2012-11-01,2012,1,11,BM12_CTJ12,2012-11-01T00:00:00-02:00,21.47
2012-12-01,2012,1,12,BM12_CTJ12,2012-12-01T00:00:00-02:00,20.39
2013-01-01,2013,1,1,BM12_CTJ12,2013-01-01T00:00:00-02:00,20.84
2013-02-01,2013,1,2,BM12_CTJ12,2013-02-01T00:00:00-02:00,21.18
2013-03-01,2013,1,3,BM12_CTJ12,2013-03-01T00:00:00-03:00,20.93
2013-04-01,2013,1,4,BM12_CTJ12,2013-04-01T00:00:00-03:00,20.83
2013-05-01,2013,1,5,BM12_CTJ12,2013-05-01T00:00:00-03:00,20.57
2013-06-01,2013,1,6,BM12_CTJ12,2013-06-01T00:00:00-03:00,20.85
2013-07-01,2013,1,7,BM12_CTJ12,2013-07-01T00:00:00-03:00,21.28
2013-08-01,2013,1,8,BM12_CTJ12,2013-08-01T00:00:00-03:00,21.46
2013-09-01,2013,1,9,BM12_CTJ12,2013-09-01T00:00:00-03:00,21.61
2013-10-01,2013,1,10,BM12_CTJ12,2013-10-01T00:00:00-03:00,21.98
2013-11-01,2013,1,11,BM12_CTJ12,2013-11-01T00:00:00-02:00,22.21
2013-12-01,2013,1,12,BM12_CTJ12,2013-12-01T00:00:00-02:00,21.87
2014-01-01,2014,1,1,BM12_CTJ12,2014-01-01T00:00:00-02:00,22.84
2014-02-01,2014,1,2,BM12_CTJ12,2014-02-01T00:00:00-02:00,23.38
2014-03-01,2014,1,3,BM12_CTJ12,2014-03-01T00:00:00-03:00,23.53
2014-04-01,2014,1,4,BM12_CTJ12,2014-04-01T00:00:00-03:00,23.41
2014-05-01,2014,1,5,BM12_CTJ12,2014-05-01T00:00:00-03:00,23.59
2014-06-01,2014,1,6,BM12_CTJ12,2014-06-01T00:00:00-03:00,23.46
2014-07-01,2014,1,7,BM12_CTJ12,2014-07-01T00:00:00-03:00,23.7
2014-08-01,2014,1,8,BM12_CTJ12,2014-08-01T00:00:00-03:00,23.61
2014-09-01,2014,1,9,BM12_CTJ12,2014-09-01T00:00:00-03:00,23.26
2014-10-01,2014,1,10,BM12_CTJ12,2014-10-01T00:00:00-03:00,23.79
2014-11-01,2014,1,11,BM12_CTJ12,2014-11-01T00:00:00-02:00,23.87
2014-12-01,2014,1,12,BM12_CTJ12,2014-12-01T00:00:00-02:00,23.39
2015-01-01,2015,1,1,BM12_CTJ12,2015-01-01T00:00:00-02:00,24.6
2015-02-01,2015,1,2,BM12_CTJ12,2015-02-01T00:00:00-02:00,25.32
2015-03-01,2015,1,3,BM12_CTJ12,2015-03-01T00:00:00-03:00,25.51
2015-04-01,2015,1,4,BM12_CTJ12,2015-04-01T00:00:00-03:00,26.13
2015-05-01,2015,1,5,BM12_CTJ12,2015-05-01T00:00:00-03:00,26.73
2015-06-01,2015,1,6,BM12_CTJ12,2015-06-01T00:00:00-03:00,27.25
2015-07-01,2015,1,7,BM12_CTJ12,2015-07-01T00:00:00-03:00,28.05
2015-08-01,2015,1,8,BM12_CTJ12,2015-08-01T00:00:00-03:00,28.55
2015-09-01,2015,1,9,BM12_CTJ12,2015-09-01T00:00:00-03:00,29.06
2015-10-01,2015,1,10,BM12_CTJ12,2015-10-01T00:00:00-03:00,29.85
2015-11-01,2015,1,11,BM12_CTJ12,2015-11-01T00:00:00-02:00,30.13
2015-12-01,2015,1,12,BM12_CTJ12,2015-12-01T00:00:00-02:00,29.38
2016-01-01,2016,1,1,BM12_CTJ12,2016-01-01T00:00:00-02:00,31.03
2016-02-01,2016,1,2,BM12_CTJ12,2016-02-01T00:00:00-02:00,31.52
2016-03-01,2016,1,3,BM12_CTJ12,2016-03-01T00:00:00-03:00,31.71
2016-04-01,2016,1,4,BM12_CTJ12,2016-04-01T00:00:00-03:00,32.13
2016-05-01,2016,1,5,BM12_CTJ12,2016-05-01T00:00:00-03:00,32.23
2016-06-01,2016,1,6,BM12_CTJ12,2016-06-01T00:00:00-03:00,32.08
2016-07-01,2016,1,7,BM12_CTJ12,2016-07-01T00:00:00-03:00,32.54
2016-08-01,2016,1,8,BM12_CTJ12,2016-08-01T00:00:00-03:00,32.69
2016-09-01,2016,1,9,BM12_CTJ12,2016-09-01T00:00:00-03:00,32.71
2016-10-01,2016,1,10,BM12_CTJ12,2016-10-01T00:00:00-03:00,32.99
2016-11-01,2016,1,11,BM12_CTJ12,2016-11-01T00:00:00-02:00,32.8
2016-12-01,2016,1,12,BM12_CTJ12,2016-12-01T00:00:00-02:00,31.81
2017-01-01,2017,1,1,BM12_CTJ12,2017-01-01T00:00:00-02:00,32.54
2017-02-01,2017,1,2,BM12_CTJ12,2017-02-01T00:00:00-02:00,31.78
2017-03-01,2017,1,3,BM12_CTJ12,2017-03-01T00:00:00-03:00,31.72
2017-04-01,2017,1,4,BM12_CTJ12,2017-04-01T00:00:00-03:00,29.71
2017-05-01,2017,1,5,BM12_CTJ12,2017-05-01T00:00:00-03:00,29.08
2017-06-01,2017,1,6,BM12_CTJ12,2017-06-01T00:00:00-03:00,28.45
2017-07-01,2017,1,7,BM12_CTJ12,2017-07-01T00:00:00-03:00,28.51
2017-08-01,2017,1,8,BM12_CTJ12,2017-08-01T00:00:00-03:00,27.99
2017-09-01,2017,1,9,BM12_CTJ12,2017-09-01T00:00:00-03:00,26.55
2017-10-01,2017,1,10,BM12_CTJ12,2017-10-01T00:00:00-03:00,27.05
2017-11-01,2017,1,11,BM12_CTJ12,2017-11-01T00:00:00-02:00,26.42
2017-12-01,2017,1,12,BM12_CTJ12,2017-12-01T00:00:00-02:00,25.21
2018-01-01,2018,1,1,BM12_CTJ12,2018-01-01T00:00:00-02:00,25.81
2018-02-01,2018,1,2,BM12_CTJ12,2018-02-01T00:00:00-02:00,26.36
2018-03-01,2018,1,3,BM12_CTJ12,2018-03-01T00:00:00-03:00,25.7
2018-04-01,2018,1,4,BM12_CTJ12,2018-04-01T00:00:00-03:00,25.32
2018-05-01,2018,1,5,BM12_CTJ12,2018-05-01T00:00:00-03:00,24.47
2018-06-01,2018,1,6,BM12_CTJ12,2018-06-01T00:00:00-03:00,24.23
2018-07-01,2018,1,7,BM12_CTJ12,2018-07-01T00:00:00-03:00,24.04
2018-08-01,2018,1,8,BM12_CTJ12,2018-08-01T00:00:00-03:00,23.98
2018-09-01,2018,1,9,BM12_CTJ12,2018-09-01T00:00:00-03:00,23.89
2018-10-01,2018,1,10,BM12_CTJ12,2018-10-01T00:00:00-03:00,24.16
2018-11-01,2018,1,11,BM12_CTJ12,2018-11-01T00:00:00-03:00,24.13
2018-12-01,2018,1,12,BM12_CTJ12,2018-12-01T00:00:00-02:00,22.84
2019-01-01,2019,1,1,BM12_CTJ12,2019-01-01T00:00:00-02:00,24.33
2019-02-01,2019,1,2,BM12_CTJ12,2019-02-01T00:00:00-02:00,24.65
2019-03-01,2019,1,3,BM12_CTJ12,2019-03-01T00:00:00-03:00,24.93
2019-04-01,2019,1,4,BM12_CTJ12,2019-04-01T00:00:00-03:00,25.01
2019-05-01,2019,1,5,BM12_CTJ12,2019-05-01T00:00:00-03:00,24.85
2019-06-01,2019,1,6,BM12_CTJ12,2019-06-01T00:00:00-03:00,24.75
2019-07-01,2019,1,7,BM12_CTJ12,2019-07-01T00:00:00-03:00,24.63
2019-08-01,2019,1,8,BM12_CTJ12,2019-08-01T00:00:00-03:00,24.74
2019-09-01,2019,1,9,BM12_CTJ12,2019-09-01T00:00:00-03:00,23.96
2019-10-01,2019,1,10,BM12_CTJ12,2019-10-01T00:00:00-03:00,23.46
2019-11-01,2019,1,11,BM12_CTJ12,2019-11-01T00:00:00-03:00,23.54
2019-12-01,2019,1,12,BM12_CTJ12,2019-12-01T00:00:00-03:00,22.56
2020-01-01,2020,1,1,BM12_CTJ12,2020-01-01T00:00:00-03:00,23.02
2020-02-01,2020,1,2,BM12_CTJ12,2020-02-01T00:00:00-03:00,23.0
