DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (GWh)
1976-01-01,1976,1,1,ELETRO12_CEEIND12,1976-01-01T00:00:00-02:00,2816.8
1976-02-01,1976,1,2,ELETRO12_CEEIND12,1976-02-01T00:00:00-02:00,2818.2
1976-03-01,1976,1,3,ELETRO12_CEEIND12,1976-03-01T00:00:00-03:00,2951.5
1976-04-01,1976,1,4,ELETRO12_CEEIND12,1976-04-01T00:00:00-03:00,2969.0
1976-05-01,1976,1,5,ELETRO12_CEEIND12,1976-05-01T00:00:00-03:00,3075.6
1976-06-01,1976,1,6,ELETRO12_CEEIND12,1976-06-01T00:00:00-03:00,3110.5
1976-07-01,1976,1,7,ELETRO12_CEEIND12,1976-07-01T00:00:00-03:00,3234.6
1976-08-01,1976,1,8,ELETRO12_CEEIND12,1976-08-01T00:00:00-03:00,3350.3
1976-09-01,1976,1,9,ELETRO12_CEEIND12,1976-09-01T00:00:00-03:00,3388.8
1976-10-01,1976,1,10,ELETRO12_CEEIND12,1976-10-01T00:00:00-03:00,3402.2
1976-11-01,1976,1,11,ELETRO12_CEEIND12,1976-11-01T00:00:00-03:00,3452.5
1976-12-01,1976,1,12,ELETRO12_CEEIND12,1976-12-01T00:00:00-02:00,3330.6
1977-01-01,1977,1,1,ELETRO12_CEEIND12,1977-01-01T00:00:00-02:00,3253.9
1977-02-01,1977,1,2,ELETRO12_CEEIND12,1977-02-01T00:00:00-02:00,3292.1
1977-03-01,1977,1,3,ELETRO12_CEEIND12,1977-03-01T00:00:00-03:00,3244.4
1977-04-01,1977,1,4,ELETRO12_CEEIND12,1977-04-01T00:00:00-03:00,3503.4
1977-05-01,1977,1,5,ELETRO12_CEEIND12,1977-05-01T00:00:00-03:00,3517.1
1977-06-01,1977,1,6,ELETRO12_CEEIND12,1977-06-01T00:00:00-03:00,3614.0
1977-07-01,1977,1,7,ELETRO12_CEEIND12,1977-07-01T00:00:00-03:00,3645.2
1977-08-01,1977,1,8,ELETRO12_CEEIND12,1977-08-01T00:00:00-03:00,3712.3
1977-09-01,1977,1,9,ELETRO12_CEEIND12,1977-09-01T00:00:00-03:00,3847.2
1977-10-01,1977,1,10,ELETRO12_CEEIND12,1977-10-01T00:00:00-03:00,3848.8
1977-11-01,1977,1,11,ELETRO12_CEEIND12,1977-11-01T00:00:00-03:00,3879.5
1977-12-01,1977,1,12,ELETRO12_CEEIND12,1977-12-01T00:00:00-02:00,3879.3
1978-01-01,1978,1,1,ELETRO12_CEEIND12,1978-01-01T00:00:00-02:00,3729.5
1978-02-01,1978,1,2,ELETRO12_CEEIND12,1978-02-01T00:00:00-02:00,3791.0
1978-03-01,1978,1,3,ELETRO12_CEEIND12,1978-03-01T00:00:00-03:00,3755.6
1978-04-01,1978,1,4,ELETRO12_CEEIND12,1978-04-01T00:00:00-03:00,3923.3
1978-05-01,1978,1,5,ELETRO12_CEEIND12,1978-05-01T00:00:00-03:00,3926.1
1978-06-01,1978,1,6,ELETRO12_CEEIND12,1978-06-01T00:00:00-03:00,4091.0
1978-07-01,1978,1,7,ELETRO12_CEEIND12,1978-07-01T00:00:00-03:00,4074.2
1978-08-01,1978,1,8,ELETRO12_CEEIND12,1978-08-01T00:00:00-03:00,4195.1
1978-09-01,1978,1,9,ELETRO12_CEEIND12,1978-09-01T00:00:00-03:00,4333.0
1978-10-01,1978,1,10,ELETRO12_CEEIND12,1978-10-01T00:00:00-03:00,4312.6
1978-11-01,1978,1,11,ELETRO12_CEEIND12,1978-11-01T00:00:00-03:00,4383.7
1978-12-01,1978,1,12,ELETRO12_CEEIND12,1978-12-01T00:00:00-02:00,4315.6
1979-01-01,1979,1,1,ELETRO12_CEEIND12,1979-01-01T00:00:00-02:00,4215.0
1979-02-01,1979,1,2,ELETRO12_CEEIND12,1979-02-01T00:00:00-02:00,4221.0
1979-03-01,1979,1,3,ELETRO12_CEEIND12,1979-03-01T00:00:00-03:00,4329.0
1979-04-01,1979,1,4,ELETRO12_CEEIND12,1979-04-01T00:00:00-03:00,4405.0
1979-05-01,1979,1,5,ELETRO12_CEEIND12,1979-05-01T00:00:00-03:00,4563.0
1979-06-01,1979,1,6,ELETRO12_CEEIND12,1979-06-01T00:00:00-03:00,4672.0
1979-07-01,1979,1,7,ELETRO12_CEEIND12,1979-07-01T00:00:00-03:00,4716.0
1979-08-01,1979,1,8,ELETRO12_CEEIND12,1979-08-01T00:00:00-03:00,4779.0
1979-09-01,1979,1,9,ELETRO12_CEEIND12,1979-09-01T00:00:00-03:00,4890.0
1979-10-01,1979,1,10,ELETRO12_CEEIND12,1979-10-01T00:00:00-03:00,4776.0
1979-11-01,1979,1,11,ELETRO12_CEEIND12,1979-11-01T00:00:00-03:00,4940.0
1979-12-01,1979,1,12,ELETRO12_CEEIND12,1979-12-01T00:00:00-02:00,4896.0
1980-01-01,1980,1,1,ELETRO12_CEEIND12,1980-01-01T00:00:00-02:00,4806.0
1980-02-01,1980,1,2,ELETRO12_CEEIND12,1980-02-01T00:00:00-02:00,4808.0
1980-03-01,1980,1,3,ELETRO12_CEEIND12,1980-03-01T00:00:00-03:00,4833.0
1980-04-01,1980,1,4,ELETRO12_CEEIND12,1980-04-01T00:00:00-03:00,4901.0
1980-05-01,1980,1,5,ELETRO12_CEEIND12,1980-05-01T00:00:00-03:00,5009.0
1980-06-01,1980,1,6,ELETRO12_CEEIND12,1980-06-01T00:00:00-03:00,5162.0
1980-07-01,1980,1,7,ELETRO12_CEEIND12,1980-07-01T00:00:00-03:00,5149.0
1980-08-01,1980,1,8,ELETRO12_CEEIND12,1980-08-01T00:00:00-03:00,5432.0
1980-09-01,1980,1,9,ELETRO12_CEEIND12,1980-09-01T00:00:00-03:00,5369.0
1980-10-01,1980,1,10,ELETRO12_CEEIND12,1980-10-01T00:00:00-03:00,5391.0
1980-11-01,1980,1,11,ELETRO12_CEEIND12,1980-11-01T00:00:00-03:00,5505.0
1980-12-01,1980,1,12,ELETRO12_CEEIND12,1980-12-01T00:00:00-02:00,5121.0
1981-01-01,1981,1,1,ELETRO12_CEEIND12,1981-01-01T00:00:00-02:00,5235.0
1981-02-01,1981,1,2,ELETRO12_CEEIND12,1981-02-01T00:00:00-02:00,5031.0
1981-03-01,1981,1,3,ELETRO12_CEEIND12,1981-03-01T00:00:00-03:00,5230.0
1981-04-01,1981,1,4,ELETRO12_CEEIND12,1981-04-01T00:00:00-03:00,5067.0
1981-05-01,1981,1,5,ELETRO12_CEEIND12,1981-05-01T00:00:00-03:00,5175.0
1981-06-01,1981,1,6,ELETRO12_CEEIND12,1981-06-01T00:00:00-03:00,5059.0
1981-07-01,1981,1,7,ELETRO12_CEEIND12,1981-07-01T00:00:00-03:00,5119.0
1981-08-01,1981,1,8,ELETRO12_CEEIND12,1981-08-01T00:00:00-03:00,5233.0
1981-09-01,1981,1,9,ELETRO12_CEEIND12,1981-09-01T00:00:00-03:00,4973.0
1981-10-01,1981,1,10,ELETRO12_CEEIND12,1981-10-01T00:00:00-03:00,4994.0
1981-11-01,1981,1,11,ELETRO12_CEEIND12,1981-11-01T00:00:00-03:00,5128.0
1981-12-01,1981,1,12,ELETRO12_CEEIND12,1981-12-01T00:00:00-02:00,4906.0
1982-01-01,1982,1,1,ELETRO12_CEEIND12,1982-01-01T00:00:00-02:00,4875.0
1982-02-01,1982,1,2,ELETRO12_CEEIND12,1982-02-01T00:00:00-02:00,4836.0
1982-03-01,1982,1,3,ELETRO12_CEEIND12,1982-03-01T00:00:00-03:00,5039.0
1982-04-01,1982,1,4,ELETRO12_CEEIND12,1982-04-01T00:00:00-03:00,5388.0
1982-05-01,1982,1,5,ELETRO12_CEEIND12,1982-05-01T00:00:00-03:00,5285.0
