DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1999-09-01,1999,1,9,BMF12_SWAPDI180F12,1999-09-01T00:00:00-03:00,23.51
1999-10-01,1999,1,10,BMF12_SWAPDI180F12,1999-10-01T00:00:00-03:00,21.78
1999-11-01,1999,1,11,BMF12_SWAPDI180F12,1999-11-01T00:00:00-03:00,22.4
1999-12-01,1999,1,12,BMF12_SWAPDI180F12,1999-12-01T00:00:00-02:00,20.49
2000-01-01,2000,1,1,BMF12_SWAPDI180F12,2000-01-01T00:00:00-02:00,19.95
2000-02-01,2000,1,2,BMF12_SWAPDI180F12,2000-02-01T00:00:00-02:00,19.28
2000-03-01,2000,1,3,BMF12_SWAPDI180F12,2000-03-01T00:00:00-03:00,18.04
2000-04-01,2000,1,4,BMF12_SWAPDI180F12,2000-04-01T00:00:00-03:00,19.6
2000-05-01,2000,1,5,BMF12_SWAPDI180F12,2000-05-01T00:00:00-03:00,19.92
2000-06-01,2000,1,6,BMF12_SWAPDI180F12,2000-06-01T00:00:00-03:00,17.96
2000-07-01,2000,1,7,BMF12_SWAPDI180F12,2000-07-01T00:00:00-03:00,17.21
2000-08-01,2000,1,8,BMF12_SWAPDI180F12,2000-08-01T00:00:00-03:00,16.8
2000-09-01,2000,1,9,BMF12_SWAPDI180F12,2000-09-01T00:00:00-03:00,16.66
2000-10-01,2000,1,10,BMF12_SWAPDI180F12,2000-10-01T00:00:00-03:00,17.19
2000-11-01,2000,1,11,BMF12_SWAPDI180F12,2000-11-01T00:00:00-03:00,17.94
2000-12-01,2000,1,12,BMF12_SWAPDI180F12,2000-12-01T00:00:00-02:00,16.16
2001-01-01,2001,1,1,BMF12_SWAPDI180F12,2001-01-01T00:00:00-02:00,15.06
2001-02-01,2001,1,2,BMF12_SWAPDI180F12,2001-02-01T00:00:00-02:00,15.85
2001-03-01,2001,1,3,BMF12_SWAPDI180F12,2001-03-01T00:00:00-03:00,19.62
2001-04-01,2001,1,4,BMF12_SWAPDI180F12,2001-04-01T00:00:00-03:00,21.02
2001-05-01,2001,1,5,BMF12_SWAPDI180F12,2001-05-01T00:00:00-03:00,21.33
2001-06-01,2001,1,6,BMF12_SWAPDI180F12,2001-06-01T00:00:00-03:00,22.6
2001-07-01,2001,1,7,BMF12_SWAPDI180F12,2001-07-01T00:00:00-03:00,24.68
2001-08-01,2001,1,8,BMF12_SWAPDI180F12,2001-08-01T00:00:00-03:00,22.88
2001-09-01,2001,1,9,BMF12_SWAPDI180F12,2001-09-01T00:00:00-03:00,23.48
2001-10-01,2001,1,10,BMF12_SWAPDI180F12,2001-10-01T00:00:00-03:00,22.81
2001-11-01,2001,1,11,BMF12_SWAPDI180F12,2001-11-01T00:00:00-03:00,21.25
2001-12-01,2001,1,12,BMF12_SWAPDI180F12,2001-12-01T00:00:00-02:00,19.4
2002-01-01,2002,1,1,BMF12_SWAPDI180F12,2002-01-01T00:00:00-02:00,19.55
2002-02-01,2002,1,2,BMF12_SWAPDI180F12,2002-02-01T00:00:00-02:00,18.48
2002-03-01,2002,1,3,BMF12_SWAPDI180F12,2002-03-01T00:00:00-03:00,18.4
2002-04-01,2002,1,4,BMF12_SWAPDI180F12,2002-04-01T00:00:00-03:00,18.92
2002-05-01,2002,1,5,BMF12_SWAPDI180F12,2002-05-01T00:00:00-03:00,18.47
2002-06-01,2002,1,6,BMF12_SWAPDI180F12,2002-06-01T00:00:00-03:00,22.64
2002-07-01,2002,1,7,BMF12_SWAPDI180F12,2002-07-01T00:00:00-03:00,26.13
2002-08-01,2002,1,8,BMF12_SWAPDI180F12,2002-08-01T00:00:00-03:00,21.22
2002-09-01,2002,1,9,BMF12_SWAPDI180F12,2002-09-01T00:00:00-03:00,24.96
2002-10-01,2002,1,10,BMF12_SWAPDI180F12,2002-10-01T00:00:00-03:00,26.13
2002-11-01,2002,1,11,BMF12_SWAPDI180F12,2002-11-01T00:00:00-03:00,27.61
2002-12-01,2002,1,12,BMF12_SWAPDI180F12,2002-12-01T00:00:00-02:00,27.52
2003-01-01,2003,1,1,BMF12_SWAPDI180F12,2003-01-01T00:00:00-02:00,27.5
2003-02-01,2003,1,2,BMF12_SWAPDI180F12,2003-02-01T00:00:00-02:00,28.2
2003-03-01,2003,1,3,BMF12_SWAPDI180F12,2003-03-01T00:00:00-03:00,26.85
2003-04-01,2003,1,4,BMF12_SWAPDI180F12,2003-04-01T00:00:00-03:00,24.34
2003-05-01,2003,1,5,BMF12_SWAPDI180F12,2003-05-01T00:00:00-03:00,24.45
2003-06-01,2003,1,6,BMF12_SWAPDI180F12,2003-06-01T00:00:00-03:00,22.94
2003-07-01,2003,1,7,BMF12_SWAPDI180F12,2003-07-01T00:00:00-03:00,21.87
2003-08-01,2003,1,8,BMF12_SWAPDI180F12,2003-08-01T00:00:00-03:00,19.5
2003-09-01,2003,1,9,BMF12_SWAPDI180F12,2003-09-01T00:00:00-03:00,18.16
2003-10-01,2003,1,10,BMF12_SWAPDI180F12,2003-10-01T00:00:00-03:00,17.7
