DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
1999-12-01,1999,1,12,BM12_M3NCNY12,1999-12-01T00:00:00-02:00,40.4092333743305
2000-01-01,2000,1,1,BM12_M3NCNY12,2000-01-01T00:00:00-02:00,40.9034273759263
2000-02-01,2000,1,2,BM12_M3NCNY12,2000-02-01T00:00:00-02:00,41.7230126145491
2000-03-01,2000,1,3,BM12_M3NCNY12,2000-03-01T00:00:00-03:00,42.1731755619688
2000-04-01,2000,1,4,BM12_M3NCNY12,2000-04-01T00:00:00-03:00,42.6164447727573
2000-05-01,2000,1,5,BM12_M3NCNY12,2000-05-01T00:00:00-03:00,43.0399491068151
2000-06-01,2000,1,6,BM12_M3NCNY12,2000-06-01T00:00:00-03:00,44.2011610821318
2000-07-01,2000,1,7,BM12_M3NCNY12,2000-07-01T00:00:00-03:00,43.5490356869903
2000-08-01,2000,1,8,BM12_M3NCNY12,2000-08-01T00:00:00-03:00,43.2790093912916
2000-09-01,2000,1,9,BM12_M3NCNY12,2000-09-01T00:00:00-03:00,43.5787954296285
2000-10-01,2000,1,10,BM12_M3NCNY12,2000-10-01T00:00:00-03:00,44.0723748857367
2000-11-01,2000,1,11,BM12_M3NCNY12,2000-11-01T00:00:00-03:00,44.5739149068497
2000-12-01,2000,1,12,BM12_M3NCNY12,2000-12-01T00:00:00-02:00,45.0090641121289
2001-01-01,2001,1,1,BM12_M3NCNY12,2001-01-01T00:00:00-02:00,45.2509323788855
2001-02-01,2001,1,2,BM12_M3NCNY12,2001-02-01T00:00:00-02:00,45.4962562273453
2001-03-01,2001,1,3,BM12_M3NCNY12,2001-03-01T00:00:00-03:00,44.8713830581527
2001-04-01,2001,1,4,BM12_M3NCNY12,2001-04-01T00:00:00-03:00,44.4866667847921
2001-05-01,2001,1,5,BM12_M3NCNY12,2001-05-01T00:00:00-03:00,44.6029595762416
2001-06-01,2001,1,6,BM12_M3NCNY12,2001-06-01T00:00:00-03:00,44.9153027714224
2001-07-01,2001,1,7,BM12_M3NCNY12,2001-07-01T00:00:00-03:00,45.2288776642098
2001-08-01,2001,1,8,BM12_M3NCNY12,2001-08-01T00:00:00-03:00,45.4648682880977
2001-09-01,2001,1,9,BM12_M3NCNY12,2001-09-01T00:00:00-03:00,45.3248516520847
2001-10-01,2001,1,10,BM12_M3NCNY12,2001-10-01T00:00:00-03:00,45.0535075864635
2001-11-01,2001,1,11,BM12_M3NCNY12,2001-11-01T00:00:00-03:00,45.0196982652222
2001-12-01,2001,1,12,BM12_M3NCNY12,2001-12-01T00:00:00-02:00,47.7098999776174
2002-01-01,2002,1,1,BM12_M3NCNY12,2002-01-01T00:00:00-02:00,47.4202072028386
2002-02-01,2002,1,2,BM12_M3NCNY12,2002-02-01T00:00:00-02:00,47.2128197463401
2002-03-01,2002,1,3,BM12_M3NCNY12,2002-03-01T00:00:00-03:00,47.7240120503963
2002-04-01,2002,1,4,BM12_M3NCNY12,2002-04-01T00:00:00-03:00,47.2446236786717
2002-05-01,2002,1,5,BM12_M3NCNY12,2002-05-01T00:00:00-03:00,46.8284098607284
2002-06-01,2002,1,6,BM12_M3NCNY12,2002-06-01T00:00:00-03:00,46.1910029328654
2002-07-01,2002,1,7,BM12_M3NCNY12,2002-07-01T00:00:00-03:00,45.8349853186379
2002-08-01,2002,1,8,BM12_M3NCNY12,2002-08-01T00:00:00-03:00,45.9211940216106
2002-09-01,2002,1,9,BM12_M3NCNY12,2002-09-01T00:00:00-03:00,46.0831536304735
2002-10-01,2002,1,10,BM12_M3NCNY12,2002-10-01T00:00:00-03:00,46.0697526849562
2002-11-01,2002,1,11,BM12_M3NCNY12,2002-11-01T00:00:00-03:00,46.1406482958118
2002-12-01,2002,1,12,BM12_M3NCNY12,2002-12-01T00:00:00-02:00,46.4208428564645
2003-01-01,2003,1,1,BM12_M3NCNY12,2003-01-01T00:00:00-02:00,46.2928423501648
2003-02-01,2003,1,2,BM12_M3NCNY12,2003-02-01T00:00:00-02:00,46.3928286461894
2003-03-01,2003,1,3,BM12_M3NCNY12,2003-03-01T00:00:00-03:00,46.0385559749288
2003-04-01,2003,1,4,BM12_M3NCNY12,2003-04-01T00:00:00-03:00,45.5540646387016
2003-05-01,2003,1,5,BM12_M3NCNY12,2003-05-01T00:00:00-03:00,45.6305001614069
2003-06-01,2003,1,6,BM12_M3NCNY12,2003-06-01T00:00:00-03:00,45.8537018711866
2003-07-01,2003,1,7,BM12_M3NCNY12,2003-07-01T00:00:00-03:00,46.3994194505976
2003-08-01,2003,1,8,BM12_M3NCNY12,2003-08-01T00:00:00-03:00,46.9662393885344
2003-09-01,2003,1,9,BM12_M3NCNY12,2003-09-01T00:00:00-03:00,47.1298812263129
2003-10-01,2003,1,10,BM12_M3NCNY12,2003-10-01T00:00:00-03:00,47.2260079903984
2003-11-01,2003,1,11,BM12_M3NCNY12,2003-11-01T00:00:00-03:00,48.0977664412837
2003-12-01,2003,1,12,BM12_M3NCNY12,2003-12-01T00:00:00-02:00,48.9966656196826
2004-01-01,2004,1,1,BM12_M3NCNY12,2004-01-01T00:00:00-02:00,49.0099039866446
2004-02-01,2004,1,2,BM12_M3NCNY12,2004-02-01T00:00:00-02:00,49.2612819346158
2004-03-01,2004,1,3,BM12_M3NCNY12,2004-03-01T00:00:00-03:00,49.3248844146692
2004-04-01,2004,1,4,BM12_M3NCNY12,2004-04-01T00:00:00-03:00,49.2074047560495
2004-05-01,2004,1,5,BM12_M3NCNY12,2004-05-01T00:00:00-03:00,50.4671278415055
2004-06-01,2004,1,6,BM12_M3NCNY12,2004-06-01T00:00:00-03:00,50.1545369006474
2004-07-01,2004,1,7,BM12_M3NCNY12,2004-07-01T00:00:00-03:00,50.0343330059521
2004-08-01,2004,1,8,BM12_M3NCNY12,2004-08-01T00:00:00-03:00,50.0509554621719
2004-09-01,2004,1,9,BM12_M3NCNY12,2004-09-01T00:00:00-03:00,50.1232292810948
2004-10-01,2004,1,10,BM12_M3NCNY12,2004-10-01T00:00:00-03:00,50.2464768540166
2004-11-01,2004,1,11,BM12_M3NCNY12,2004-11-01T00:00:00-03:00,50.423597977994
2004-12-01,2004,1,12,BM12_M3NCNY12,2004-12-01T00:00:00-02:00,50.59619654428
2005-01-01,2005,1,1,BM12_M3NCNY12,2005-01-01T00:00:00-02:00,50.3590669593314
2005-02-01,2005,1,2,BM12_M3NCNY12,2005-02-01T00:00:00-02:00,50.5571204964672
2005-03-01,2005,1,3,BM12_M3NCNY12,2005-03-01T00:00:00-03:00,51.0655960334641
2005-04-01,2005,1,4,BM12_M3NCNY12,2005-04-01T00:00:00-03:00,50.8453979434632
2005-05-01,2005,1,5,BM12_M3NCNY12,2005-05-01T00:00:00-03:00,50.7116693449206
2005-06-01,2005,1,6,BM12_M3NCNY12,2005-06-01T00:00:00-03:00,50.8129067834278
2005-07-01,2005,1,7,BM12_M3NCNY12,2005-07-01T00:00:00-03:00,51.5079333633265
2005-08-01,2005,1,8,BM12_M3NCNY12,2005-08-01T00:00:00-03:00,51.8547226292443
2005-09-01,2005,1,9,BM12_M3NCNY12,2005-09-01T00:00:00-03:00,52.4992682283283
2005-10-01,2005,1,10,BM12_M3NCNY12,2005-10-01T00:00:00-03:00,52.2665078190546
2005-11-01,2005,1,11,BM12_M3NCNY12,2005-11-01T00:00:00-02:00,52.9350261986747
2005-12-01,2005,1,12,BM12_M3NCNY12,2005-12-01T00:00:00-02:00,53.7391374535292
2006-01-01,2006,1,1,BM12_M3NCNY12,2006-01-01T00:00:00-02:00,53.9254820694905
2006-02-01,2006,1,2,BM12_M3NCNY12,2006-02-01T00:00:00-02:00,54.5044412980914
2006-03-01,2006,1,3,BM12_M3NCNY12,2006-03-01T00:00:00-03:00,54.7356597409445
2006-04-01,2006,1,4,BM12_M3NCNY12,2006-04-01T00:00:00-03:00,54.8817602160828
2006-05-01,2006,1,5,BM12_M3NCNY12,2006-05-01T00:00:00-03:00,55.2754689312768
2006-06-01,2006,1,6,BM12_M3NCNY12,2006-06-01T00:00:00-03:00,55.1122387482809
2006-07-01,2006,1,7,BM12_M3NCNY12,2006-07-01T00:00:00-03:00,55.0575507194532
2006-08-01,2006,1,8,BM12_M3NCNY12,2006-08-01T00:00:00-03:00,55.0087592934456
2006-09-01,2006,1,9,BM12_M3NCNY12,2006-09-01T00:00:00-03:00,55.3164616110076
2006-10-01,2006,1,10,BM12_M3NCNY12,2006-10-01T00:00:00-03:00,55.4525748681648
2006-11-01,2006,1,11,BM12_M3NCNY12,2006-11-01T00:00:00-03:00,56.1516415875179
2006-12-01,2006,1,12,BM12_M3NCNY12,2006-12-01T00:00:00-02:00,56.6916893353956
2007-01-01,2007,1,1,BM12_M3NCNY12,2007-01-01T00:00:00-02:00,56.7179769723867
2007-02-01,2007,1,2,BM12_M3NCNY12,2007-02-01T00:00:00-02:00,56.7632067877305
2007-03-01,2007,1,3,BM12_M3NCNY12,2007-03-01T00:00:00-03:00,56.4399595029764
2007-04-01,2007,1,4,BM12_M3NCNY12,2007-04-01T00:00:00-03:00,56.929459263407
2007-05-01,2007,1,5,BM12_M3NCNY12,2007-05-01T00:00:00-03:00,56.8992484256768
2007-06-01,2007,1,6,BM12_M3NCNY12,2007-06-01T00:00:00-03:00,57.0285091684971
2007-07-01,2007,1,7,BM12_M3NCNY12,2007-07-01T00:00:00-03:00,55.7844396072955
2007-08-01,2007,1,8,BM12_M3NCNY12,2007-08-01T00:00:00-03:00,55.637854714075
2007-09-01,2007,1,9,BM12_M3NCNY12,2007-09-01T00:00:00-03:00,56.5665714268998
2007-10-01,2007,1,10,BM12_M3NCNY12,2007-10-01T00:00:00-03:00,56.8607891335283
2007-11-01,2007,1,11,BM12_M3NCNY12,2007-11-01T00:00:00-02:00,58.1552831046388
2007-12-01,2007,1,12,BM12_M3NCNY12,2007-12-01T00:00:00-02:00,58.8180505273957
2008-01-01,2008,1,1,BM12_M3NCNY12,2008-01-01T00:00:00-02:00,58.319994261538
2008-02-01,2008,1,2,BM12_M3NCNY12,2008-02-01T00:00:00-02:00,58.3131770110339
2008-03-01,2008,1,3,BM12_M3NCNY12,2008-03-01T00:00:00-03:00,58.43087674255
2008-04-01,2008,1,4,BM12_M3NCNY12,2008-04-01T00:00:00-03:00,59.1221397564117
2008-05-01,2008,1,5,BM12_M3NCNY12,2008-05-01T00:00:00-03:00,59.6224747920179
2008-06-01,2008,1,6,BM12_M3NCNY12,2008-06-01T00:00:00-03:00,59.3505502651663
2008-07-01,2008,1,7,BM12_M3NCNY12,2008-07-01T00:00:00-03:00,59.9483931019111
2008-08-01,2008,1,8,BM12_M3NCNY12,2008-08-01T00:00:00-03:00,60.4820842915706
2008-09-01,2008,1,9,BM12_M3NCNY12,2008-09-01T00:00:00-03:00,60.4510918525581
2008-10-01,2008,1,10,BM12_M3NCNY12,2008-10-01T00:00:00-03:00,59.9416728152509
2008-11-01,2008,1,11,BM12_M3NCNY12,2008-11-01T00:00:00-02:00,60.5039172556635
2008-12-01,2008,1,12,BM12_M3NCNY12,2008-12-01T00:00:00-02:00,60.9301867697026
2009-01-01,2009,1,1,BM12_M3NCNY12,2009-01-01T00:00:00-02:00,60.733761060775
2009-02-01,2009,1,2,BM12_M3NCNY12,2009-02-01T00:00:00-02:00,60.9918149885676
2009-03-01,2009,1,3,BM12_M3NCNY12,2009-03-01T00:00:00-03:00,60.9534426999625
2009-04-01,2009,1,4,BM12_M3NCNY12,2009-04-01T00:00:00-03:00,61.6448440619186
2009-05-01,2009,1,5,BM12_M3NCNY12,2009-05-01T00:00:00-03:00,62.3619641501908
2009-06-01,2009,1,6,BM12_M3NCNY12,2009-06-01T00:00:00-03:00,62.6725557386456
2009-07-01,2009,1,7,BM12_M3NCNY12,2009-07-01T00:00:00-03:00,63.7048032047863
2009-08-01,2009,1,8,BM12_M3NCNY12,2009-08-01T00:00:00-03:00,64.4749807641144
2009-09-01,2009,1,9,BM12_M3NCNY12,2009-09-01T00:00:00-03:00,65.3114745673544
2009-10-01,2009,1,10,BM12_M3NCNY12,2009-10-01T00:00:00-03:00,65.5434795172341
2009-11-01,2009,1,11,BM12_M3NCNY12,2009-11-01T00:00:00-02:00,65.7408609466776
2009-12-01,2009,1,12,BM12_M3NCNY12,2009-12-01T00:00:00-02:00,65.9017239340165
2010-01-01,2010,1,1,BM12_M3NCNY12,2010-01-01T00:00:00-02:00,68.8737592182505
2010-02-01,2010,1,2,BM12_M3NCNY12,2010-02-01T00:00:00-02:00,68.294196250016
2010-03-01,2010,1,3,BM12_M3NCNY12,2010-03-01T00:00:00-03:00,68.2435690634309
2010-04-01,2010,1,4,BM12_M3NCNY12,2010-04-01T00:00:00-03:00,67.5457808499732
2010-05-01,2010,1,5,BM12_M3NCNY12,2010-05-01T00:00:00-03:00,67.5104006869327
2010-06-01,2010,1,6,BM12_M3NCNY12,2010-06-01T00:00:00-03:00,67.4088489197135
2010-07-01,2010,1,7,BM12_M3NCNY12,2010-07-01T00:00:00-03:00,67.6639359589713
2010-08-01,2010,1,8,BM12_M3NCNY12,2010-08-01T00:00:00-03:00,68.0829221781839
2010-09-01,2010,1,9,BM12_M3NCNY12,2010-09-01T00:00:00-03:00,68.4988151541516
2010-10-01,2010,1,10,BM12_M3NCNY12,2010-10-01T00:00:00-03:00,69.1095363116576
2010-11-01,2010,1,11,BM12_M3NCNY12,2010-11-01T00:00:00-02:00,68.7766881757872
2010-12-01,2010,1,12,BM12_M3NCNY12,2010-12-01T00:00:00-02:00,69.0048104055564
2011-01-01,2011,1,1,BM12_M3NCNY12,2011-01-01T00:00:00-02:00,68.4976278416164
2011-02-01,2011,1,2,BM12_M3NCNY12,2011-02-01T00:00:00-02:00,69.0116995644385
2011-03-01,2011,1,3,BM12_M3NCNY12,2011-03-01T00:00:00-03:00,69.0781678386221
2011-04-01,2011,1,4,BM12_M3NCNY12,2011-04-01T00:00:00-03:00,69.0617464968209
2011-05-01,2011,1,5,BM12_M3NCNY12,2011-05-01T00:00:00-03:00,69.0557007682059
2011-06-01,2011,1,6,BM12_M3NCNY12,2011-06-01T00:00:00-03:00,68.766588285934
2011-07-01,2011,1,7,BM12_M3NCNY12,2011-07-01T00:00:00-03:00,69.4649323461848
2011-08-01,2011,1,8,BM12_M3NCNY12,2011-08-01T00:00:00-03:00,70.0830784727847
2011-09-01,2011,1,9,BM12_M3NCNY12,2011-09-01T00:00:00-03:00,70.432932948453
2011-10-01,2011,1,10,BM12_M3NCNY12,2011-10-01T00:00:00-03:00,70.427116163259
2011-11-01,2011,1,11,BM12_M3NCNY12,2011-11-01T00:00:00-02:00,70.4715335634402
2011-12-01,2011,1,12,BM12_M3NCNY12,2011-12-01T00:00:00-02:00,71.4395596408175
2012-01-01,2012,1,1,BM12_M3NCNY12,2012-01-01T00:00:00-02:00,72.1796790870634
2012-02-01,2012,1,2,BM12_M3NCNY12,2012-02-01T00:00:00-02:00,72.3707548453209
2012-03-01,2012,1,3,BM12_M3NCNY12,2012-03-01T00:00:00-03:00,73.0754507793086
2012-04-01,2012,1,4,BM12_M3NCNY12,2012-04-01T00:00:00-03:00,73.2184895575545
2012-05-01,2012,1,5,BM12_M3NCNY12,2012-05-01T00:00:00-03:00,73.6874464638088
2012-06-01,2012,1,6,BM12_M3NCNY12,2012-06-01T00:00:00-03:00,73.665616650473
2012-07-01,2012,1,7,BM12_M3NCNY12,2012-07-01T00:00:00-03:00,74.0866331784034
2012-08-01,2012,1,8,BM12_M3NCNY12,2012-08-01T00:00:00-03:00,74.6258569842575
2012-09-01,2012,1,9,BM12_M3NCNY12,2012-09-01T00:00:00-03:00,74.6078598665511
2012-10-01,2012,1,10,BM12_M3NCNY12,2012-10-01T00:00:00-03:00,74.9777236774249
2012-11-01,2012,1,11,BM12_M3NCNY12,2012-11-01T00:00:00-02:00,75.1664014718579
2012-12-01,2012,1,12,BM12_M3NCNY12,2012-12-01T00:00:00-02:00,74.9711409914513
2013-01-01,2013,1,1,BM12_M3NCNY12,2013-01-01T00:00:00-02:00,74.902841496359
2013-02-01,2013,1,2,BM12_M3NCNY12,2013-02-01T00:00:00-02:00,74.7284538760572
2013-03-01,2013,1,3,BM12_M3NCNY12,2013-03-01T00:00:00-03:00,74.9084844000991
2013-04-01,2013,1,4,BM12_M3NCNY12,2013-04-01T00:00:00-03:00,74.6151435819992
2013-05-01,2013,1,5,BM12_M3NCNY12,2013-05-01T00:00:00-03:00,74.9304322539115
2013-06-01,2013,1,6,BM12_M3NCNY12,2013-06-01T00:00:00-03:00,74.6416600014535
2013-07-01,2013,1,7,BM12_M3NCNY12,2013-07-01T00:00:00-03:00,74.6441864511923
2013-08-01,2013,1,8,BM12_M3NCNY12,2013-08-01T00:00:00-03:00,74.5365140458407
