DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Tonelada)
1980-01-01,1980,1,1,IBSIE12_QSCAB12,1980-01-01T00:00:00-02:00,1220.1
1980-02-01,1980,1,2,IBSIE12_QSCAB12,1980-02-01T00:00:00-02:00,1172.3
1980-03-01,1980,1,3,IBSIE12_QSCAB12,1980-03-01T00:00:00-03:00,1271.1
1980-04-01,1980,1,4,IBSIE12_QSCAB12,1980-04-01T00:00:00-03:00,1250.1
1980-05-01,1980,1,5,IBSIE12_QSCAB12,1980-05-01T00:00:00-03:00,1330.0
1980-06-01,1980,1,6,IBSIE12_QSCAB12,1980-06-01T00:00:00-03:00,1266.6
1980-07-01,1980,1,7,IBSIE12_QSCAB12,1980-07-01T00:00:00-03:00,1313.3
1980-08-01,1980,1,8,IBSIE12_QSCAB12,1980-08-01T00:00:00-03:00,1289.4
1980-09-01,1980,1,9,IBSIE12_QSCAB12,1980-09-01T00:00:00-03:00,1262.6
1980-10-01,1980,1,10,IBSIE12_QSCAB12,1980-10-01T00:00:00-03:00,1351.0
1980-11-01,1980,1,11,IBSIE12_QSCAB12,1980-11-01T00:00:00-03:00,1321.0
1980-12-01,1980,1,12,IBSIE12_QSCAB12,1980-12-01T00:00:00-02:00,1289.6
1981-01-01,1981,1,1,IBSIE12_QSCAB12,1981-01-01T00:00:00-02:00,1308.9
1981-02-01,1981,1,2,IBSIE12_QSCAB12,1981-02-01T00:00:00-02:00,1197.6
1981-03-01,1981,1,3,IBSIE12_QSCAB12,1981-03-01T00:00:00-03:00,1296.3
1981-04-01,1981,1,4,IBSIE12_QSCAB12,1981-04-01T00:00:00-03:00,1136.4
1981-05-01,1981,1,5,IBSIE12_QSCAB12,1981-05-01T00:00:00-03:00,1184.5
1981-06-01,1981,1,6,IBSIE12_QSCAB12,1981-06-01T00:00:00-03:00,1052.6
1981-07-01,1981,1,7,IBSIE12_QSCAB12,1981-07-01T00:00:00-03:00,980.9
1981-08-01,1981,1,8,IBSIE12_QSCAB12,1981-08-01T00:00:00-03:00,1012.4
1981-09-01,1981,1,9,IBSIE12_QSCAB12,1981-09-01T00:00:00-03:00,992.2
1981-10-01,1981,1,10,IBSIE12_QSCAB12,1981-10-01T00:00:00-03:00,1022.2
1981-11-01,1981,1,11,IBSIE12_QSCAB12,1981-11-01T00:00:00-03:00,970.3
1981-12-01,1981,1,12,IBSIE12_QSCAB12,1981-12-01T00:00:00-02:00,1071.2
1982-01-01,1982,1,1,IBSIE12_QSCAB12,1982-01-01T00:00:00-02:00,1073.4
1982-02-01,1982,1,2,IBSIE12_QSCAB12,1982-02-01T00:00:00-02:00,994.9
1982-03-01,1982,1,3,IBSIE12_QSCAB12,1982-03-01T00:00:00-03:00,1011.3
1982-04-01,1982,1,4,IBSIE12_QSCAB12,1982-04-01T00:00:00-03:00,976.6
1982-05-01,1982,1,5,IBSIE12_QSCAB12,1982-05-01T00:00:00-03:00,1071.4
1982-06-01,1982,1,6,IBSIE12_QSCAB12,1982-06-01T00:00:00-03:00,1055.7
1982-07-01,1982,1,7,IBSIE12_QSCAB12,1982-07-01T00:00:00-03:00,1238.1
