DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2012-03-01,2012,1,3,PNADC12_ESPCC12,2012-03-01T00:00:00-03:00,33393.0
2012-04-01,2012,1,4,PNADC12_ESPCC12,2012-04-01T00:00:00-03:00,33682.0
2012-05-01,2012,1,5,PNADC12_ESPCC12,2012-05-01T00:00:00-03:00,33841.0
2012-06-01,2012,1,6,PNADC12_ESPCC12,2012-06-01T00:00:00-03:00,34083.0
2012-07-01,2012,1,7,PNADC12_ESPCC12,2012-07-01T00:00:00-03:00,34138.0
2012-08-01,2012,1,8,PNADC12_ESPCC12,2012-08-01T00:00:00-03:00,34240.0
2012-09-01,2012,1,9,PNADC12_ESPCC12,2012-09-01T00:00:00-03:00,34399.0
2012-10-01,2012,1,10,PNADC12_ESPCC12,2012-10-01T00:00:00-03:00,34505.0
2012-11-01,2012,1,11,PNADC12_ESPCC12,2012-11-01T00:00:00-02:00,34580.0
2012-12-01,2012,1,12,PNADC12_ESPCC12,2012-12-01T00:00:00-02:00,34752.0
2013-01-01,2013,1,1,PNADC12_ESPCC12,2013-01-01T00:00:00-02:00,34778.0
2013-02-01,2013,1,2,PNADC12_ESPCC12,2013-02-01T00:00:00-02:00,34755.0
2013-03-01,2013,1,3,PNADC12_ESPCC12,2013-03-01T00:00:00-03:00,34489.0
2013-04-01,2013,1,4,PNADC12_ESPCC12,2013-04-01T00:00:00-03:00,34582.0
2013-05-01,2013,1,5,PNADC12_ESPCC12,2013-05-01T00:00:00-03:00,34810.0
2013-06-01,2013,1,6,PNADC12_ESPCC12,2013-06-01T00:00:00-03:00,34928.0
2013-07-01,2013,1,7,PNADC12_ESPCC12,2013-07-01T00:00:00-03:00,35177.0
2013-08-01,2013,1,8,PNADC12_ESPCC12,2013-08-01T00:00:00-03:00,35299.0
2013-09-01,2013,1,9,PNADC12_ESPCC12,2013-09-01T00:00:00-03:00,35476.0
2013-10-01,2013,1,10,PNADC12_ESPCC12,2013-10-01T00:00:00-03:00,35700.0
2013-11-01,2013,1,11,PNADC12_ESPCC12,2013-11-01T00:00:00-02:00,35808.0
2013-12-01,2013,1,12,PNADC12_ESPCC12,2013-12-01T00:00:00-02:00,35889.0
2014-01-01,2014,1,1,PNADC12_ESPCC12,2014-01-01T00:00:00-02:00,35898.0
2014-02-01,2014,1,2,PNADC12_ESPCC12,2014-02-01T00:00:00-02:00,36126.0
2014-03-01,2014,1,3,PNADC12_ESPCC12,2014-03-01T00:00:00-03:00,36237.0
2014-04-01,2014,1,4,PNADC12_ESPCC12,2014-04-01T00:00:00-03:00,36465.0
2014-05-01,2014,1,5,PNADC12_ESPCC12,2014-05-01T00:00:00-03:00,36509.0
2014-06-01,2014,1,6,PNADC12_ESPCC12,2014-06-01T00:00:00-03:00,36716.0
2014-07-01,2014,1,7,PNADC12_ESPCC12,2014-07-01T00:00:00-03:00,36506.0
2014-08-01,2014,1,8,PNADC12_ESPCC12,2014-08-01T00:00:00-03:00,36470.0
2014-09-01,2014,1,9,PNADC12_ESPCC12,2014-09-01T00:00:00-03:00,36495.0
2014-10-01,2014,1,10,PNADC12_ESPCC12,2014-10-01T00:00:00-03:00,36405.0
2014-11-01,2014,1,11,PNADC12_ESPCC12,2014-11-01T00:00:00-02:00,36369.0
2014-12-01,2014,1,12,PNADC12_ESPCC12,2014-12-01T00:00:00-02:00,36350.0
2015-01-01,2015,1,1,PNADC12_ESPCC12,2015-01-01T00:00:00-02:00,36339.0
2015-02-01,2015,1,2,PNADC12_ESPCC12,2015-02-01T00:00:00-02:00,36087.0
2015-03-01,2015,1,3,PNADC12_ESPCC12,2015-03-01T00:00:00-03:00,35916.0
2015-04-01,2015,1,4,PNADC12_ESPCC12,2015-04-01T00:00:00-03:00,35928.0
2015-05-01,2015,1,5,PNADC12_ESPCC12,2015-05-01T00:00:00-03:00,35818.0
2015-06-01,2015,1,6,PNADC12_ESPCC12,2015-06-01T00:00:00-03:00,35765.0
2015-07-01,2015,1,7,PNADC12_ESPCC12,2015-07-01T00:00:00-03:00,35597.0
