DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2012-03-01,2012,1,3,PNADC12_TRDOM12,2012-03-01T00:00:00-03:00,6065.0
2012-04-01,2012,1,4,PNADC12_TRDOM12,2012-04-01T00:00:00-03:00,6055.0
2012-05-01,2012,1,5,PNADC12_TRDOM12,2012-05-01T00:00:00-03:00,6115.0
2012-06-01,2012,1,6,PNADC12_TRDOM12,2012-06-01T00:00:00-03:00,6115.0
2012-07-01,2012,1,7,PNADC12_TRDOM12,2012-07-01T00:00:00-03:00,6106.0
2012-08-01,2012,1,8,PNADC12_TRDOM12,2012-08-01T00:00:00-03:00,6110.0
2012-09-01,2012,1,9,PNADC12_TRDOM12,2012-09-01T00:00:00-03:00,6112.0
2012-10-01,2012,1,10,PNADC12_TRDOM12,2012-10-01T00:00:00-03:00,6091.0
2012-11-01,2012,1,11,PNADC12_TRDOM12,2012-11-01T00:00:00-02:00,6107.0
2012-12-01,2012,1,12,PNADC12_TRDOM12,2012-12-01T00:00:00-02:00,6143.0
2013-01-01,2013,1,1,PNADC12_TRDOM12,2013-01-01T00:00:00-02:00,6137.0
2013-02-01,2013,1,2,PNADC12_TRDOM12,2013-02-01T00:00:00-02:00,6098.0
2013-03-01,2013,1,3,PNADC12_TRDOM12,2013-03-01T00:00:00-03:00,6049.0
2013-04-01,2013,1,4,PNADC12_TRDOM12,2013-04-01T00:00:00-03:00,6049.0
2013-05-01,2013,1,5,PNADC12_TRDOM12,2013-05-01T00:00:00-03:00,6033.0
2013-06-01,2013,1,6,PNADC12_TRDOM12,2013-06-01T00:00:00-03:00,5924.0
2013-07-01,2013,1,7,PNADC12_TRDOM12,2013-07-01T00:00:00-03:00,5917.0
2013-08-01,2013,1,8,PNADC12_TRDOM12,2013-08-01T00:00:00-03:00,5833.0
2013-09-01,2013,1,9,PNADC12_TRDOM12,2013-09-01T00:00:00-03:00,5911.0
2013-10-01,2013,1,10,PNADC12_TRDOM12,2013-10-01T00:00:00-03:00,5916.0
2013-11-01,2013,1,11,PNADC12_TRDOM12,2013-11-01T00:00:00-02:00,5954.0
2013-12-01,2013,1,12,PNADC12_TRDOM12,2013-12-01T00:00:00-02:00,5941.0
