DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1999-09-01,1999,1,9,BMF12_SWAPDI18012,1999-09-01T00:00:00-03:00,23.2
1999-10-01,1999,1,10,BMF12_SWAPDI18012,1999-10-01T00:00:00-03:00,22.51
1999-11-01,1999,1,11,BMF12_SWAPDI18012,1999-11-01T00:00:00-03:00,21.69
1999-12-01,1999,1,12,BMF12_SWAPDI18012,1999-12-01T00:00:00-02:00,21.3
2000-01-01,2000,1,1,BMF12_SWAPDI18012,2000-01-01T00:00:00-02:00,20.15
2000-02-01,2000,1,2,BMF12_SWAPDI18012,2000-02-01T00:00:00-02:00,19.44
2000-03-01,2000,1,3,BMF12_SWAPDI18012,2000-03-01T00:00:00-03:00,18.71
2000-04-01,2000,1,4,BMF12_SWAPDI18012,2000-04-01T00:00:00-03:00,19.1
2000-05-01,2000,1,5,BMF12_SWAPDI18012,2000-05-01T00:00:00-03:00,20.35
2000-06-01,2000,1,6,BMF12_SWAPDI18012,2000-06-01T00:00:00-03:00,18.7
2000-07-01,2000,1,7,BMF12_SWAPDI18012,2000-07-01T00:00:00-03:00,17.61
2000-08-01,2000,1,8,BMF12_SWAPDI18012,2000-08-01T00:00:00-03:00,16.69
2000-09-01,2000,1,9,BMF12_SWAPDI18012,2000-09-01T00:00:00-03:00,16.77
2000-10-01,2000,1,10,BMF12_SWAPDI18012,2000-10-01T00:00:00-03:00,16.99
2000-11-01,2000,1,11,BMF12_SWAPDI18012,2000-11-01T00:00:00-03:00,17.66
2000-12-01,2000,1,12,BMF12_SWAPDI18012,2000-12-01T00:00:00-02:00,16.82
2001-01-01,2001,1,1,BMF12_SWAPDI18012,2001-01-01T00:00:00-02:00,15.54
2001-02-01,2001,1,2,BMF12_SWAPDI18012,2001-02-01T00:00:00-02:00,15.48
2001-03-01,2001,1,3,BMF12_SWAPDI18012,2001-03-01T00:00:00-03:00,17.46
2001-04-01,2001,1,4,BMF12_SWAPDI18012,2001-04-01T00:00:00-03:00,20.35
2001-05-01,2001,1,5,BMF12_SWAPDI18012,2001-05-01T00:00:00-03:00,21.22
2001-06-01,2001,1,6,BMF12_SWAPDI18012,2001-06-01T00:00:00-03:00,20.87
2001-07-01,2001,1,7,BMF12_SWAPDI18012,2001-07-01T00:00:00-03:00,24.84
2001-08-01,2001,1,8,BMF12_SWAPDI18012,2001-08-01T00:00:00-03:00,23.64
2001-09-01,2001,1,9,BMF12_SWAPDI18012,2001-09-01T00:00:00-03:00,23.73
2001-10-01,2001,1,10,BMF12_SWAPDI18012,2001-10-01T00:00:00-03:00,23.54
2001-11-01,2001,1,11,BMF12_SWAPDI18012,2001-11-01T00:00:00-03:00,20.58
2001-12-01,2001,1,12,BMF12_SWAPDI18012,2001-12-01T00:00:00-02:00,20.25
2002-01-01,2002,1,1,BMF12_SWAPDI18012,2002-01-01T00:00:00-02:00,19.36
2002-02-01,2002,1,2,BMF12_SWAPDI18012,2002-02-01T00:00:00-02:00,19.02
2002-03-01,2002,1,3,BMF12_SWAPDI18012,2002-03-01T00:00:00-03:00,18.33
2002-04-01,2002,1,4,BMF12_SWAPDI18012,2002-04-01T00:00:00-03:00,18.53
2002-05-01,2002,1,5,BMF12_SWAPDI18012,2002-05-01T00:00:00-03:00,18.79
2002-06-01,2002,1,6,BMF12_SWAPDI18012,2002-06-01T00:00:00-03:00,22.04
2002-07-01,2002,1,7,BMF12_SWAPDI18012,2002-07-01T00:00:00-03:00,23.73
2002-08-01,2002,1,8,BMF12_SWAPDI18012,2002-08-01T00:00:00-03:00,23.66
2002-09-01,2002,1,9,BMF12_SWAPDI18012,2002-09-01T00:00:00-03:00,22.94
2002-10-01,2002,1,10,BMF12_SWAPDI18012,2002-10-01T00:00:00-03:00,25.24
2002-11-01,2002,1,11,BMF12_SWAPDI18012,2002-11-01T00:00:00-03:00,26.84
2002-12-01,2002,1,12,BMF12_SWAPDI18012,2002-12-01T00:00:00-02:00,27.89
2003-01-01,2003,1,1,BMF12_SWAPDI18012,2003-01-01T00:00:00-02:00,26.16
2003-02-01,2003,1,2,BMF12_SWAPDI18012,2003-02-01T00:00:00-02:00,28.23
2003-03-01,2003,1,3,BMF12_SWAPDI18012,2003-03-01T00:00:00-03:00,27.16
2003-04-01,2003,1,4,BMF12_SWAPDI18012,2003-04-01T00:00:00-03:00,25.26
2003-05-01,2003,1,5,BMF12_SWAPDI18012,2003-05-01T00:00:00-03:00,24.27
2003-06-01,2003,1,6,BMF12_SWAPDI18012,2003-06-01T00:00:00-03:00,23.56
2003-07-01,2003,1,7,BMF12_SWAPDI18012,2003-07-01T00:00:00-03:00,22.04
2003-08-01,2003,1,8,BMF12_SWAPDI18012,2003-08-01T00:00:00-03:00,20.99
2003-09-01,2003,1,9,BMF12_SWAPDI18012,2003-09-01T00:00:00-03:00,18.6
2003-10-01,2003,1,10,BMF12_SWAPDI18012,2003-10-01T00:00:00-03:00,17.74
2003-11-01,2003,1,11,BMF12_SWAPDI18012,2003-11-01T00:00:00-03:00,16.97
2003-12-01,2003,1,12,BMF12_SWAPDI18012,2003-12-01T00:00:00-02:00,15.7
2004-01-01,2004,1,1,BMF12_SWAPDI18012,2004-01-01T00:00:00-02:00,15.5
2004-02-01,2004,1,2,BMF12_SWAPDI18012,2004-02-01T00:00:00-02:00,15.79
2004-03-01,2004,1,3,BMF12_SWAPDI18012,2004-03-01T00:00:00-03:00,15.58
2004-04-01,2004,1,4,BMF12_SWAPDI18012,2004-04-01T00:00:00-03:00,15.42
2004-05-01,2004,1,5,BMF12_SWAPDI18012,2004-05-01T00:00:00-03:00,16.73
2004-06-01,2004,1,6,BMF12_SWAPDI18012,2004-06-01T00:00:00-03:00,16.92
2004-07-01,2004,1,7,BMF12_SWAPDI18012,2004-07-01T00:00:00-03:00,16.51
2004-08-01,2004,1,8,BMF12_SWAPDI18012,2004-08-01T00:00:00-03:00,17.01
2004-09-01,2004,1,9,BMF12_SWAPDI18012,2004-09-01T00:00:00-03:00,17.2
2004-10-01,2004,1,10,BMF12_SWAPDI18012,2004-10-01T00:00:00-03:00,17.35
2004-11-01,2004,1,11,BMF12_SWAPDI18012,2004-11-01T00:00:00-03:00,17.95
2004-12-01,2004,1,12,BMF12_SWAPDI18012,2004-12-01T00:00:00-02:00,18.01
2005-01-01,2005,1,1,BMF12_SWAPDI18012,2005-01-01T00:00:00-02:00,18.66
2005-02-01,2005,1,2,BMF12_SWAPDI18012,2005-02-01T00:00:00-02:00,19.14
2005-03-01,2005,1,3,BMF12_SWAPDI18012,2005-03-01T00:00:00-03:00,19.3
2005-04-01,2005,1,4,BMF12_SWAPDI18012,2005-04-01T00:00:00-03:00,19.6
2005-05-01,2005,1,5,BMF12_SWAPDI18012,2005-05-01T00:00:00-03:00,19.61
2005-06-01,2005,1,6,BMF12_SWAPDI18012,2005-06-01T00:00:00-03:00,19.36
