DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Barril)
1979-01-01,1979,1,1,ANP12_COLDIE12,1979-01-01T00:00:00-02:00,297.0
1979-02-01,1979,1,2,ANP12_COLDIE12,1979-02-01T00:00:00-02:00,261.0
1979-03-01,1979,1,3,ANP12_COLDIE12,1979-03-01T00:00:00-03:00,277.0
1979-04-01,1979,1,4,ANP12_COLDIE12,1979-04-01T00:00:00-03:00,299.0
1979-05-01,1979,1,5,ANP12_COLDIE12,1979-05-01T00:00:00-03:00,305.0
1979-06-01,1979,1,6,ANP12_COLDIE12,1979-06-01T00:00:00-03:00,279.0
1979-07-01,1979,1,7,ANP12_COLDIE12,1979-07-01T00:00:00-03:00,305.0
1979-08-01,1979,1,8,ANP12_COLDIE12,1979-08-01T00:00:00-03:00,309.0
1979-09-01,1979,1,9,ANP12_COLDIE12,1979-09-01T00:00:00-03:00,313.0
1979-10-01,1979,1,10,ANP12_COLDIE12,1979-10-01T00:00:00-03:00,331.0
1979-11-01,1979,1,11,ANP12_COLDIE12,1979-11-01T00:00:00-03:00,342.0
1979-12-01,1979,1,12,ANP12_COLDIE12,1979-12-01T00:00:00-02:00,295.0
1980-01-01,1980,1,1,ANP12_COLDIE12,1980-01-01T00:00:00-02:00,283.0
1980-02-01,1980,1,2,ANP12_COLDIE12,1980-02-01T00:00:00-02:00,304.0
1980-03-01,1980,1,3,ANP12_COLDIE12,1980-03-01T00:00:00-03:00,304.0
1980-04-01,1980,1,4,ANP12_COLDIE12,1980-04-01T00:00:00-03:00,293.0
1980-05-01,1980,1,5,ANP12_COLDIE12,1980-05-01T00:00:00-03:00,339.0
1980-06-01,1980,1,6,ANP12_COLDIE12,1980-06-01T00:00:00-03:00,315.0
1980-07-01,1980,1,7,ANP12_COLDIE12,1980-07-01T00:00:00-03:00,332.0
1980-08-01,1980,1,8,ANP12_COLDIE12,1980-08-01T00:00:00-03:00,338.0
1980-09-01,1980,1,9,ANP12_COLDIE12,1980-09-01T00:00:00-03:00,359.0
1980-10-01,1980,1,10,ANP12_COLDIE12,1980-10-01T00:00:00-03:00,365.0
1980-11-01,1980,1,11,ANP12_COLDIE12,1980-11-01T00:00:00-03:00,355.0
1980-12-01,1980,1,12,ANP12_COLDIE12,1980-12-01T00:00:00-02:00,310.0
1981-01-01,1981,1,1,ANP12_COLDIE12,1981-01-01T00:00:00-02:00,305.0
1981-02-01,1981,1,2,ANP12_COLDIE12,1981-02-01T00:00:00-02:00,310.0
1981-03-01,1981,1,3,ANP12_COLDIE12,1981-03-01T00:00:00-03:00,307.0
1981-04-01,1981,1,4,ANP12_COLDIE12,1981-04-01T00:00:00-03:00,309.0
1981-05-01,1981,1,5,ANP12_COLDIE12,1981-05-01T00:00:00-03:00,300.0
1981-06-01,1981,1,6,ANP12_COLDIE12,1981-06-01T00:00:00-03:00,315.0
1981-07-01,1981,1,7,ANP12_COLDIE12,1981-07-01T00:00:00-03:00,322.0
1981-08-01,1981,1,8,ANP12_COLDIE12,1981-08-01T00:00:00-03:00,329.0
1981-09-01,1981,1,9,ANP12_COLDIE12,1981-09-01T00:00:00-03:00,327.0
1981-10-01,1981,1,10,ANP12_COLDIE12,1981-10-01T00:00:00-03:00,349.0
1981-11-01,1981,1,11,ANP12_COLDIE12,1981-11-01T00:00:00-03:00,309.0
1981-12-01,1981,1,12,ANP12_COLDIE12,1981-12-01T00:00:00-02:00,299.0
1982-01-01,1982,1,1,ANP12_COLDIE12,1982-01-01T00:00:00-02:00,301.0
1982-02-01,1982,1,2,ANP12_COLDIE12,1982-02-01T00:00:00-02:00,289.0
1982-03-01,1982,1,3,ANP12_COLDIE12,1982-03-01T00:00:00-03:00,292.0
1982-04-01,1982,1,4,ANP12_COLDIE12,1982-04-01T00:00:00-03:00,330.0
1982-05-01,1982,1,5,ANP12_COLDIE12,1982-05-01T00:00:00-03:00,311.0
1982-06-01,1982,1,6,ANP12_COLDIE12,1982-06-01T00:00:00-03:00,319.0
1982-07-01,1982,1,7,ANP12_COLDIE12,1982-07-01T00:00:00-03:00,299.0
1982-08-01,1982,1,8,ANP12_COLDIE12,1982-08-01T00:00:00-03:00,356.0
1982-09-01,1982,1,9,ANP12_COLDIE12,1982-09-01T00:00:00-03:00,345.0
1982-10-01,1982,1,10,ANP12_COLDIE12,1982-10-01T00:00:00-03:00,348.0
1982-11-01,1982,1,11,ANP12_COLDIE12,1982-11-01T00:00:00-03:00,358.0
1982-12-01,1982,1,12,ANP12_COLDIE12,1982-12-01T00:00:00-02:00,318.0
1983-01-01,1983,1,1,ANP12_COLDIE12,1983-01-01T00:00:00-02:00,283.0
1983-02-01,1983,1,2,ANP12_COLDIE12,1983-02-01T00:00:00-02:00,320.0
1983-03-01,1983,1,3,ANP12_COLDIE12,1983-03-01T00:00:00-03:00,292.0
1983-04-01,1983,1,4,ANP12_COLDIE12,1983-04-01T00:00:00-03:00,302.0
1983-05-01,1983,1,5,ANP12_COLDIE12,1983-05-01T00:00:00-03:00,353.0
1983-06-01,1983,1,6,ANP12_COLDIE12,1983-06-01T00:00:00-03:00,271.0
1983-07-01,1983,1,7,ANP12_COLDIE12,1983-07-01T00:00:00-03:00,302.0
1983-08-01,1983,1,8,ANP12_COLDIE12,1983-08-01T00:00:00-03:00,362.0
1983-09-01,1983,1,9,ANP12_COLDIE12,1983-09-01T00:00:00-03:00,343.0
1983-10-01,1983,1,10,ANP12_COLDIE12,1983-10-01T00:00:00-03:00,370.0
1983-11-01,1983,1,11,ANP12_COLDIE12,1983-11-01T00:00:00-03:00,323.0
1983-12-01,1983,1,12,ANP12_COLDIE12,1983-12-01T00:00:00-02:00,305.0
1984-01-01,1984,1,1,ANP12_COLDIE12,1984-01-01T00:00:00-02:00,287.0
1984-02-01,1984,1,2,ANP12_COLDIE12,1984-02-01T00:00:00-02:00,289.0
1984-03-01,1984,1,3,ANP12_COLDIE12,1984-03-01T00:00:00-03:00,353.0
1984-04-01,1984,1,4,ANP12_COLDIE12,1984-04-01T00:00:00-03:00,289.0
1984-05-01,1984,1,5,ANP12_COLDIE12,1984-05-01T00:00:00-03:00,290.0
1984-06-01,1984,1,6,ANP12_COLDIE12,1984-06-01T00:00:00-03:00,313.0
1984-07-01,1984,1,7,ANP12_COLDIE12,1984-07-01T00:00:00-03:00,319.0
1984-08-01,1984,1,8,ANP12_COLDIE12,1984-08-01T00:00:00-03:00,367.0
1984-09-01,1984,1,9,ANP12_COLDIE12,1984-09-01T00:00:00-03:00,326.0
1984-10-01,1984,1,10,ANP12_COLDIE12,1984-10-01T00:00:00-03:00,417.0
1984-11-01,1984,1,11,ANP12_COLDIE12,1984-11-01T00:00:00-03:00,334.0
1984-12-01,1984,1,12,ANP12_COLDIE12,1984-12-01T00:00:00-02:00,320.0
1985-01-01,1985,1,1,ANP12_COLDIE12,1985-01-01T00:00:00-02:00,280.0
1985-02-01,1985,1,2,ANP12_COLDIE12,1985-02-01T00:00:00-02:00,346.0
1985-03-01,1985,1,3,ANP12_COLDIE12,1985-03-01T00:00:00-03:00,252.0
1985-04-01,1985,1,4,ANP12_COLDIE12,1985-04-01T00:00:00-03:00,298.0
1985-05-01,1985,1,5,ANP12_COLDIE12,1985-05-01T00:00:00-03:00,341.0
1985-06-01,1985,1,6,ANP12_COLDIE12,1985-06-01T00:00:00-03:00,330.0
1985-07-01,1985,1,7,ANP12_COLDIE12,1985-07-01T00:00:00-03:00,348.0
1985-08-01,1985,1,8,ANP12_COLDIE12,1985-08-01T00:00:00-03:00,363.0
1985-09-01,1985,1,9,ANP12_COLDIE12,1985-09-01T00:00:00-03:00,368.0
1985-10-01,1985,1,10,ANP12_COLDIE12,1985-10-01T00:00:00-03:00,421.0
1985-11-01,1985,1,11,ANP12_COLDIE12,1985-11-01T00:00:00-03:00,376.0
