DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Meses)
2011-03-01,2011,1,3,BM12_CRDPCAPJ12,2011-03-01T00:00:00-03:00,46.55
2011-04-01,2011,1,4,BM12_CRDPCAPJ12,2011-04-01T00:00:00-03:00,45.94
2011-05-01,2011,1,5,BM12_CRDPCAPJ12,2011-05-01T00:00:00-03:00,45.67
2011-06-01,2011,1,6,BM12_CRDPCAPJ12,2011-06-01T00:00:00-03:00,45.4
2011-07-01,2011,1,7,BM12_CRDPCAPJ12,2011-07-01T00:00:00-03:00,45.49
2011-08-01,2011,1,8,BM12_CRDPCAPJ12,2011-08-01T00:00:00-03:00,45.25
2011-09-01,2011,1,9,BM12_CRDPCAPJ12,2011-09-01T00:00:00-03:00,45.85
2011-10-01,2011,1,10,BM12_CRDPCAPJ12,2011-10-01T00:00:00-03:00,45.17
2011-11-01,2011,1,11,BM12_CRDPCAPJ12,2011-11-01T00:00:00-02:00,45.67
2011-12-01,2011,1,12,BM12_CRDPCAPJ12,2011-12-01T00:00:00-02:00,45.88
2012-01-01,2012,1,1,BM12_CRDPCAPJ12,2012-01-01T00:00:00-02:00,44.86
2012-02-01,2012,1,2,BM12_CRDPCAPJ12,2012-02-01T00:00:00-02:00,45.17
2012-03-01,2012,1,3,BM12_CRDPCAPJ12,2012-03-01T00:00:00-03:00,45.6
2012-04-01,2012,1,4,BM12_CRDPCAPJ12,2012-04-01T00:00:00-03:00,45.58
2012-05-01,2012,1,5,BM12_CRDPCAPJ12,2012-05-01T00:00:00-03:00,46.07
2012-06-01,2012,1,6,BM12_CRDPCAPJ12,2012-06-01T00:00:00-03:00,46.44
2012-07-01,2012,1,7,BM12_CRDPCAPJ12,2012-07-01T00:00:00-03:00,46.63
2012-08-01,2012,1,8,BM12_CRDPCAPJ12,2012-08-01T00:00:00-03:00,46.4
2012-09-01,2012,1,9,BM12_CRDPCAPJ12,2012-09-01T00:00:00-03:00,46.24
2012-10-01,2012,1,10,BM12_CRDPCAPJ12,2012-10-01T00:00:00-03:00,46.62
2012-11-01,2012,1,11,BM12_CRDPCAPJ12,2012-11-01T00:00:00-02:00,46.94
2012-12-01,2012,1,12,BM12_CRDPCAPJ12,2012-12-01T00:00:00-02:00,47.87
2013-01-01,2013,1,1,BM12_CRDPCAPJ12,2013-01-01T00:00:00-02:00,49.2
2013-02-01,2013,1,2,BM12_CRDPCAPJ12,2013-02-01T00:00:00-02:00,48.8
2013-03-01,2013,1,3,BM12_CRDPCAPJ12,2013-03-01T00:00:00-03:00,49.07
2013-04-01,2013,1,4,BM12_CRDPCAPJ12,2013-04-01T00:00:00-03:00,49.26
2013-05-01,2013,1,5,BM12_CRDPCAPJ12,2013-05-01T00:00:00-03:00,49.65
2013-06-01,2013,1,6,BM12_CRDPCAPJ12,2013-06-01T00:00:00-03:00,50.42
2013-07-01,2013,1,7,BM12_CRDPCAPJ12,2013-07-01T00:00:00-03:00,50.59
2013-08-01,2013,1,8,BM12_CRDPCAPJ12,2013-08-01T00:00:00-03:00,50.92
2013-09-01,2013,1,9,BM12_CRDPCAPJ12,2013-09-01T00:00:00-03:00,50.03
2013-10-01,2013,1,10,BM12_CRDPCAPJ12,2013-10-01T00:00:00-03:00,49.52
2013-11-01,2013,1,11,BM12_CRDPCAPJ12,2013-11-01T00:00:00-02:00,49.72
2013-12-01,2013,1,12,BM12_CRDPCAPJ12,2013-12-01T00:00:00-02:00,50.32
2014-01-01,2014,1,1,BM12_CRDPCAPJ12,2014-01-01T00:00:00-02:00,51.12
2014-02-01,2014,1,2,BM12_CRDPCAPJ12,2014-02-01T00:00:00-02:00,51.35
2014-03-01,2014,1,3,BM12_CRDPCAPJ12,2014-03-01T00:00:00-03:00,51.42
2014-04-01,2014,1,4,BM12_CRDPCAPJ12,2014-04-01T00:00:00-03:00,51.88
2014-05-01,2014,1,5,BM12_CRDPCAPJ12,2014-05-01T00:00:00-03:00,51.56
2014-06-01,2014,1,6,BM12_CRDPCAPJ12,2014-06-01T00:00:00-03:00,51.93
2014-07-01,2014,1,7,BM12_CRDPCAPJ12,2014-07-01T00:00:00-03:00,51.99
2014-08-01,2014,1,8,BM12_CRDPCAPJ12,2014-08-01T00:00:00-03:00,51.68
2014-09-01,2014,1,9,BM12_CRDPCAPJ12,2014-09-01T00:00:00-03:00,51.95
2014-10-01,2014,1,10,BM12_CRDPCAPJ12,2014-10-01T00:00:00-03:00,52.03
2014-11-01,2014,1,11,BM12_CRDPCAPJ12,2014-11-01T00:00:00-02:00,52.0
