DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Meses)
2011-03-01,2011,1,3,BM12_CRLPCO12,2011-03-01T00:00:00-03:00,32.74
2011-04-01,2011,1,4,BM12_CRLPCO12,2011-04-01T00:00:00-03:00,34.82
2011-05-01,2011,1,5,BM12_CRLPCO12,2011-05-01T00:00:00-03:00,32.68
2011-06-01,2011,1,6,BM12_CRLPCO12,2011-06-01T00:00:00-03:00,34.13
2011-07-01,2011,1,7,BM12_CRLPCO12,2011-07-01T00:00:00-03:00,34.2
2011-08-01,2011,1,8,BM12_CRLPCO12,2011-08-01T00:00:00-03:00,34.6
2011-09-01,2011,1,9,BM12_CRLPCO12,2011-09-01T00:00:00-03:00,33.36
2011-10-01,2011,1,10,BM12_CRLPCO12,2011-10-01T00:00:00-03:00,32.95
2011-11-01,2011,1,11,BM12_CRLPCO12,2011-11-01T00:00:00-02:00,34.65
2011-12-01,2011,1,12,BM12_CRLPCO12,2011-12-01T00:00:00-02:00,33.42
2012-01-01,2012,1,1,BM12_CRLPCO12,2012-01-01T00:00:00-02:00,33.6
2012-02-01,2012,1,2,BM12_CRLPCO12,2012-02-01T00:00:00-02:00,32.78
2012-03-01,2012,1,3,BM12_CRLPCO12,2012-03-01T00:00:00-03:00,33.4
2012-04-01,2012,1,4,BM12_CRLPCO12,2012-04-01T00:00:00-03:00,34.09
2012-05-01,2012,1,5,BM12_CRLPCO12,2012-05-01T00:00:00-03:00,33.77
2012-06-01,2012,1,6,BM12_CRLPCO12,2012-06-01T00:00:00-03:00,35.72
2012-07-01,2012,1,7,BM12_CRLPCO12,2012-07-01T00:00:00-03:00,33.29
2012-08-01,2012,1,8,BM12_CRLPCO12,2012-08-01T00:00:00-03:00,33.85
2012-09-01,2012,1,9,BM12_CRLPCO12,2012-09-01T00:00:00-03:00,34.49
2012-10-01,2012,1,10,BM12_CRLPCO12,2012-10-01T00:00:00-03:00,36.79
2012-11-01,2012,1,11,BM12_CRLPCO12,2012-11-01T00:00:00-02:00,34.21
2012-12-01,2012,1,12,BM12_CRLPCO12,2012-12-01T00:00:00-02:00,37.58
2013-01-01,2013,1,1,BM12_CRLPCO12,2013-01-01T00:00:00-02:00,35.89
2013-02-01,2013,1,2,BM12_CRLPCO12,2013-02-01T00:00:00-02:00,33.08
2013-03-01,2013,1,3,BM12_CRLPCO12,2013-03-01T00:00:00-03:00,34.99
2013-04-01,2013,1,4,BM12_CRLPCO12,2013-04-01T00:00:00-03:00,37.2
2013-05-01,2013,1,5,BM12_CRLPCO12,2013-05-01T00:00:00-03:00,37.68
2013-06-01,2013,1,6,BM12_CRLPCO12,2013-06-01T00:00:00-03:00,37.85
2013-07-01,2013,1,7,BM12_CRLPCO12,2013-07-01T00:00:00-03:00,35.48
2013-08-01,2013,1,8,BM12_CRLPCO12,2013-08-01T00:00:00-03:00,34.78
2013-09-01,2013,1,9,BM12_CRLPCO12,2013-09-01T00:00:00-03:00,37.59
2013-10-01,2013,1,10,BM12_CRLPCO12,2013-10-01T00:00:00-03:00,33.78
2013-11-01,2013,1,11,BM12_CRLPCO12,2013-11-01T00:00:00-02:00,34.76
2013-12-01,2013,1,12,BM12_CRLPCO12,2013-12-01T00:00:00-02:00,38.14
2014-01-01,2014,1,1,BM12_CRLPCO12,2014-01-01T00:00:00-02:00,34.54
2014-02-01,2014,1,2,BM12_CRLPCO12,2014-02-01T00:00:00-02:00,33.63
2014-03-01,2014,1,3,BM12_CRLPCO12,2014-03-01T00:00:00-03:00,38.14
2014-04-01,2014,1,4,BM12_CRLPCO12,2014-04-01T00:00:00-03:00,36.76
2014-05-01,2014,1,5,BM12_CRLPCO12,2014-05-01T00:00:00-03:00,34.06
2014-06-01,2014,1,6,BM12_CRLPCO12,2014-06-01T00:00:00-03:00,35.67
2014-07-01,2014,1,7,BM12_CRLPCO12,2014-07-01T00:00:00-03:00,37.29
2014-08-01,2014,1,8,BM12_CRLPCO12,2014-08-01T00:00:00-03:00,37.09
2014-09-01,2014,1,9,BM12_CRLPCO12,2014-09-01T00:00:00-03:00,39.08
2014-10-01,2014,1,10,BM12_CRLPCO12,2014-10-01T00:00:00-03:00,38.29
2014-11-01,2014,1,11,BM12_CRLPCO12,2014-11-01T00:00:00-02:00,37.11
2014-12-01,2014,1,12,BM12_CRLPCO12,2014-12-01T00:00:00-02:00,38.77
2015-01-01,2015,1,1,BM12_CRLPCO12,2015-01-01T00:00:00-02:00,38.26
2015-02-01,2015,1,2,BM12_CRLPCO12,2015-02-01T00:00:00-02:00,35.35
2015-03-01,2015,1,3,BM12_CRLPCO12,2015-03-01T00:00:00-03:00,38.41
2015-04-01,2015,1,4,BM12_CRLPCO12,2015-04-01T00:00:00-03:00,36.16
2015-05-01,2015,1,5,BM12_CRLPCO12,2015-05-01T00:00:00-03:00,35.88
2015-06-01,2015,1,6,BM12_CRLPCO12,2015-06-01T00:00:00-03:00,38.05
2015-07-01,2015,1,7,BM12_CRLPCO12,2015-07-01T00:00:00-03:00,37.27
2015-08-01,2015,1,8,BM12_CRLPCO12,2015-08-01T00:00:00-03:00,36.79
2015-09-01,2015,1,9,BM12_CRLPCO12,2015-09-01T00:00:00-03:00,35.52
2015-10-01,2015,1,10,BM12_CRLPCO12,2015-10-01T00:00:00-03:00,34.7
2015-11-01,2015,1,11,BM12_CRLPCO12,2015-11-01T00:00:00-02:00,38.67
2015-12-01,2015,1,12,BM12_CRLPCO12,2015-12-01T00:00:00-02:00,41.51
2016-01-01,2016,1,1,BM12_CRLPCO12,2016-01-01T00:00:00-02:00,34.57
2016-02-01,2016,1,2,BM12_CRLPCO12,2016-02-01T00:00:00-02:00,35.35
2016-03-01,2016,1,3,BM12_CRLPCO12,2016-03-01T00:00:00-03:00,36.03
2016-04-01,2016,1,4,BM12_CRLPCO12,2016-04-01T00:00:00-03:00,37.53
2016-05-01,2016,1,5,BM12_CRLPCO12,2016-05-01T00:00:00-03:00,41.1
