DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Cabeça)
1975-01-01,1975,1,1,ABATE12_ABQUSU12,1975-01-01T00:00:00-02:00,526.448
1975-02-01,1975,1,2,ABATE12_ABQUSU12,1975-02-01T00:00:00-02:00,465.865
1975-03-01,1975,1,3,ABATE12_ABQUSU12,1975-03-01T00:00:00-03:00,457.136
1975-04-01,1975,1,4,ABATE12_ABQUSU12,1975-04-01T00:00:00-03:00,502.659
1975-05-01,1975,1,5,ABATE12_ABQUSU12,1975-05-01T00:00:00-03:00,549.465
1975-06-01,1975,1,6,ABATE12_ABQUSU12,1975-06-01T00:00:00-03:00,566.304
1975-07-01,1975,1,7,ABATE12_ABQUSU12,1975-07-01T00:00:00-03:00,615.99
1975-08-01,1975,1,8,ABATE12_ABQUSU12,1975-08-01T00:00:00-03:00,646.615
1975-09-01,1975,1,9,ABATE12_ABQUSU12,1975-09-01T00:00:00-03:00,704.424
1975-10-01,1975,1,10,ABATE12_ABQUSU12,1975-10-01T00:00:00-03:00,751.689
1975-11-01,1975,1,11,ABATE12_ABQUSU12,1975-11-01T00:00:00-03:00,715.889
1975-12-01,1975,1,12,ABATE12_ABQUSU12,1975-12-01T00:00:00-02:00,686.58
1976-01-01,1976,1,1,ABATE12_ABQUSU12,1976-01-01T00:00:00-02:00,573.777
1976-02-01,1976,1,2,ABATE12_ABQUSU12,1976-02-01T00:00:00-02:00,507.428
1976-03-01,1976,1,3,ABATE12_ABQUSU12,1976-03-01T00:00:00-03:00,582.603
1976-04-01,1976,1,4,ABATE12_ABQUSU12,1976-04-01T00:00:00-03:00,586.101
1976-05-01,1976,1,5,ABATE12_ABQUSU12,1976-05-01T00:00:00-03:00,647.987
1976-06-01,1976,1,6,ABATE12_ABQUSU12,1976-06-01T00:00:00-03:00,712.314
1976-07-01,1976,1,7,ABATE12_ABQUSU12,1976-07-01T00:00:00-03:00,761.214
1976-08-01,1976,1,8,ABATE12_ABQUSU12,1976-08-01T00:00:00-03:00,751.313
1976-09-01,1976,1,9,ABATE12_ABQUSU12,1976-09-01T00:00:00-03:00,714.531
1976-10-01,1976,1,10,ABATE12_ABQUSU12,1976-10-01T00:00:00-03:00,706.871
1976-11-01,1976,1,11,ABATE12_ABQUSU12,1976-11-01T00:00:00-03:00,658.5
1976-12-01,1976,1,12,ABATE12_ABQUSU12,1976-12-01T00:00:00-02:00,694.85
