DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
2011-03-01,2011,1,3,BM12_CRDTJ12,2011-03-01T00:00:00-03:00,9.46
2011-04-01,2011,1,4,BM12_CRDTJ12,2011-04-01T00:00:00-03:00,9.7
2011-05-01,2011,1,5,BM12_CRDTJ12,2011-05-01T00:00:00-03:00,10.05
2011-06-01,2011,1,6,BM12_CRDTJ12,2011-06-01T00:00:00-03:00,9.69
2011-07-01,2011,1,7,BM12_CRDTJ12,2011-07-01T00:00:00-03:00,9.66
2011-08-01,2011,1,8,BM12_CRDTJ12,2011-08-01T00:00:00-03:00,10.0
2011-09-01,2011,1,9,BM12_CRDTJ12,2011-09-01T00:00:00-03:00,9.69
2011-10-01,2011,1,10,BM12_CRDTJ12,2011-10-01T00:00:00-03:00,9.59
2011-11-01,2011,1,11,BM12_CRDTJ12,2011-11-01T00:00:00-02:00,9.18
2011-12-01,2011,1,12,BM12_CRDTJ12,2011-12-01T00:00:00-02:00,9.28
2012-01-01,2012,1,1,BM12_CRDTJ12,2012-01-01T00:00:00-02:00,9.9
2012-02-01,2012,1,2,BM12_CRDTJ12,2012-02-01T00:00:00-02:00,9.46
2012-03-01,2012,1,3,BM12_CRDTJ12,2012-03-01T00:00:00-03:00,9.49
2012-04-01,2012,1,4,BM12_CRDTJ12,2012-04-01T00:00:00-03:00,9.63
2012-05-01,2012,1,5,BM12_CRDTJ12,2012-05-01T00:00:00-03:00,8.95
2012-06-01,2012,1,6,BM12_CRDTJ12,2012-06-01T00:00:00-03:00,8.44
2012-07-01,2012,1,7,BM12_CRDTJ12,2012-07-01T00:00:00-03:00,8.0
2012-08-01,2012,1,8,BM12_CRDTJ12,2012-08-01T00:00:00-03:00,7.93
2012-09-01,2012,1,9,BM12_CRDTJ12,2012-09-01T00:00:00-03:00,7.75
2012-10-01,2012,1,10,BM12_CRDTJ12,2012-10-01T00:00:00-03:00,7.59
2012-11-01,2012,1,11,BM12_CRDTJ12,2012-11-01T00:00:00-02:00,7.38
2012-12-01,2012,1,12,BM12_CRDTJ12,2012-12-01T00:00:00-02:00,7.08
2013-01-01,2013,1,1,BM12_CRDTJ12,2013-01-01T00:00:00-02:00,7.3
2013-02-01,2013,1,2,BM12_CRDTJ12,2013-02-01T00:00:00-02:00,7.17
2013-03-01,2013,1,3,BM12_CRDTJ12,2013-03-01T00:00:00-03:00,7.2
2013-04-01,2013,1,4,BM12_CRDTJ12,2013-04-01T00:00:00-03:00,7.01
2013-05-01,2013,1,5,BM12_CRDTJ12,2013-05-01T00:00:00-03:00,6.92
2013-06-01,2013,1,6,BM12_CRDTJ12,2013-06-01T00:00:00-03:00,7.09
2013-07-01,2013,1,7,BM12_CRDTJ12,2013-07-01T00:00:00-03:00,7.14
2013-08-01,2013,1,8,BM12_CRDTJ12,2013-08-01T00:00:00-03:00,7.13
2013-09-01,2013,1,9,BM12_CRDTJ12,2013-09-01T00:00:00-03:00,7.21
2013-10-01,2013,1,10,BM12_CRDTJ12,2013-10-01T00:00:00-03:00,7.39
2013-11-01,2013,1,11,BM12_CRDTJ12,2013-11-01T00:00:00-02:00,7.46
2013-12-01,2013,1,12,BM12_CRDTJ12,2013-12-01T00:00:00-02:00,7.45
2014-01-01,2014,1,1,BM12_CRDTJ12,2014-01-01T00:00:00-02:00,7.88
2014-02-01,2014,1,2,BM12_CRDTJ12,2014-02-01T00:00:00-02:00,7.6
2014-03-01,2014,1,3,BM12_CRDTJ12,2014-03-01T00:00:00-03:00,7.93
2014-04-01,2014,1,4,BM12_CRDTJ12,2014-04-01T00:00:00-03:00,8.0
2014-05-01,2014,1,5,BM12_CRDTJ12,2014-05-01T00:00:00-03:00,8.2
2014-06-01,2014,1,6,BM12_CRDTJ12,2014-06-01T00:00:00-03:00,7.79
2014-07-01,2014,1,7,BM12_CRDTJ12,2014-07-01T00:00:00-03:00,8.16
2014-08-01,2014,1,8,BM12_CRDTJ12,2014-08-01T00:00:00-03:00,8.1
2014-09-01,2014,1,9,BM12_CRDTJ12,2014-09-01T00:00:00-03:00,8.14
2014-10-01,2014,1,10,BM12_CRDTJ12,2014-10-01T00:00:00-03:00,7.96
