DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
2001-12-01,2001,1,12,BM12_DEXSPY12,2001-12-01T00:00:00-02:00,9.51
2002-01-01,2002,1,1,BM12_DEXSPY12,2002-01-01T00:00:00-02:00,9.92
2002-02-01,2002,1,2,BM12_DEXSPY12,2002-02-01T00:00:00-02:00,9.32
2002-03-01,2002,1,3,BM12_DEXSPY12,2002-03-01T00:00:00-03:00,9.21
2002-04-01,2002,1,4,BM12_DEXSPY12,2002-04-01T00:00:00-03:00,9.39
2002-05-01,2002,1,5,BM12_DEXSPY12,2002-05-01T00:00:00-03:00,9.97
2002-06-01,2002,1,6,BM12_DEXSPY12,2002-06-01T00:00:00-03:00,11.19
2002-07-01,2002,1,7,BM12_DEXSPY12,2002-07-01T00:00:00-03:00,13.96
2002-08-01,2002,1,8,BM12_DEXSPY12,2002-08-01T00:00:00-03:00,13.08
2002-09-01,2002,1,9,BM12_DEXSPY12,2002-09-01T00:00:00-03:00,17.2
2002-10-01,2002,1,10,BM12_DEXSPY12,2002-10-01T00:00:00-03:00,16.45
2002-11-01,2002,1,11,BM12_DEXSPY12,2002-11-01T00:00:00-03:00,16.19
2002-12-01,2002,1,12,BM12_DEXSPY12,2002-12-01T00:00:00-02:00,15.57
2003-01-01,2003,1,1,BM12_DEXSPY12,2003-01-01T00:00:00-02:00,15.13
2003-02-01,2003,1,2,BM12_DEXSPY12,2003-02-01T00:00:00-02:00,15.42
2003-03-01,2003,1,3,BM12_DEXSPY12,2003-03-01T00:00:00-03:00,14.16
2003-04-01,2003,1,4,BM12_DEXSPY12,2003-04-01T00:00:00-03:00,12.13
2003-05-01,2003,1,5,BM12_DEXSPY12,2003-05-01T00:00:00-03:00,12.32
2003-06-01,2003,1,6,BM12_DEXSPY12,2003-06-01T00:00:00-03:00,11.83
2003-07-01,2003,1,7,BM12_DEXSPY12,2003-07-01T00:00:00-03:00,12.07
2003-08-01,2003,1,8,BM12_DEXSPY12,2003-08-01T00:00:00-03:00,12.01
2003-09-01,2003,1,9,BM12_DEXSPY12,2003-09-01T00:00:00-03:00,11.7
2003-10-01,2003,1,10,BM12_DEXSPY12,2003-10-01T00:00:00-03:00,11.22
2003-11-01,2003,1,11,BM12_DEXSPY12,2003-11-01T00:00:00-03:00,11.48
2003-12-01,2003,1,12,BM12_DEXSPY12,2003-12-01T00:00:00-02:00,11.04
2004-01-01,2004,1,1,BM12_DEXSPY12,2004-01-01T00:00:00-02:00,10.56
2004-02-01,2004,1,2,BM12_DEXSPY12,2004-02-01T00:00:00-02:00,10.38
2004-03-01,2004,1,3,BM12_DEXSPY12,2004-03-01T00:00:00-03:00,10.14
2004-04-01,2004,1,4,BM12_DEXSPY12,2004-04-01T00:00:00-03:00,9.52
2004-05-01,2004,1,5,BM12_DEXSPY12,2004-05-01T00:00:00-03:00,10.09
2004-06-01,2004,1,6,BM12_DEXSPY12,2004-06-01T00:00:00-03:00,9.94
2004-07-01,2004,1,7,BM12_DEXSPY12,2004-07-01T00:00:00-03:00,9.57
2004-08-01,2004,1,8,BM12_DEXSPY12,2004-08-01T00:00:00-03:00,9.27
2004-09-01,2004,1,9,BM12_DEXSPY12,2004-09-01T00:00:00-03:00,8.97
2004-10-01,2004,1,10,BM12_DEXSPY12,2004-10-01T00:00:00-03:00,9.04
2004-11-01,2004,1,11,BM12_DEXSPY12,2004-11-01T00:00:00-03:00,8.62
2004-12-01,2004,1,12,BM12_DEXSPY12,2004-12-01T00:00:00-02:00,7.83
2005-01-01,2005,1,1,BM12_DEXSPY12,2005-01-01T00:00:00-02:00,7.31
2005-02-01,2005,1,2,BM12_DEXSPY12,2005-02-01T00:00:00-02:00,6.66
2005-03-01,2005,1,3,BM12_DEXSPY12,2005-03-01T00:00:00-03:00,6.25
2005-04-01,2005,1,4,BM12_DEXSPY12,2005-04-01T00:00:00-03:00,5.8
2005-05-01,2005,1,5,BM12_DEXSPY12,2005-05-01T00:00:00-03:00,5.5
2005-06-01,2005,1,6,BM12_DEXSPY12,2005-06-01T00:00:00-03:00,5.2
2005-07-01,2005,1,7,BM12_DEXSPY12,2005-07-01T00:00:00-03:00,4.95
2005-08-01,2005,1,8,BM12_DEXSPY12,2005-08-01T00:00:00-03:00,4.84
2005-09-01,2005,1,9,BM12_DEXSPY12,2005-09-01T00:00:00-03:00,4.49
2005-10-01,2005,1,10,BM12_DEXSPY12,2005-10-01T00:00:00-03:00,3.95
2005-11-01,2005,1,11,BM12_DEXSPY12,2005-11-01T00:00:00-02:00,3.42
2005-12-01,2005,1,12,BM12_DEXSPY12,2005-12-01T00:00:00-02:00,3.13
2006-01-01,2006,1,1,BM12_DEXSPY12,2006-01-01T00:00:00-02:00,2.52
2006-02-01,2006,1,2,BM12_DEXSPY12,2006-02-01T00:00:00-02:00,2.12
2006-03-01,2006,1,3,BM12_DEXSPY12,2006-03-01T00:00:00-03:00,1.77
2006-04-01,2006,1,4,BM12_DEXSPY12,2006-04-01T00:00:00-03:00,1.4
2006-05-01,2006,1,5,BM12_DEXSPY12,2006-05-01T00:00:00-03:00,1.04
2006-06-01,2006,1,6,BM12_DEXSPY12,2006-06-01T00:00:00-03:00,0.93
2006-07-01,2006,1,7,BM12_DEXSPY12,2006-07-01T00:00:00-03:00,0.45
2006-08-01,2006,1,8,BM12_DEXSPY12,2006-08-01T00:00:00-03:00,0.01
2006-09-01,2006,1,9,BM12_DEXSPY12,2006-09-01T00:00:00-03:00,-0.17
2006-10-01,2006,1,10,BM12_DEXSPY12,2006-10-01T00:00:00-03:00,-0.58
2006-11-01,2006,1,11,BM12_DEXSPY12,2006-11-01T00:00:00-03:00,-0.96
2006-12-01,2006,1,12,BM12_DEXSPY12,2006-12-01T00:00:00-02:00,-1.15
2007-01-01,2007,1,1,BM12_DEXSPY12,2007-01-01T00:00:00-02:00,-1.59
2007-02-01,2007,1,2,BM12_DEXSPY12,2007-02-01T00:00:00-02:00,-2.44
2007-03-01,2007,1,3,BM12_DEXSPY12,2007-03-01T00:00:00-03:00,-3.09
2007-04-01,2007,1,4,BM12_DEXSPY12,2007-04-01T00:00:00-03:00,-4.1
2007-05-01,2007,1,5,BM12_DEXSPY12,2007-05-01T00:00:00-03:00,-4.97
2007-06-01,2007,1,6,BM12_DEXSPY12,2007-06-01T00:00:00-03:00,-5.69
2007-07-01,2007,1,7,BM12_DEXSPY12,2007-07-01T00:00:00-03:00,-5.11
2007-08-01,2007,1,8,BM12_DEXSPY12,2007-08-01T00:00:00-03:00,-5.65
2007-09-01,2007,1,9,BM12_DEXSPY12,2007-09-01T00:00:00-03:00,-5.17
2007-10-01,2007,1,10,BM12_DEXSPY12,2007-10-01T00:00:00-03:00,-5.15
2007-11-01,2007,1,11,BM12_DEXSPY12,2007-11-01T00:00:00-02:00,-5.86
2007-12-01,2007,1,12,BM12_DEXSPY12,2007-12-01T00:00:00-02:00,-5.92
2008-01-01,2008,1,1,BM12_DEXSPY12,2008-01-01T00:00:00-02:00,-6.17
2008-02-01,2008,1,2,BM12_DEXSPY12,2008-02-01T00:00:00-02:00,-5.9
2008-03-01,2008,1,3,BM12_DEXSPY12,2008-03-01T00:00:00-03:00,-6.08
2008-04-01,2008,1,4,BM12_DEXSPY12,2008-04-01T00:00:00-03:00,-5.85
2008-05-01,2008,1,5,BM12_DEXSPY12,2008-05-01T00:00:00-03:00,-5.58
2008-06-01,2008,1,6,BM12_DEXSPY12,2008-06-01T00:00:00-03:00,-5.42
2008-07-01,2008,1,7,BM12_DEXSPY12,2008-07-01T00:00:00-03:00,-5.02
2008-08-01,2008,1,8,BM12_DEXSPY12,2008-08-01T00:00:00-03:00,-5.28
2008-09-01,2008,1,9,BM12_DEXSPY12,2008-09-01T00:00:00-03:00,-6.64
2008-10-01,2008,1,10,BM12_DEXSPY12,2008-10-01T00:00:00-03:00,-7.72
2008-11-01,2008,1,11,BM12_DEXSPY12,2008-11-01T00:00:00-02:00,-8.9
2008-12-01,2008,1,12,BM12_DEXSPY12,2008-12-01T00:00:00-02:00,-8.7
2009-01-01,2009,1,1,BM12_DEXSPY12,2009-01-01T00:00:00-02:00,-8.24
2009-02-01,2009,1,2,BM12_DEXSPY12,2009-02-01T00:00:00-02:00,-8.36
2009-03-01,2009,1,3,BM12_DEXSPY12,2009-03-01T00:00:00-03:00,-8.24
2009-04-01,2009,1,4,BM12_DEXSPY12,2009-04-01T00:00:00-03:00,-7.54
2009-05-01,2009,1,5,BM12_DEXSPY12,2009-05-01T00:00:00-03:00,-6.7
2009-06-01,2009,1,6,BM12_DEXSPY12,2009-06-01T00:00:00-03:00,-6.58
2009-07-01,2009,1,7,BM12_DEXSPY12,2009-07-01T00:00:00-03:00,-6.32
2009-08-01,2009,1,8,BM12_DEXSPY12,2009-08-01T00:00:00-03:00,-6.32
2009-09-01,2009,1,9,BM12_DEXSPY12,2009-09-01T00:00:00-03:00,-5.81
2009-10-01,2009,1,10,BM12_DEXSPY12,2009-10-01T00:00:00-03:00,-5.85
2009-11-01,2009,1,11,BM12_DEXSPY12,2009-11-01T00:00:00-02:00,-6.02
2009-12-01,2009,1,12,BM12_DEXSPY12,2009-12-01T00:00:00-02:00,-5.86
2010-01-01,2010,1,1,BM12_DEXSPY12,2010-01-01T00:00:00-02:00,-6.47
2010-02-01,2010,1,2,BM12_DEXSPY12,2010-02-01T00:00:00-02:00,-6.04
2010-03-01,2010,1,3,BM12_DEXSPY12,2010-03-01T00:00:00-03:00,-5.9
2010-04-01,2010,1,4,BM12_DEXSPY12,2010-04-01T00:00:00-03:00,-5.56
2010-05-01,2010,1,5,BM12_DEXSPY12,2010-05-01T00:00:00-03:00,-5.86
2010-06-01,2010,1,6,BM12_DEXSPY12,2010-06-01T00:00:00-03:00,-5.71
2010-07-01,2010,1,7,BM12_DEXSPY12,2010-07-01T00:00:00-03:00,-5.53
2010-08-01,2010,1,8,BM12_DEXSPY12,2010-08-01T00:00:00-03:00,-5.33
2010-09-01,2010,1,9,BM12_DEXSPY12,2010-09-01T00:00:00-03:00,-5.44
2010-10-01,2010,1,10,BM12_DEXSPY12,2010-10-01T00:00:00-03:00,-5.87
2010-11-01,2010,1,11,BM12_DEXSPY12,2010-11-01T00:00:00-02:00,-5.9
2010-12-01,2010,1,12,BM12_DEXSPY12,2010-12-01T00:00:00-02:00,-4.96
2011-01-01,2011,1,1,BM12_DEXSPY12,2011-01-01T00:00:00-02:00,-5.4
2011-02-01,2011,1,2,BM12_DEXSPY12,2011-02-01T00:00:00-02:00,-5.76
2011-03-01,2011,1,3,BM12_DEXSPY12,2011-03-01T00:00:00-03:00,-5.85
2011-04-01,2011,1,4,BM12_DEXSPY12,2011-04-01T00:00:00-03:00,-5.76
2011-05-01,2011,1,5,BM12_DEXSPY12,2011-05-01T00:00:00-03:00,-5.87
2011-06-01,2011,1,6,BM12_DEXSPY12,2011-06-01T00:00:00-03:00,-5.86
2011-07-01,2011,1,7,BM12_DEXSPY12,2011-07-01T00:00:00-03:00,-6.13
2011-08-01,2011,1,8,BM12_DEXSPY12,2011-08-01T00:00:00-03:00,-6.42
2011-09-01,2011,1,9,BM12_DEXSPY12,2011-09-01T00:00:00-03:00,-8.15
2011-10-01,2011,1,10,BM12_DEXSPY12,2011-10-01T00:00:00-03:00,-7.12
2011-11-01,2011,1,11,BM12_DEXSPY12,2011-11-01T00:00:00-02:00,-7.76
2011-12-01,2011,1,12,BM12_DEXSPY12,2011-12-01T00:00:00-02:00,-8.06
2012-01-01,2012,1,1,BM12_DEXSPY12,2012-01-01T00:00:00-02:00,-7.13
2012-02-01,2012,1,2,BM12_DEXSPY12,2012-02-01T00:00:00-02:00,-6.82
2012-03-01,2012,1,3,BM12_DEXSPY12,2012-03-01T00:00:00-03:00,-7.75
2012-04-01,2012,1,4,BM12_DEXSPY12,2012-04-01T00:00:00-03:00,-8.4
2012-05-01,2012,1,5,BM12_DEXSPY12,2012-05-01T00:00:00-03:00,-9.02
2012-06-01,2012,1,6,BM12_DEXSPY12,2012-06-01T00:00:00-03:00,-8.93
2012-07-01,2012,1,7,BM12_DEXSPY12,2012-07-01T00:00:00-03:00,-9.08
2012-08-01,2012,1,8,BM12_DEXSPY12,2012-08-01T00:00:00-03:00,-8.91
2012-09-01,2012,1,9,BM12_DEXSPY12,2012-09-01T00:00:00-03:00,-8.78
2012-10-01,2012,1,10,BM12_DEXSPY12,2012-10-01T00:00:00-03:00,-8.53
2012-11-01,2012,1,11,BM12_DEXSPY12,2012-11-01T00:00:00-02:00,-8.94
2012-12-01,2012,1,12,BM12_DEXSPY12,2012-12-01T00:00:00-02:00,-8.09
2013-01-01,2013,1,1,BM12_DEXSPY12,2013-01-01T00:00:00-02:00,-7.66
2013-02-01,2013,1,2,BM12_DEXSPY12,2013-02-01T00:00:00-02:00,-7.45
2013-03-01,2013,1,3,BM12_DEXSPY12,2013-03-01T00:00:00-03:00,-7.71
2013-04-01,2013,1,4,BM12_DEXSPY12,2013-04-01T00:00:00-03:00,-7.56
2013-05-01,2013,1,5,BM12_DEXSPY12,2013-05-01T00:00:00-03:00,-8.07
2013-06-01,2013,1,6,BM12_DEXSPY12,2013-06-01T00:00:00-03:00,-8.15
2013-07-01,2013,1,7,BM12_DEXSPY12,2013-07-01T00:00:00-03:00,-8.35
2013-08-01,2013,1,8,BM12_DEXSPY12,2013-08-01T00:00:00-03:00,-8.44
2013-09-01,2013,1,9,BM12_DEXSPY12,2013-09-01T00:00:00-03:00,-7.26
2013-10-01,2013,1,10,BM12_DEXSPY12,2013-10-01T00:00:00-03:00,-7.06
2013-11-01,2013,1,11,BM12_DEXSPY12,2013-11-01T00:00:00-02:00,-7.64
2013-12-01,2013,1,12,BM12_DEXSPY12,2013-12-01T00:00:00-02:00,-7.62
2014-01-01,2014,1,1,BM12_DEXSPY12,2014-01-01T00:00:00-02:00,-7.86
2014-02-01,2014,1,2,BM12_DEXSPY12,2014-02-01T00:00:00-02:00,-7.16
2014-03-01,2014,1,3,BM12_DEXSPY12,2014-03-01T00:00:00-03:00,-6.38
2014-04-01,2014,1,4,BM12_DEXSPY12,2014-04-01T00:00:00-03:00,-6.05
2014-05-01,2014,1,5,BM12_DEXSPY12,2014-05-01T00:00:00-03:00,-6.02
2014-06-01,2014,1,6,BM12_DEXSPY12,2014-06-01T00:00:00-03:00,-5.6
2014-07-01,2014,1,7,BM12_DEXSPY12,2014-07-01T00:00:00-03:00,-5.85
2014-08-01,2014,1,8,BM12_DEXSPY12,2014-08-01T00:00:00-03:00,-5.39
2014-09-01,2014,1,9,BM12_DEXSPY12,2014-09-01T00:00:00-03:00,-6.09
2014-10-01,2014,1,10,BM12_DEXSPY12,2014-10-01T00:00:00-03:00,-5.73
2014-11-01,2014,1,11,BM12_DEXSPY12,2014-11-01T00:00:00-02:00,-6.18
2014-12-01,2014,1,12,BM12_DEXSPY12,2014-12-01T00:00:00-02:00,-6.83
2015-01-01,2015,1,1,BM12_DEXSPY12,2015-01-01T00:00:00-02:00,-6.3
2015-02-01,2015,1,2,BM12_DEXSPY12,2015-02-01T00:00:00-02:00,-7.19
2015-03-01,2015,1,3,BM12_DEXSPY12,2015-03-01T00:00:00-03:00,-8.5
2015-04-01,2015,1,4,BM12_DEXSPY12,2015-04-01T00:00:00-03:00,-7.28
2015-05-01,2015,1,5,BM12_DEXSPY12,2015-05-01T00:00:00-03:00,-8.07
2015-06-01,2015,1,6,BM12_DEXSPY12,2015-06-01T00:00:00-03:00,-7.64
2015-07-01,2015,1,7,BM12_DEXSPY12,2015-07-01T00:00:00-03:00,-9.21
2015-08-01,2015,1,8,BM12_DEXSPY12,2015-08-01T00:00:00-03:00,-10.42
2015-09-01,2015,1,9,BM12_DEXSPY12,2015-09-01T00:00:00-03:00,-12.09
