DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((p.p.))
2018-02-01,2018,1,2,BM12_CRDSDPF12,2018-02-01T00:00:00-02:00,4.45
2018-03-01,2018,1,3,BM12_CRDSDPF12,2018-03-01T00:00:00-03:00,4.41
2018-04-01,2018,1,4,BM12_CRDSDPF12,2018-04-01T00:00:00-03:00,4.48
2018-05-01,2018,1,5,BM12_CRDSDPF12,2018-05-01T00:00:00-03:00,4.38
2018-06-01,2018,1,6,BM12_CRDSDPF12,2018-06-01T00:00:00-03:00,4.35
2018-07-01,2018,1,7,BM12_CRDSDPF12,2018-07-01T00:00:00-03:00,4.21
2018-08-01,2018,1,8,BM12_CRDSDPF12,2018-08-01T00:00:00-03:00,4.14
2018-09-01,2018,1,9,BM12_CRDSDPF12,2018-09-01T00:00:00-03:00,3.93
2018-10-01,2018,1,10,BM12_CRDSDPF12,2018-10-01T00:00:00-03:00,3.97
2018-11-01,2018,1,11,BM12_CRDSDPF12,2018-11-01T00:00:00-03:00,4.06
2018-12-01,2018,1,12,BM12_CRDSDPF12,2018-12-01T00:00:00-02:00,4.1
2019-01-01,2019,1,1,BM12_CRDSDPF12,2019-01-01T00:00:00-02:00,4.3
2019-02-01,2019,1,2,BM12_CRDSDPF12,2019-02-01T00:00:00-02:00,3.87
2019-03-01,2019,1,3,BM12_CRDSDPF12,2019-03-01T00:00:00-03:00,3.94
2019-04-01,2019,1,4,BM12_CRDSDPF12,2019-04-01T00:00:00-03:00,4.03
2019-05-01,2019,1,5,BM12_CRDSDPF12,2019-05-01T00:00:00-03:00,4.1
2019-06-01,2019,1,6,BM12_CRDSDPF12,2019-06-01T00:00:00-03:00,4.08
2019-07-01,2019,1,7,BM12_CRDSDPF12,2019-07-01T00:00:00-03:00,4.19
2019-08-01,2019,1,8,BM12_CRDSDPF12,2019-08-01T00:00:00-03:00,4.76
2019-09-01,2019,1,9,BM12_CRDSDPF12,2019-09-01T00:00:00-03:00,4.32
2019-10-01,2019,1,10,BM12_CRDSDPF12,2019-10-01T00:00:00-03:00,4.3
2019-11-01,2019,1,11,BM12_CRDSDPF12,2019-11-01T00:00:00-03:00,4.25
2019-12-01,2019,1,12,BM12_CRDSDPF12,2019-12-01T00:00:00-03:00,4.37
2020-01-01,2020,1,1,BM12_CRDSDPF12,2020-01-01T00:00:00-03:00,4.55
2020-02-01,2020,1,2,BM12_CRDSDPF12,2020-02-01T00:00:00-03:00,4.59
2020-03-01,2020,1,3,BM12_CRDSDPF12,2020-03-01T00:00:00-03:00,4.56
2020-04-01,2020,1,4,BM12_CRDSDPF12,2020-04-01T00:00:00-03:00,4.76
2020-05-01,2020,1,5,BM12_CRDSDPF12,2020-05-01T00:00:00-03:00,4.91
2020-06-01,2020,1,6,BM12_CRDSDPF12,2020-06-01T00:00:00-03:00,5.0
2020-07-01,2020,1,7,BM12_CRDSDPF12,2020-07-01T00:00:00-03:00,4.99
2020-08-01,2020,1,8,BM12_CRDSDPF12,2020-08-01T00:00:00-03:00,4.97
2020-09-01,2020,1,9,BM12_CRDSDPF12,2020-09-01T00:00:00-03:00,4.94
2020-10-01,2020,1,10,BM12_CRDSDPF12,2020-10-01T00:00:00-03:00,4.87
2020-11-01,2020,1,11,BM12_CRDSDPF12,2020-11-01T00:00:00-03:00,4.83
2020-12-01,2020,1,12,BM12_CRDSDPF12,2020-12-01T00:00:00-03:00,4.87
2021-01-01,2021,1,1,BM12_CRDSDPF12,2021-01-01T00:00:00-03:00,4.85
