DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((p.p.))
2011-03-01,2011,1,3,BM12_CRDSDPF12,2011-03-01T00:00:00-03:00,3.88
2011-04-01,2011,1,4,BM12_CRDSDPF12,2011-04-01T00:00:00-03:00,3.73
2011-05-01,2011,1,5,BM12_CRDSDPF12,2011-05-01T00:00:00-03:00,3.73
2011-06-01,2011,1,6,BM12_CRDSDPF12,2011-06-01T00:00:00-03:00,3.68
2011-07-01,2011,1,7,BM12_CRDSDPF12,2011-07-01T00:00:00-03:00,3.72
2011-08-01,2011,1,8,BM12_CRDSDPF12,2011-08-01T00:00:00-03:00,3.73
2011-09-01,2011,1,9,BM12_CRDSDPF12,2011-09-01T00:00:00-03:00,3.75
2011-10-01,2011,1,10,BM12_CRDSDPF12,2011-10-01T00:00:00-03:00,3.91
2011-11-01,2011,1,11,BM12_CRDSDPF12,2011-11-01T00:00:00-02:00,3.68
2011-12-01,2011,1,12,BM12_CRDSDPF12,2011-12-01T00:00:00-02:00,3.55
2012-01-01,2012,1,1,BM12_CRDSDPF12,2012-01-01T00:00:00-02:00,3.5
2012-02-01,2012,1,2,BM12_CRDSDPF12,2012-02-01T00:00:00-02:00,3.71
2012-03-01,2012,1,3,BM12_CRDSDPF12,2012-03-01T00:00:00-03:00,3.29
2012-04-01,2012,1,4,BM12_CRDSDPF12,2012-04-01T00:00:00-03:00,3.52
2012-05-01,2012,1,5,BM12_CRDSDPF12,2012-05-01T00:00:00-03:00,3.41
2012-06-01,2012,1,6,BM12_CRDSDPF12,2012-06-01T00:00:00-03:00,3.27
2012-07-01,2012,1,7,BM12_CRDSDPF12,2012-07-01T00:00:00-03:00,3.24
2012-08-01,2012,1,8,BM12_CRDSDPF12,2012-08-01T00:00:00-03:00,3.24
2012-09-01,2012,1,9,BM12_CRDSDPF12,2012-09-01T00:00:00-03:00,3.48
2012-10-01,2012,1,10,BM12_CRDSDPF12,2012-10-01T00:00:00-03:00,3.43
2012-11-01,2012,1,11,BM12_CRDSDPF12,2012-11-01T00:00:00-02:00,3.32
2012-12-01,2012,1,12,BM12_CRDSDPF12,2012-12-01T00:00:00-02:00,3.27
2013-01-01,2013,1,1,BM12_CRDSDPF12,2013-01-01T00:00:00-02:00,3.26
2013-02-01,2013,1,2,BM12_CRDSDPF12,2013-02-01T00:00:00-02:00,3.11
2013-03-01,2013,1,3,BM12_CRDSDPF12,2013-03-01T00:00:00-03:00,3.16
2013-04-01,2013,1,4,BM12_CRDSDPF12,2013-04-01T00:00:00-03:00,3.22
2013-05-01,2013,1,5,BM12_CRDSDPF12,2013-05-01T00:00:00-03:00,3.1
2013-06-01,2013,1,6,BM12_CRDSDPF12,2013-06-01T00:00:00-03:00,2.96
2013-07-01,2013,1,7,BM12_CRDSDPF12,2013-07-01T00:00:00-03:00,2.82
2013-08-01,2013,1,8,BM12_CRDSDPF12,2013-08-01T00:00:00-03:00,2.69
2013-09-01,2013,1,9,BM12_CRDSDPF12,2013-09-01T00:00:00-03:00,2.68
2013-10-01,2013,1,10,BM12_CRDSDPF12,2013-10-01T00:00:00-03:00,2.66
2013-11-01,2013,1,11,BM12_CRDSDPF12,2013-11-01T00:00:00-02:00,2.83
2013-12-01,2013,1,12,BM12_CRDSDPF12,2013-12-01T00:00:00-02:00,2.85
2014-01-01,2014,1,1,BM12_CRDSDPF12,2014-01-01T00:00:00-02:00,2.84
2014-02-01,2014,1,2,BM12_CRDSDPF12,2014-02-01T00:00:00-02:00,3.29
2014-03-01,2014,1,3,BM12_CRDSDPF12,2014-03-01T00:00:00-03:00,3.33
2014-04-01,2014,1,4,BM12_CRDSDPF12,2014-04-01T00:00:00-03:00,3.45
2014-05-01,2014,1,5,BM12_CRDSDPF12,2014-05-01T00:00:00-03:00,3.12
2014-06-01,2014,1,6,BM12_CRDSDPF12,2014-06-01T00:00:00-03:00,3.06
2014-07-01,2014,1,7,BM12_CRDSDPF12,2014-07-01T00:00:00-03:00,3.28
2014-08-01,2014,1,8,BM12_CRDSDPF12,2014-08-01T00:00:00-03:00,3.18
2014-09-01,2014,1,9,BM12_CRDSDPF12,2014-09-01T00:00:00-03:00,3.16
2014-10-01,2014,1,10,BM12_CRDSDPF12,2014-10-01T00:00:00-03:00,3.02
2014-11-01,2014,1,11,BM12_CRDSDPF12,2014-11-01T00:00:00-02:00,2.9
2014-12-01,2014,1,12,BM12_CRDSDPF12,2014-12-01T00:00:00-02:00,2.82
2015-01-01,2015,1,1,BM12_CRDSDPF12,2015-01-01T00:00:00-02:00,2.84
2015-02-01,2015,1,2,BM12_CRDSDPF12,2015-02-01T00:00:00-02:00,3.06
2015-03-01,2015,1,3,BM12_CRDSDPF12,2015-03-01T00:00:00-03:00,3.07
2015-04-01,2015,1,4,BM12_CRDSDPF12,2015-04-01T00:00:00-03:00,3.25
2015-05-01,2015,1,5,BM12_CRDSDPF12,2015-05-01T00:00:00-03:00,2.9
2015-06-01,2015,1,6,BM12_CRDSDPF12,2015-06-01T00:00:00-03:00,2.93
2015-07-01,2015,1,7,BM12_CRDSDPF12,2015-07-01T00:00:00-03:00,3.41
2015-08-01,2015,1,8,BM12_CRDSDPF12,2015-08-01T00:00:00-03:00,3.55
2015-09-01,2015,1,9,BM12_CRDSDPF12,2015-09-01T00:00:00-03:00,3.61
2015-10-01,2015,1,10,BM12_CRDSDPF12,2015-10-01T00:00:00-03:00,3.66
2015-11-01,2015,1,11,BM12_CRDSDPF12,2015-11-01T00:00:00-02:00,3.52
2015-12-01,2015,1,12,BM12_CRDSDPF12,2015-12-01T00:00:00-02:00,3.61
2016-01-01,2016,1,1,BM12_CRDSDPF12,2016-01-01T00:00:00-02:00,3.65
2016-02-01,2016,1,2,BM12_CRDSDPF12,2016-02-01T00:00:00-02:00,3.56
2016-03-01,2016,1,3,BM12_CRDSDPF12,2016-03-01T00:00:00-03:00,3.76
2016-04-01,2016,1,4,BM12_CRDSDPF12,2016-04-01T00:00:00-03:00,3.77
2016-05-01,2016,1,5,BM12_CRDSDPF12,2016-05-01T00:00:00-03:00,4.0
2016-06-01,2016,1,6,BM12_CRDSDPF12,2016-06-01T00:00:00-03:00,4.0
2016-07-01,2016,1,7,BM12_CRDSDPF12,2016-07-01T00:00:00-03:00,3.92
2016-08-01,2016,1,8,BM12_CRDSDPF12,2016-08-01T00:00:00-03:00,3.97
2016-09-01,2016,1,9,BM12_CRDSDPF12,2016-09-01T00:00:00-03:00,4.18
2016-10-01,2016,1,10,BM12_CRDSDPF12,2016-10-01T00:00:00-03:00,4.12
2016-11-01,2016,1,11,BM12_CRDSDPF12,2016-11-01T00:00:00-02:00,3.93
2016-12-01,2016,1,12,BM12_CRDSDPF12,2016-12-01T00:00:00-02:00,3.9
2017-01-01,2017,1,1,BM12_CRDSDPF12,2017-01-01T00:00:00-02:00,4.21
2017-02-01,2017,1,2,BM12_CRDSDPF12,2017-02-01T00:00:00-02:00,4.47
2017-03-01,2017,1,3,BM12_CRDSDPF12,2017-03-01T00:00:00-03:00,4.24
2017-04-01,2017,1,4,BM12_CRDSDPF12,2017-04-01T00:00:00-03:00,4.24
2017-05-01,2017,1,5,BM12_CRDSDPF12,2017-05-01T00:00:00-03:00,4.29
2017-06-01,2017,1,6,BM12_CRDSDPF12,2017-06-01T00:00:00-03:00,4.11
2017-07-01,2017,1,7,BM12_CRDSDPF12,2017-07-01T00:00:00-03:00,3.98
2017-08-01,2017,1,8,BM12_CRDSDPF12,2017-08-01T00:00:00-03:00,3.93
2017-09-01,2017,1,9,BM12_CRDSDPF12,2017-09-01T00:00:00-03:00,4.13
2017-10-01,2017,1,10,BM12_CRDSDPF12,2017-10-01T00:00:00-03:00,4.32
2017-11-01,2017,1,11,BM12_CRDSDPF12,2017-11-01T00:00:00-02:00,3.95
2017-12-01,2017,1,12,BM12_CRDSDPF12,2017-12-01T00:00:00-02:00,4.19
2018-01-01,2018,1,1,BM12_CRDSDPF12,2018-01-01T00:00:00-02:00,4.36
