DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Meses)
2011-03-01,2011,1,3,BM12_CRLPCOPF12,2011-03-01T00:00:00-03:00,44.7
2011-04-01,2011,1,4,BM12_CRLPCOPF12,2011-04-01T00:00:00-03:00,44.64
2011-05-01,2011,1,5,BM12_CRLPCOPF12,2011-05-01T00:00:00-03:00,45.45
2011-06-01,2011,1,6,BM12_CRLPCOPF12,2011-06-01T00:00:00-03:00,45.44
2011-07-01,2011,1,7,BM12_CRLPCOPF12,2011-07-01T00:00:00-03:00,46.25
2011-08-01,2011,1,8,BM12_CRLPCOPF12,2011-08-01T00:00:00-03:00,46.78
2011-09-01,2011,1,9,BM12_CRLPCOPF12,2011-09-01T00:00:00-03:00,46.13
2011-10-01,2011,1,10,BM12_CRLPCOPF12,2011-10-01T00:00:00-03:00,46.05
2011-11-01,2011,1,11,BM12_CRLPCOPF12,2011-11-01T00:00:00-02:00,45.88
2011-12-01,2011,1,12,BM12_CRLPCOPF12,2011-12-01T00:00:00-02:00,44.55
2012-01-01,2012,1,1,BM12_CRLPCOPF12,2012-01-01T00:00:00-02:00,44.56
2012-02-01,2012,1,2,BM12_CRLPCOPF12,2012-02-01T00:00:00-02:00,44.46
2012-03-01,2012,1,3,BM12_CRLPCOPF12,2012-03-01T00:00:00-03:00,44.3
2012-04-01,2012,1,4,BM12_CRLPCOPF12,2012-04-01T00:00:00-03:00,45.15
2012-05-01,2012,1,5,BM12_CRLPCOPF12,2012-05-01T00:00:00-03:00,44.96
2012-06-01,2012,1,6,BM12_CRLPCOPF12,2012-06-01T00:00:00-03:00,45.15
2012-07-01,2012,1,7,BM12_CRLPCOPF12,2012-07-01T00:00:00-03:00,44.99
2012-08-01,2012,1,8,BM12_CRLPCOPF12,2012-08-01T00:00:00-03:00,45.33
2012-09-01,2012,1,9,BM12_CRLPCOPF12,2012-09-01T00:00:00-03:00,45.21
2012-10-01,2012,1,10,BM12_CRLPCOPF12,2012-10-01T00:00:00-03:00,45.5
2012-11-01,2012,1,11,BM12_CRLPCOPF12,2012-11-01T00:00:00-02:00,45.91
2012-12-01,2012,1,12,BM12_CRLPCOPF12,2012-12-01T00:00:00-02:00,46.28
2013-01-01,2013,1,1,BM12_CRLPCOPF12,2013-01-01T00:00:00-02:00,46.15
2013-02-01,2013,1,2,BM12_CRLPCOPF12,2013-02-01T00:00:00-02:00,46.04
2013-03-01,2013,1,3,BM12_CRLPCOPF12,2013-03-01T00:00:00-03:00,46.06
2013-04-01,2013,1,4,BM12_CRLPCOPF12,2013-04-01T00:00:00-03:00,46.4
2013-05-01,2013,1,5,BM12_CRLPCOPF12,2013-05-01T00:00:00-03:00,46.95
2013-06-01,2013,1,6,BM12_CRLPCOPF12,2013-06-01T00:00:00-03:00,47.1
2013-07-01,2013,1,7,BM12_CRLPCOPF12,2013-07-01T00:00:00-03:00,47.1
2013-08-01,2013,1,8,BM12_CRLPCOPF12,2013-08-01T00:00:00-03:00,47.57
2013-09-01,2013,1,9,BM12_CRLPCOPF12,2013-09-01T00:00:00-03:00,47.65
2013-10-01,2013,1,10,BM12_CRLPCOPF12,2013-10-01T00:00:00-03:00,47.11
2013-11-01,2013,1,11,BM12_CRLPCOPF12,2013-11-01T00:00:00-02:00,47.36
2013-12-01,2013,1,12,BM12_CRLPCOPF12,2013-12-01T00:00:00-02:00,47.6
2014-01-01,2014,1,1,BM12_CRLPCOPF12,2014-01-01T00:00:00-02:00,47.44
2014-02-01,2014,1,2,BM12_CRLPCOPF12,2014-02-01T00:00:00-02:00,47.28
2014-03-01,2014,1,3,BM12_CRLPCOPF12,2014-03-01T00:00:00-03:00,47.09
2014-04-01,2014,1,4,BM12_CRLPCOPF12,2014-04-01T00:00:00-03:00,46.94
2014-05-01,2014,1,5,BM12_CRLPCOPF12,2014-05-01T00:00:00-03:00,47.49
2014-06-01,2014,1,6,BM12_CRLPCOPF12,2014-06-01T00:00:00-03:00,47.52
2014-07-01,2014,1,7,BM12_CRLPCOPF12,2014-07-01T00:00:00-03:00,47.52
2014-08-01,2014,1,8,BM12_CRLPCOPF12,2014-08-01T00:00:00-03:00,47.36
2014-09-01,2014,1,9,BM12_CRLPCOPF12,2014-09-01T00:00:00-03:00,47.4
2014-10-01,2014,1,10,BM12_CRLPCOPF12,2014-10-01T00:00:00-03:00,51.78
2014-11-01,2014,1,11,BM12_CRLPCOPF12,2014-11-01T00:00:00-02:00,51.73
2014-12-01,2014,1,12,BM12_CRLPCOPF12,2014-12-01T00:00:00-02:00,51.89
2015-01-01,2015,1,1,BM12_CRLPCOPF12,2015-01-01T00:00:00-02:00,51.02
2015-02-01,2015,1,2,BM12_CRLPCOPF12,2015-02-01T00:00:00-02:00,50.08
2015-03-01,2015,1,3,BM12_CRLPCOPF12,2015-03-01T00:00:00-03:00,51.17
2015-04-01,2015,1,4,BM12_CRLPCOPF12,2015-04-01T00:00:00-03:00,50.88
2015-05-01,2015,1,5,BM12_CRLPCOPF12,2015-05-01T00:00:00-03:00,50.92
2015-06-01,2015,1,6,BM12_CRLPCOPF12,2015-06-01T00:00:00-03:00,51.53
2015-07-01,2015,1,7,BM12_CRLPCOPF12,2015-07-01T00:00:00-03:00,51.08
2015-08-01,2015,1,8,BM12_CRLPCOPF12,2015-08-01T00:00:00-03:00,50.79
2015-09-01,2015,1,9,BM12_CRLPCOPF12,2015-09-01T00:00:00-03:00,51.2
2015-10-01,2015,1,10,BM12_CRLPCOPF12,2015-10-01T00:00:00-03:00,50.64
2015-11-01,2015,1,11,BM12_CRLPCOPF12,2015-11-01T00:00:00-02:00,51.48
2015-12-01,2015,1,12,BM12_CRLPCOPF12,2015-12-01T00:00:00-02:00,50.8
2016-01-01,2016,1,1,BM12_CRLPCOPF12,2016-01-01T00:00:00-02:00,50.9
2016-02-01,2016,1,2,BM12_CRLPCOPF12,2016-02-01T00:00:00-02:00,51.38
2016-03-01,2016,1,3,BM12_CRLPCOPF12,2016-03-01T00:00:00-03:00,51.09
2016-04-01,2016,1,4,BM12_CRLPCOPF12,2016-04-01T00:00:00-03:00,51.03
2016-05-01,2016,1,5,BM12_CRLPCOPF12,2016-05-01T00:00:00-03:00,51.6
2016-06-01,2016,1,6,BM12_CRLPCOPF12,2016-06-01T00:00:00-03:00,52.15
