DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
2011-03-01,2011,1,3,BM12_CRDTJPF12,2011-03-01T00:00:00-03:00,9.28
2011-04-01,2011,1,4,BM12_CRDTJPF12,2011-04-01T00:00:00-03:00,8.92
2011-05-01,2011,1,5,BM12_CRDTJPF12,2011-05-01T00:00:00-03:00,9.46
2011-06-01,2011,1,6,BM12_CRDTJPF12,2011-06-01T00:00:00-03:00,9.15
2011-07-01,2011,1,7,BM12_CRDTJPF12,2011-07-01T00:00:00-03:00,9.73
2011-08-01,2011,1,8,BM12_CRDTJPF12,2011-08-01T00:00:00-03:00,9.61
2011-09-01,2011,1,9,BM12_CRDTJPF12,2011-09-01T00:00:00-03:00,9.14
2011-10-01,2011,1,10,BM12_CRDTJPF12,2011-10-01T00:00:00-03:00,9.05
2011-11-01,2011,1,11,BM12_CRDTJPF12,2011-11-01T00:00:00-02:00,8.86
2011-12-01,2011,1,12,BM12_CRDTJPF12,2011-12-01T00:00:00-02:00,8.89
2012-01-01,2012,1,1,BM12_CRDTJPF12,2012-01-01T00:00:00-02:00,8.67
2012-02-01,2012,1,2,BM12_CRDTJPF12,2012-02-01T00:00:00-02:00,8.37
2012-03-01,2012,1,3,BM12_CRDTJPF12,2012-03-01T00:00:00-03:00,8.33
2012-04-01,2012,1,4,BM12_CRDTJPF12,2012-04-01T00:00:00-03:00,8.17
2012-05-01,2012,1,5,BM12_CRDTJPF12,2012-05-01T00:00:00-03:00,7.93
2012-06-01,2012,1,6,BM12_CRDTJPF12,2012-06-01T00:00:00-03:00,7.57
2012-07-01,2012,1,7,BM12_CRDTJPF12,2012-07-01T00:00:00-03:00,7.44
2012-08-01,2012,1,8,BM12_CRDTJPF12,2012-08-01T00:00:00-03:00,7.25
2012-09-01,2012,1,9,BM12_CRDTJPF12,2012-09-01T00:00:00-03:00,7.33
2012-10-01,2012,1,10,BM12_CRDTJPF12,2012-10-01T00:00:00-03:00,7.27
2012-11-01,2012,1,11,BM12_CRDTJPF12,2012-11-01T00:00:00-02:00,7.09
2012-12-01,2012,1,12,BM12_CRDTJPF12,2012-12-01T00:00:00-02:00,7.02
2013-01-01,2013,1,1,BM12_CRDTJPF12,2013-01-01T00:00:00-02:00,6.99
2013-02-01,2013,1,2,BM12_CRDTJPF12,2013-02-01T00:00:00-02:00,6.85
2013-03-01,2013,1,3,BM12_CRDTJPF12,2013-03-01T00:00:00-03:00,6.91
2013-04-01,2013,1,4,BM12_CRDTJPF12,2013-04-01T00:00:00-03:00,7.0
2013-05-01,2013,1,5,BM12_CRDTJPF12,2013-05-01T00:00:00-03:00,6.99
2013-06-01,2013,1,6,BM12_CRDTJPF12,2013-06-01T00:00:00-03:00,6.95
2013-07-01,2013,1,7,BM12_CRDTJPF12,2013-07-01T00:00:00-03:00,7.12
2013-08-01,2013,1,8,BM12_CRDTJPF12,2013-08-01T00:00:00-03:00,7.16
2013-09-01,2013,1,9,BM12_CRDTJPF12,2013-09-01T00:00:00-03:00,7.34
2013-10-01,2013,1,10,BM12_CRDTJPF12,2013-10-01T00:00:00-03:00,7.56
2013-11-01,2013,1,11,BM12_CRDTJPF12,2013-11-01T00:00:00-02:00,7.66
2013-12-01,2013,1,12,BM12_CRDTJPF12,2013-12-01T00:00:00-02:00,7.64
2014-01-01,2014,1,1,BM12_CRDTJPF12,2014-01-01T00:00:00-02:00,8.12
2014-02-01,2014,1,2,BM12_CRDTJPF12,2014-02-01T00:00:00-02:00,7.6
2014-03-01,2014,1,3,BM12_CRDTJPF12,2014-03-01T00:00:00-03:00,8.41
2014-04-01,2014,1,4,BM12_CRDTJPF12,2014-04-01T00:00:00-03:00,8.04
2014-05-01,2014,1,5,BM12_CRDTJPF12,2014-05-01T00:00:00-03:00,8.27
