DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (GWh)
1996-01-01,1996,1,1,ONS12_NUCL12,1996-01-01T00:00:00-02:00,306.9744
1996-02-01,1996,1,2,ONS12_NUCL12,1996-02-01T00:00:00-02:00,167.4194
1996-03-01,1996,1,3,ONS12_NUCL12,1996-03-01T00:00:00-03:00,117.18
1996-04-01,1996,1,4,ONS12_NUCL12,1996-04-01T00:00:00-03:00,0.0
1996-05-01,1996,1,5,ONS12_NUCL12,1996-05-01T00:00:00-03:00,0.0
1996-06-01,1996,1,6,ONS12_NUCL12,1996-06-01T00:00:00-03:00,0.0
1996-07-01,1996,1,7,ONS12_NUCL12,1996-07-01T00:00:00-03:00,0.0
1996-08-01,1996,1,8,ONS12_NUCL12,1996-08-01T00:00:00-03:00,116.5104
1996-09-01,1996,1,9,ONS12_NUCL12,1996-09-01T00:00:00-03:00,430.056
1996-10-01,1996,1,10,ONS12_NUCL12,1996-10-01T00:00:00-03:00,443.6453
1996-11-01,1996,1,11,ONS12_NUCL12,1996-11-01T00:00:00-03:00,427.32
1996-12-01,1996,1,12,ONS12_NUCL12,1996-12-01T00:00:00-02:00,420.2856
1997-01-01,1997,1,1,ONS12_NUCL12,1997-01-01T00:00:00-02:00,254.0016
1997-02-01,1997,1,2,ONS12_NUCL12,1997-02-01T00:00:00-02:00,276.1319
1997-03-01,1997,1,3,ONS12_NUCL12,1997-03-01T00:00:00-03:00,438.4392
1997-04-01,1997,1,4,ONS12_NUCL12,1997-04-01T00:00:00-03:00,353.808
1997-05-01,1997,1,5,ONS12_NUCL12,1997-05-01T00:00:00-03:00,257.9448
1997-06-01,1997,1,6,ONS12_NUCL12,1997-06-01T00:00:00-03:00,456.84
1997-07-01,1997,1,7,ONS12_NUCL12,1997-07-01T00:00:00-03:00,349.0104
1997-08-01,1997,1,8,ONS12_NUCL12,1997-08-01T00:00:00-03:00,472.44
1997-09-01,1997,1,9,ONS12_NUCL12,1997-09-01T00:00:00-03:00,0.0
1997-10-01,1997,1,10,ONS12_NUCL12,1997-10-01T00:00:00-03:00,0.0
1997-11-01,1997,1,11,ONS12_NUCL12,1997-11-01T00:00:00-03:00,0.0
1997-12-01,1997,1,12,ONS12_NUCL12,1997-12-01T00:00:00-02:00,230.8632
1998-01-01,1998,1,1,ONS12_NUCL12,1998-01-01T00:00:00-02:00,208.27536
1998-02-01,1998,1,2,ONS12_NUCL12,1998-02-01T00:00:00-02:00,309.45213
1998-03-01,1998,1,3,ONS12_NUCL12,1998-03-01T00:00:00-03:00,402.74952
1998-04-01,1998,1,4,ONS12_NUCL12,1998-04-01T00:00:00-03:00,400.1616
1998-05-01,1998,1,5,ONS12_NUCL12,1998-05-01T00:00:00-03:00,248.89032
1998-06-01,1998,1,6,ONS12_NUCL12,1998-06-01T00:00:00-03:00,147.4128
1998-07-01,1998,1,7,ONS12_NUCL12,1998-07-01T00:00:00-03:00,256.7172
1998-08-01,1998,1,8,ONS12_NUCL12,1998-08-01T00:00:00-03:00,275.29488
1998-09-01,1998,1,9,ONS12_NUCL12,1998-09-01T00:00:00-03:00,372.7368
1998-10-01,1998,1,10,ONS12_NUCL12,1998-10-01T00:00:00-03:00,217.76587
1998-11-01,1998,1,11,ONS12_NUCL12,1998-11-01T00:00:00-03:00,4.32
1998-12-01,1998,1,12,ONS12_NUCL12,1998-12-01T00:00:00-02:00,173.0916
1999-01-01,1999,1,1,ONS12_NUCL12,1999-01-01T00:00:00-02:00,415.6034
1999-02-01,1999,1,2,ONS12_NUCL12,1999-02-01T00:00:00-02:00,368.5798
1999-03-01,1999,1,3,ONS12_NUCL12,1999-03-01T00:00:00-03:00,392.6444
1999-04-01,1999,1,4,ONS12_NUCL12,1999-04-01T00:00:00-03:00,334.7895
1999-05-01,1999,1,5,ONS12_NUCL12,1999-05-01T00:00:00-03:00,330.4852
1999-06-01,1999,1,6,ONS12_NUCL12,1999-06-01T00:00:00-03:00,201.5501
1999-07-01,1999,1,7,ONS12_NUCL12,1999-07-01T00:00:00-03:00,184.7214
1999-08-01,1999,1,8,ONS12_NUCL12,1999-08-01T00:00:00-03:00,300.3353
1999-09-01,1999,1,9,ONS12_NUCL12,1999-09-01T00:00:00-03:00,309.0681
1999-10-01,1999,1,10,ONS12_NUCL12,1999-10-01T00:00:00-03:00,325.7376
1999-11-01,1999,1,11,ONS12_NUCL12,1999-11-01T00:00:00-03:00,316.9892
1999-12-01,1999,1,12,ONS12_NUCL12,1999-12-01T00:00:00-02:00,377.0343
2000-01-01,2000,1,1,ONS12_NUCL12,2000-01-01T00:00:00-02:00,418.0781
2000-02-01,2000,1,2,ONS12_NUCL12,2000-02-01T00:00:00-02:00,400.0431
2000-03-01,2000,1,3,ONS12_NUCL12,2000-03-01T00:00:00-03:00,400.1871
2000-04-01,2000,1,4,ONS12_NUCL12,2000-04-01T00:00:00-03:00,358.8856
2000-05-01,2000,1,5,ONS12_NUCL12,2000-05-01T00:00:00-03:00,0.0
