DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
1991-01-01,1991,1,1,BM12_DINEMY12,1991-01-01T00:00:00-02:00,6.71
1991-02-01,1991,1,2,BM12_DINEMY12,1991-02-01T00:00:00-02:00,6.35
1991-03-01,1991,1,3,BM12_DINEMY12,1991-03-01T00:00:00-03:00,6.73
1991-04-01,1991,1,4,BM12_DINEMY12,1991-04-01T00:00:00-03:00,6.81
1991-05-01,1991,1,5,BM12_DINEMY12,1991-05-01T00:00:00-03:00,6.68
1991-06-01,1991,1,6,BM12_DINEMY12,1991-06-01T00:00:00-03:00,6.5
1991-07-01,1991,1,7,BM12_DINEMY12,1991-07-01T00:00:00-03:00,6.33
1991-08-01,1991,1,8,BM12_DINEMY12,1991-08-01T00:00:00-03:00,6.08
1991-09-01,1991,1,9,BM12_DINEMY12,1991-09-01T00:00:00-03:00,5.7
1991-10-01,1991,1,10,BM12_DINEMY12,1991-10-01T00:00:00-03:00,5.69
1991-11-01,1991,1,11,BM12_DINEMY12,1991-11-01T00:00:00-03:00,5.77
1991-12-01,1991,1,12,BM12_DINEMY12,1991-12-01T00:00:00-02:00,6.11
1992-01-01,1992,1,1,BM12_DINEMY12,1992-01-01T00:00:00-02:00,6.26
1992-02-01,1992,1,2,BM12_DINEMY12,1992-02-01T00:00:00-02:00,6.39
1992-03-01,1992,1,3,BM12_DINEMY12,1992-03-01T00:00:00-03:00,6.65
1992-04-01,1992,1,4,BM12_DINEMY12,1992-04-01T00:00:00-03:00,6.72
1992-05-01,1992,1,5,BM12_DINEMY12,1992-05-01T00:00:00-03:00,6.68
1992-06-01,1992,1,6,BM12_DINEMY12,1992-06-01T00:00:00-03:00,6.75
1992-07-01,1992,1,7,BM12_DINEMY12,1992-07-01T00:00:00-03:00,6.84
1992-08-01,1992,1,8,BM12_DINEMY12,1992-08-01T00:00:00-03:00,6.8
1992-09-01,1992,1,9,BM12_DINEMY12,1992-09-01T00:00:00-03:00,6.81
1992-10-01,1992,1,10,BM12_DINEMY12,1992-10-01T00:00:00-03:00,7.0
1992-11-01,1992,1,11,BM12_DINEMY12,1992-11-01T00:00:00-03:00,7.3
1992-12-01,1992,1,12,BM12_DINEMY12,1992-12-01T00:00:00-02:00,8.12
1993-01-01,1993,1,1,BM12_DINEMY12,1993-01-01T00:00:00-02:00,8.02
1993-02-01,1993,1,2,BM12_DINEMY12,1993-02-01T00:00:00-02:00,8.1
1993-03-01,1993,1,3,BM12_DINEMY12,1993-03-01T00:00:00-03:00,8.31
1993-04-01,1993,1,4,BM12_DINEMY12,1993-04-01T00:00:00-03:00,8.16
1993-05-01,1993,1,5,BM12_DINEMY12,1993-05-01T00:00:00-03:00,8.23
1993-06-01,1993,1,6,BM12_DINEMY12,1993-06-01T00:00:00-03:00,8.09
1993-07-01,1993,1,7,BM12_DINEMY12,1993-07-01T00:00:00-03:00,7.93
1993-08-01,1993,1,8,BM12_DINEMY12,1993-08-01T00:00:00-03:00,7.86
1993-09-01,1993,1,9,BM12_DINEMY12,1993-09-01T00:00:00-03:00,8.02
1993-10-01,1993,1,10,BM12_DINEMY12,1993-10-01T00:00:00-03:00,8.09
1993-11-01,1993,1,11,BM12_DINEMY12,1993-11-01T00:00:00-03:00,8.13
1993-12-01,1993,1,12,BM12_DINEMY12,1993-12-01T00:00:00-02:00,8.19
1994-01-01,1994,1,1,BM12_DINEMY12,1994-01-01T00:00:00-02:00,8.32
1994-02-01,1994,1,2,BM12_DINEMY12,1994-02-01T00:00:00-02:00,8.24
1994-03-01,1994,1,3,BM12_DINEMY12,1994-03-01T00:00:00-03:00,8.53
1994-04-01,1994,1,4,BM12_DINEMY12,1994-04-01T00:00:00-03:00,9.17
1994-05-01,1994,1,5,BM12_DINEMY12,1994-05-01T00:00:00-03:00,9.4
1994-06-01,1994,1,6,BM12_DINEMY12,1994-06-01T00:00:00-03:00,9.41
1994-07-01,1994,1,7,BM12_DINEMY12,1994-07-01T00:00:00-03:00,9.46
1994-08-01,1994,1,8,BM12_DINEMY12,1994-08-01T00:00:00-03:00,9.37
1994-09-01,1994,1,9,BM12_DINEMY12,1994-09-01T00:00:00-03:00,9.31
1994-10-01,1994,1,10,BM12_DINEMY12,1994-10-01T00:00:00-03:00,9.34
1994-11-01,1994,1,11,BM12_DINEMY12,1994-11-01T00:00:00-03:00,9.5
1994-12-01,1994,1,12,BM12_DINEMY12,1994-12-01T00:00:00-02:00,9.66
1995-01-01,1995,1,1,BM12_DINEMY12,1995-01-01T00:00:00-02:00,9.62
1995-02-01,1995,1,2,BM12_DINEMY12,1995-02-01T00:00:00-02:00,9.56
1995-03-01,1995,1,3,BM12_DINEMY12,1995-03-01T00:00:00-03:00,9.39
1995-04-01,1995,1,4,BM12_DINEMY12,1995-04-01T00:00:00-03:00,9.51
1995-05-01,1995,1,5,BM12_DINEMY12,1995-05-01T00:00:00-03:00,9.59
1995-06-01,1995,1,6,BM12_DINEMY12,1995-06-01T00:00:00-03:00,9.43
1995-07-01,1995,1,7,BM12_DINEMY12,1995-07-01T00:00:00-03:00,9.57
1995-08-01,1995,1,8,BM12_DINEMY12,1995-08-01T00:00:00-03:00,9.9
1995-09-01,1995,1,9,BM12_DINEMY12,1995-09-01T00:00:00-03:00,10.13
1995-10-01,1995,1,10,BM12_DINEMY12,1995-10-01T00:00:00-03:00,10.25
1995-11-01,1995,1,11,BM12_DINEMY12,1995-11-01T00:00:00-03:00,10.36
1995-12-01,1995,1,12,BM12_DINEMY12,1995-12-01T00:00:00-02:00,9.42
1996-01-01,1996,1,1,BM12_DINEMY12,1996-01-01T00:00:00-02:00,9.52
1996-02-01,1996,1,2,BM12_DINEMY12,1996-02-01T00:00:00-02:00,9.62
1996-03-01,1996,1,3,BM12_DINEMY12,1996-03-01T00:00:00-03:00,9.94
1996-04-01,1996,1,4,BM12_DINEMY12,1996-04-01T00:00:00-03:00,10.01
1996-05-01,1996,1,5,BM12_DINEMY12,1996-05-01T00:00:00-03:00,10.08
1996-06-01,1996,1,6,BM12_DINEMY12,1996-06-01T00:00:00-03:00,10.1
1996-07-01,1996,1,7,BM12_DINEMY12,1996-07-01T00:00:00-03:00,10.19
1996-08-01,1996,1,8,BM12_DINEMY12,1996-08-01T00:00:00-03:00,10.26
1996-09-01,1996,1,9,BM12_DINEMY12,1996-09-01T00:00:00-03:00,10.42
1996-10-01,1996,1,10,BM12_DINEMY12,1996-10-01T00:00:00-03:00,10.54
1996-11-01,1996,1,11,BM12_DINEMY12,1996-11-01T00:00:00-03:00,10.46
1996-12-01,1996,1,12,BM12_DINEMY12,1996-12-01T00:00:00-02:00,10.31
1997-01-01,1997,1,1,BM12_DINEMY12,1997-01-01T00:00:00-02:00,10.29
1997-02-01,1997,1,2,BM12_DINEMY12,1997-02-01T00:00:00-02:00,10.3
1997-03-01,1997,1,3,BM12_DINEMY12,1997-03-01T00:00:00-03:00,10.35
1997-04-01,1997,1,4,BM12_DINEMY12,1997-04-01T00:00:00-03:00,10.45
1997-05-01,1997,1,5,BM12_DINEMY12,1997-05-01T00:00:00-03:00,10.48
1997-06-01,1997,1,6,BM12_DINEMY12,1997-06-01T00:00:00-03:00,10.95
1997-07-01,1997,1,7,BM12_DINEMY12,1997-07-01T00:00:00-03:00,11.03
1997-08-01,1997,1,8,BM12_DINEMY12,1997-08-01T00:00:00-03:00,10.96
1997-09-01,1997,1,9,BM12_DINEMY12,1997-09-01T00:00:00-03:00,10.98
