DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
1991-01-01,1991,1,1,PAN12_DTSPY12,1991-01-01T00:00:00-02:00,42.01
1991-02-01,1991,1,2,PAN12_DTSPY12,1991-02-01T00:00:00-02:00,38.83
1991-03-01,1991,1,3,PAN12_DTSPY12,1991-03-01T00:00:00-03:00,39.51
1991-04-01,1991,1,4,PAN12_DTSPY12,1991-04-01T00:00:00-03:00,39.7
1991-05-01,1991,1,5,PAN12_DTSPY12,1991-05-01T00:00:00-03:00,39.5
1991-06-01,1991,1,6,PAN12_DTSPY12,1991-06-01T00:00:00-03:00,38.1
1991-07-01,1991,1,7,PAN12_DTSPY12,1991-07-01T00:00:00-03:00,36.18
1991-08-01,1991,1,8,PAN12_DTSPY12,1991-08-01T00:00:00-03:00,35.22
1991-09-01,1991,1,9,PAN12_DTSPY12,1991-09-01T00:00:00-03:00,34.13
1991-10-01,1991,1,10,PAN12_DTSPY12,1991-10-01T00:00:00-03:00,35.55
1991-11-01,1991,1,11,PAN12_DTSPY12,1991-11-01T00:00:00-03:00,36.82
1991-12-01,1991,1,12,PAN12_DTSPY12,1991-12-01T00:00:00-02:00,38.14
1992-01-01,1992,1,1,PAN12_DTSPY12,1992-01-01T00:00:00-02:00,37.33
1992-02-01,1992,1,2,PAN12_DTSPY12,1992-02-01T00:00:00-02:00,37.38
1992-03-01,1992,1,3,PAN12_DTSPY12,1992-03-01T00:00:00-03:00,38.3
1992-04-01,1992,1,4,PAN12_DTSPY12,1992-04-01T00:00:00-03:00,37.94
1992-05-01,1992,1,5,PAN12_DTSPY12,1992-05-01T00:00:00-03:00,37.17
1992-06-01,1992,1,6,PAN12_DTSPY12,1992-06-01T00:00:00-03:00,37.7
1992-07-01,1992,1,7,PAN12_DTSPY12,1992-07-01T00:00:00-03:00,37.77
1992-08-01,1992,1,8,PAN12_DTSPY12,1992-08-01T00:00:00-03:00,36.85
1992-09-01,1992,1,9,PAN12_DTSPY12,1992-09-01T00:00:00-03:00,36.66
1992-10-01,1992,1,10,PAN12_DTSPY12,1992-10-01T00:00:00-03:00,36.91
1992-11-01,1992,1,11,PAN12_DTSPY12,1992-11-01T00:00:00-03:00,36.83
1992-12-01,1992,1,12,PAN12_DTSPY12,1992-12-01T00:00:00-02:00,37.06
1993-01-01,1993,1,1,PAN12_DTSPY12,1993-01-01T00:00:00-02:00,36.34
