DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1969-12-01,1969,1,12,PAN12_QIIGG12,1969-12-01T00:00:00-02:00,-2.663706992
2003-01-01,2003,1,1,PAN12_QIIGG12,2003-01-01T00:00:00-02:00,2.20994475138121
2003-02-01,2003,1,2,PAN12_QIIGG12,2003-02-01T00:00:00-02:00,3.01291248206599
2003-03-01,2003,1,3,PAN12_QIIGG12,2003-03-01T00:00:00-03:00,0.0
2003-04-01,2003,1,4,PAN12_QIIGG12,2003-04-01T00:00:00-03:00,-3.89447236180904
2003-05-01,2003,1,5,PAN12_QIIGG12,2003-05-01T00:00:00-03:00,-0.870646766169159
2003-06-01,2003,1,6,PAN12_QIIGG12,2003-06-01T00:00:00-03:00,-1.5483870967742
2003-07-01,2003,1,7,PAN12_QIIGG12,2003-07-01T00:00:00-03:00,-2.40096038415366
2003-08-01,2003,1,8,PAN12_QIIGG12,2003-08-01T00:00:00-03:00,-2.39234449760766
2003-09-01,2003,1,9,PAN12_QIIGG12,2003-09-01T00:00:00-03:00,4.38489646772231
2003-10-01,2003,1,10,PAN12_QIIGG12,2003-10-01T00:00:00-03:00,0.896860986547088
2003-11-01,2003,1,11,PAN12_QIIGG12,2003-11-01T00:00:00-03:00,0.834326579261013
2003-12-01,2003,1,12,PAN12_QIIGG12,2003-12-01T00:00:00-02:00,4.4235924932976
2004-01-01,2004,1,1,PAN12_QIIGG12,2004-01-01T00:00:00-02:00,3.78378378378379
2004-02-01,2004,1,2,PAN12_QIIGG12,2004-02-01T00:00:00-02:00,3.06406685236769
2004-03-01,2004,1,3,PAN12_QIIGG12,2004-03-01T00:00:00-03:00,12.2739018087855
2004-04-01,2004,1,4,PAN12_QIIGG12,2004-04-01T00:00:00-03:00,7.45098039215686
2004-05-01,2004,1,5,PAN12_QIIGG12,2004-05-01T00:00:00-03:00,8.28105395232119
2004-06-01,2004,1,6,PAN12_QIIGG12,2004-06-01T00:00:00-03:00,12.8440366972477
2004-07-01,2004,1,7,PAN12_QIIGG12,2004-07-01T00:00:00-03:00,10.8241082410824
2004-08-01,2004,1,8,PAN12_QIIGG12,2004-08-01T00:00:00-03:00,12.8676470588235
2004-09-01,2004,1,9,PAN12_QIIGG12,2004-09-01T00:00:00-03:00,7.46791131855309
2004-10-01,2004,1,10,PAN12_QIIGG12,2004-10-01T00:00:00-03:00,3.8888888888889
2004-11-01,2004,1,11,PAN12_QIIGG12,2004-11-01T00:00:00-03:00,8.51063829787235
2004-12-01,2004,1,12,PAN12_QIIGG12,2004-12-01T00:00:00-02:00,8.72913992297817
2005-01-01,2005,1,1,PAN12_QIIGG12,2005-01-01T00:00:00-02:00,5.46875
2005-02-01,2005,1,2,PAN12_QIIGG12,2005-02-01T00:00:00-02:00,3.24324324324325
2005-03-01,2005,1,3,PAN12_QIIGG12,2005-03-01T00:00:00-03:00,1.26582278481011
2005-04-01,2005,1,4,PAN12_QIIGG12,2005-04-01T00:00:00-03:00,5.83941605839415
2005-05-01,2005,1,5,PAN12_QIIGG12,2005-05-01T00:00:00-03:00,5.56199304750868
2005-06-01,2005,1,6,PAN12_QIIGG12,2005-06-01T00:00:00-03:00,6.15563298490129
2005-07-01,2005,1,7,PAN12_QIIGG12,2005-07-01T00:00:00-03:00,0.443951165371814
2005-08-01,2005,1,8,PAN12_QIIGG12,2005-08-01T00:00:00-03:00,3.80021715526602
2005-09-01,2005,1,9,PAN12_QIIGG12,2005-09-01T00:00:00-03:00,-0.108577633007589
2005-10-01,2005,1,10,PAN12_QIIGG12,2005-10-01T00:00:00-03:00,0.213903743315513
2005-11-01,2005,1,11,PAN12_QIIGG12,2005-11-01T00:00:00-02:00,0.65359477124185
2005-12-01,2005,1,12,PAN12_QIIGG12,2005-12-01T00:00:00-02:00,2.24321133412042
2006-01-01,2006,1,1,PAN12_QIIGG12,2006-01-01T00:00:00-02:00,3.33333333333334
2006-02-01,2006,1,2,PAN12_QIIGG12,2006-02-01T00:00:00-02:00,4.97382198952878
2006-03-01,2006,1,3,PAN12_QIIGG12,2006-03-01T00:00:00-03:00,5.0
2006-04-01,2006,1,4,PAN12_QIIGG12,2006-04-01T00:00:00-03:00,-1.49425287356322
2006-05-01,2006,1,5,PAN12_QIIGG12,2006-05-01T00:00:00-03:00,4.72008781558728
2006-06-01,2006,1,6,PAN12_QIIGG12,2006-06-01T00:00:00-03:00,-0.328227571115991
2006-07-01,2006,1,7,PAN12_QIIGG12,2006-07-01T00:00:00-03:00,3.646408839779
2006-08-01,2006,1,8,PAN12_QIIGG12,2006-08-01T00:00:00-03:00,3.13807531380754
2006-09-01,2006,1,9,PAN12_QIIGG12,2006-09-01T00:00:00-03:00,1.30434782608695
2006-10-01,2006,1,10,PAN12_QIIGG12,2006-10-01T00:00:00-03:00,4.0554962646745
2006-11-01,2006,1,11,PAN12_QIIGG12,2006-11-01T00:00:00-03:00,3.78787878787878
2006-12-01,2006,1,12,PAN12_QIIGG12,2006-12-01T00:00:00-02:00,0.461893764434196
2007-01-01,2007,1,1,PAN12_QIIGG12,2007-01-01T00:00:00-02:00,3.94265232974911
2007-02-01,2007,1,2,PAN12_QIIGG12,2007-02-01T00:00:00-02:00,2.99251870324189
2007-03-01,2007,1,3,PAN12_QIIGG12,2007-03-01T00:00:00-03:00,4.32900432900434
2007-04-01,2007,1,4,PAN12_QIIGG12,2007-04-01T00:00:00-03:00,5.7176196032672
2007-05-01,2007,1,5,PAN12_QIIGG12,2007-05-01T00:00:00-03:00,4.71698113207548
2007-06-01,2007,1,6,PAN12_QIIGG12,2007-06-01T00:00:00-03:00,6.36663007683864
2007-07-01,2007,1,7,PAN12_QIIGG12,2007-07-01T00:00:00-03:00,6.39658848614073
2007-08-01,2007,1,8,PAN12_QIIGG12,2007-08-01T00:00:00-03:00,6.38945233265722
2007-09-01,2007,1,9,PAN12_QIIGG12,2007-09-01T00:00:00-03:00,5.5793991416309
2007-10-01,2007,1,10,PAN12_QIIGG12,2007-10-01T00:00:00-03:00,10.5641025641026
2007-11-01,2007,1,11,PAN12_QIIGG12,2007-11-01T00:00:00-02:00,6.77789363920751
2007-12-01,2007,1,12,PAN12_QIIGG12,2007-12-01T00:00:00-02:00,6.43678160919539
2008-01-01,2008,1,1,PAN12_QIIGG12,2008-01-01T00:00:00-02:00,8.96551724137931
2008-02-01,2008,1,2,PAN12_QIIGG12,2008-02-01T00:00:00-02:00,10.2905569007264
2008-03-01,2008,1,3,PAN12_QIIGG12,2008-03-01T00:00:00-03:00,1.34854771784232
2008-04-01,2008,1,4,PAN12_QIIGG12,2008-04-01T00:00:00-03:00,9.49227373068433
2008-05-01,2008,1,5,PAN12_QIIGG12,2008-05-01T00:00:00-03:00,2.60260260260259
2008-06-01,2008,1,6,PAN12_QIIGG12,2008-06-01T00:00:00-03:00,6.60474716202268
2008-07-01,2008,1,7,PAN12_QIIGG12,2008-07-01T00:00:00-03:00,8.71743486973948
2008-08-01,2008,1,8,PAN12_QIIGG12,2008-08-01T00:00:00-03:00,1.90657769304099
2008-09-01,2008,1,9,PAN12_QIIGG12,2008-09-01T00:00:00-03:00,9.04471544715446
2008-10-01,2008,1,10,PAN12_QIIGG12,2008-10-01T00:00:00-03:00,0.556586270871984
2008-11-01,2008,1,11,PAN12_QIIGG12,2008-11-01T00:00:00-02:00,-6.0546875
2008-12-01,2008,1,12,PAN12_QIIGG12,2008-12-01T00:00:00-02:00,-14.5788336933045
2009-01-01,2009,1,1,PAN12_QIIGG12,2009-01-01T00:00:00-02:00,-16.9831223628692
2009-02-01,2009,1,2,PAN12_QIIGG12,2009-02-01T00:00:00-02:00,-16.4654226125137
