DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((%))
2012-03-01,2012,1,3,PNADC12_TDESOC12,2012-03-01T00:00:00-03:00,7.9
2012-04-01,2012,1,4,PNADC12_TDESOC12,2012-04-01T00:00:00-03:00,7.7
2012-05-01,2012,1,5,PNADC12_TDESOC12,2012-05-01T00:00:00-03:00,7.6
2012-06-01,2012,1,6,PNADC12_TDESOC12,2012-06-01T00:00:00-03:00,7.5
2012-07-01,2012,1,7,PNADC12_TDESOC12,2012-07-01T00:00:00-03:00,7.4
2012-08-01,2012,1,8,PNADC12_TDESOC12,2012-08-01T00:00:00-03:00,7.3
2012-09-01,2012,1,9,PNADC12_TDESOC12,2012-09-01T00:00:00-03:00,7.1
2012-10-01,2012,1,10,PNADC12_TDESOC12,2012-10-01T00:00:00-03:00,6.9
2012-11-01,2012,1,11,PNADC12_TDESOC12,2012-11-01T00:00:00-02:00,6.8
2012-12-01,2012,1,12,PNADC12_TDESOC12,2012-12-01T00:00:00-02:00,6.9
2013-01-01,2013,1,1,PNADC12_TDESOC12,2013-01-01T00:00:00-02:00,7.2
2013-02-01,2013,1,2,PNADC12_TDESOC12,2013-02-01T00:00:00-02:00,7.7
2013-03-01,2013,1,3,PNADC12_TDESOC12,2013-03-01T00:00:00-03:00,8.0
2013-04-01,2013,1,4,PNADC12_TDESOC12,2013-04-01T00:00:00-03:00,7.8
2013-05-01,2013,1,5,PNADC12_TDESOC12,2013-05-01T00:00:00-03:00,7.6
2013-06-01,2013,1,6,PNADC12_TDESOC12,2013-06-01T00:00:00-03:00,7.4
2013-07-01,2013,1,7,PNADC12_TDESOC12,2013-07-01T00:00:00-03:00,7.3
2013-08-01,2013,1,8,PNADC12_TDESOC12,2013-08-01T00:00:00-03:00,7.1
2013-09-01,2013,1,9,PNADC12_TDESOC12,2013-09-01T00:00:00-03:00,6.9
2013-10-01,2013,1,10,PNADC12_TDESOC12,2013-10-01T00:00:00-03:00,6.7
2013-11-01,2013,1,11,PNADC12_TDESOC12,2013-11-01T00:00:00-02:00,6.5
2013-12-01,2013,1,12,PNADC12_TDESOC12,2013-12-01T00:00:00-02:00,6.2
2014-01-01,2014,1,1,PNADC12_TDESOC12,2014-01-01T00:00:00-02:00,6.4
2014-02-01,2014,1,2,PNADC12_TDESOC12,2014-02-01T00:00:00-02:00,6.7
2014-03-01,2014,1,3,PNADC12_TDESOC12,2014-03-01T00:00:00-03:00,7.2
2014-04-01,2014,1,4,PNADC12_TDESOC12,2014-04-01T00:00:00-03:00,7.1
2014-05-01,2014,1,5,PNADC12_TDESOC12,2014-05-01T00:00:00-03:00,7.0
2014-06-01,2014,1,6,PNADC12_TDESOC12,2014-06-01T00:00:00-03:00,6.8
2014-07-01,2014,1,7,PNADC12_TDESOC12,2014-07-01T00:00:00-03:00,6.9
2014-08-01,2014,1,8,PNADC12_TDESOC12,2014-08-01T00:00:00-03:00,6.9
2014-09-01,2014,1,9,PNADC12_TDESOC12,2014-09-01T00:00:00-03:00,6.8
2014-10-01,2014,1,10,PNADC12_TDESOC12,2014-10-01T00:00:00-03:00,6.6
2014-11-01,2014,1,11,PNADC12_TDESOC12,2014-11-01T00:00:00-02:00,6.5
2014-12-01,2014,1,12,PNADC12_TDESOC12,2014-12-01T00:00:00-02:00,6.5
2015-01-01,2015,1,1,PNADC12_TDESOC12,2015-01-01T00:00:00-02:00,6.8
2015-02-01,2015,1,2,PNADC12_TDESOC12,2015-02-01T00:00:00-02:00,7.4
2015-03-01,2015,1,3,PNADC12_TDESOC12,2015-03-01T00:00:00-03:00,7.9
2015-04-01,2015,1,4,PNADC12_TDESOC12,2015-04-01T00:00:00-03:00,8.0
2015-05-01,2015,1,5,PNADC12_TDESOC12,2015-05-01T00:00:00-03:00,8.1
2015-06-01,2015,1,6,PNADC12_TDESOC12,2015-06-01T00:00:00-03:00,8.3
2015-07-01,2015,1,7,PNADC12_TDESOC12,2015-07-01T00:00:00-03:00,8.5
2015-08-01,2015,1,8,PNADC12_TDESOC12,2015-08-01T00:00:00-03:00,8.7
2015-09-01,2015,1,9,PNADC12_TDESOC12,2015-09-01T00:00:00-03:00,8.9
2015-10-01,2015,1,10,PNADC12_TDESOC12,2015-10-01T00:00:00-03:00,8.9
2015-11-01,2015,1,11,PNADC12_TDESOC12,2015-11-01T00:00:00-02:00,9.0
2015-12-01,2015,1,12,PNADC12_TDESOC12,2015-12-01T00:00:00-02:00,8.9
2016-01-01,2016,1,1,PNADC12_TDESOC12,2016-01-01T00:00:00-02:00,9.5
2016-02-01,2016,1,2,PNADC12_TDESOC12,2016-02-01T00:00:00-02:00,10.2
2016-03-01,2016,1,3,PNADC12_TDESOC12,2016-03-01T00:00:00-03:00,10.9
2016-04-01,2016,1,4,PNADC12_TDESOC12,2016-04-01T00:00:00-03:00,11.2
2016-05-01,2016,1,5,PNADC12_TDESOC12,2016-05-01T00:00:00-03:00,11.2
2016-06-01,2016,1,6,PNADC12_TDESOC12,2016-06-01T00:00:00-03:00,11.3
2016-07-01,2016,1,7,PNADC12_TDESOC12,2016-07-01T00:00:00-03:00,11.6
2016-08-01,2016,1,8,PNADC12_TDESOC12,2016-08-01T00:00:00-03:00,11.8
2016-09-01,2016,1,9,PNADC12_TDESOC12,2016-09-01T00:00:00-03:00,11.8
2016-10-01,2016,1,10,PNADC12_TDESOC12,2016-10-01T00:00:00-03:00,11.8
2016-11-01,2016,1,11,PNADC12_TDESOC12,2016-11-01T00:00:00-02:00,11.8
2016-12-01,2016,1,12,PNADC12_TDESOC12,2016-12-01T00:00:00-02:00,12.0
2017-01-01,2017,1,1,PNADC12_TDESOC12,2017-01-01T00:00:00-02:00,12.6
2017-02-01,2017,1,2,PNADC12_TDESOC12,2017-02-01T00:00:00-02:00,13.2
2017-03-01,2017,1,3,PNADC12_TDESOC12,2017-03-01T00:00:00-03:00,13.7
2017-04-01,2017,1,4,PNADC12_TDESOC12,2017-04-01T00:00:00-03:00,13.6
2017-05-01,2017,1,5,PNADC12_TDESOC12,2017-05-01T00:00:00-03:00,13.3
2017-06-01,2017,1,6,PNADC12_TDESOC12,2017-06-01T00:00:00-03:00,13.0
2017-07-01,2017,1,7,PNADC12_TDESOC12,2017-07-01T00:00:00-03:00,12.8
2017-08-01,2017,1,8,PNADC12_TDESOC12,2017-08-01T00:00:00-03:00,12.6
2017-09-01,2017,1,9,PNADC12_TDESOC12,2017-09-01T00:00:00-03:00,12.4
2017-10-01,2017,1,10,PNADC12_TDESOC12,2017-10-01T00:00:00-03:00,12.2
2017-11-01,2017,1,11,PNADC12_TDESOC12,2017-11-01T00:00:00-02:00,12.0
2017-12-01,2017,1,12,PNADC12_TDESOC12,2017-12-01T00:00:00-02:00,11.8
2018-01-01,2018,1,1,PNADC12_TDESOC12,2018-01-01T00:00:00-02:00,12.2
2018-02-01,2018,1,2,PNADC12_TDESOC12,2018-02-01T00:00:00-02:00,12.6
2018-03-01,2018,1,3,PNADC12_TDESOC12,2018-03-01T00:00:00-03:00,13.1
2018-04-01,2018,1,4,PNADC12_TDESOC12,2018-04-01T00:00:00-03:00,12.9
2018-05-01,2018,1,5,PNADC12_TDESOC12,2018-05-01T00:00:00-03:00,12.7
2018-06-01,2018,1,6,PNADC12_TDESOC12,2018-06-01T00:00:00-03:00,12.4
2018-07-01,2018,1,7,PNADC12_TDESOC12,2018-07-01T00:00:00-03:00,12.3
2018-08-01,2018,1,8,PNADC12_TDESOC12,2018-08-01T00:00:00-03:00,12.1
2018-09-01,2018,1,9,PNADC12_TDESOC12,2018-09-01T00:00:00-03:00,11.9
2018-10-01,2018,1,10,PNADC12_TDESOC12,2018-10-01T00:00:00-03:00,11.7
2018-11-01,2018,1,11,PNADC12_TDESOC12,2018-11-01T00:00:00-03:00,11.6
2018-12-01,2018,1,12,PNADC12_TDESOC12,2018-12-01T00:00:00-02:00,11.6
2019-01-01,2019,1,1,PNADC12_TDESOC12,2019-01-01T00:00:00-02:00,12.0
2019-02-01,2019,1,2,PNADC12_TDESOC12,2019-02-01T00:00:00-02:00,12.4
2019-03-01,2019,1,3,PNADC12_TDESOC12,2019-03-01T00:00:00-03:00,12.7
2019-04-01,2019,1,4,PNADC12_TDESOC12,2019-04-01T00:00:00-03:00,12.5
2019-05-01,2019,1,5,PNADC12_TDESOC12,2019-05-01T00:00:00-03:00,12.3
2019-06-01,2019,1,6,PNADC12_TDESOC12,2019-06-01T00:00:00-03:00,12.0
2019-07-01,2019,1,7,PNADC12_TDESOC12,2019-07-01T00:00:00-03:00,11.8
2019-08-01,2019,1,8,PNADC12_TDESOC12,2019-08-01T00:00:00-03:00,11.8
2019-09-01,2019,1,9,PNADC12_TDESOC12,2019-09-01T00:00:00-03:00,11.8
2019-10-01,2019,1,10,PNADC12_TDESOC12,2019-10-01T00:00:00-03:00,11.6
2019-11-01,2019,1,11,PNADC12_TDESOC12,2019-11-01T00:00:00-03:00,11.2
2019-12-01,2019,1,12,PNADC12_TDESOC12,2019-12-01T00:00:00-03:00,11.0
2020-01-01,2020,1,1,PNADC12_TDESOC12,2020-01-01T00:00:00-03:00,11.2
2020-02-01,2020,1,2,PNADC12_TDESOC12,2020-02-01T00:00:00-03:00,11.6
2020-03-01,2020,1,3,PNADC12_TDESOC12,2020-03-01T00:00:00-03:00,12.2
2020-04-01,2020,1,4,PNADC12_TDESOC12,2020-04-01T00:00:00-03:00,12.6
2020-05-01,2020,1,5,PNADC12_TDESOC12,2020-05-01T00:00:00-03:00,12.9
2020-06-01,2020,1,6,PNADC12_TDESOC12,2020-06-01T00:00:00-03:00,13.3
2020-07-01,2020,1,7,PNADC12_TDESOC12,2020-07-01T00:00:00-03:00,13.8
2020-08-01,2020,1,8,PNADC12_TDESOC12,2020-08-01T00:00:00-03:00,14.4
2020-09-01,2020,1,9,PNADC12_TDESOC12,2020-09-01T00:00:00-03:00,14.6
2020-10-01,2020,1,10,PNADC12_TDESOC12,2020-10-01T00:00:00-03:00,14.3
2020-11-01,2020,1,11,PNADC12_TDESOC12,2020-11-01T00:00:00-03:00,14.1
2020-12-01,2020,1,12,PNADC12_TDESOC12,2020-12-01T00:00:00-03:00,13.9
