DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.m.))
1980-10-01,1980,1,10,PRECOS12_IPCAVE12,1980-10-01T00:00:00-03:00,10.61
1980-11-01,1980,1,11,PRECOS12_IPCAVE12,1980-11-01T00:00:00-03:00,6.32
1980-12-01,1980,1,12,PRECOS12_IPCAVE12,1980-12-01T00:00:00-02:00,6.4
1981-01-01,1981,1,1,PRECOS12_IPCAVE12,1981-01-01T00:00:00-02:00,3.3
1981-02-01,1981,1,2,PRECOS12_IPCAVE12,1981-02-01T00:00:00-02:00,3.01
1981-03-01,1981,1,3,PRECOS12_IPCAVE12,1981-03-01T00:00:00-03:00,2.37
1981-04-01,1981,1,4,PRECOS12_IPCAVE12,1981-04-01T00:00:00-03:00,6.21
1981-05-01,1981,1,5,PRECOS12_IPCAVE12,1981-05-01T00:00:00-03:00,8.41
1981-06-01,1981,1,6,PRECOS12_IPCAVE12,1981-06-01T00:00:00-03:00,5.89
1981-07-01,1981,1,7,PRECOS12_IPCAVE12,1981-07-01T00:00:00-03:00,4.01
1981-08-01,1981,1,8,PRECOS12_IPCAVE12,1981-08-01T00:00:00-03:00,3.73
1981-09-01,1981,1,9,PRECOS12_IPCAVE12,1981-09-01T00:00:00-03:00,4.29
1981-10-01,1981,1,10,PRECOS12_IPCAVE12,1981-10-01T00:00:00-03:00,5.88
1981-11-01,1981,1,11,PRECOS12_IPCAVE12,1981-11-01T00:00:00-03:00,5.76
1981-12-01,1981,1,12,PRECOS12_IPCAVE12,1981-12-01T00:00:00-02:00,6.36
1982-01-01,1982,1,1,PRECOS12_IPCAVE12,1982-01-01T00:00:00-02:00,5.79
1982-02-01,1982,1,2,PRECOS12_IPCAVE12,1982-02-01T00:00:00-02:00,3.73
1982-03-01,1982,1,3,PRECOS12_IPCAVE12,1982-03-01T00:00:00-03:00,4.35
1982-04-01,1982,1,4,PRECOS12_IPCAVE12,1982-04-01T00:00:00-03:00,8.82
1982-05-01,1982,1,5,PRECOS12_IPCAVE12,1982-05-01T00:00:00-03:00,9.49
1982-06-01,1982,1,6,PRECOS12_IPCAVE12,1982-06-01T00:00:00-03:00,7.66
1982-07-01,1982,1,7,PRECOS12_IPCAVE12,1982-07-01T00:00:00-03:00,6.73
1982-08-01,1982,1,8,PRECOS12_IPCAVE12,1982-08-01T00:00:00-03:00,5.35
1982-09-01,1982,1,9,PRECOS12_IPCAVE12,1982-09-01T00:00:00-03:00,6.62
1982-10-01,1982,1,10,PRECOS12_IPCAVE12,1982-10-01T00:00:00-03:00,9.97
1982-11-01,1982,1,11,PRECOS12_IPCAVE12,1982-11-01T00:00:00-03:00,7.46
1982-12-01,1982,1,12,PRECOS12_IPCAVE12,1982-12-01T00:00:00-02:00,6.79
1983-01-01,1983,1,1,PRECOS12_IPCAVE12,1983-01-01T00:00:00-02:00,6.78
1983-02-01,1983,1,2,PRECOS12_IPCAVE12,1983-02-01T00:00:00-02:00,3.23
1983-03-01,1983,1,3,PRECOS12_IPCAVE12,1983-03-01T00:00:00-03:00,4.46
1983-04-01,1983,1,4,PRECOS12_IPCAVE12,1983-04-01T00:00:00-03:00,9.76
1983-05-01,1983,1,5,PRECOS12_IPCAVE12,1983-05-01T00:00:00-03:00,8.69
1983-06-01,1983,1,6,PRECOS12_IPCAVE12,1983-06-01T00:00:00-03:00,5.4
1983-07-01,1983,1,7,PRECOS12_IPCAVE12,1983-07-01T00:00:00-03:00,5.84
1983-08-01,1983,1,8,PRECOS12_IPCAVE12,1983-08-01T00:00:00-03:00,4.85
1983-09-01,1983,1,9,PRECOS12_IPCAVE12,1983-09-01T00:00:00-03:00,7.92
1983-10-01,1983,1,10,PRECOS12_IPCAVE12,1983-10-01T00:00:00-03:00,9.25
1983-11-01,1983,1,11,PRECOS12_IPCAVE12,1983-11-01T00:00:00-03:00,8.24
1983-12-01,1983,1,12,PRECOS12_IPCAVE12,1983-12-01T00:00:00-02:00,8.61
1984-01-01,1984,1,1,PRECOS12_IPCAVE12,1984-01-01T00:00:00-02:00,8.63
1984-02-01,1984,1,2,PRECOS12_IPCAVE12,1984-02-01T00:00:00-02:00,5.53
1984-03-01,1984,1,3,PRECOS12_IPCAVE12,1984-03-01T00:00:00-03:00,6.87
1984-04-01,1984,1,4,PRECOS12_IPCAVE12,1984-04-01T00:00:00-03:00,13.6
1984-05-01,1984,1,5,PRECOS12_IPCAVE12,1984-05-01T00:00:00-03:00,14.13
1984-06-01,1984,1,6,PRECOS12_IPCAVE12,1984-06-01T00:00:00-03:00,9.37
1984-07-01,1984,1,7,PRECOS12_IPCAVE12,1984-07-01T00:00:00-03:00,8.57
1984-08-01,1984,1,8,PRECOS12_IPCAVE12,1984-08-01T00:00:00-03:00,9.0
1984-09-01,1984,1,9,PRECOS12_IPCAVE12,1984-09-01T00:00:00-03:00,11.51
1984-10-01,1984,1,10,PRECOS12_IPCAVE12,1984-10-01T00:00:00-03:00,12.38
1984-11-01,1984,1,11,PRECOS12_IPCAVE12,1984-11-01T00:00:00-03:00,12.03
1984-12-01,1984,1,12,PRECOS12_IPCAVE12,1984-12-01T00:00:00-02:00,12.59
1985-01-01,1985,1,1,PRECOS12_IPCAVE12,1985-01-01T00:00:00-02:00,10.97
1985-02-01,1985,1,2,PRECOS12_IPCAVE12,1985-02-01T00:00:00-02:00,6.87
1985-03-01,1985,1,3,PRECOS12_IPCAVE12,1985-03-01T00:00:00-03:00,10.09
1985-04-01,1985,1,4,PRECOS12_IPCAVE12,1985-04-01T00:00:00-03:00,15.33
1985-05-01,1985,1,5,PRECOS12_IPCAVE12,1985-05-01T00:00:00-03:00,15.43
1985-06-01,1985,1,6,PRECOS12_IPCAVE12,1985-06-01T00:00:00-03:00,13.4
1985-07-01,1985,1,7,PRECOS12_IPCAVE12,1985-07-01T00:00:00-03:00,9.08
1985-08-01,1985,1,8,PRECOS12_IPCAVE12,1985-08-01T00:00:00-03:00,10.67
1985-09-01,1985,1,9,PRECOS12_IPCAVE12,1985-09-01T00:00:00-03:00,12.92
1985-10-01,1985,1,10,PRECOS12_IPCAVE12,1985-10-01T00:00:00-03:00,14.81
1985-11-01,1985,1,11,PRECOS12_IPCAVE12,1985-11-01T00:00:00-03:00,11.72
1985-12-01,1985,1,12,PRECOS12_IPCAVE12,1985-12-01T00:00:00-02:00,10.67
1986-01-01,1986,1,1,PRECOS12_IPCAVE12,1986-01-01T00:00:00-02:00,11.36
1986-02-01,1986,1,2,PRECOS12_IPCAVE12,1986-02-01T00:00:00-02:00,7.92
1986-03-01,1986,1,3,PRECOS12_IPCAVE12,1986-03-01T00:00:00-03:00,6.32
1986-04-01,1986,1,4,PRECOS12_IPCAVE12,1986-04-01T00:00:00-03:00,4.36
1986-05-01,1986,1,5,PRECOS12_IPCAVE12,1986-05-01T00:00:00-03:00,6.96
1986-06-01,1986,1,6,PRECOS12_IPCAVE12,1986-06-01T00:00:00-03:00,4.13
1986-07-01,1986,1,7,PRECOS12_IPCAVE12,1986-07-01T00:00:00-03:00,1.97
1986-08-01,1986,1,8,PRECOS12_IPCAVE12,1986-08-01T00:00:00-03:00,2.3
1986-09-01,1986,1,9,PRECOS12_IPCAVE12,1986-09-01T00:00:00-03:00,5.4
1986-10-01,1986,1,10,PRECOS12_IPCAVE12,1986-10-01T00:00:00-03:00,5.54
1986-11-01,1986,1,11,PRECOS12_IPCAVE12,1986-11-01T00:00:00-03:00,6.12
1986-12-01,1986,1,12,PRECOS12_IPCAVE12,1986-12-01T00:00:00-02:00,4.79
1987-01-01,1987,1,1,PRECOS12_IPCAVE12,1987-01-01T00:00:00-02:00,6.48
1987-02-01,1987,1,2,PRECOS12_IPCAVE12,1987-02-01T00:00:00-02:00,9.38
1987-03-01,1987,1,3,PRECOS12_IPCAVE12,1987-03-01T00:00:00-03:00,13.22
1987-04-01,1987,1,4,PRECOS12_IPCAVE12,1987-04-01T00:00:00-03:00,15.37
1987-05-01,1987,1,5,PRECOS12_IPCAVE12,1987-05-01T00:00:00-03:00,15.64
1987-06-01,1987,1,6,PRECOS12_IPCAVE12,1987-06-01T00:00:00-03:00,12.21
1987-07-01,1987,1,7,PRECOS12_IPCAVE12,1987-07-01T00:00:00-03:00,7.52
1987-08-01,1987,1,8,PRECOS12_IPCAVE12,1987-08-01T00:00:00-03:00,8.69
1987-09-01,1987,1,9,PRECOS12_IPCAVE12,1987-09-01T00:00:00-03:00,14.78
