DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
2002-11-01,2002,1,11,PAN12_NFSPNYS12,2002-11-01T00:00:00-03:00,3.8
2002-12-01,2002,1,12,PAN12_NFSPNYS12,2002-12-01T00:00:00-02:00,4.42
2003-01-01,2003,1,1,PAN12_NFSPNYS12,2003-01-01T00:00:00-02:00,4.93
2003-02-01,2003,1,2,PAN12_NFSPNYS12,2003-02-01T00:00:00-02:00,5.12
2003-03-01,2003,1,3,PAN12_NFSPNYS12,2003-03-01T00:00:00-03:00,5.38
2003-04-01,2003,1,4,PAN12_NFSPNYS12,2003-04-01T00:00:00-03:00,4.97
2003-05-01,2003,1,5,PAN12_NFSPNYS12,2003-05-01T00:00:00-03:00,5.15
2003-06-01,2003,1,6,PAN12_NFSPNYS12,2003-06-01T00:00:00-03:00,5.39
2003-07-01,2003,1,7,PAN12_NFSPNYS12,2003-07-01T00:00:00-03:00,5.91
2003-08-01,2003,1,8,PAN12_NFSPNYS12,2003-08-01T00:00:00-03:00,5.91
2003-09-01,2003,1,9,PAN12_NFSPNYS12,2003-09-01T00:00:00-03:00,5.97
2003-10-01,2003,1,10,PAN12_NFSPNYS12,2003-10-01T00:00:00-03:00,5.57
2003-11-01,2003,1,11,PAN12_NFSPNYS12,2003-11-01T00:00:00-03:00,5.66
2003-12-01,2003,1,12,PAN12_NFSPNYS12,2003-12-01T00:00:00-02:00,5.18
2004-01-01,2004,1,1,PAN12_NFSPNYS12,2004-01-01T00:00:00-02:00,4.6
2004-02-01,2004,1,2,PAN12_NFSPNYS12,2004-02-01T00:00:00-02:00,4.32
2004-03-01,2004,1,3,PAN12_NFSPNYS12,2004-03-01T00:00:00-03:00,4.0
2004-04-01,2004,1,4,PAN12_NFSPNYS12,2004-04-01T00:00:00-03:00,4.3
2004-05-01,2004,1,5,PAN12_NFSPNYS12,2004-05-01T00:00:00-03:00,4.02
2004-06-01,2004,1,6,PAN12_NFSPNYS12,2004-06-01T00:00:00-03:00,3.7
2004-07-01,2004,1,7,PAN12_NFSPNYS12,2004-07-01T00:00:00-03:00,3.33
2004-08-01,2004,1,8,PAN12_NFSPNYS12,2004-08-01T00:00:00-03:00,3.1
2004-09-01,2004,1,9,PAN12_NFSPNYS12,2004-09-01T00:00:00-03:00,3.05
2004-10-01,2004,1,10,PAN12_NFSPNYS12,2004-10-01T00:00:00-03:00,3.1
2004-11-01,2004,1,11,PAN12_NFSPNYS12,2004-11-01T00:00:00-03:00,3.0
2004-12-01,2004,1,12,PAN12_NFSPNYS12,2004-12-01T00:00:00-02:00,2.88
2005-01-01,2005,1,1,PAN12_NFSPNYS12,2005-01-01T00:00:00-02:00,2.78
2005-02-01,2005,1,2,PAN12_NFSPNYS12,2005-02-01T00:00:00-02:00,2.93
2005-03-01,2005,1,3,PAN12_NFSPNYS12,2005-03-01T00:00:00-03:00,2.98
2005-04-01,2005,1,4,PAN12_NFSPNYS12,2005-04-01T00:00:00-03:00,2.74
2005-05-01,2005,1,5,PAN12_NFSPNYS12,2005-05-01T00:00:00-03:00,2.89
2005-06-01,2005,1,6,PAN12_NFSPNYS12,2005-06-01T00:00:00-03:00,3.1
2005-07-01,2005,1,7,PAN12_NFSPNYS12,2005-07-01T00:00:00-03:00,3.13
2005-08-01,2005,1,8,PAN12_NFSPNYS12,2005-08-01T00:00:00-03:00,3.14
2005-09-01,2005,1,9,PAN12_NFSPNYS12,2005-09-01T00:00:00-03:00,3.31
2005-10-01,2005,1,10,PAN12_NFSPNYS12,2005-10-01T00:00:00-03:00,3.32
2005-11-01,2005,1,11,PAN12_NFSPNYS12,2005-11-01T00:00:00-02:00,3.45
2005-12-01,2005,1,12,PAN12_NFSPNYS12,2005-12-01T00:00:00-02:00,3.54
2006-01-01,2006,1,1,PAN12_NFSPNYS12,2006-01-01T00:00:00-02:00,4.05
2006-02-01,2006,1,2,PAN12_NFSPNYS12,2006-02-01T00:00:00-02:00,4.11
2006-03-01,2006,1,3,PAN12_NFSPNYS12,2006-03-01T00:00:00-03:00,4.11
2006-04-01,2006,1,4,PAN12_NFSPNYS12,2006-04-01T00:00:00-03:00,4.03
2006-05-01,2006,1,5,PAN12_NFSPNYS12,2006-05-01T00:00:00-03:00,3.72
2006-06-01,2006,1,6,PAN12_NFSPNYS12,2006-06-01T00:00:00-03:00,3.72
2006-07-01,2006,1,7,PAN12_NFSPNYS12,2006-07-01T00:00:00-03:00,3.8
2006-08-01,2006,1,8,PAN12_NFSPNYS12,2006-08-01T00:00:00-03:00,3.71
2006-09-01,2006,1,9,PAN12_NFSPNYS12,2006-09-01T00:00:00-03:00,3.65
2006-10-01,2006,1,10,PAN12_NFSPNYS12,2006-10-01T00:00:00-03:00,3.51
2006-11-01,2006,1,11,PAN12_NFSPNYS12,2006-11-01T00:00:00-03:00,3.42
2006-12-01,2006,1,12,PAN12_NFSPNYS12,2006-12-01T00:00:00-02:00,3.57
2007-01-01,2007,1,1,PAN12_NFSPNYS12,2007-01-01T00:00:00-02:00,3.01
2007-02-01,2007,1,2,PAN12_NFSPNYS12,2007-02-01T00:00:00-02:00,2.85
2007-03-01,2007,1,3,PAN12_NFSPNYS12,2007-03-01T00:00:00-03:00,2.9
2007-04-01,2007,1,4,PAN12_NFSPNYS12,2007-04-01T00:00:00-03:00,2.83
2007-05-01,2007,1,5,PAN12_NFSPNYS12,2007-05-01T00:00:00-03:00,3.08
2007-06-01,2007,1,6,PAN12_NFSPNYS12,2007-06-01T00:00:00-03:00,2.82
2007-07-01,2007,1,7,PAN12_NFSPNYS12,2007-07-01T00:00:00-03:00,2.78
2007-08-01,2007,1,8,PAN12_NFSPNYS12,2007-08-01T00:00:00-03:00,2.7
2007-09-01,2007,1,9,PAN12_NFSPNYS12,2007-09-01T00:00:00-03:00,2.85
2007-10-01,2007,1,10,PAN12_NFSPNYS12,2007-10-01T00:00:00-03:00,2.86
2007-11-01,2007,1,11,PAN12_NFSPNYS12,2007-11-01T00:00:00-02:00,2.7
2007-12-01,2007,1,12,PAN12_NFSPNYS12,2007-12-01T00:00:00-02:00,2.74
2008-01-01,2008,1,1,PAN12_NFSPNYS12,2008-01-01T00:00:00-02:00,2.5
2008-02-01,2008,1,2,PAN12_NFSPNYS12,2008-02-01T00:00:00-02:00,2.55
2008-03-01,2008,1,3,PAN12_NFSPNYS12,2008-03-01T00:00:00-03:00,2.21
2008-04-01,2008,1,4,PAN12_NFSPNYS12,2008-04-01T00:00:00-03:00,2.25
2008-05-01,2008,1,5,PAN12_NFSPNYS12,2008-05-01T00:00:00-03:00,2.18
2008-06-01,2008,1,6,PAN12_NFSPNYS12,2008-06-01T00:00:00-03:00,2.31
2008-07-01,2008,1,7,PAN12_NFSPNYS12,2008-07-01T00:00:00-03:00,2.28
2008-08-01,2008,1,8,PAN12_NFSPNYS12,2008-08-01T00:00:00-03:00,2.22
2008-09-01,2008,1,9,PAN12_NFSPNYS12,2008-09-01T00:00:00-03:00,1.74
2008-10-01,2008,1,10,PAN12_NFSPNYS12,2008-10-01T00:00:00-03:00,1.32
2008-11-01,2008,1,11,PAN12_NFSPNYS12,2008-11-01T00:00:00-02:00,1.52
2008-12-01,2008,1,12,PAN12_NFSPNYS12,2008-12-01T00:00:00-02:00,1.99
2009-01-01,2009,1,1,PAN12_NFSPNYS12,2009-01-01T00:00:00-02:00,2.46
2009-02-01,2009,1,2,PAN12_NFSPNYS12,2009-02-01T00:00:00-02:00,2.43
2009-03-01,2009,1,3,PAN12_NFSPNYS12,2009-03-01T00:00:00-03:00,2.68
2009-04-01,2009,1,4,PAN12_NFSPNYS12,2009-04-01T00:00:00-03:00,2.85
2009-05-01,2009,1,5,PAN12_NFSPNYS12,2009-05-01T00:00:00-03:00,2.92
