DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (GWh)
1996-01-01,1996,1,1,ONS12_HIDR12,1996-01-01T00:00:00-02:00,24202.66774
1996-02-01,1996,1,2,ONS12_HIDR12,1996-02-01T00:00:00-02:00,23745.3053599569
1996-03-01,1996,1,3,ONS12_HIDR12,1996-03-01T00:00:00-03:00,25426.32119
1996-04-01,1996,1,4,ONS12_HIDR12,1996-04-01T00:00:00-03:00,24425.72205
1996-05-01,1996,1,5,ONS12_HIDR12,1996-05-01T00:00:00-03:00,24626.54307
1996-06-01,1996,1,6,ONS12_HIDR12,1996-06-01T00:00:00-03:00,23568.57066
1996-07-01,1996,1,7,ONS12_HIDR12,1996-07-01T00:00:00-03:00,24822.60876
1996-08-01,1996,1,8,ONS12_HIDR12,1996-08-01T00:00:00-03:00,24983.696808
1996-09-01,1996,1,9,ONS12_HIDR12,1996-09-01T00:00:00-03:00,23972.66265
1996-10-01,1996,1,10,ONS12_HIDR12,1996-10-01T00:00:00-03:00,25077.4690492876
1996-11-01,1996,1,11,ONS12_HIDR12,1996-11-01T00:00:00-03:00,24390.70117
1996-12-01,1996,1,12,ONS12_HIDR12,1996-12-01T00:00:00-02:00,25221.89305
1997-01-01,1997,1,1,ONS12_HIDR12,1997-01-01T00:00:00-02:00,25916.97474
1997-02-01,1997,1,2,ONS12_HIDR12,1997-02-01T00:00:00-02:00,23852.65273
1997-03-01,1997,1,3,ONS12_HIDR12,1997-03-01T00:00:00-03:00,26139.32139
1997-04-01,1997,1,4,ONS12_HIDR12,1997-04-01T00:00:00-03:00,25139.50924
1997-05-01,1997,1,5,ONS12_HIDR12,1997-05-01T00:00:00-03:00,25353.36928
1997-06-01,1997,1,6,ONS12_HIDR12,1997-06-01T00:00:00-03:00,24529.64005
1997-07-01,1997,1,7,ONS12_HIDR12,1997-07-01T00:00:00-03:00,26179.75984
1997-08-01,1997,1,8,ONS12_HIDR12,1997-08-01T00:00:00-03:00,26252.37077
1997-09-01,1997,1,9,ONS12_HIDR12,1997-09-01T00:00:00-03:00,26431.90674
1997-10-01,1997,1,10,ONS12_HIDR12,1997-10-01T00:00:00-03:00,27421.792996
1997-11-01,1997,1,11,ONS12_HIDR12,1997-11-01T00:00:00-03:00,26611.940675
1997-12-01,1997,1,12,ONS12_HIDR12,1997-12-01T00:00:00-02:00,26840.449562
1998-01-01,1998,1,1,ONS12_HIDR12,1998-01-01T00:00:00-02:00,27324.3614175333
1998-02-01,1998,1,2,ONS12_HIDR12,1998-02-01T00:00:00-02:00,25042.7369034977
1998-03-01,1998,1,3,ONS12_HIDR12,1998-03-01T00:00:00-03:00,28082.149926
1998-04-01,1998,1,4,ONS12_HIDR12,1998-04-01T00:00:00-03:00,26516.432889
1998-05-01,1998,1,5,ONS12_HIDR12,1998-05-01T00:00:00-03:00,27166.955012
1998-06-01,1998,1,6,ONS12_HIDR12,1998-06-01T00:00:00-03:00,26238.155913
1998-07-01,1998,1,7,ONS12_HIDR12,1998-07-01T00:00:00-03:00,27271.901851
1998-08-01,1998,1,8,ONS12_HIDR12,1998-08-01T00:00:00-03:00,27567.0158509888
1998-09-01,1998,1,9,ONS12_HIDR12,1998-09-01T00:00:00-03:00,26734.765508
1998-10-01,1998,1,10,ONS12_HIDR12,1998-10-01T00:00:00-03:00,27333.1873848414
1998-11-01,1998,1,11,ONS12_HIDR12,1998-11-01T00:00:00-03:00,26457.23165
1998-12-01,1998,1,12,ONS12_HIDR12,1998-12-01T00:00:00-02:00,27050.835443
1999-01-01,1999,1,1,ONS12_HIDR12,1999-01-01T00:00:00-02:00,32984.841
1999-02-01,1999,1,2,ONS12_HIDR12,1999-02-01T00:00:00-02:00,31733.9671
1999-03-01,1999,1,3,ONS12_HIDR12,1999-03-01T00:00:00-03:00,35849.3197
1999-04-01,1999,1,4,ONS12_HIDR12,1999-04-01T00:00:00-03:00,33953.39434
1999-05-01,1999,1,5,ONS12_HIDR12,1999-05-01T00:00:00-03:00,34454.33224
1999-06-01,1999,1,6,ONS12_HIDR12,1999-06-01T00:00:00-03:00,33753.6845
1999-07-01,1999,1,7,ONS12_HIDR12,1999-07-01T00:00:00-03:00,35313.2561
1999-08-01,1999,1,8,ONS12_HIDR12,1999-08-01T00:00:00-03:00,35286.5014
1999-09-01,1999,1,9,ONS12_HIDR12,1999-09-01T00:00:00-03:00,34387.9713
1999-10-01,1999,1,10,ONS12_HIDR12,1999-10-01T00:00:00-03:00,34800.99848
1999-11-01,1999,1,11,ONS12_HIDR12,1999-11-01T00:00:00-03:00,33729.4709
1999-12-01,1999,1,12,ONS12_HIDR12,1999-12-01T00:00:00-02:00,35003.99011
2000-01-01,2000,1,1,ONS12_HIDR12,2000-01-01T00:00:00-02:00,34509.18434713
2000-02-01,2000,1,2,ONS12_HIDR12,2000-02-01T00:00:00-02:00,33393.39999714
2000-03-01,2000,1,3,ONS12_HIDR12,2000-03-01T00:00:00-03:00,36570.25166609
2000-04-01,2000,1,4,ONS12_HIDR12,2000-04-01T00:00:00-03:00,35112.7495
