DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((%))
2012-03-01,2012,1,3,PNADC12_TPART12,2012-03-01T00:00:00-03:00,61.1
2012-04-01,2012,1,4,PNADC12_TPART12,2012-04-01T00:00:00-03:00,61.5
2012-05-01,2012,1,5,PNADC12_TPART12,2012-05-01T00:00:00-03:00,61.7
2012-06-01,2012,1,6,PNADC12_TPART12,2012-06-01T00:00:00-03:00,61.7
2012-07-01,2012,1,7,PNADC12_TPART12,2012-07-01T00:00:00-03:00,61.6
2012-08-01,2012,1,8,PNADC12_TPART12,2012-08-01T00:00:00-03:00,61.6
2012-09-01,2012,1,9,PNADC12_TPART12,2012-09-01T00:00:00-03:00,61.5
2012-10-01,2012,1,10,PNADC12_TPART12,2012-10-01T00:00:00-03:00,61.4
2012-11-01,2012,1,11,PNADC12_TPART12,2012-11-01T00:00:00-02:00,61.3
2012-12-01,2012,1,12,PNADC12_TPART12,2012-12-01T00:00:00-02:00,61.3
2013-01-01,2013,1,1,PNADC12_TPART12,2013-01-01T00:00:00-02:00,61.2
2013-02-01,2013,1,2,PNADC12_TPART12,2013-02-01T00:00:00-02:00,61.2
2013-03-01,2013,1,3,PNADC12_TPART12,2013-03-01T00:00:00-03:00,61.2
2013-04-01,2013,1,4,PNADC12_TPART12,2013-04-01T00:00:00-03:00,61.3
2013-05-01,2013,1,5,PNADC12_TPART12,2013-05-01T00:00:00-03:00,61.4
2013-06-01,2013,1,6,PNADC12_TPART12,2013-06-01T00:00:00-03:00,61.5
2013-07-01,2013,1,7,PNADC12_TPART12,2013-07-01T00:00:00-03:00,61.5
2013-08-01,2013,1,8,PNADC12_TPART12,2013-08-01T00:00:00-03:00,61.4
2013-09-01,2013,1,9,PNADC12_TPART12,2013-09-01T00:00:00-03:00,61.3
2013-10-01,2013,1,10,PNADC12_TPART12,2013-10-01T00:00:00-03:00,61.2
2013-11-01,2013,1,11,PNADC12_TPART12,2013-11-01T00:00:00-02:00,61.2
2013-12-01,2013,1,12,PNADC12_TPART12,2013-12-01T00:00:00-02:00,61.0
2014-01-01,2014,1,1,PNADC12_TPART12,2014-01-01T00:00:00-02:00,60.9
2014-02-01,2014,1,2,PNADC12_TPART12,2014-02-01T00:00:00-02:00,61.1
2014-03-01,2014,1,3,PNADC12_TPART12,2014-03-01T00:00:00-03:00,61.1
2014-04-01,2014,1,4,PNADC12_TPART12,2014-04-01T00:00:00-03:00,61.2
2014-05-01,2014,1,5,PNADC12_TPART12,2014-05-01T00:00:00-03:00,61.1
2014-06-01,2014,1,6,PNADC12_TPART12,2014-06-01T00:00:00-03:00,61.1
2014-07-01,2014,1,7,PNADC12_TPART12,2014-07-01T00:00:00-03:00,61.0
2014-08-01,2014,1,8,PNADC12_TPART12,2014-08-01T00:00:00-03:00,60.9
2014-09-01,2014,1,9,PNADC12_TPART12,2014-09-01T00:00:00-03:00,60.9
2014-10-01,2014,1,10,PNADC12_TPART12,2014-10-01T00:00:00-03:00,60.9
2014-11-01,2014,1,11,PNADC12_TPART12,2014-11-01T00:00:00-02:00,60.9
2014-12-01,2014,1,12,PNADC12_TPART12,2014-12-01T00:00:00-02:00,60.9
2015-01-01,2015,1,1,PNADC12_TPART12,2015-01-01T00:00:00-02:00,60.8
2015-02-01,2015,1,2,PNADC12_TPART12,2015-02-01T00:00:00-02:00,60.9
2015-03-01,2015,1,3,PNADC12_TPART12,2015-03-01T00:00:00-03:00,61.0
2015-04-01,2015,1,4,PNADC12_TPART12,2015-04-01T00:00:00-03:00,61.2
2015-05-01,2015,1,5,PNADC12_TPART12,2015-05-01T00:00:00-03:00,61.1
2015-06-01,2015,1,6,PNADC12_TPART12,2015-06-01T00:00:00-03:00,61.3
2015-07-01,2015,1,7,PNADC12_TPART12,2015-07-01T00:00:00-03:00,61.4
2015-08-01,2015,1,8,PNADC12_TPART12,2015-08-01T00:00:00-03:00,61.4
2015-09-01,2015,1,9,PNADC12_TPART12,2015-09-01T00:00:00-03:00,61.4
2015-10-01,2015,1,10,PNADC12_TPART12,2015-10-01T00:00:00-03:00,61.6
2015-11-01,2015,1,11,PNADC12_TPART12,2015-11-01T00:00:00-02:00,61.4
2015-12-01,2015,1,12,PNADC12_TPART12,2015-12-01T00:00:00-02:00,61.4
2016-01-01,2016,1,1,PNADC12_TPART12,2016-01-01T00:00:00-02:00,61.3
2016-02-01,2016,1,2,PNADC12_TPART12,2016-02-01T00:00:00-02:00,61.4
2016-03-01,2016,1,3,PNADC12_TPART12,2016-03-01T00:00:00-03:00,61.4
2016-04-01,2016,1,4,PNADC12_TPART12,2016-04-01T00:00:00-03:00,61.5
2016-05-01,2016,1,5,PNADC12_TPART12,2016-05-01T00:00:00-03:00,61.6
2016-06-01,2016,1,6,PNADC12_TPART12,2016-06-01T00:00:00-03:00,61.6
2016-07-01,2016,1,7,PNADC12_TPART12,2016-07-01T00:00:00-03:00,61.5
2016-08-01,2016,1,8,PNADC12_TPART12,2016-08-01T00:00:00-03:00,61.4
2016-09-01,2016,1,9,PNADC12_TPART12,2016-09-01T00:00:00-03:00,61.2
2016-10-01,2016,1,10,PNADC12_TPART12,2016-10-01T00:00:00-03:00,61.2
2016-11-01,2016,1,11,PNADC12_TPART12,2016-11-01T00:00:00-02:00,61.3
