DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
1991-01-01,1991,1,1,BM12_DTEMY12,1991-01-01T00:00:00-02:00,7.93
1991-02-01,1991,1,2,BM12_DTEMY12,1991-02-01T00:00:00-02:00,7.47
1991-03-01,1991,1,3,BM12_DTEMY12,1991-03-01T00:00:00-03:00,7.84
1991-04-01,1991,1,4,BM12_DTEMY12,1991-04-01T00:00:00-03:00,7.94
1991-05-01,1991,1,5,BM12_DTEMY12,1991-05-01T00:00:00-03:00,7.81
1991-06-01,1991,1,6,BM12_DTEMY12,1991-06-01T00:00:00-03:00,7.58
1991-07-01,1991,1,7,BM12_DTEMY12,1991-07-01T00:00:00-03:00,7.36
1991-08-01,1991,1,8,BM12_DTEMY12,1991-08-01T00:00:00-03:00,7.08
1991-09-01,1991,1,9,BM12_DTEMY12,1991-09-01T00:00:00-03:00,6.64
1991-10-01,1991,1,10,BM12_DTEMY12,1991-10-01T00:00:00-03:00,6.71
1991-11-01,1991,1,11,BM12_DTEMY12,1991-11-01T00:00:00-03:00,6.85
1991-12-01,1991,1,12,BM12_DTEMY12,1991-12-01T00:00:00-02:00,7.22
1992-01-01,1992,1,1,BM12_DTEMY12,1992-01-01T00:00:00-02:00,7.35
1992-02-01,1992,1,2,BM12_DTEMY12,1992-02-01T00:00:00-02:00,7.47
1992-03-01,1992,1,3,BM12_DTEMY12,1992-03-01T00:00:00-03:00,7.76
1992-04-01,1992,1,4,BM12_DTEMY12,1992-04-01T00:00:00-03:00,7.83
1992-05-01,1992,1,5,BM12_DTEMY12,1992-05-01T00:00:00-03:00,7.77
1992-06-01,1992,1,6,BM12_DTEMY12,1992-06-01T00:00:00-03:00,7.86
1992-07-01,1992,1,7,BM12_DTEMY12,1992-07-01T00:00:00-03:00,7.95
1992-08-01,1992,1,8,BM12_DTEMY12,1992-08-01T00:00:00-03:00,7.89
1992-09-01,1992,1,9,BM12_DTEMY12,1992-09-01T00:00:00-03:00,7.9
1992-10-01,1992,1,10,BM12_DTEMY12,1992-10-01T00:00:00-03:00,8.09
1992-11-01,1992,1,11,BM12_DTEMY12,1992-11-01T00:00:00-03:00,8.39
1992-12-01,1992,1,12,BM12_DTEMY12,1992-12-01T00:00:00-02:00,9.21
1993-01-01,1993,1,1,BM12_DTEMY12,1993-01-01T00:00:00-02:00,9.1
1993-02-01,1993,1,2,BM12_DTEMY12,1993-02-01T00:00:00-02:00,9.18
1993-03-01,1993,1,3,BM12_DTEMY12,1993-03-01T00:00:00-03:00,9.38
1993-04-01,1993,1,4,BM12_DTEMY12,1993-04-01T00:00:00-03:00,9.22
1993-05-01,1993,1,5,BM12_DTEMY12,1993-05-01T00:00:00-03:00,9.28
1993-06-01,1993,1,6,BM12_DTEMY12,1993-06-01T00:00:00-03:00,9.14
1993-07-01,1993,1,7,BM12_DTEMY12,1993-07-01T00:00:00-03:00,8.96
1993-08-01,1993,1,8,BM12_DTEMY12,1993-08-01T00:00:00-03:00,8.88
1993-09-01,1993,1,9,BM12_DTEMY12,1993-09-01T00:00:00-03:00,9.03
1993-10-01,1993,1,10,BM12_DTEMY12,1993-10-01T00:00:00-03:00,9.09
1993-11-01,1993,1,11,BM12_DTEMY12,1993-11-01T00:00:00-03:00,9.13
