DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Meses)
2011-03-01,2011,1,3,BM12_CRLPCOPJ12,2011-03-01T00:00:00-03:00,21.08
2011-04-01,2011,1,4,BM12_CRLPCOPJ12,2011-04-01T00:00:00-03:00,25.28
2011-05-01,2011,1,5,BM12_CRLPCOPJ12,2011-05-01T00:00:00-03:00,20.38
2011-06-01,2011,1,6,BM12_CRLPCOPJ12,2011-06-01T00:00:00-03:00,23.29
2011-07-01,2011,1,7,BM12_CRLPCOPJ12,2011-07-01T00:00:00-03:00,22.56
2011-08-01,2011,1,8,BM12_CRLPCOPJ12,2011-08-01T00:00:00-03:00,22.9
2011-09-01,2011,1,9,BM12_CRLPCOPJ12,2011-09-01T00:00:00-03:00,21.19
2011-10-01,2011,1,10,BM12_CRLPCOPJ12,2011-10-01T00:00:00-03:00,20.53
2011-11-01,2011,1,11,BM12_CRLPCOPJ12,2011-11-01T00:00:00-02:00,24.03
2011-12-01,2011,1,12,BM12_CRLPCOPJ12,2011-12-01T00:00:00-02:00,23.19
2012-01-01,2012,1,1,BM12_CRLPCOPJ12,2012-01-01T00:00:00-02:00,23.4
2012-02-01,2012,1,2,BM12_CRLPCOPJ12,2012-02-01T00:00:00-02:00,21.76
2012-03-01,2012,1,3,BM12_CRLPCOPJ12,2012-03-01T00:00:00-03:00,23.25
2012-04-01,2012,1,4,BM12_CRLPCOPJ12,2012-04-01T00:00:00-03:00,23.95
2012-05-01,2012,1,5,BM12_CRLPCOPJ12,2012-05-01T00:00:00-03:00,23.58
2012-06-01,2012,1,6,BM12_CRLPCOPJ12,2012-06-01T00:00:00-03:00,27.26
2012-07-01,2012,1,7,BM12_CRLPCOPJ12,2012-07-01T00:00:00-03:00,22.76
2012-08-01,2012,1,8,BM12_CRLPCOPJ12,2012-08-01T00:00:00-03:00,23.5
2012-09-01,2012,1,9,BM12_CRLPCOPJ12,2012-09-01T00:00:00-03:00,24.94
2012-10-01,2012,1,10,BM12_CRLPCOPJ12,2012-10-01T00:00:00-03:00,29.08
2012-11-01,2012,1,11,BM12_CRLPCOPJ12,2012-11-01T00:00:00-02:00,23.95
2012-12-01,2012,1,12,BM12_CRLPCOPJ12,2012-12-01T00:00:00-02:00,30.1
2013-01-01,2013,1,1,BM12_CRLPCOPJ12,2013-01-01T00:00:00-02:00,26.9
2013-02-01,2013,1,2,BM12_CRLPCOPJ12,2013-02-01T00:00:00-02:00,21.63
2013-03-01,2013,1,3,BM12_CRLPCOPJ12,2013-03-01T00:00:00-03:00,25.33
2013-04-01,2013,1,4,BM12_CRLPCOPJ12,2013-04-01T00:00:00-03:00,29.16
2013-05-01,2013,1,5,BM12_CRLPCOPJ12,2013-05-01T00:00:00-03:00,29.55
2013-06-01,2013,1,6,BM12_CRLPCOPJ12,2013-06-01T00:00:00-03:00,29.83
2013-07-01,2013,1,7,BM12_CRLPCOPJ12,2013-07-01T00:00:00-03:00,25.33
2013-08-01,2013,1,8,BM12_CRLPCOPJ12,2013-08-01T00:00:00-03:00,23.59
2013-09-01,2013,1,9,BM12_CRLPCOPJ12,2013-09-01T00:00:00-03:00,28.87
2013-10-01,2013,1,10,BM12_CRLPCOPJ12,2013-10-01T00:00:00-03:00,22.24
2013-11-01,2013,1,11,BM12_CRLPCOPJ12,2013-11-01T00:00:00-02:00,23.88
2013-12-01,2013,1,12,BM12_CRLPCOPJ12,2013-12-01T00:00:00-02:00,30.24
2014-01-01,2014,1,1,BM12_CRLPCOPJ12,2014-01-01T00:00:00-02:00,23.53
2014-02-01,2014,1,2,BM12_CRLPCOPJ12,2014-02-01T00:00:00-02:00,21.87
2014-03-01,2014,1,3,BM12_CRLPCOPJ12,2014-03-01T00:00:00-03:00,30.5
2014-04-01,2014,1,4,BM12_CRLPCOPJ12,2014-04-01T00:00:00-03:00,28.09
2014-05-01,2014,1,5,BM12_CRLPCOPJ12,2014-05-01T00:00:00-03:00,22.69
2014-06-01,2014,1,6,BM12_CRLPCOPJ12,2014-06-01T00:00:00-03:00,25.75
2014-07-01,2014,1,7,BM12_CRLPCOPJ12,2014-07-01T00:00:00-03:00,28.67
2014-08-01,2014,1,8,BM12_CRLPCOPJ12,2014-08-01T00:00:00-03:00,28.4
2014-09-01,2014,1,9,BM12_CRLPCOPJ12,2014-09-01T00:00:00-03:00,32.08
2014-10-01,2014,1,10,BM12_CRLPCOPJ12,2014-10-01T00:00:00-03:00,26.92
2014-11-01,2014,1,11,BM12_CRLPCOPJ12,2014-11-01T00:00:00-02:00,24.84
2014-12-01,2014,1,12,BM12_CRLPCOPJ12,2014-12-01T00:00:00-02:00,28.02
2015-01-01,2015,1,1,BM12_CRLPCOPJ12,2015-01-01T00:00:00-02:00,27.58
2015-02-01,2015,1,2,BM12_CRLPCOPJ12,2015-02-01T00:00:00-02:00,22.95
2015-03-01,2015,1,3,BM12_CRLPCOPJ12,2015-03-01T00:00:00-03:00,27.78
2015-04-01,2015,1,4,BM12_CRLPCOPJ12,2015-04-01T00:00:00-03:00,23.85
2015-05-01,2015,1,5,BM12_CRLPCOPJ12,2015-05-01T00:00:00-03:00,23.3
2015-06-01,2015,1,6,BM12_CRLPCOPJ12,2015-06-01T00:00:00-03:00,26.92
2015-07-01,2015,1,7,BM12_CRLPCOPJ12,2015-07-01T00:00:00-03:00,25.79
2015-08-01,2015,1,8,BM12_CRLPCOPJ12,2015-08-01T00:00:00-03:00,25.2
2015-09-01,2015,1,9,BM12_CRLPCOPJ12,2015-09-01T00:00:00-03:00,22.65
2015-10-01,2015,1,10,BM12_CRLPCOPJ12,2015-10-01T00:00:00-03:00,21.61
2015-11-01,2015,1,11,BM12_CRLPCOPJ12,2015-11-01T00:00:00-02:00,28.17
2015-12-01,2015,1,12,BM12_CRLPCOPJ12,2015-12-01T00:00:00-02:00,34.16
2016-01-01,2016,1,1,BM12_CRLPCOPJ12,2016-01-01T00:00:00-02:00,21.45
2016-02-01,2016,1,2,BM12_CRLPCOPJ12,2016-02-01T00:00:00-02:00,22.22
2016-03-01,2016,1,3,BM12_CRLPCOPJ12,2016-03-01T00:00:00-03:00,23.66
2016-04-01,2016,1,4,BM12_CRLPCOPJ12,2016-04-01T00:00:00-03:00,26.23
2016-05-01,2016,1,5,BM12_CRLPCOPJ12,2016-05-01T00:00:00-03:00,32.25
2016-06-01,2016,1,6,BM12_CRLPCOPJ12,2016-06-01T00:00:00-03:00,25.76
2016-07-01,2016,1,7,BM12_CRLPCOPJ12,2016-07-01T00:00:00-03:00,31.98
2016-08-01,2016,1,8,BM12_CRLPCOPJ12,2016-08-01T00:00:00-03:00,22.24
2016-09-01,2016,1,9,BM12_CRLPCOPJ12,2016-09-01T00:00:00-03:00,42.81
2016-10-01,2016,1,10,BM12_CRLPCOPJ12,2016-10-01T00:00:00-03:00,22.02
2016-11-01,2016,1,11,BM12_CRLPCOPJ12,2016-11-01T00:00:00-02:00,23.85
2016-12-01,2016,1,12,BM12_CRLPCOPJ12,2016-12-01T00:00:00-02:00,31.83
2017-01-01,2017,1,1,BM12_CRLPCOPJ12,2017-01-01T00:00:00-02:00,30.67
2017-02-01,2017,1,2,BM12_CRLPCOPJ12,2017-02-01T00:00:00-02:00,21.49
2017-03-01,2017,1,3,BM12_CRLPCOPJ12,2017-03-01T00:00:00-03:00,25.17
2017-04-01,2017,1,4,BM12_CRLPCOPJ12,2017-04-01T00:00:00-03:00,26.68
2017-05-01,2017,1,5,BM12_CRLPCOPJ12,2017-05-01T00:00:00-03:00,23.24
2017-06-01,2017,1,6,BM12_CRLPCOPJ12,2017-06-01T00:00:00-03:00,29.59
2017-07-01,2017,1,7,BM12_CRLPCOPJ12,2017-07-01T00:00:00-03:00,23.99
2017-08-01,2017,1,8,BM12_CRLPCOPJ12,2017-08-01T00:00:00-03:00,24.08
2017-09-01,2017,1,9,BM12_CRLPCOPJ12,2017-09-01T00:00:00-03:00,24.06
2017-10-01,2017,1,10,BM12_CRLPCOPJ12,2017-10-01T00:00:00-03:00,23.28
2017-11-01,2017,1,11,BM12_CRLPCOPJ12,2017-11-01T00:00:00-02:00,23.35
