DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Meses)
2017-12-01,2017,1,12,BM12_CRLPCOPJ12,2017-12-01T00:00:00-02:00,27.21
2018-01-01,2018,1,1,BM12_CRLPCOPJ12,2018-01-01T00:00:00-02:00,24.67
2018-02-01,2018,1,2,BM12_CRLPCOPJ12,2018-02-01T00:00:00-02:00,29.95
2018-03-01,2018,1,3,BM12_CRLPCOPJ12,2018-03-01T00:00:00-03:00,25.31
2018-04-01,2018,1,4,BM12_CRLPCOPJ12,2018-04-01T00:00:00-03:00,26.75
2018-05-01,2018,1,5,BM12_CRLPCOPJ12,2018-05-01T00:00:00-03:00,24.95
2018-06-01,2018,1,6,BM12_CRLPCOPJ12,2018-06-01T00:00:00-03:00,26.81
2018-07-01,2018,1,7,BM12_CRLPCOPJ12,2018-07-01T00:00:00-03:00,27.09
2018-08-01,2018,1,8,BM12_CRLPCOPJ12,2018-08-01T00:00:00-03:00,25.06
2018-09-01,2018,1,9,BM12_CRLPCOPJ12,2018-09-01T00:00:00-03:00,22.99
2018-10-01,2018,1,10,BM12_CRLPCOPJ12,2018-10-01T00:00:00-03:00,26.16
2018-11-01,2018,1,11,BM12_CRLPCOPJ12,2018-11-01T00:00:00-03:00,23.36
2018-12-01,2018,1,12,BM12_CRLPCOPJ12,2018-12-01T00:00:00-02:00,26.58
2019-01-01,2019,1,1,BM12_CRLPCOPJ12,2019-01-01T00:00:00-02:00,22.79
2019-02-01,2019,1,2,BM12_CRLPCOPJ12,2019-02-01T00:00:00-02:00,21.55
2019-03-01,2019,1,3,BM12_CRLPCOPJ12,2019-03-01T00:00:00-03:00,22.95
2019-04-01,2019,1,4,BM12_CRLPCOPJ12,2019-04-01T00:00:00-03:00,23.07
2019-05-01,2019,1,5,BM12_CRLPCOPJ12,2019-05-01T00:00:00-03:00,25.1
2019-06-01,2019,1,6,BM12_CRLPCOPJ12,2019-06-01T00:00:00-03:00,24.91
2019-07-01,2019,1,7,BM12_CRLPCOPJ12,2019-07-01T00:00:00-03:00,24.36
2019-08-01,2019,1,8,BM12_CRLPCOPJ12,2019-08-01T00:00:00-03:00,25.43
2019-09-01,2019,1,9,BM12_CRLPCOPJ12,2019-09-01T00:00:00-03:00,24.24
2019-10-01,2019,1,10,BM12_CRLPCOPJ12,2019-10-01T00:00:00-03:00,26.23
2019-11-01,2019,1,11,BM12_CRLPCOPJ12,2019-11-01T00:00:00-03:00,27.16
2019-12-01,2019,1,12,BM12_CRLPCOPJ12,2019-12-01T00:00:00-03:00,26.5
2020-01-01,2020,1,1,BM12_CRLPCOPJ12,2020-01-01T00:00:00-03:00,24.0
2020-02-01,2020,1,2,BM12_CRLPCOPJ12,2020-02-01T00:00:00-03:00,25.68
2020-03-01,2020,1,3,BM12_CRLPCOPJ12,2020-03-01T00:00:00-03:00,22.43
2020-04-01,2020,1,4,BM12_CRLPCOPJ12,2020-04-01T00:00:00-03:00,21.07
2020-05-01,2020,1,5,BM12_CRLPCOPJ12,2020-05-01T00:00:00-03:00,24.22
2020-06-01,2020,1,6,BM12_CRLPCOPJ12,2020-06-01T00:00:00-03:00,23.35
2020-07-01,2020,1,7,BM12_CRLPCOPJ12,2020-07-01T00:00:00-03:00,25.22
2020-08-01,2020,1,8,BM12_CRLPCOPJ12,2020-08-01T00:00:00-03:00,26.07
2020-09-01,2020,1,9,BM12_CRLPCOPJ12,2020-09-01T00:00:00-03:00,23.28
2020-10-01,2020,1,10,BM12_CRLPCOPJ12,2020-10-01T00:00:00-03:00,24.76
2020-11-01,2020,1,11,BM12_CRLPCOPJ12,2020-11-01T00:00:00-03:00,28.79
2020-12-01,2020,1,12,BM12_CRLPCOPJ12,2020-12-01T00:00:00-03:00,27.72
2021-01-01,2021,1,1,BM12_CRLPCOPJ12,2021-01-01T00:00:00-03:00,25.86
