DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
2011-03-01,2011,1,3,BM12_CRDTJPJ12,2011-03-01T00:00:00-03:00,9.57
2011-04-01,2011,1,4,BM12_CRDTJPJ12,2011-04-01T00:00:00-03:00,10.17
2011-05-01,2011,1,5,BM12_CRDTJPJ12,2011-05-01T00:00:00-03:00,10.4
2011-06-01,2011,1,6,BM12_CRDTJPJ12,2011-06-01T00:00:00-03:00,10.01
2011-07-01,2011,1,7,BM12_CRDTJPJ12,2011-07-01T00:00:00-03:00,9.62
2011-08-01,2011,1,8,BM12_CRDTJPJ12,2011-08-01T00:00:00-03:00,10.24
2011-09-01,2011,1,9,BM12_CRDTJPJ12,2011-09-01T00:00:00-03:00,10.02
2011-10-01,2011,1,10,BM12_CRDTJPJ12,2011-10-01T00:00:00-03:00,9.94
2011-11-01,2011,1,11,BM12_CRDTJPJ12,2011-11-01T00:00:00-02:00,9.39
2011-12-01,2011,1,12,BM12_CRDTJPJ12,2011-12-01T00:00:00-02:00,9.56
2012-01-01,2012,1,1,BM12_CRDTJPJ12,2012-01-01T00:00:00-02:00,10.81
2012-02-01,2012,1,2,BM12_CRDTJPJ12,2012-02-01T00:00:00-02:00,10.28
2012-03-01,2012,1,3,BM12_CRDTJPJ12,2012-03-01T00:00:00-03:00,10.37
2012-04-01,2012,1,4,BM12_CRDTJPJ12,2012-04-01T00:00:00-03:00,10.75
2012-05-01,2012,1,5,BM12_CRDTJPJ12,2012-05-01T00:00:00-03:00,9.75
2012-06-01,2012,1,6,BM12_CRDTJPJ12,2012-06-01T00:00:00-03:00,9.13
2012-07-01,2012,1,7,BM12_CRDTJPJ12,2012-07-01T00:00:00-03:00,8.46
2012-08-01,2012,1,8,BM12_CRDTJPJ12,2012-08-01T00:00:00-03:00,8.48
2012-09-01,2012,1,9,BM12_CRDTJPJ12,2012-09-01T00:00:00-03:00,8.1
2012-10-01,2012,1,10,BM12_CRDTJPJ12,2012-10-01T00:00:00-03:00,7.85
2012-11-01,2012,1,11,BM12_CRDTJPJ12,2012-11-01T00:00:00-02:00,7.62
2012-12-01,2012,1,12,BM12_CRDTJPJ12,2012-12-01T00:00:00-02:00,7.14
2013-01-01,2013,1,1,BM12_CRDTJPJ12,2013-01-01T00:00:00-02:00,7.55
2013-02-01,2013,1,2,BM12_CRDTJPJ12,2013-02-01T00:00:00-02:00,7.44
2013-03-01,2013,1,3,BM12_CRDTJPJ12,2013-03-01T00:00:00-03:00,7.46
2013-04-01,2013,1,4,BM12_CRDTJPJ12,2013-04-01T00:00:00-03:00,7.03
2013-05-01,2013,1,5,BM12_CRDTJPJ12,2013-05-01T00:00:00-03:00,6.87
