DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2013-12-01,2013,1,12,PNADC12_PD12,2013-12-01T00:00:00-02:00,6013.0
2014-01-01,2014,1,1,PNADC12_PD12,2014-01-01T00:00:00-02:00,6218.0
2014-02-01,2014,1,2,PNADC12_PD12,2014-02-01T00:00:00-02:00,6579.0
2014-03-01,2014,1,3,PNADC12_PD12,2014-03-01T00:00:00-03:00,7001.0
2014-04-01,2014,1,4,PNADC12_PD12,2014-04-01T00:00:00-03:00,6995.0
2014-05-01,2014,1,5,PNADC12_PD12,2014-05-01T00:00:00-03:00,6842.0
2014-06-01,2014,1,6,PNADC12_PD12,2014-06-01T00:00:00-03:00,6723.0
2014-07-01,2014,1,7,PNADC12_PD12,2014-07-01T00:00:00-03:00,6768.0
2014-08-01,2014,1,8,PNADC12_PD12,2014-08-01T00:00:00-03:00,6752.0
2014-09-01,2014,1,9,PNADC12_PD12,2014-09-01T00:00:00-03:00,6662.0
2014-10-01,2014,1,10,PNADC12_PD12,2014-10-01T00:00:00-03:00,6522.0
2014-11-01,2014,1,11,PNADC12_PD12,2014-11-01T00:00:00-02:00,6408.0
2014-12-01,2014,1,12,PNADC12_PD12,2014-12-01T00:00:00-02:00,6409.0
2015-01-01,2015,1,1,PNADC12_PD12,2015-01-01T00:00:00-02:00,6720.0
2015-02-01,2015,1,2,PNADC12_PD12,2015-02-01T00:00:00-02:00,7353.0
2015-03-01,2015,1,3,PNADC12_PD12,2015-03-01T00:00:00-03:00,7883.0
2015-04-01,2015,1,4,PNADC12_PD12,2015-04-01T00:00:00-03:00,7975.0
2015-05-01,2015,1,5,PNADC12_PD12,2015-05-01T00:00:00-03:00,8103.0
2015-06-01,2015,1,6,PNADC12_PD12,2015-06-01T00:00:00-03:00,8300.0
2015-07-01,2015,1,7,PNADC12_PD12,2015-07-01T00:00:00-03:00,8568.0
2015-08-01,2015,1,8,PNADC12_PD12,2015-08-01T00:00:00-03:00,8748.0
2015-09-01,2015,1,9,PNADC12_PD12,2015-09-01T00:00:00-03:00,8922.0
2015-10-01,2015,1,10,PNADC12_PD12,2015-10-01T00:00:00-03:00,9014.0
2015-11-01,2015,1,11,PNADC12_PD12,2015-11-01T00:00:00-02:00,9059.0
2015-12-01,2015,1,12,PNADC12_PD12,2015-12-01T00:00:00-02:00,9019.0
2016-01-01,2016,1,1,PNADC12_PD12,2016-01-01T00:00:00-02:00,9560.0
2016-02-01,2016,1,2,PNADC12_PD12,2016-02-01T00:00:00-02:00,10308.0
2016-03-01,2016,1,3,PNADC12_PD12,2016-03-01T00:00:00-03:00,11023.0
2016-04-01,2016,1,4,PNADC12_PD12,2016-04-01T00:00:00-03:00,11346.0
2016-05-01,2016,1,5,PNADC12_PD12,2016-05-01T00:00:00-03:00,11376.0
2016-06-01,2016,1,6,PNADC12_PD12,2016-06-01T00:00:00-03:00,11523.0
2016-07-01,2016,1,7,PNADC12_PD12,2016-07-01T00:00:00-03:00,11782.0
2016-08-01,2016,1,8,PNADC12_PD12,2016-08-01T00:00:00-03:00,11958.0
2016-09-01,2016,1,9,PNADC12_PD12,2016-09-01T00:00:00-03:00,11958.0
2016-10-01,2016,1,10,PNADC12_PD12,2016-10-01T00:00:00-03:00,11979.0
2016-11-01,2016,1,11,PNADC12_PD12,2016-11-01T00:00:00-02:00,12069.0
2016-12-01,2016,1,12,PNADC12_PD12,2016-12-01T00:00:00-02:00,12278.0
2017-01-01,2017,1,1,PNADC12_PD12,2017-01-01T00:00:00-02:00,12855.0
2017-02-01,2017,1,2,PNADC12_PD12,2017-02-01T00:00:00-02:00,13479.0
2017-03-01,2017,1,3,PNADC12_PD12,2017-03-01T00:00:00-03:00,14105.0
2017-04-01,2017,1,4,PNADC12_PD12,2017-04-01T00:00:00-03:00,13979.0
2017-05-01,2017,1,5,PNADC12_PD12,2017-05-01T00:00:00-03:00,13707.0
2017-06-01,2017,1,6,PNADC12_PD12,2017-06-01T00:00:00-03:00,13426.0
2017-07-01,2017,1,7,PNADC12_PD12,2017-07-01T00:00:00-03:00,13269.0
2017-08-01,2017,1,8,PNADC12_PD12,2017-08-01T00:00:00-03:00,13057.0
2017-09-01,2017,1,9,PNADC12_PD12,2017-09-01T00:00:00-03:00,12906.0
2017-10-01,2017,1,10,PNADC12_PD12,2017-10-01T00:00:00-03:00,12689.0
2017-11-01,2017,1,11,PNADC12_PD12,2017-11-01T00:00:00-02:00,12522.0
2017-12-01,2017,1,12,PNADC12_PD12,2017-12-01T00:00:00-02:00,12267.0
2018-01-01,2018,1,1,PNADC12_PD12,2018-01-01T00:00:00-02:00,12642.0
2018-02-01,2018,1,2,PNADC12_PD12,2018-02-01T00:00:00-02:00,13070.0
2018-03-01,2018,1,3,PNADC12_PD12,2018-03-01T00:00:00-03:00,13634.0
2018-04-01,2018,1,4,PNADC12_PD12,2018-04-01T00:00:00-03:00,13361.0
2018-05-01,2018,1,5,PNADC12_PD12,2018-05-01T00:00:00-03:00,13190.0
2018-06-01,2018,1,6,PNADC12_PD12,2018-06-01T00:00:00-03:00,12923.0
2018-07-01,2018,1,7,PNADC12_PD12,2018-07-01T00:00:00-03:00,12827.0
2018-08-01,2018,1,8,PNADC12_PD12,2018-08-01T00:00:00-03:00,12665.0
2018-09-01,2018,1,9,PNADC12_PD12,2018-09-01T00:00:00-03:00,12450.0
2018-10-01,2018,1,10,PNADC12_PD12,2018-10-01T00:00:00-03:00,12309.0
2018-11-01,2018,1,11,PNADC12_PD12,2018-11-01T00:00:00-03:00,12164.0
2018-12-01,2018,1,12,PNADC12_PD12,2018-12-01T00:00:00-02:00,12152.0
2019-01-01,2019,1,1,PNADC12_PD12,2019-01-01T00:00:00-02:00,12625.0
2019-02-01,2019,1,2,PNADC12_PD12,2019-02-01T00:00:00-02:00,13053.0
2019-03-01,2019,1,3,PNADC12_PD12,2019-03-01T00:00:00-03:00,13387.0
2019-04-01,2019,1,4,PNADC12_PD12,2019-04-01T00:00:00-03:00,13177.0
2019-05-01,2019,1,5,PNADC12_PD12,2019-05-01T00:00:00-03:00,12984.0
2019-06-01,2019,1,6,PNADC12_PD12,2019-06-01T00:00:00-03:00,12766.0
2019-07-01,2019,1,7,PNADC12_PD12,2019-07-01T00:00:00-03:00,12569.0
2019-08-01,2019,1,8,PNADC12_PD12,2019-08-01T00:00:00-03:00,12565.0
2019-09-01,2019,1,9,PNADC12_PD12,2019-09-01T00:00:00-03:00,12515.0
2019-10-01,2019,1,10,PNADC12_PD12,2019-10-01T00:00:00-03:00,12367.0
2019-11-01,2019,1,11,PNADC12_PD12,2019-11-01T00:00:00-03:00,11863.0
2019-12-01,2019,1,12,PNADC12_PD12,2019-12-01T00:00:00-03:00,11632.0
2020-01-01,2020,1,1,PNADC12_PD12,2020-01-01T00:00:00-03:00,11913.0
2020-02-01,2020,1,2,PNADC12_PD12,2020-02-01T00:00:00-03:00,12343.0
2020-03-01,2020,1,3,PNADC12_PD12,2020-03-01T00:00:00-03:00,12850.0
2020-04-01,2020,1,4,PNADC12_PD12,2020-04-01T00:00:00-03:00,12811.0
2020-05-01,2020,1,5,PNADC12_PD12,2020-05-01T00:00:00-03:00,12710.0
2020-06-01,2020,1,6,PNADC12_PD12,2020-06-01T00:00:00-03:00,12791.0
2020-07-01,2020,1,7,PNADC12_PD12,2020-07-01T00:00:00-03:00,13130.0
2020-08-01,2020,1,8,PNADC12_PD12,2020-08-01T00:00:00-03:00,13794.0
2020-09-01,2020,1,9,PNADC12_PD12,2020-09-01T00:00:00-03:00,14092.0
2020-10-01,2020,1,10,PNADC12_PD12,2020-10-01T00:00:00-03:00,14061.0
2020-11-01,2020,1,11,PNADC12_PD12,2020-11-01T00:00:00-03:00,14023.0
2020-12-01,2020,1,12,PNADC12_PD12,2020-12-01T00:00:00-03:00,13925.0
