DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2012-03-01,2012,1,3,PNADC12_PD12,2012-03-01T00:00:00-03:00,7559.0
2012-04-01,2012,1,4,PNADC12_PD12,2012-04-01T00:00:00-03:00,7426.0
2012-05-01,2012,1,5,PNADC12_PD12,2012-05-01T00:00:00-03:00,7317.0
2012-06-01,2012,1,6,PNADC12_PD12,2012-06-01T00:00:00-03:00,7245.0
2012-07-01,2012,1,7,PNADC12_PD12,2012-07-01T00:00:00-03:00,7162.0
2012-08-01,2012,1,8,PNADC12_PD12,2012-08-01T00:00:00-03:00,7030.0
2012-09-01,2012,1,9,PNADC12_PD12,2012-09-01T00:00:00-03:00,6815.0
2012-10-01,2012,1,10,PNADC12_PD12,2012-10-01T00:00:00-03:00,6639.0
2012-11-01,2012,1,11,PNADC12_PD12,2012-11-01T00:00:00-02:00,6519.0
2012-12-01,2012,1,12,PNADC12_PD12,2012-12-01T00:00:00-02:00,6611.0
2013-01-01,2013,1,1,PNADC12_PD12,2013-01-01T00:00:00-02:00,6953.0
2013-02-01,2013,1,2,PNADC12_PD12,2013-02-01T00:00:00-02:00,7444.0
2013-03-01,2013,1,3,PNADC12_PD12,2013-03-01T00:00:00-03:00,7704.0
2013-04-01,2013,1,4,PNADC12_PD12,2013-04-01T00:00:00-03:00,7596.0
2013-05-01,2013,1,5,PNADC12_PD12,2013-05-01T00:00:00-03:00,7355.0
2013-06-01,2013,1,6,PNADC12_PD12,2013-06-01T00:00:00-03:00,7225.0
2013-07-01,2013,1,7,PNADC12_PD12,2013-07-01T00:00:00-03:00,7093.0
2013-08-01,2013,1,8,PNADC12_PD12,2013-08-01T00:00:00-03:00,6917.0
2013-09-01,2013,1,9,PNADC12_PD12,2013-09-01T00:00:00-03:00,6753.0
2013-10-01,2013,1,10,PNADC12_PD12,2013-10-01T00:00:00-03:00,6528.0
2013-11-01,2013,1,11,PNADC12_PD12,2013-11-01T00:00:00-02:00,6309.0
