DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (GWh)
1996-01-01,1996,1,1,ONS12_CONV12,1996-01-01T00:00:00-02:00,398.8584
1996-02-01,1996,1,2,ONS12_CONV12,1996-02-01T00:00:00-02:00,264.7206
1996-03-01,1996,1,3,ONS12_CONV12,1996-03-01T00:00:00-03:00,348.192
1996-04-01,1996,1,4,ONS12_CONV12,1996-04-01T00:00:00-03:00,461.1168
1996-05-01,1996,1,5,ONS12_CONV12,1996-05-01T00:00:00-03:00,580.9152
1996-06-01,1996,1,6,ONS12_CONV12,1996-06-01T00:00:00-03:00,567.432
1996-07-01,1996,1,7,ONS12_CONV12,1996-07-01T00:00:00-03:00,628.0104
1996-08-01,1996,1,8,ONS12_CONV12,1996-08-01T00:00:00-03:00,599.9616
1996-09-01,1996,1,9,ONS12_CONV12,1996-09-01T00:00:00-03:00,641.304
1996-10-01,1996,1,10,ONS12_CONV12,1996-10-01T00:00:00-03:00,630.807
1996-11-01,1996,1,11,ONS12_CONV12,1996-11-01T00:00:00-03:00,561.6
1996-12-01,1996,1,12,ONS12_CONV12,1996-12-01T00:00:00-02:00,632.772
1997-01-01,1997,1,1,ONS12_CONV12,1997-01-01T00:00:00-02:00,528.24
1997-02-01,1997,1,2,ONS12_CONV12,1997-02-01T00:00:00-02:00,435.8348
1997-03-01,1997,1,3,ONS12_CONV12,1997-03-01T00:00:00-03:00,486.41232
1997-04-01,1997,1,4,ONS12_CONV12,1997-04-01T00:00:00-03:00,540.216
1997-05-01,1997,1,5,ONS12_CONV12,1997-05-01T00:00:00-03:00,859.0224
1997-06-01,1997,1,6,ONS12_CONV12,1997-06-01T00:00:00-03:00,762.408
1997-07-01,1997,1,7,ONS12_CONV12,1997-07-01T00:00:00-03:00,579.576
1997-08-01,1997,1,8,ONS12_CONV12,1997-08-01T00:00:00-03:00,581.9568
1997-09-01,1997,1,9,ONS12_CONV12,1997-09-01T00:00:00-03:00,558.0
1997-10-01,1997,1,10,ONS12_CONV12,1997-10-01T00:00:00-03:00,611.3404
1997-11-01,1997,1,11,ONS12_CONV12,1997-11-01T00:00:00-03:00,601.56
1997-12-01,1997,1,12,ONS12_CONV12,1997-12-01T00:00:00-02:00,565.6632
1998-01-01,1998,1,1,ONS12_CONV12,1998-01-01T00:00:00-02:00,505.76376
1998-02-01,1998,1,2,ONS12_CONV12,1998-02-01T00:00:00-02:00,470.75677
1998-03-01,1998,1,3,ONS12_CONV12,1998-03-01T00:00:00-03:00,537.04896
1998-04-01,1998,1,4,ONS12_CONV12,1998-04-01T00:00:00-03:00,620.0856
1998-05-01,1998,1,5,ONS12_CONV12,1998-05-01T00:00:00-03:00,528.11352
1998-06-01,1998,1,6,ONS12_CONV12,1998-06-01T00:00:00-03:00,501.0624
1998-07-01,1998,1,7,ONS12_CONV12,1998-07-01T00:00:00-03:00,578.1438
1998-08-01,1998,1,8,ONS12_CONV12,1998-08-01T00:00:00-03:00,585.83304
1998-09-01,1998,1,9,ONS12_CONV12,1998-09-01T00:00:00-03:00,610.1712
1998-10-01,1998,1,10,ONS12_CONV12,1998-10-01T00:00:00-03:00,555.584937
1998-11-01,1998,1,11,ONS12_CONV12,1998-11-01T00:00:00-03:00,509.38344
1998-12-01,1998,1,12,ONS12_CONV12,1998-12-01T00:00:00-02:00,602.5806
1999-01-01,1999,1,1,ONS12_CONV12,1999-01-01T00:00:00-02:00,762.2218
1999-02-01,1999,1,2,ONS12_CONV12,1999-02-01T00:00:00-02:00,841.2176
1999-03-01,1999,1,3,ONS12_CONV12,1999-03-01T00:00:00-03:00,930.6622
1999-04-01,1999,1,4,ONS12_CONV12,1999-04-01T00:00:00-03:00,907.7362
1999-05-01,1999,1,5,ONS12_CONV12,1999-05-01T00:00:00-03:00,1012.5535
1999-06-01,1999,1,6,ONS12_CONV12,1999-06-01T00:00:00-03:00,1073.396
1999-07-01,1999,1,7,ONS12_CONV12,1999-07-01T00:00:00-03:00,805.8943
1999-08-01,1999,1,8,ONS12_CONV12,1999-08-01T00:00:00-03:00,1016.7862
1999-09-01,1999,1,9,ONS12_CONV12,1999-09-01T00:00:00-03:00,1072.2338
1999-10-01,1999,1,10,ONS12_CONV12,1999-10-01T00:00:00-03:00,1185.7036
1999-11-01,1999,1,11,ONS12_CONV12,1999-11-01T00:00:00-03:00,1239.9164
1999-12-01,1999,1,12,ONS12_CONV12,1999-12-01T00:00:00-02:00,1484.464
2000-01-01,2000,1,1,ONS12_CONV12,2000-01-01T00:00:00-02:00,1459.63820064
2000-02-01,2000,1,2,ONS12_CONV12,2000-02-01T00:00:00-02:00,1400.01600046
2000-03-01,2000,1,3,ONS12_CONV12,2000-03-01T00:00:00-03:00,1294.50937925
2000-04-01,2000,1,4,ONS12_CONV12,2000-04-01T00:00:00-03:00,1060.0169
2000-05-01,2000,1,5,ONS12_CONV12,2000-05-01T00:00:00-03:00,1354.0935
2000-06-01,2000,1,6,ONS12_CONV12,2000-06-01T00:00:00-03:00,1429.0653
2000-07-01,2000,1,7,ONS12_CONV12,2000-07-01T00:00:00-03:00,1304.2169
2000-08-01,2000,1,8,ONS12_CONV12,2000-08-01T00:00:00-03:00,1329.2485
2000-09-01,2000,1,9,ONS12_CONV12,2000-09-01T00:00:00-03:00,1008.16393
2000-10-01,2000,1,10,ONS12_CONV12,2000-10-01T00:00:00-03:00,983.22526088
2000-11-01,2000,1,11,ONS12_CONV12,2000-11-01T00:00:00-03:00,1162.8538
2000-12-01,2000,1,12,ONS12_CONV12,2000-12-01T00:00:00-02:00,1435.8666
2001-01-01,2001,1,1,ONS12_CONV12,2001-01-01T00:00:00-02:00,1438.7147
2001-02-01,2001,1,2,ONS12_CONV12,2001-02-01T00:00:00-02:00,1358.2737
2001-03-01,2001,1,3,ONS12_CONV12,2001-03-01T00:00:00-03:00,1625.3902
2001-04-01,2001,1,4,ONS12_CONV12,2001-04-01T00:00:00-03:00,1603.57448
2001-05-01,2001,1,5,ONS12_CONV12,2001-05-01T00:00:00-03:00,1808.9454
2001-06-01,2001,1,6,ONS12_CONV12,2001-06-01T00:00:00-03:00,1627.7172
2001-07-01,2001,1,7,ONS12_CONV12,2001-07-01T00:00:00-03:00,1465.8801
2001-08-01,2001,1,8,ONS12_CONV12,2001-08-01T00:00:00-03:00,1743.8664
2001-09-01,2001,1,9,ONS12_CONV12,2001-09-01T00:00:00-03:00,1707.08137
2001-10-01,2001,1,10,ONS12_CONV12,2001-10-01T00:00:00-03:00,1617.19937954
2001-11-01,2001,1,11,ONS12_CONV12,2001-11-01T00:00:00-03:00,1877.22724
2001-12-01,2001,1,12,ONS12_CONV12,2001-12-01T00:00:00-02:00,1855.62618
2002-01-01,2002,1,1,ONS12_CONV12,2002-01-01T00:00:00-02:00,1898.54461
2002-02-01,2002,1,2,ONS12_CONV12,2002-02-01T00:00:00-02:00,1486.75127
