DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((%))
2000-01-01,2000,1,1,BM12_TPFIPMA12,2000-01-01T00:00:00-02:00,2.34
2000-02-01,2000,1,2,BM12_TPFIPMA12,2000-02-01T00:00:00-02:00,2.56
2000-03-01,2000,1,3,BM12_TPFIPMA12,2000-03-01T00:00:00-03:00,2.77
2000-04-01,2000,1,4,BM12_TPFIPMA12,2000-04-01T00:00:00-03:00,5.59
2000-05-01,2000,1,5,BM12_TPFIPMA12,2000-05-01T00:00:00-03:00,5.46
2000-06-01,2000,1,6,BM12_TPFIPMA12,2000-06-01T00:00:00-03:00,5.39
2000-07-01,2000,1,7,BM12_TPFIPMA12,2000-07-01T00:00:00-03:00,5.58
2000-08-01,2000,1,8,BM12_TPFIPMA12,2000-08-01T00:00:00-03:00,5.74
2000-09-01,2000,1,9,BM12_TPFIPMA12,2000-09-01T00:00:00-03:00,5.75
2000-10-01,2000,1,10,BM12_TPFIPMA12,2000-10-01T00:00:00-03:00,5.79
2000-11-01,2000,1,11,BM12_TPFIPMA12,2000-11-01T00:00:00-03:00,5.85
2000-12-01,2000,1,12,BM12_TPFIPMA12,2000-12-01T00:00:00-02:00,5.99
2001-01-01,2001,1,1,BM12_TPFIPMA12,2001-01-01T00:00:00-02:00,6.78
2001-02-01,2001,1,2,BM12_TPFIPMA12,2001-02-01T00:00:00-02:00,7.16
2001-03-01,2001,1,3,BM12_TPFIPMA12,2001-03-01T00:00:00-03:00,7.11
2001-04-01,2001,1,4,BM12_TPFIPMA12,2001-04-01T00:00:00-03:00,7.15
2001-05-01,2001,1,5,BM12_TPFIPMA12,2001-05-01T00:00:00-03:00,7.39
2001-06-01,2001,1,6,BM12_TPFIPMA12,2001-06-01T00:00:00-03:00,7.06
2001-07-01,2001,1,7,BM12_TPFIPMA12,2001-07-01T00:00:00-03:00,6.66
2001-08-01,2001,1,8,BM12_TPFIPMA12,2001-08-01T00:00:00-03:00,6.8
2001-09-01,2001,1,9,BM12_TPFIPMA12,2001-09-01T00:00:00-03:00,6.83
2001-10-01,2001,1,10,BM12_TPFIPMA12,2001-10-01T00:00:00-03:00,6.89
2001-11-01,2001,1,11,BM12_TPFIPMA12,2001-11-01T00:00:00-03:00,7.23
2001-12-01,2001,1,12,BM12_TPFIPMA12,2001-12-01T00:00:00-02:00,7.21
2002-01-01,2002,1,1,BM12_TPFIPMA12,2002-01-01T00:00:00-02:00,8.22
2002-02-01,2002,1,2,BM12_TPFIPMA12,2002-02-01T00:00:00-02:00,8.64
2002-03-01,2002,1,3,BM12_TPFIPMA12,2002-03-01T00:00:00-03:00,8.61
2002-04-01,2002,1,4,BM12_TPFIPMA12,2002-04-01T00:00:00-03:00,8.81
2002-05-01,2002,1,5,BM12_TPFIPMA12,2002-05-01T00:00:00-03:00,8.8
2002-06-01,2002,1,6,BM12_TPFIPMA12,2002-06-01T00:00:00-03:00,8.61
2002-07-01,2002,1,7,BM12_TPFIPMA12,2002-07-01T00:00:00-03:00,8.64
2002-08-01,2002,1,8,BM12_TPFIPMA12,2002-08-01T00:00:00-03:00,9.23
2002-09-01,2002,1,9,BM12_TPFIPMA12,2002-09-01T00:00:00-03:00,8.89
2002-10-01,2002,1,10,BM12_TPFIPMA12,2002-10-01T00:00:00-03:00,9.82
2002-11-01,2002,1,11,BM12_TPFIPMA12,2002-11-01T00:00:00-03:00,11.16
2002-12-01,2002,1,12,BM12_TPFIPMA12,2002-12-01T00:00:00-02:00,11.37
2003-01-01,2003,1,1,BM12_TPFIPMA12,2003-01-01T00:00:00-02:00,11.07
2003-02-01,2003,1,2,BM12_TPFIPMA12,2003-02-01T00:00:00-02:00,11.41
2003-03-01,2003,1,3,BM12_TPFIPMA12,2003-03-01T00:00:00-03:00,11.66
2003-04-01,2003,1,4,BM12_TPFIPMA12,2003-04-01T00:00:00-03:00,12.28
2003-05-01,2003,1,5,BM12_TPFIPMA12,2003-05-01T00:00:00-03:00,12.18
2003-06-01,2003,1,6,BM12_TPFIPMA12,2003-06-01T00:00:00-03:00,11.96
2003-07-01,2003,1,7,BM12_TPFIPMA12,2003-07-01T00:00:00-03:00,11.6
2003-08-01,2003,1,8,BM12_TPFIPMA12,2003-08-01T00:00:00-03:00,11.45
2003-09-01,2003,1,9,BM12_TPFIPMA12,2003-09-01T00:00:00-03:00,11.77
2003-10-01,2003,1,10,BM12_TPFIPMA12,2003-10-01T00:00:00-03:00,12.07
2003-11-01,2003,1,11,BM12_TPFIPMA12,2003-11-01T00:00:00-03:00,12.03
2003-12-01,2003,1,12,BM12_TPFIPMA12,2003-12-01T00:00:00-02:00,12.58
2004-01-01,2004,1,1,BM12_TPFIPMA12,2004-01-01T00:00:00-02:00,12.28
2004-02-01,2004,1,2,BM12_TPFIPMA12,2004-02-01T00:00:00-02:00,12.54
2004-03-01,2004,1,3,BM12_TPFIPMA12,2004-03-01T00:00:00-03:00,12.52
2004-04-01,2004,1,4,BM12_TPFIPMA12,2004-04-01T00:00:00-03:00,12.92
2004-05-01,2004,1,5,BM12_TPFIPMA12,2004-05-01T00:00:00-03:00,13.14
2004-06-01,2004,1,6,BM12_TPFIPMA12,2004-06-01T00:00:00-03:00,13.54
2004-07-01,2004,1,7,BM12_TPFIPMA12,2004-07-01T00:00:00-03:00,13.68
2004-08-01,2004,1,8,BM12_TPFIPMA12,2004-08-01T00:00:00-03:00,13.91
2004-09-01,2004,1,9,BM12_TPFIPMA12,2004-09-01T00:00:00-03:00,13.97
2004-10-01,2004,1,10,BM12_TPFIPMA12,2004-10-01T00:00:00-03:00,13.97
2004-11-01,2004,1,11,BM12_TPFIPMA12,2004-11-01T00:00:00-03:00,14.06
2004-12-01,2004,1,12,BM12_TPFIPMA12,2004-12-01T00:00:00-02:00,14.08
2005-01-01,2005,1,1,BM12_TPFIPMA12,2005-01-01T00:00:00-02:00,13.62
2005-02-01,2005,1,2,BM12_TPFIPMA12,2005-02-01T00:00:00-02:00,13.42
2005-03-01,2005,1,3,BM12_TPFIPMA12,2005-03-01T00:00:00-03:00,13.3
2005-04-01,2005,1,4,BM12_TPFIPMA12,2005-04-01T00:00:00-03:00,13.41
