DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((%))
2000-01-01,2000,1,1,BM12_TPFERMA12,2000-01-01T00:00:00-02:00,23.99
2000-02-01,2000,1,2,BM12_TPFERMA12,2000-02-01T00:00:00-02:00,23.11
2000-03-01,2000,1,3,BM12_TPFERMA12,2000-03-01T00:00:00-03:00,22.79
2000-04-01,2000,1,4,BM12_TPFERMA12,2000-04-01T00:00:00-03:00,21.62
2000-05-01,2000,1,5,BM12_TPFERMA12,2000-05-01T00:00:00-03:00,21.34
2000-06-01,2000,1,6,BM12_TPFERMA12,2000-06-01T00:00:00-03:00,20.9
2000-07-01,2000,1,7,BM12_TPFERMA12,2000-07-01T00:00:00-03:00,20.6
2000-08-01,2000,1,8,BM12_TPFERMA12,2000-08-01T00:00:00-03:00,21.1
2000-09-01,2000,1,9,BM12_TPFERMA12,2000-09-01T00:00:00-03:00,21.08
2000-10-01,2000,1,10,BM12_TPFERMA12,2000-10-01T00:00:00-03:00,21.52
2000-11-01,2000,1,11,BM12_TPFERMA12,2000-11-01T00:00:00-03:00,22.27
2000-12-01,2000,1,12,BM12_TPFERMA12,2000-12-01T00:00:00-02:00,22.45
2001-01-01,2001,1,1,BM12_TPFERMA12,2001-01-01T00:00:00-02:00,22.01
2001-02-01,2001,1,2,BM12_TPFERMA12,2001-02-01T00:00:00-02:00,22.86
2001-03-01,2001,1,3,BM12_TPFERMA12,2001-03-01T00:00:00-03:00,23.96
2001-04-01,2001,1,4,BM12_TPFERMA12,2001-04-01T00:00:00-03:00,24.93
2001-05-01,2001,1,5,BM12_TPFERMA12,2001-05-01T00:00:00-03:00,26.88
2001-06-01,2001,1,6,BM12_TPFERMA12,2001-06-01T00:00:00-03:00,27.19
2001-07-01,2001,1,7,BM12_TPFERMA12,2001-07-01T00:00:00-03:00,27.61
2001-08-01,2001,1,8,BM12_TPFERMA12,2001-08-01T00:00:00-03:00,28.81
2001-09-01,2001,1,9,BM12_TPFERMA12,2001-09-01T00:00:00-03:00,32.26
2001-10-01,2001,1,10,BM12_TPFERMA12,2001-10-01T00:00:00-03:00,33.8
2001-11-01,2001,1,11,BM12_TPFERMA12,2001-11-01T00:00:00-03:00,32.21
2001-12-01,2001,1,12,BM12_TPFERMA12,2001-12-01T00:00:00-02:00,29.5
2002-01-01,2002,1,1,BM12_TPFERMA12,2002-01-01T00:00:00-02:00,29.83
2002-02-01,2002,1,2,BM12_TPFERMA12,2002-02-01T00:00:00-02:00,28.95
2002-03-01,2002,1,3,BM12_TPFERMA12,2002-03-01T00:00:00-03:00,28.59
2002-04-01,2002,1,4,BM12_TPFERMA12,2002-04-01T00:00:00-03:00,27.52
2002-05-01,2002,1,5,BM12_TPFERMA12,2002-05-01T00:00:00-03:00,27.67
2002-06-01,2002,1,6,BM12_TPFERMA12,2002-06-01T00:00:00-03:00,28.95
2002-07-01,2002,1,7,BM12_TPFERMA12,2002-07-01T00:00:00-03:00,27.5
2002-08-01,2002,1,8,BM12_TPFERMA12,2002-08-01T00:00:00-03:00,22.99
2002-09-01,2002,1,9,BM12_TPFERMA12,2002-09-01T00:00:00-03:00,26.97
2002-10-01,2002,1,10,BM12_TPFERMA12,2002-10-01T00:00:00-03:00,24.5
2002-11-01,2002,1,11,BM12_TPFERMA12,2002-11-01T00:00:00-03:00,21.55
2002-12-01,2002,1,12,BM12_TPFERMA12,2002-12-01T00:00:00-02:00,20.29
2003-01-01,2003,1,1,BM12_TPFERMA12,2003-01-01T00:00:00-02:00,18.8
2003-02-01,2003,1,2,BM12_TPFERMA12,2003-02-01T00:00:00-02:00,18.44
2003-03-01,2003,1,3,BM12_TPFERMA12,2003-03-01T00:00:00-03:00,16.85
2003-04-01,2003,1,4,BM12_TPFERMA12,2003-04-01T00:00:00-03:00,13.96
2003-05-01,2003,1,5,BM12_TPFERMA12,2003-05-01T00:00:00-03:00,13.44
2003-06-01,2003,1,6,BM12_TPFERMA12,2003-06-01T00:00:00-03:00,12.58
2003-07-01,2003,1,7,BM12_TPFERMA12,2003-07-01T00:00:00-03:00,12.1
2003-08-01,2003,1,8,BM12_TPFERMA12,2003-08-01T00:00:00-03:00,11.56
2003-09-01,2003,1,9,BM12_TPFERMA12,2003-09-01T00:00:00-03:00,10.86
2003-10-01,2003,1,10,BM12_TPFERMA12,2003-10-01T00:00:00-03:00,10.31
2003-11-01,2003,1,11,BM12_TPFERMA12,2003-11-01T00:00:00-03:00,10.43
2003-12-01,2003,1,12,BM12_TPFERMA12,2003-12-01T00:00:00-02:00,10.03
2004-01-01,2004,1,1,BM12_TPFERMA12,2004-01-01T00:00:00-02:00,9.79
2004-02-01,2004,1,2,BM12_TPFERMA12,2004-02-01T00:00:00-02:00,9.27
2004-03-01,2004,1,3,BM12_TPFERMA12,2004-03-01T00:00:00-03:00,8.49
2004-04-01,2004,1,4,BM12_TPFERMA12,2004-04-01T00:00:00-03:00,8.24
2004-05-01,2004,1,5,BM12_TPFERMA12,2004-05-01T00:00:00-03:00,8.32
2004-06-01,2004,1,6,BM12_TPFERMA12,2004-06-01T00:00:00-03:00,8.05
2004-07-01,2004,1,7,BM12_TPFERMA12,2004-07-01T00:00:00-03:00,7.53
2004-08-01,2004,1,8,BM12_TPFERMA12,2004-08-01T00:00:00-03:00,6.88
2004-09-01,2004,1,9,BM12_TPFERMA12,2004-09-01T00:00:00-03:00,6.42
2004-10-01,2004,1,10,BM12_TPFERMA12,2004-10-01T00:00:00-03:00,5.82
2004-11-01,2004,1,11,BM12_TPFERMA12,2004-11-01T00:00:00-03:00,5.35
2004-12-01,2004,1,12,BM12_TPFERMA12,2004-12-01T00:00:00-02:00,4.87
2005-01-01,2005,1,1,BM12_TPFERMA12,2005-01-01T00:00:00-02:00,4.28
2005-02-01,2005,1,2,BM12_TPFERMA12,2005-02-01T00:00:00-02:00,4.0
2005-03-01,2005,1,3,BM12_TPFERMA12,2005-03-01T00:00:00-03:00,4.02
2005-04-01,2005,1,4,BM12_TPFERMA12,2005-04-01T00:00:00-03:00,3.76
2005-05-01,2005,1,5,BM12_TPFERMA12,2005-05-01T00:00:00-03:00,3.53
2005-06-01,2005,1,6,BM12_TPFERMA12,2005-06-01T00:00:00-03:00,3.43
2005-07-01,2005,1,7,BM12_TPFERMA12,2005-07-01T00:00:00-03:00,3.45
2005-08-01,2005,1,8,BM12_TPFERMA12,2005-08-01T00:00:00-03:00,3.39
2005-09-01,2005,1,9,BM12_TPFERMA12,2005-09-01T00:00:00-03:00,3.16
2005-10-01,2005,1,10,BM12_TPFERMA12,2005-10-01T00:00:00-03:00,2.89
2005-11-01,2005,1,11,BM12_TPFERMA12,2005-11-01T00:00:00-02:00,2.48
2005-12-01,2005,1,12,BM12_TPFERMA12,2005-12-01T00:00:00-02:00,2.63
2006-01-01,2006,1,1,BM12_TPFERMA12,2006-01-01T00:00:00-02:00,2.41
2006-02-01,2006,1,2,BM12_TPFERMA12,2006-02-01T00:00:00-02:00,2.3
2006-03-01,2006,1,3,BM12_TPFERMA12,2006-03-01T00:00:00-03:00,2.23
2006-04-01,2006,1,4,BM12_TPFERMA12,2006-04-01T00:00:00-03:00,2.08
2006-05-01,2006,1,5,BM12_TPFERMA12,2006-05-01T00:00:00-03:00,2.26
2006-06-01,2006,1,6,BM12_TPFERMA12,2006-06-01T00:00:00-03:00,2.14
2006-07-01,2006,1,7,BM12_TPFERMA12,2006-07-01T00:00:00-03:00,2.12
2006-08-01,2006,1,8,BM12_TPFERMA12,2006-08-01T00:00:00-03:00,2.08
2006-09-01,2006,1,9,BM12_TPFERMA12,2006-09-01T00:00:00-03:00,1.86
2006-10-01,2006,1,10,BM12_TPFERMA12,2006-10-01T00:00:00-03:00,1.47
2006-11-01,2006,1,11,BM12_TPFERMA12,2006-11-01T00:00:00-03:00,1.24
2006-12-01,2006,1,12,BM12_TPFERMA12,2006-12-01T00:00:00-02:00,1.23
2007-01-01,2007,1,1,BM12_TPFERMA12,2007-01-01T00:00:00-02:00,1.19
2007-02-01,2007,1,2,BM12_TPFERMA12,2007-02-01T00:00:00-02:00,1.16
2007-03-01,2007,1,3,BM12_TPFERMA12,2007-03-01T00:00:00-03:00,1.1
2007-04-01,2007,1,4,BM12_TPFERMA12,2007-04-01T00:00:00-03:00,1.06
2007-05-01,2007,1,5,BM12_TPFERMA12,2007-05-01T00:00:00-03:00,0.97
2007-06-01,2007,1,6,BM12_TPFERMA12,2007-06-01T00:00:00-03:00,0.95
2007-07-01,2007,1,7,BM12_TPFERMA12,2007-07-01T00:00:00-03:00,0.91
2007-08-01,2007,1,8,BM12_TPFERMA12,2007-08-01T00:00:00-03:00,0.94
2007-09-01,2007,1,9,BM12_TPFERMA12,2007-09-01T00:00:00-03:00,0.89
2007-10-01,2007,1,10,BM12_TPFERMA12,2007-10-01T00:00:00-03:00,0.82
2007-11-01,2007,1,11,BM12_TPFERMA12,2007-11-01T00:00:00-02:00,0.84
2007-12-01,2007,1,12,BM12_TPFERMA12,2007-12-01T00:00:00-02:00,0.83
2008-01-01,2008,1,1,BM12_TPFERMA12,2008-01-01T00:00:00-02:00,0.81
2008-02-01,2008,1,2,BM12_TPFERMA12,2008-02-01T00:00:00-02:00,0.77
2008-03-01,2008,1,3,BM12_TPFERMA12,2008-03-01T00:00:00-03:00,0.8
2008-04-01,2008,1,4,BM12_TPFERMA12,2008-04-01T00:00:00-03:00,0.75
2008-05-01,2008,1,5,BM12_TPFERMA12,2008-05-01T00:00:00-03:00,0.73
2008-06-01,2008,1,6,BM12_TPFERMA12,2008-06-01T00:00:00-03:00,0.7
2008-07-01,2008,1,7,BM12_TPFERMA12,2008-07-01T00:00:00-03:00,0.62
2008-08-01,2008,1,8,BM12_TPFERMA12,2008-08-01T00:00:00-03:00,0.65
2008-09-01,2008,1,9,BM12_TPFERMA12,2008-09-01T00:00:00-03:00,0.74
2008-10-01,2008,1,10,BM12_TPFERMA12,2008-10-01T00:00:00-03:00,0.79
2008-11-01,2008,1,11,BM12_TPFERMA12,2008-11-01T00:00:00-02:00,0.89
2008-12-01,2008,1,12,BM12_TPFERMA12,2008-12-01T00:00:00-02:00,0.86
2009-01-01,2009,1,1,BM12_TPFERMA12,2009-01-01T00:00:00-02:00,0.84
2009-02-01,2009,1,2,BM12_TPFERMA12,2009-02-01T00:00:00-02:00,0.86
2009-03-01,2009,1,3,BM12_TPFERMA12,2009-03-01T00:00:00-03:00,0.82
2009-04-01,2009,1,4,BM12_TPFERMA12,2009-04-01T00:00:00-03:00,0.76
2009-05-01,2009,1,5,BM12_TPFERMA12,2009-05-01T00:00:00-03:00,0.68
2009-06-01,2009,1,6,BM12_TPFERMA12,2009-06-01T00:00:00-03:00,0.65
2009-07-01,2009,1,7,BM12_TPFERMA12,2009-07-01T00:00:00-03:00,0.61
2009-08-01,2009,1,8,BM12_TPFERMA12,2009-08-01T00:00:00-03:00,0.6
2009-09-01,2009,1,9,BM12_TPFERMA12,2009-09-01T00:00:00-03:00,0.56
2009-10-01,2009,1,10,BM12_TPFERMA12,2009-10-01T00:00:00-03:00,0.53
