DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
2001-07-01,2001,1,7,BM12_IPCAEXP1212,2001-07-01T00:00:00-03:00,6.4
2001-08-01,2001,1,8,BM12_IPCAEXP1212,2001-08-01T00:00:00-03:00,6.57
2001-09-01,2001,1,9,BM12_IPCAEXP1212,2001-09-01T00:00:00-03:00,6.53
2001-10-01,2001,1,10,BM12_IPCAEXP1212,2001-10-01T00:00:00-03:00,6.49
2001-11-01,2001,1,11,BM12_IPCAEXP1212,2001-11-01T00:00:00-03:00,5.57
2001-12-01,2001,1,12,BM12_IPCAEXP1212,2001-12-01T00:00:00-02:00,4.84
2002-01-01,2002,1,1,BM12_IPCAEXP1212,2002-01-01T00:00:00-02:00,4.76
2002-02-01,2002,1,2,BM12_IPCAEXP1212,2002-02-01T00:00:00-02:00,4.7
2002-03-01,2002,1,3,BM12_IPCAEXP1212,2002-03-01T00:00:00-03:00,4.94
2002-04-01,2002,1,4,BM12_IPCAEXP1212,2002-04-01T00:00:00-03:00,4.9
2002-05-01,2002,1,5,BM12_IPCAEXP1212,2002-05-01T00:00:00-03:00,4.37
2002-06-01,2002,1,6,BM12_IPCAEXP1212,2002-06-01T00:00:00-03:00,4.57
2002-07-01,2002,1,7,BM12_IPCAEXP1212,2002-07-01T00:00:00-03:00,5.08
2002-08-01,2002,1,8,BM12_IPCAEXP1212,2002-08-01T00:00:00-03:00,5.4
2002-09-01,2002,1,9,BM12_IPCAEXP1212,2002-09-01T00:00:00-03:00,6.28
2002-10-01,2002,1,10,BM12_IPCAEXP1212,2002-10-01T00:00:00-03:00,8.94
2002-11-01,2002,1,11,BM12_IPCAEXP1212,2002-11-01T00:00:00-03:00,12.47
2002-12-01,2002,1,12,BM12_IPCAEXP1212,2002-12-01T00:00:00-02:00,13.24
2003-01-01,2003,1,1,BM12_IPCAEXP1212,2003-01-01T00:00:00-02:00,11.72
2003-02-01,2003,1,2,BM12_IPCAEXP1212,2003-02-01T00:00:00-02:00,11.07
2003-03-01,2003,1,3,BM12_IPCAEXP1212,2003-03-01T00:00:00-03:00,9.9
2003-04-01,2003,1,4,BM12_IPCAEXP1212,2003-04-01T00:00:00-03:00,9.18
2003-05-01,2003,1,5,BM12_IPCAEXP1212,2003-05-01T00:00:00-03:00,8.23
2003-06-01,2003,1,6,BM12_IPCAEXP1212,2003-06-01T00:00:00-03:00,7.08
2003-07-01,2003,1,7,BM12_IPCAEXP1212,2003-07-01T00:00:00-03:00,6.39
2003-08-01,2003,1,8,BM12_IPCAEXP1212,2003-08-01T00:00:00-03:00,6.32
2003-09-01,2003,1,9,BM12_IPCAEXP1212,2003-09-01T00:00:00-03:00,6.56
2003-10-01,2003,1,10,BM12_IPCAEXP1212,2003-10-01T00:00:00-03:00,6.15
2003-11-01,2003,1,11,BM12_IPCAEXP1212,2003-11-01T00:00:00-03:00,5.8
2003-12-01,2003,1,12,BM12_IPCAEXP1212,2003-12-01T00:00:00-02:00,5.92
2004-01-01,2004,1,1,BM12_IPCAEXP1212,2004-01-01T00:00:00-02:00,6.01
2004-02-01,2004,1,2,BM12_IPCAEXP1212,2004-02-01T00:00:00-02:00,5.74
2004-03-01,2004,1,3,BM12_IPCAEXP1212,2004-03-01T00:00:00-03:00,5.54
2004-04-01,2004,1,4,BM12_IPCAEXP1212,2004-04-01T00:00:00-03:00,5.6
2004-05-01,2004,1,5,BM12_IPCAEXP1212,2004-05-01T00:00:00-03:00,5.98
2004-06-01,2004,1,6,BM12_IPCAEXP1212,2004-06-01T00:00:00-03:00,6.33
2004-07-01,2004,1,7,BM12_IPCAEXP1212,2004-07-01T00:00:00-03:00,6.36
2004-08-01,2004,1,8,BM12_IPCAEXP1212,2004-08-01T00:00:00-03:00,6.27
2004-09-01,2004,1,9,BM12_IPCAEXP1212,2004-09-01T00:00:00-03:00,6.24
2004-10-01,2004,1,10,BM12_IPCAEXP1212,2004-10-01T00:00:00-03:00,6.22
2004-11-01,2004,1,11,BM12_IPCAEXP1212,2004-11-01T00:00:00-03:00,6.3
2004-12-01,2004,1,12,BM12_IPCAEXP1212,2004-12-01T00:00:00-02:00,6.08
2005-01-01,2005,1,1,BM12_IPCAEXP1212,2005-01-01T00:00:00-02:00,5.74
2005-02-01,2005,1,2,BM12_IPCAEXP1212,2005-02-01T00:00:00-02:00,5.61
2005-03-01,2005,1,3,BM12_IPCAEXP1212,2005-03-01T00:00:00-03:00,5.67
2005-04-01,2005,1,4,BM12_IPCAEXP1212,2005-04-01T00:00:00-03:00,5.87
2005-05-01,2005,1,5,BM12_IPCAEXP1212,2005-05-01T00:00:00-03:00,5.46
2005-06-01,2005,1,6,BM12_IPCAEXP1212,2005-06-01T00:00:00-03:00,4.85
