DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
1991-01-01,1991,1,1,BM12_DINGFY12,1991-01-01T00:00:00-02:00,0.36
1991-02-01,1991,1,2,BM12_DINGFY12,1991-02-01T00:00:00-02:00,0.18
1991-03-01,1991,1,3,BM12_DINGFY12,1991-03-01T00:00:00-03:00,0.06
1991-04-01,1991,1,4,BM12_DINGFY12,1991-04-01T00:00:00-03:00,-0.3
1991-05-01,1991,1,5,BM12_DINGFY12,1991-05-01T00:00:00-03:00,-0.31
1991-06-01,1991,1,6,BM12_DINGFY12,1991-06-01T00:00:00-03:00,-0.2
1991-07-01,1991,1,7,BM12_DINGFY12,1991-07-01T00:00:00-03:00,-0.32
1991-08-01,1991,1,8,BM12_DINGFY12,1991-08-01T00:00:00-03:00,-0.38
1991-09-01,1991,1,9,BM12_DINGFY12,1991-09-01T00:00:00-03:00,-0.92
1991-10-01,1991,1,10,BM12_DINGFY12,1991-10-01T00:00:00-03:00,-1.91
1991-11-01,1991,1,11,BM12_DINGFY12,1991-11-01T00:00:00-03:00,-2.43
1991-12-01,1991,1,12,BM12_DINGFY12,1991-12-01T00:00:00-02:00,-2.17
1992-01-01,1992,1,1,BM12_DINGFY12,1992-01-01T00:00:00-02:00,-1.64
1992-02-01,1992,1,2,BM12_DINGFY12,1992-02-01T00:00:00-02:00,-1.16
1992-03-01,1992,1,3,BM12_DINGFY12,1992-03-01T00:00:00-03:00,-0.44
1992-04-01,1992,1,4,BM12_DINGFY12,1992-04-01T00:00:00-03:00,-0.38
1992-05-01,1992,1,5,BM12_DINGFY12,1992-05-01T00:00:00-03:00,0.06
1992-06-01,1992,1,6,BM12_DINGFY12,1992-06-01T00:00:00-03:00,0.26
1992-07-01,1992,1,7,BM12_DINGFY12,1992-07-01T00:00:00-03:00,0.5
1992-08-01,1992,1,8,BM12_DINGFY12,1992-08-01T00:00:00-03:00,0.37
1992-09-01,1992,1,9,BM12_DINGFY12,1992-09-01T00:00:00-03:00,-0.01
1992-10-01,1992,1,10,BM12_DINGFY12,1992-10-01T00:00:00-03:00,0.98
1992-11-01,1992,1,11,BM12_DINGFY12,1992-11-01T00:00:00-03:00,1.2
1992-12-01,1992,1,12,BM12_DINGFY12,1992-12-01T00:00:00-02:00,0.82
1993-01-01,1993,1,1,BM12_DINGFY12,1993-01-01T00:00:00-02:00,0.36
1993-02-01,1993,1,2,BM12_DINGFY12,1993-02-01T00:00:00-02:00,0.51
1993-03-01,1993,1,3,BM12_DINGFY12,1993-03-01T00:00:00-03:00,0.41
1993-04-01,1993,1,4,BM12_DINGFY12,1993-04-01T00:00:00-03:00,0.18
1993-05-01,1993,1,5,BM12_DINGFY12,1993-05-01T00:00:00-03:00,0.02
1993-06-01,1993,1,6,BM12_DINGFY12,1993-06-01T00:00:00-03:00,0.17
1993-07-01,1993,1,7,BM12_DINGFY12,1993-07-01T00:00:00-03:00,0.56
1993-08-01,1993,1,8,BM12_DINGFY12,1993-08-01T00:00:00-03:00,0.99
1993-09-01,1993,1,9,BM12_DINGFY12,1993-09-01T00:00:00-03:00,0.67
1993-10-01,1993,1,10,BM12_DINGFY12,1993-10-01T00:00:00-03:00,1.1
1993-11-01,1993,1,11,BM12_DINGFY12,1993-11-01T00:00:00-03:00,1.42
1993-12-01,1993,1,12,BM12_DINGFY12,1993-12-01T00:00:00-02:00,1.82
1994-01-01,1994,1,1,BM12_DINGFY12,1994-01-01T00:00:00-02:00,2.35
1994-02-01,1994,1,2,BM12_DINGFY12,1994-02-01T00:00:00-02:00,2.72
1994-03-01,1994,1,3,BM12_DINGFY12,1994-03-01T00:00:00-03:00,3.1
1994-04-01,1994,1,4,BM12_DINGFY12,1994-04-01T00:00:00-03:00,3.94
1994-05-01,1994,1,5,BM12_DINGFY12,1994-05-01T00:00:00-03:00,4.61
1994-06-01,1994,1,6,BM12_DINGFY12,1994-06-01T00:00:00-03:00,5.18
1994-07-01,1994,1,7,BM12_DINGFY12,1994-07-01T00:00:00-03:00,7.58
1994-08-01,1994,1,8,BM12_DINGFY12,1994-08-01T00:00:00-03:00,7.47
1994-09-01,1994,1,9,BM12_DINGFY12,1994-09-01T00:00:00-03:00,7.45
1994-10-01,1994,1,10,BM12_DINGFY12,1994-10-01T00:00:00-03:00,7.02
1994-11-01,1994,1,11,BM12_DINGFY12,1994-11-01T00:00:00-03:00,6.96
1994-12-01,1994,1,12,BM12_DINGFY12,1994-12-01T00:00:00-02:00,6.54
1995-01-01,1995,1,1,BM12_DINGFY12,1995-01-01T00:00:00-02:00,6.16
1995-02-01,1995,1,2,BM12_DINGFY12,1995-02-01T00:00:00-02:00,6.36
1995-03-01,1995,1,3,BM12_DINGFY12,1995-03-01T00:00:00-03:00,5.39
1995-04-01,1995,1,4,BM12_DINGFY12,1995-04-01T00:00:00-03:00,4.94
1995-05-01,1995,1,5,BM12_DINGFY12,1995-05-01T00:00:00-03:00,4.96
1995-06-01,1995,1,6,BM12_DINGFY12,1995-06-01T00:00:00-03:00,5.43
1995-07-01,1995,1,7,BM12_DINGFY12,1995-07-01T00:00:00-03:00,6.79
1995-08-01,1995,1,8,BM12_DINGFY12,1995-08-01T00:00:00-03:00,7.8
1995-09-01,1995,1,9,BM12_DINGFY12,1995-09-01T00:00:00-03:00,8.29
1995-10-01,1995,1,10,BM12_DINGFY12,1995-10-01T00:00:00-03:00,8.85
1995-11-01,1995,1,11,BM12_DINGFY12,1995-11-01T00:00:00-03:00,9.22
1995-12-01,1995,1,12,BM12_DINGFY12,1995-12-01T00:00:00-02:00,8.95
1996-01-01,1996,1,1,BM12_DINGFY12,1996-01-01T00:00:00-02:00,9.3
1996-02-01,1996,1,2,BM12_DINGFY12,1996-02-01T00:00:00-02:00,9.7
1996-03-01,1996,1,3,BM12_DINGFY12,1996-03-01T00:00:00-03:00,9.64
1996-04-01,1996,1,4,BM12_DINGFY12,1996-04-01T00:00:00-03:00,10.24
1996-05-01,1996,1,5,BM12_DINGFY12,1996-05-01T00:00:00-03:00,11.49
1996-06-01,1996,1,6,BM12_DINGFY12,1996-06-01T00:00:00-03:00,12.28
1996-07-01,1996,1,7,BM12_DINGFY12,1996-07-01T00:00:00-03:00,12.43
1996-08-01,1996,1,8,BM12_DINGFY12,1996-08-01T00:00:00-03:00,12.61
1996-09-01,1996,1,9,BM12_DINGFY12,1996-09-01T00:00:00-03:00,12.62
1996-10-01,1996,1,10,BM12_DINGFY12,1996-10-01T00:00:00-03:00,12.82
1996-11-01,1996,1,11,BM12_DINGFY12,1996-11-01T00:00:00-03:00,13.11
1996-12-01,1996,1,12,BM12_DINGFY12,1996-12-01T00:00:00-02:00,13.21
1997-01-01,1997,1,1,BM12_DINGFY12,1997-01-01T00:00:00-02:00,13.14
1997-02-01,1997,1,2,BM12_DINGFY12,1997-02-01T00:00:00-02:00,13.11
1997-03-01,1997,1,3,BM12_DINGFY12,1997-03-01T00:00:00-03:00,13.04
1997-04-01,1997,1,4,BM12_DINGFY12,1997-04-01T00:00:00-03:00,12.82
1997-05-01,1997,1,5,BM12_DINGFY12,1997-05-01T00:00:00-03:00,12.96
1997-06-01,1997,1,6,BM12_DINGFY12,1997-06-01T00:00:00-03:00,12.22
1997-07-01,1997,1,7,BM12_DINGFY12,1997-07-01T00:00:00-03:00,12.66
1997-08-01,1997,1,8,BM12_DINGFY12,1997-08-01T00:00:00-03:00,12.88
1997-09-01,1997,1,9,BM12_DINGFY12,1997-09-01T00:00:00-03:00,13.8
1997-10-01,1997,1,10,BM12_DINGFY12,1997-10-01T00:00:00-03:00,13.38
1997-11-01,1997,1,11,BM12_DINGFY12,1997-11-01T00:00:00-03:00,13.57
1997-12-01,1997,1,12,BM12_DINGFY12,1997-12-01T00:00:00-02:00,15.51
1998-01-01,1998,1,1,BM12_DINGFY12,1998-01-01T00:00:00-02:00,16.21
1998-02-01,1998,1,2,BM12_DINGFY12,1998-02-01T00:00:00-02:00,17.24
1998-03-01,1998,1,3,BM12_DINGFY12,1998-03-01T00:00:00-03:00,18.18
1998-04-01,1998,1,4,BM12_DINGFY12,1998-04-01T00:00:00-03:00,19.13
1998-05-01,1998,1,5,BM12_DINGFY12,1998-05-01T00:00:00-03:00,19.22
1998-06-01,1998,1,6,BM12_DINGFY12,1998-06-01T00:00:00-03:00,20.07
1998-07-01,1998,1,7,BM12_DINGFY12,1998-07-01T00:00:00-03:00,20.42
