DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Tonelada)
1998-01-01,1998,1,1,ANDA12_PFERTILIZ12,1998-01-01T00:00:00-02:00,447624.0
1998-02-01,1998,1,2,ANDA12_PFERTILIZ12,1998-02-01T00:00:00-02:00,479859.0
1998-03-01,1998,1,3,ANDA12_PFERTILIZ12,1998-03-01T00:00:00-03:00,541238.0
1998-04-01,1998,1,4,ANDA12_PFERTILIZ12,1998-04-01T00:00:00-03:00,545196.0
1998-05-01,1998,1,5,ANDA12_PFERTILIZ12,1998-05-01T00:00:00-03:00,591252.0
1998-06-01,1998,1,6,ANDA12_PFERTILIZ12,1998-06-01T00:00:00-03:00,643605.0
1998-07-01,1998,1,7,ANDA12_PFERTILIZ12,1998-07-01T00:00:00-03:00,630277.0
1998-08-01,1998,1,8,ANDA12_PFERTILIZ12,1998-08-01T00:00:00-03:00,729311.0
1998-09-01,1998,1,9,ANDA12_PFERTILIZ12,1998-09-01T00:00:00-03:00,731401.0
1998-10-01,1998,1,10,ANDA12_PFERTILIZ12,1998-10-01T00:00:00-03:00,809651.0
1998-11-01,1998,1,11,ANDA12_PFERTILIZ12,1998-11-01T00:00:00-03:00,710920.0
1998-12-01,1998,1,12,ANDA12_PFERTILIZ12,1998-12-01T00:00:00-02:00,546700.0
1999-01-01,1999,1,1,ANDA12_PFERTILIZ12,1999-01-01T00:00:00-02:00,436944.0
1999-02-01,1999,1,2,ANDA12_PFERTILIZ12,1999-02-01T00:00:00-02:00,420945.0
1999-03-01,1999,1,3,ANDA12_PFERTILIZ12,1999-03-01T00:00:00-03:00,508037.0
1999-04-01,1999,1,4,ANDA12_PFERTILIZ12,1999-04-01T00:00:00-03:00,568311.0
1999-05-01,1999,1,5,ANDA12_PFERTILIZ12,1999-05-01T00:00:00-03:00,528186.0
1999-06-01,1999,1,6,ANDA12_PFERTILIZ12,1999-06-01T00:00:00-03:00,551351.0
1999-07-01,1999,1,7,ANDA12_PFERTILIZ12,1999-07-01T00:00:00-03:00,636467.0
1999-08-01,1999,1,8,ANDA12_PFERTILIZ12,1999-08-01T00:00:00-03:00,737944.0
1999-09-01,1999,1,9,ANDA12_PFERTILIZ12,1999-09-01T00:00:00-03:00,793470.0
1999-10-01,1999,1,10,ANDA12_PFERTILIZ12,1999-10-01T00:00:00-03:00,850021.0
1999-11-01,1999,1,11,ANDA12_PFERTILIZ12,1999-11-01T00:00:00-03:00,804234.0
1999-12-01,1999,1,12,ANDA12_PFERTILIZ12,1999-12-01T00:00:00-02:00,701075.0
2000-01-01,2000,1,1,ANDA12_PFERTILIZ12,2000-01-01T00:00:00-02:00,591979.0
2000-02-01,2000,1,2,ANDA12_PFERTILIZ12,2000-02-01T00:00:00-02:00,447796.0
2000-03-01,2000,1,3,ANDA12_PFERTILIZ12,2000-03-01T00:00:00-03:00,585355.0
2000-04-01,2000,1,4,ANDA12_PFERTILIZ12,2000-04-01T00:00:00-03:00,581178.0
2000-05-01,2000,1,5,ANDA12_PFERTILIZ12,2000-05-01T00:00:00-03:00,645899.0
2000-06-01,2000,1,6,ANDA12_PFERTILIZ12,2000-06-01T00:00:00-03:00,668891.0
2000-07-01,2000,1,7,ANDA12_PFERTILIZ12,2000-07-01T00:00:00-03:00,721313.0
2000-08-01,2000,1,8,ANDA12_PFERTILIZ12,2000-08-01T00:00:00-03:00,789381.0
2000-09-01,2000,1,9,ANDA12_PFERTILIZ12,2000-09-01T00:00:00-03:00,843271.0
2000-10-01,2000,1,10,ANDA12_PFERTILIZ12,2000-10-01T00:00:00-03:00,889338.0
2000-11-01,2000,1,11,ANDA12_PFERTILIZ12,2000-11-01T00:00:00-03:00,689851.0
2000-12-01,2000,1,12,ANDA12_PFERTILIZ12,2000-12-01T00:00:00-02:00,530879.0
2001-01-01,2001,1,1,ANDA12_PFERTILIZ12,2001-01-01T00:00:00-02:00,500035.0
2001-02-01,2001,1,2,ANDA12_PFERTILIZ12,2001-02-01T00:00:00-02:00,450962.0
2001-03-01,2001,1,3,ANDA12_PFERTILIZ12,2001-03-01T00:00:00-03:00,529751.0
2001-04-01,2001,1,4,ANDA12_PFERTILIZ12,2001-04-01T00:00:00-03:00,525003.0
2001-05-01,2001,1,5,ANDA12_PFERTILIZ12,2001-05-01T00:00:00-03:00,620154.0
2001-06-01,2001,1,6,ANDA12_PFERTILIZ12,2001-06-01T00:00:00-03:00,595320.0
2001-07-01,2001,1,7,ANDA12_PFERTILIZ12,2001-07-01T00:00:00-03:00,798702.0
2001-08-01,2001,1,8,ANDA12_PFERTILIZ12,2001-08-01T00:00:00-03:00,809621.0
2001-09-01,2001,1,9,ANDA12_PFERTILIZ12,2001-09-01T00:00:00-03:00,805571.0
2001-10-01,2001,1,10,ANDA12_PFERTILIZ12,2001-10-01T00:00:00-03:00,756214.0
2001-11-01,2001,1,11,ANDA12_PFERTILIZ12,2001-11-01T00:00:00-03:00,707144.0
2001-12-01,2001,1,12,ANDA12_PFERTILIZ12,2001-12-01T00:00:00-02:00,498802.0
2002-01-01,2002,1,1,ANDA12_PFERTILIZ12,2002-01-01T00:00:00-02:00,576212.0
2002-02-01,2002,1,2,ANDA12_PFERTILIZ12,2002-02-01T00:00:00-02:00,559473.0
2002-03-01,2002,1,3,ANDA12_PFERTILIZ12,2002-03-01T00:00:00-03:00,594979.0
2002-04-01,2002,1,4,ANDA12_PFERTILIZ12,2002-04-01T00:00:00-03:00,646715.0
2002-05-01,2002,1,5,ANDA12_PFERTILIZ12,2002-05-01T00:00:00-03:00,765236.0
2002-06-01,2002,1,6,ANDA12_PFERTILIZ12,2002-06-01T00:00:00-03:00,749981.0
2002-07-01,2002,1,7,ANDA12_PFERTILIZ12,2002-07-01T00:00:00-03:00,752967.0
2002-08-01,2002,1,8,ANDA12_PFERTILIZ12,2002-08-01T00:00:00-03:00,754741.0
2002-09-01,2002,1,9,ANDA12_PFERTILIZ12,2002-09-01T00:00:00-03:00,735588.0
2002-10-01,2002,1,10,ANDA12_PFERTILIZ12,2002-10-01T00:00:00-03:00,753781.0
2002-11-01,2002,1,11,ANDA12_PFERTILIZ12,2002-11-01T00:00:00-03:00,674329.0
2002-12-01,2002,1,12,ANDA12_PFERTILIZ12,2002-12-01T00:00:00-02:00,507154.0
2003-01-01,2003,1,1,ANDA12_PFERTILIZ12,2003-01-01T00:00:00-02:00,608300.0
2003-02-01,2003,1,2,ANDA12_PFERTILIZ12,2003-02-01T00:00:00-02:00,565827.0
2003-03-01,2003,1,3,ANDA12_PFERTILIZ12,2003-03-01T00:00:00-03:00,633407.0
2003-04-01,2003,1,4,ANDA12_PFERTILIZ12,2003-04-01T00:00:00-03:00,647266.0
2003-05-01,2003,1,5,ANDA12_PFERTILIZ12,2003-05-01T00:00:00-03:00,737752.0
2003-06-01,2003,1,6,ANDA12_PFERTILIZ12,2003-06-01T00:00:00-03:00,734001.0
2003-07-01,2003,1,7,ANDA12_PFERTILIZ12,2003-07-01T00:00:00-03:00,878914.0
2003-08-01,2003,1,8,ANDA12_PFERTILIZ12,2003-08-01T00:00:00-03:00,958186.0
2003-09-01,2003,1,9,ANDA12_PFERTILIZ12,2003-09-01T00:00:00-03:00,974266.0
2003-10-01,2003,1,10,ANDA12_PFERTILIZ12,2003-10-01T00:00:00-03:00,929346.0
2003-11-01,2003,1,11,ANDA12_PFERTILIZ12,2003-11-01T00:00:00-03:00,891834.0
2003-12-01,2003,1,12,ANDA12_PFERTILIZ12,2003-12-01T00:00:00-02:00,794078.0
2004-01-01,2004,1,1,ANDA12_PFERTILIZ12,2004-01-01T00:00:00-02:00,710046.0
2004-02-01,2004,1,2,ANDA12_PFERTILIZ12,2004-02-01T00:00:00-02:00,711542.0
2004-03-01,2004,1,3,ANDA12_PFERTILIZ12,2004-03-01T00:00:00-03:00,736954.0
2004-04-01,2004,1,4,ANDA12_PFERTILIZ12,2004-04-01T00:00:00-03:00,789869.0
2004-05-01,2004,1,5,ANDA12_PFERTILIZ12,2004-05-01T00:00:00-03:00,806069.0
2004-06-01,2004,1,6,ANDA12_PFERTILIZ12,2004-06-01T00:00:00-03:00,844727.0
2004-07-01,2004,1,7,ANDA12_PFERTILIZ12,2004-07-01T00:00:00-03:00,899855.0
2004-08-01,2004,1,8,ANDA12_PFERTILIZ12,2004-08-01T00:00:00-03:00,967863.0
2004-09-01,2004,1,9,ANDA12_PFERTILIZ12,2004-09-01T00:00:00-03:00,934396.0
2004-10-01,2004,1,10,ANDA12_PFERTILIZ12,2004-10-01T00:00:00-03:00,915732.0
2004-11-01,2004,1,11,ANDA12_PFERTILIZ12,2004-11-01T00:00:00-03:00,788763.0
2004-12-01,2004,1,12,ANDA12_PFERTILIZ12,2004-12-01T00:00:00-02:00,627793.0
2005-01-01,2005,1,1,ANDA12_PFERTILIZ12,2005-01-01T00:00:00-02:00,641301.0
2005-02-01,2005,1,2,ANDA12_PFERTILIZ12,2005-02-01T00:00:00-02:00,550517.0
2005-03-01,2005,1,3,ANDA12_PFERTILIZ12,2005-03-01T00:00:00-03:00,699970.0
2005-04-01,2005,1,4,ANDA12_PFERTILIZ12,2005-04-01T00:00:00-03:00,760337.0
2005-05-01,2005,1,5,ANDA12_PFERTILIZ12,2005-05-01T00:00:00-03:00,818698.0
2005-06-01,2005,1,6,ANDA12_PFERTILIZ12,2005-06-01T00:00:00-03:00,729354.0
2005-07-01,2005,1,7,ANDA12_PFERTILIZ12,2005-07-01T00:00:00-03:00,716294.0
2005-08-01,2005,1,8,ANDA12_PFERTILIZ12,2005-08-01T00:00:00-03:00,762233.0
2005-09-01,2005,1,9,ANDA12_PFERTILIZ12,2005-09-01T00:00:00-03:00,782761.0
2005-10-01,2005,1,10,ANDA12_PFERTILIZ12,2005-10-01T00:00:00-03:00,760277.0
2005-11-01,2005,1,11,ANDA12_PFERTILIZ12,2005-11-01T00:00:00-02:00,675007.0
2005-12-01,2005,1,12,ANDA12_PFERTILIZ12,2005-12-01T00:00:00-02:00,637174.0
2006-01-01,2006,1,1,ANDA12_PFERTILIZ12,2006-01-01T00:00:00-02:00,553060.0
2006-02-01,2006,1,2,ANDA12_PFERTILIZ12,2006-02-01T00:00:00-02:00,599156.0
