DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((%))
1999-03-01,1999,1,3,CNI12_CONFIANSNR12,1999-03-01T00:00:00-03:00,6.0
1999-04-01,1999,1,4,CNI12_CONFIANSNR12,1999-04-01T00:00:00-03:00,
1999-05-01,1999,1,5,CNI12_CONFIANSNR12,1999-05-01T00:00:00-03:00,3.0
1999-06-01,1999,1,6,CNI12_CONFIANSNR12,1999-06-01T00:00:00-03:00,
1999-07-01,1999,1,7,CNI12_CONFIANSNR12,1999-07-01T00:00:00-03:00,6.0
1999-08-01,1999,1,8,CNI12_CONFIANSNR12,1999-08-01T00:00:00-03:00,
1999-09-01,1999,1,9,CNI12_CONFIANSNR12,1999-09-01T00:00:00-03:00,3.0
1999-10-01,1999,1,10,CNI12_CONFIANSNR12,1999-10-01T00:00:00-03:00,
1999-11-01,1999,1,11,CNI12_CONFIANSNR12,1999-11-01T00:00:00-03:00,
1999-12-01,1999,1,12,CNI12_CONFIANSNR12,1999-12-01T00:00:00-02:00,4.0
2000-01-01,2000,1,1,CNI12_CONFIANSNR12,2000-01-01T00:00:00-02:00,
2000-02-01,2000,1,2,CNI12_CONFIANSNR12,2000-02-01T00:00:00-02:00,5.0
2000-03-01,2000,1,3,CNI12_CONFIANSNR12,2000-03-01T00:00:00-03:00,
2000-04-01,2000,1,4,CNI12_CONFIANSNR12,2000-04-01T00:00:00-03:00,
2000-05-01,2000,1,5,CNI12_CONFIANSNR12,2000-05-01T00:00:00-03:00,5.0
2000-06-01,2000,1,6,CNI12_CONFIANSNR12,2000-06-01T00:00:00-03:00,
2000-07-01,2000,1,7,CNI12_CONFIANSNR12,2000-07-01T00:00:00-03:00,
2000-08-01,2000,1,8,CNI12_CONFIANSNR12,2000-08-01T00:00:00-03:00,7.0
2000-09-01,2000,1,9,CNI12_CONFIANSNR12,2000-09-01T00:00:00-03:00,
2000-10-01,2000,1,10,CNI12_CONFIANSNR12,2000-10-01T00:00:00-03:00,
2000-11-01,2000,1,11,CNI12_CONFIANSNR12,2000-11-01T00:00:00-03:00,
2000-12-01,2000,1,12,CNI12_CONFIANSNR12,2000-12-01T00:00:00-02:00,4.0
2001-01-01,2001,1,1,CNI12_CONFIANSNR12,2001-01-01T00:00:00-02:00,
2001-02-01,2001,1,2,CNI12_CONFIANSNR12,2001-02-01T00:00:00-02:00,
2001-03-01,2001,1,3,CNI12_CONFIANSNR12,2001-03-01T00:00:00-03:00,8.0
2001-04-01,2001,1,4,CNI12_CONFIANSNR12,2001-04-01T00:00:00-03:00,
2001-05-01,2001,1,5,CNI12_CONFIANSNR12,2001-05-01T00:00:00-03:00,
2001-06-01,2001,1,6,CNI12_CONFIANSNR12,2001-06-01T00:00:00-03:00,6.0
2001-07-01,2001,1,7,CNI12_CONFIANSNR12,2001-07-01T00:00:00-03:00,
2001-08-01,2001,1,8,CNI12_CONFIANSNR12,2001-08-01T00:00:00-03:00,
2001-09-01,2001,1,9,CNI12_CONFIANSNR12,2001-09-01T00:00:00-03:00,6.0
