DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Cabeça)
1975-01-01,1975,1,1,ABATE12_ABQUBO12,1975-01-01T00:00:00-02:00,479.487
1975-02-01,1975,1,2,ABATE12_ABQUBO12,1975-02-01T00:00:00-02:00,497.835
1975-03-01,1975,1,3,ABATE12_ABQUBO12,1975-03-01T00:00:00-03:00,597.983
1975-04-01,1975,1,4,ABATE12_ABQUBO12,1975-04-01T00:00:00-03:00,681.509
1975-05-01,1975,1,5,ABATE12_ABQUBO12,1975-05-01T00:00:00-03:00,723.145
1975-06-01,1975,1,6,ABATE12_ABQUBO12,1975-06-01T00:00:00-03:00,647.452
1975-07-01,1975,1,7,ABATE12_ABQUBO12,1975-07-01T00:00:00-03:00,565.984
1975-08-01,1975,1,8,ABATE12_ABQUBO12,1975-08-01T00:00:00-03:00,387.796
1975-09-01,1975,1,9,ABATE12_ABQUBO12,1975-09-01T00:00:00-03:00,283.568
1975-10-01,1975,1,10,ABATE12_ABQUBO12,1975-10-01T00:00:00-03:00,330.15
1975-11-01,1975,1,11,ABATE12_ABQUBO12,1975-11-01T00:00:00-03:00,483.241
1975-12-01,1975,1,12,ABATE12_ABQUBO12,1975-12-01T00:00:00-02:00,576.899
1976-01-01,1976,1,1,ABATE12_ABQUBO12,1976-01-01T00:00:00-02:00,620.955
1976-02-01,1976,1,2,ABATE12_ABQUBO12,1976-02-01T00:00:00-02:00,608.682
1976-03-01,1976,1,3,ABATE12_ABQUBO12,1976-03-01T00:00:00-03:00,741.975
1976-04-01,1976,1,4,ABATE12_ABQUBO12,1976-04-01T00:00:00-03:00,721.482
1976-05-01,1976,1,5,ABATE12_ABQUBO12,1976-05-01T00:00:00-03:00,782.812
1976-06-01,1976,1,6,ABATE12_ABQUBO12,1976-06-01T00:00:00-03:00,727.127
1976-07-01,1976,1,7,ABATE12_ABQUBO12,1976-07-01T00:00:00-03:00,644.942
1976-08-01,1976,1,8,ABATE12_ABQUBO12,1976-08-01T00:00:00-03:00,457.451
1976-09-01,1976,1,9,ABATE12_ABQUBO12,1976-09-01T00:00:00-03:00,371.186
1976-10-01,1976,1,10,ABATE12_ABQUBO12,1976-10-01T00:00:00-03:00,375.476
1976-11-01,1976,1,11,ABATE12_ABQUBO12,1976-11-01T00:00:00-03:00,404.028
1976-12-01,1976,1,12,ABATE12_ABQUBO12,1976-12-01T00:00:00-02:00,458.461
1977-01-01,1977,1,1,ABATE12_ABQUBO12,1977-01-01T00:00:00-02:00,563.931
1977-02-01,1977,1,2,ABATE12_ABQUBO12,1977-02-01T00:00:00-02:00,544.542
1977-03-01,1977,1,3,ABATE12_ABQUBO12,1977-03-01T00:00:00-03:00,773.952
1977-04-01,1977,1,4,ABATE12_ABQUBO12,1977-04-01T00:00:00-03:00,768.32
1977-05-01,1977,1,5,ABATE12_ABQUBO12,1977-05-01T00:00:00-03:00,841.07
1977-06-01,1977,1,6,ABATE12_ABQUBO12,1977-06-01T00:00:00-03:00,784.09
1977-07-01,1977,1,7,ABATE12_ABQUBO12,1977-07-01T00:00:00-03:00,688.363
1977-08-01,1977,1,8,ABATE12_ABQUBO12,1977-08-01T00:00:00-03:00,539.254
1977-09-01,1977,1,9,ABATE12_ABQUBO12,1977-09-01T00:00:00-03:00,458.652
1977-10-01,1977,1,10,ABATE12_ABQUBO12,1977-10-01T00:00:00-03:00,395.332
1977-11-01,1977,1,11,ABATE12_ABQUBO12,1977-11-01T00:00:00-03:00,472.236
1977-12-01,1977,1,12,ABATE12_ABQUBO12,1977-12-01T00:00:00-02:00,583.453
1978-01-01,1978,1,1,ABATE12_ABQUBO12,1978-01-01T00:00:00-02:00,644.383
1978-02-01,1978,1,2,ABATE12_ABQUBO12,1978-02-01T00:00:00-02:00,703.517
1978-03-01,1978,1,3,ABATE12_ABQUBO12,1978-03-01T00:00:00-03:00,724.206
1978-04-01,1978,1,4,ABATE12_ABQUBO12,1978-04-01T00:00:00-03:00,809.852
1978-05-01,1978,1,5,ABATE12_ABQUBO12,1978-05-01T00:00:00-03:00,936.404
1978-06-01,1978,1,6,ABATE12_ABQUBO12,1978-06-01T00:00:00-03:00,769.17
1978-07-01,1978,1,7,ABATE12_ABQUBO12,1978-07-01T00:00:00-03:00,647.541
1978-08-01,1978,1,8,ABATE12_ABQUBO12,1978-08-01T00:00:00-03:00,502.032
1978-09-01,1978,1,9,ABATE12_ABQUBO12,1978-09-01T00:00:00-03:00,452.289
1978-10-01,1978,1,10,ABATE12_ABQUBO12,1978-10-01T00:00:00-03:00,470.448
1978-11-01,1978,1,11,ABATE12_ABQUBO12,1978-11-01T00:00:00-03:00,514.307
1978-12-01,1978,1,12,ABATE12_ABQUBO12,1978-12-01T00:00:00-02:00,549.911
1979-01-01,1979,1,1,ABATE12_ABQUBO12,1979-01-01T00:00:00-02:00,604.147
1979-02-01,1979,1,2,ABATE12_ABQUBO12,1979-02-01T00:00:00-02:00,611.967
1979-03-01,1979,1,3,ABATE12_ABQUBO12,1979-03-01T00:00:00-03:00,725.631
1979-04-01,1979,1,4,ABATE12_ABQUBO12,1979-04-01T00:00:00-03:00,753.654
1979-05-01,1979,1,5,ABATE12_ABQUBO12,1979-05-01T00:00:00-03:00,900.726
1979-06-01,1979,1,6,ABATE12_ABQUBO12,1979-06-01T00:00:00-03:00,732.528
1979-07-01,1979,1,7,ABATE12_ABQUBO12,1979-07-01T00:00:00-03:00,584.731
1979-08-01,1979,1,8,ABATE12_ABQUBO12,1979-08-01T00:00:00-03:00,516.506
1979-09-01,1979,1,9,ABATE12_ABQUBO12,1979-09-01T00:00:00-03:00,424.992
1979-10-01,1979,1,10,ABATE12_ABQUBO12,1979-10-01T00:00:00-03:00,396.165
1979-11-01,1979,1,11,ABATE12_ABQUBO12,1979-11-01T00:00:00-03:00,453.025
1979-12-01,1979,1,12,ABATE12_ABQUBO12,1979-12-01T00:00:00-02:00,478.116
1980-01-01,1980,1,1,ABATE12_ABQUBO12,1980-01-01T00:00:00-02:00,560.189
1980-02-01,1980,1,2,ABATE12_ABQUBO12,1980-02-01T00:00:00-02:00,563.261
