DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1944-02-01,1944,1,2,PAN12_IGPDIG12,1944-02-01T00:00:00-02:00,18.8467235940894
1944-03-01,1944,1,3,PAN12_IGPDIG12,1944-03-01T00:00:00-03:00,18.5559982314448
1944-04-01,1944,1,4,PAN12_IGPDIG12,1944-04-01T00:00:00-03:00,18.2740870626756
1944-05-01,1944,1,5,PAN12_IGPDIG12,1944-05-01T00:00:00-03:00,18.0007558699506
1944-06-01,1944,1,6,PAN12_IGPDIG12,1944-06-01T00:00:00-03:00,17.7351518675211
1944-07-01,1944,1,7,PAN12_IGPDIG12,1944-07-01T00:00:00-03:00,17.4774095234932
1944-08-01,1944,1,8,PAN12_IGPDIG12,1944-08-01T00:00:00-03:00,17.2271896709552
1944-09-01,1944,1,9,PAN12_IGPDIG12,1944-09-01T00:00:00-03:00,16.9837215375118
1944-10-01,1944,1,10,PAN12_IGPDIG12,1944-10-01T00:00:00-03:00,36.0304337011657
1944-11-01,1944,1,11,PAN12_IGPDIG12,1944-11-01T00:00:00-03:00,34.9880631534325
1944-12-01,1944,1,12,PAN12_IGPDIG12,1944-12-01T00:00:00-02:00,0.0
1945-01-01,1945,1,1,PAN12_IGPDIG12,1945-01-01T00:00:00-02:00,15.8632891869457
1945-02-01,1945,1,2,PAN12_IGPDIG12,1945-02-01T00:00:00-02:00,33.5320230194209
1945-03-01,1945,1,3,PAN12_IGPDIG12,1945-03-01T00:00:00-03:00,-13.387072398354
1945-04-01,1945,1,4,PAN12_IGPDIG12,1945-04-01T00:00:00-03:00,0.0
1945-05-01,1945,1,5,PAN12_IGPDIG12,1945-05-01T00:00:00-03:00,15.4562058679329
1945-06-01,1945,1,6,PAN12_IGPDIG12,1945-06-01T00:00:00-03:00,15.2586450990783
1945-07-01,1945,1,7,PAN12_IGPDIG12,1945-07-01T00:00:00-03:00,15.0673710605422
1945-08-01,1945,1,8,PAN12_IGPDIG12,1945-08-01T00:00:00-03:00,14.882132108311
1945-09-01,1945,1,9,PAN12_IGPDIG12,1945-09-01T00:00:00-03:00,0.0
1945-10-01,1945,1,10,PAN12_IGPDIG12,1945-10-01T00:00:00-03:00,14.6988222291117
1945-11-01,1945,1,11,PAN12_IGPDIG12,1945-11-01T00:00:00-03:00,14.5224976485711
1945-12-01,1945,1,12,PAN12_IGPDIG12,1945-12-01T00:00:00-02:00,14.3478479999157
1946-01-01,1946,1,1,PAN12_IGPDIG12,1946-01-01T00:00:00-02:00,14.179811557001
