DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
1991-12-01,1991,1,12,BM12_NFEMJNYS12,1991-12-01T00:00:00-02:00,11.16
1992-01-01,1992,1,1,BM12_NFEMJNYS12,1992-01-01T00:00:00-02:00,12.03
1992-02-01,1992,1,2,BM12_NFEMJNYS12,1992-02-01T00:00:00-02:00,13.08
1992-03-01,1992,1,3,BM12_NFEMJNYS12,1992-03-01T00:00:00-03:00,13.91
1992-04-01,1992,1,4,BM12_NFEMJNYS12,1992-04-01T00:00:00-03:00,14.32
1992-05-01,1992,1,5,BM12_NFEMJNYS12,1992-05-01T00:00:00-03:00,14.4
1992-06-01,1992,1,6,BM12_NFEMJNYS12,1992-06-01T00:00:00-03:00,14.55
1992-07-01,1992,1,7,BM12_NFEMJNYS12,1992-07-01T00:00:00-03:00,14.95
1992-08-01,1992,1,8,BM12_NFEMJNYS12,1992-08-01T00:00:00-03:00,15.23
1992-09-01,1992,1,9,BM12_NFEMJNYS12,1992-09-01T00:00:00-03:00,15.68
1992-10-01,1992,1,10,BM12_NFEMJNYS12,1992-10-01T00:00:00-03:00,16.07
1992-11-01,1992,1,11,BM12_NFEMJNYS12,1992-11-01T00:00:00-03:00,16.23
1992-12-01,1992,1,12,BM12_NFEMJNYS12,1992-12-01T00:00:00-02:00,16.97
1993-01-01,1993,1,1,BM12_NFEMJNYS12,1993-01-01T00:00:00-02:00,18.15
1993-02-01,1993,1,2,BM12_NFEMJNYS12,1993-02-01T00:00:00-02:00,19.14
1993-03-01,1993,1,3,BM12_NFEMJNYS12,1993-03-01T00:00:00-03:00,19.52
1993-04-01,1993,1,4,BM12_NFEMJNYS12,1993-04-01T00:00:00-03:00,20.38
1993-05-01,1993,1,5,BM12_NFEMJNYS12,1993-05-01T00:00:00-03:00,21.25
1993-06-01,1993,1,6,BM12_NFEMJNYS12,1993-06-01T00:00:00-03:00,22.07
1993-07-01,1993,1,7,BM12_NFEMJNYS12,1993-07-01T00:00:00-03:00,22.64
1993-08-01,1993,1,8,BM12_NFEMJNYS12,1993-08-01T00:00:00-03:00,23.16
1993-09-01,1993,1,9,BM12_NFEMJNYS12,1993-09-01T00:00:00-03:00,23.95
1993-10-01,1993,1,10,BM12_NFEMJNYS12,1993-10-01T00:00:00-03:00,25.05
1993-11-01,1993,1,11,BM12_NFEMJNYS12,1993-11-01T00:00:00-03:00,25.87
1993-12-01,1993,1,12,BM12_NFEMJNYS12,1993-12-01T00:00:00-02:00,27.74
1994-01-01,1994,1,1,BM12_NFEMJNYS12,1994-01-01T00:00:00-02:00,30.69
1994-02-01,1994,1,2,BM12_NFEMJNYS12,1994-02-01T00:00:00-02:00,33.18
1994-03-01,1994,1,3,BM12_NFEMJNYS12,1994-03-01T00:00:00-03:00,36.06
1994-04-01,1994,1,4,BM12_NFEMJNYS12,1994-04-01T00:00:00-03:00,38.25
1994-05-01,1994,1,5,BM12_NFEMJNYS12,1994-05-01T00:00:00-03:00,39.15
1994-06-01,1994,1,6,BM12_NFEMJNYS12,1994-06-01T00:00:00-03:00,38.95
1994-07-01,1994,1,7,BM12_NFEMJNYS12,1994-07-01T00:00:00-03:00,29.24
1994-08-01,1994,1,8,BM12_NFEMJNYS12,1994-08-01T00:00:00-03:00,23.02
1994-09-01,1994,1,9,BM12_NFEMJNYS12,1994-09-01T00:00:00-03:00,19.13
1994-10-01,1994,1,10,BM12_NFEMJNYS12,1994-10-01T00:00:00-03:00,16.38
1994-11-01,1994,1,11,BM12_NFEMJNYS12,1994-11-01T00:00:00-03:00,14.41
1994-12-01,1994,1,12,BM12_NFEMJNYS12,1994-12-01T00:00:00-02:00,12.84
1995-01-01,1995,1,1,BM12_NFEMJNYS12,1995-01-01T00:00:00-02:00,11.37
1995-02-01,1995,1,2,BM12_NFEMJNYS12,1995-02-01T00:00:00-02:00,9.99
1995-03-01,1995,1,3,BM12_NFEMJNYS12,1995-03-01T00:00:00-03:00,8.59
1995-04-01,1995,1,4,BM12_NFEMJNYS12,1995-04-01T00:00:00-03:00,7.21
1995-05-01,1995,1,5,BM12_NFEMJNYS12,1995-05-01T00:00:00-03:00,5.65
1995-06-01,1995,1,6,BM12_NFEMJNYS12,1995-06-01T00:00:00-03:00,3.64
1995-07-01,1995,1,7,BM12_NFEMJNYS12,1995-07-01T00:00:00-03:00,3.49
1995-08-01,1995,1,8,BM12_NFEMJNYS12,1995-08-01T00:00:00-03:00,3.46
1995-09-01,1995,1,9,BM12_NFEMJNYS12,1995-09-01T00:00:00-03:00,3.4
1995-10-01,1995,1,10,BM12_NFEMJNYS12,1995-10-01T00:00:00-03:00,3.32
1995-11-01,1995,1,11,BM12_NFEMJNYS12,1995-11-01T00:00:00-03:00,3.2
1995-12-01,1995,1,12,BM12_NFEMJNYS12,1995-12-01T00:00:00-02:00,3.1
1996-01-01,1996,1,1,BM12_NFEMJNYS12,1996-01-01T00:00:00-02:00,3.05
1996-02-01,1996,1,2,BM12_NFEMJNYS12,1996-02-01T00:00:00-02:00,3.01
1996-03-01,1996,1,3,BM12_NFEMJNYS12,1996-03-01T00:00:00-03:00,2.91
1996-04-01,1996,1,4,BM12_NFEMJNYS12,1996-04-01T00:00:00-03:00,2.77
1996-05-01,1996,1,5,BM12_NFEMJNYS12,1996-05-01T00:00:00-03:00,2.64
1996-06-01,1996,1,6,BM12_NFEMJNYS12,1996-06-01T00:00:00-03:00,2.48
1996-07-01,1996,1,7,BM12_NFEMJNYS12,1996-07-01T00:00:00-03:00,2.34
1996-08-01,1996,1,8,BM12_NFEMJNYS12,1996-08-01T00:00:00-03:00,2.21
1996-09-01,1996,1,9,BM12_NFEMJNYS12,1996-09-01T00:00:00-03:00,2.14
1996-10-01,1996,1,10,BM12_NFEMJNYS12,1996-10-01T00:00:00-03:00,2.08
1996-11-01,1996,1,11,BM12_NFEMJNYS12,1996-11-01T00:00:00-03:00,2.02
1996-12-01,1996,1,12,BM12_NFEMJNYS12,1996-12-01T00:00:00-02:00,1.97
1997-01-01,1997,1,1,BM12_NFEMJNYS12,1997-01-01T00:00:00-02:00,1.93
1997-02-01,1997,1,2,BM12_NFEMJNYS12,1997-02-01T00:00:00-02:00,1.91
1997-03-01,1997,1,3,BM12_NFEMJNYS12,1997-03-01T00:00:00-03:00,1.9
1997-04-01,1997,1,4,BM12_NFEMJNYS12,1997-04-01T00:00:00-03:00,1.9
1997-05-01,1997,1,5,BM12_NFEMJNYS12,1997-05-01T00:00:00-03:00,1.88
1997-06-01,1997,1,6,BM12_NFEMJNYS12,1997-06-01T00:00:00-03:00,1.88
1997-07-01,1997,1,7,BM12_NFEMJNYS12,1997-07-01T00:00:00-03:00,1.87
1997-08-01,1997,1,8,BM12_NFEMJNYS12,1997-08-01T00:00:00-03:00,1.87
1997-09-01,1997,1,9,BM12_NFEMJNYS12,1997-09-01T00:00:00-03:00,1.87
1997-10-01,1997,1,10,BM12_NFEMJNYS12,1997-10-01T00:00:00-03:00,1.86
1997-11-01,1997,1,11,BM12_NFEMJNYS12,1997-11-01T00:00:00-03:00,1.99
1997-12-01,1997,1,12,BM12_NFEMJNYS12,1997-12-01T00:00:00-02:00,2.09
1998-01-01,1998,1,1,BM12_NFEMJNYS12,1998-01-01T00:00:00-02:00,2.14
1998-02-01,1998,1,2,BM12_NFEMJNYS12,1998-02-01T00:00:00-02:00,2.17
1998-03-01,1998,1,3,BM12_NFEMJNYS12,1998-03-01T00:00:00-03:00,2.16
1998-04-01,1998,1,4,BM12_NFEMJNYS12,1998-04-01T00:00:00-03:00,2.14
1998-05-01,1998,1,5,BM12_NFEMJNYS12,1998-05-01T00:00:00-03:00,2.11
1998-06-01,1998,1,6,BM12_NFEMJNYS12,1998-06-01T00:00:00-03:00,2.09
1998-07-01,1998,1,7,BM12_NFEMJNYS12,1998-07-01T00:00:00-03:00,2.06
1998-08-01,1998,1,8,BM12_NFEMJNYS12,1998-08-01T00:00:00-03:00,1.98
1998-09-01,1998,1,9,BM12_NFEMJNYS12,1998-09-01T00:00:00-03:00,1.96
1998-10-01,1998,1,10,BM12_NFEMJNYS12,1998-10-01T00:00:00-03:00,1.95
1998-11-01,1998,1,11,BM12_NFEMJNYS12,1998-11-01T00:00:00-03:00,1.81
1998-12-01,1998,1,12,BM12_NFEMJNYS12,1998-12-01T00:00:00-02:00,1.66
1999-01-01,1999,1,1,BM12_NFEMJNYS12,1999-01-01T00:00:00-02:00,1.78
1999-02-01,1999,1,2,BM12_NFEMJNYS12,1999-02-01T00:00:00-02:00,1.86
1999-03-01,1999,1,3,BM12_NFEMJNYS12,1999-03-01T00:00:00-03:00,1.92
1999-04-01,1999,1,4,BM12_NFEMJNYS12,1999-04-01T00:00:00-03:00,2.09
1999-05-01,1999,1,5,BM12_NFEMJNYS12,1999-05-01T00:00:00-03:00,2.12
1999-06-01,1999,1,6,BM12_NFEMJNYS12,1999-06-01T00:00:00-03:00,2.12
1999-07-01,1999,1,7,BM12_NFEMJNYS12,1999-07-01T00:00:00-03:00,2.19
1999-08-01,1999,1,8,BM12_NFEMJNYS12,1999-08-01T00:00:00-03:00,2.39
1999-09-01,1999,1,9,BM12_NFEMJNYS12,1999-09-01T00:00:00-03:00,2.53
1999-10-01,1999,1,10,BM12_NFEMJNYS12,1999-10-01T00:00:00-03:00,2.61
1999-11-01,1999,1,11,BM12_NFEMJNYS12,1999-11-01T00:00:00-03:00,2.78
1999-12-01,1999,1,12,BM12_NFEMJNYS12,1999-12-01T00:00:00-02:00,3.01
2000-01-01,2000,1,1,BM12_NFEMJNYS12,2000-01-01T00:00:00-02:00,3.01
2000-02-01,2000,1,2,BM12_NFEMJNYS12,2000-02-01T00:00:00-02:00,3.04
2000-03-01,2000,1,3,BM12_NFEMJNYS12,2000-03-01T00:00:00-03:00,2.95
2000-04-01,2000,1,4,BM12_NFEMJNYS12,2000-04-01T00:00:00-03:00,2.79
2000-05-01,2000,1,5,BM12_NFEMJNYS12,2000-05-01T00:00:00-03:00,2.74
2000-06-01,2000,1,6,BM12_NFEMJNYS12,2000-06-01T00:00:00-03:00,2.68
2000-07-01,2000,1,7,BM12_NFEMJNYS12,2000-07-01T00:00:00-03:00,2.66
2000-08-01,2000,1,8,BM12_NFEMJNYS12,2000-08-01T00:00:00-03:00,2.76
2000-09-01,2000,1,9,BM12_NFEMJNYS12,2000-09-01T00:00:00-03:00,2.85
2000-10-01,2000,1,10,BM12_NFEMJNYS12,2000-10-01T00:00:00-03:00,2.8
2000-11-01,2000,1,11,BM12_NFEMJNYS12,2000-11-01T00:00:00-03:00,2.63
2000-12-01,2000,1,12,BM12_NFEMJNYS12,2000-12-01T00:00:00-02:00,2.41
2001-01-01,2001,1,1,BM12_NFEMJNYS12,2001-01-01T00:00:00-02:00,2.29
2001-02-01,2001,1,2,BM12_NFEMJNYS12,2001-02-01T00:00:00-02:00,2.18
2001-03-01,2001,1,3,BM12_NFEMJNYS12,2001-03-01T00:00:00-03:00,2.22
2001-04-01,2001,1,4,BM12_NFEMJNYS12,2001-04-01T00:00:00-03:00,2.29
