DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Pessoa)
2012-03-01,2012,1,3,PNADC12_ESPUB12,2012-03-01T00:00:00-03:00,10931.0
2012-04-01,2012,1,4,PNADC12_ESPUB12,2012-04-01T00:00:00-03:00,11049.0
2012-05-01,2012,1,5,PNADC12_ESPUB12,2012-05-01T00:00:00-03:00,11081.0
2012-06-01,2012,1,6,PNADC12_ESPUB12,2012-06-01T00:00:00-03:00,11186.0
2012-07-01,2012,1,7,PNADC12_ESPUB12,2012-07-01T00:00:00-03:00,11276.0
2012-08-01,2012,1,8,PNADC12_ESPUB12,2012-08-01T00:00:00-03:00,11366.0
2012-09-01,2012,1,9,PNADC12_ESPUB12,2012-09-01T00:00:00-03:00,11316.0
2012-10-01,2012,1,10,PNADC12_ESPUB12,2012-10-01T00:00:00-03:00,11275.0
2012-11-01,2012,1,11,PNADC12_ESPUB12,2012-11-01T00:00:00-02:00,11193.0
2012-12-01,2012,1,12,PNADC12_ESPUB12,2012-12-01T00:00:00-02:00,11049.0
2013-01-01,2013,1,1,PNADC12_ESPUB12,2013-01-01T00:00:00-02:00,10835.0
2013-02-01,2013,1,2,PNADC12_ESPUB12,2013-02-01T00:00:00-02:00,10768.0
2013-03-01,2013,1,3,PNADC12_ESPUB12,2013-03-01T00:00:00-03:00,10823.0
2013-04-01,2013,1,4,PNADC12_ESPUB12,2013-04-01T00:00:00-03:00,11029.0
2013-05-01,2013,1,5,PNADC12_ESPUB12,2013-05-01T00:00:00-03:00,11070.0
2013-06-01,2013,1,6,PNADC12_ESPUB12,2013-06-01T00:00:00-03:00,11206.0
2013-07-01,2013,1,7,PNADC12_ESPUB12,2013-07-01T00:00:00-03:00,11270.0
2013-08-01,2013,1,8,PNADC12_ESPUB12,2013-08-01T00:00:00-03:00,11305.0
2013-09-01,2013,1,9,PNADC12_ESPUB12,2013-09-01T00:00:00-03:00,11268.0
2013-10-01,2013,1,10,PNADC12_ESPUB12,2013-10-01T00:00:00-03:00,11258.0
2013-11-01,2013,1,11,PNADC12_ESPUB12,2013-11-01T00:00:00-02:00,11254.0
2013-12-01,2013,1,12,PNADC12_ESPUB12,2013-12-01T00:00:00-02:00,11174.0
2014-01-01,2014,1,1,PNADC12_ESPUB12,2014-01-01T00:00:00-02:00,11045.0
2014-02-01,2014,1,2,PNADC12_ESPUB12,2014-02-01T00:00:00-02:00,11025.0
2014-03-01,2014,1,3,PNADC12_ESPUB12,2014-03-01T00:00:00-03:00,11139.0
2014-04-01,2014,1,4,PNADC12_ESPUB12,2014-04-01T00:00:00-03:00,11304.0
2014-05-01,2014,1,5,PNADC12_ESPUB12,2014-05-01T00:00:00-03:00,11385.0
2014-06-01,2014,1,6,PNADC12_ESPUB12,2014-06-01T00:00:00-03:00,11329.0
2014-07-01,2014,1,7,PNADC12_ESPUB12,2014-07-01T00:00:00-03:00,11387.0
2014-08-01,2014,1,8,PNADC12_ESPUB12,2014-08-01T00:00:00-03:00,11457.0
2014-09-01,2014,1,9,PNADC12_ESPUB12,2014-09-01T00:00:00-03:00,11497.0
2014-10-01,2014,1,10,PNADC12_ESPUB12,2014-10-01T00:00:00-03:00,11606.0
2014-11-01,2014,1,11,PNADC12_ESPUB12,2014-11-01T00:00:00-02:00,11588.0
2014-12-01,2014,1,12,PNADC12_ESPUB12,2014-12-01T00:00:00-02:00,11545.0
2015-01-01,2015,1,1,PNADC12_ESPUB12,2015-01-01T00:00:00-02:00,11380.0
2015-02-01,2015,1,2,PNADC12_ESPUB12,2015-02-01T00:00:00-02:00,11310.0
2015-03-01,2015,1,3,PNADC12_ESPUB12,2015-03-01T00:00:00-03:00,11286.0
2015-04-01,2015,1,4,PNADC12_ESPUB12,2015-04-01T00:00:00-03:00,11404.0
2015-05-01,2015,1,5,PNADC12_ESPUB12,2015-05-01T00:00:00-03:00,11369.0
2015-06-01,2015,1,6,PNADC12_ESPUB12,2015-06-01T00:00:00-03:00,11391.0
2015-07-01,2015,1,7,PNADC12_ESPUB12,2015-07-01T00:00:00-03:00,11421.0
2015-08-01,2015,1,8,PNADC12_ESPUB12,2015-08-01T00:00:00-03:00,11492.0
2015-09-01,2015,1,9,PNADC12_ESPUB12,2015-09-01T00:00:00-03:00,11485.0
2015-10-01,2015,1,10,PNADC12_ESPUB12,2015-10-01T00:00:00-03:00,11444.0
2015-11-01,2015,1,11,PNADC12_ESPUB12,2015-11-01T00:00:00-02:00,11319.0
2015-12-01,2015,1,12,PNADC12_ESPUB12,2015-12-01T00:00:00-02:00,11264.0
2016-01-01,2016,1,1,PNADC12_ESPUB12,2016-01-01T00:00:00-02:00,11129.0
2016-02-01,2016,1,2,PNADC12_ESPUB12,2016-02-01T00:00:00-02:00,10969.0
2016-03-01,2016,1,3,PNADC12_ESPUB12,2016-03-01T00:00:00-03:00,10921.0
2016-04-01,2016,1,4,PNADC12_ESPUB12,2016-04-01T00:00:00-03:00,11027.0
2016-05-01,2016,1,5,PNADC12_ESPUB12,2016-05-01T00:00:00-03:00,11127.0
2016-06-01,2016,1,6,PNADC12_ESPUB12,2016-06-01T00:00:00-03:00,11243.0
2016-07-01,2016,1,7,PNADC12_ESPUB12,2016-07-01T00:00:00-03:00,11186.0
2016-08-01,2016,1,8,PNADC12_ESPUB12,2016-08-01T00:00:00-03:00,11305.0
2016-09-01,2016,1,9,PNADC12_ESPUB12,2016-09-01T00:00:00-03:00,11274.0
2016-10-01,2016,1,10,PNADC12_ESPUB12,2016-10-01T00:00:00-03:00,11337.0
2016-11-01,2016,1,11,PNADC12_ESPUB12,2016-11-01T00:00:00-02:00,11358.0
2016-12-01,2016,1,12,PNADC12_ESPUB12,2016-12-01T00:00:00-02:00,11200.0
2017-01-01,2017,1,1,PNADC12_ESPUB12,2017-01-01T00:00:00-02:00,10935.0
2017-02-01,2017,1,2,PNADC12_ESPUB12,2017-02-01T00:00:00-02:00,10787.0
2017-03-01,2017,1,3,PNADC12_ESPUB12,2017-03-01T00:00:00-03:00,10822.0
2017-04-01,2017,1,4,PNADC12_ESPUB12,2017-04-01T00:00:00-03:00,10962.0
2017-05-01,2017,1,5,PNADC12_ESPUB12,2017-05-01T00:00:00-03:00,11115.0
2017-06-01,2017,1,6,PNADC12_ESPUB12,2017-06-01T00:00:00-03:00,11248.0
2017-07-01,2017,1,7,PNADC12_ESPUB12,2017-07-01T00:00:00-03:00,11383.0
2017-08-01,2017,1,8,PNADC12_ESPUB12,2017-08-01T00:00:00-03:00,11409.0
2017-09-01,2017,1,9,PNADC12_ESPUB12,2017-09-01T00:00:00-03:00,11440.0
2017-10-01,2017,1,10,PNADC12_ESPUB12,2017-10-01T00:00:00-03:00,11473.0
2017-11-01,2017,1,11,PNADC12_ESPUB12,2017-11-01T00:00:00-02:00,11503.0
2017-12-01,2017,1,12,PNADC12_ESPUB12,2017-12-01T00:00:00-02:00,11424.0
2018-01-01,2018,1,1,PNADC12_ESPUB12,2018-01-01T00:00:00-02:00,11255.0
2018-02-01,2018,1,2,PNADC12_ESPUB12,2018-02-01T00:00:00-02:00,11149.0
2018-03-01,2018,1,3,PNADC12_ESPUB12,2018-03-01T00:00:00-03:00,11172.0
2018-04-01,2018,1,4,PNADC12_ESPUB12,2018-04-01T00:00:00-03:00,11326.0
2018-05-01,2018,1,5,PNADC12_ESPUB12,2018-05-01T00:00:00-03:00,11440.0
2018-06-01,2018,1,6,PNADC12_ESPUB12,2018-06-01T00:00:00-03:00,11565.0
2018-07-01,2018,1,7,PNADC12_ESPUB12,2018-07-01T00:00:00-03:00,11611.0
2018-08-01,2018,1,8,PNADC12_ESPUB12,2018-08-01T00:00:00-03:00,11675.0
2018-09-01,2018,1,9,PNADC12_ESPUB12,2018-09-01T00:00:00-03:00,11690.0
2018-10-01,2018,1,10,PNADC12_ESPUB12,2018-10-01T00:00:00-03:00,11671.0
2018-11-01,2018,1,11,PNADC12_ESPUB12,2018-11-01T00:00:00-03:00,11729.0
2018-12-01,2018,1,12,PNADC12_ESPUB12,2018-12-01T00:00:00-02:00,11596.0
2019-01-01,2019,1,1,PNADC12_ESPUB12,2019-01-01T00:00:00-02:00,11461.0
2019-02-01,2019,1,2,PNADC12_ESPUB12,2019-02-01T00:00:00-02:00,11279.0
2019-03-01,2019,1,3,PNADC12_ESPUB12,2019-03-01T00:00:00-03:00,11362.0
2019-04-01,2019,1,4,PNADC12_ESPUB12,2019-04-01T00:00:00-03:00,11462.0
2019-05-01,2019,1,5,PNADC12_ESPUB12,2019-05-01T00:00:00-03:00,11543.0
2019-06-01,2019,1,6,PNADC12_ESPUB12,2019-06-01T00:00:00-03:00,11661.0
2019-07-01,2019,1,7,PNADC12_ESPUB12,2019-07-01T00:00:00-03:00,11714.0
2019-08-01,2019,1,8,PNADC12_ESPUB12,2019-08-01T00:00:00-03:00,11671.0
2019-09-01,2019,1,9,PNADC12_ESPUB12,2019-09-01T00:00:00-03:00,11683.0
2019-10-01,2019,1,10,PNADC12_ESPUB12,2019-10-01T00:00:00-03:00,11675.0
2019-11-01,2019,1,11,PNADC12_ESPUB12,2019-11-01T00:00:00-03:00,11686.0
2019-12-01,2019,1,12,PNADC12_ESPUB12,2019-12-01T00:00:00-03:00,11641.0
2020-01-01,2020,1,1,PNADC12_ESPUB12,2020-01-01T00:00:00-03:00,11526.0
2020-02-01,2020,1,2,PNADC12_ESPUB12,2020-02-01T00:00:00-03:00,11370.0
2020-03-01,2020,1,3,PNADC12_ESPUB12,2020-03-01T00:00:00-03:00,11652.0
2020-04-01,2020,1,4,PNADC12_ESPUB12,2020-04-01T00:00:00-03:00,11904.0
2020-05-01,2020,1,5,PNADC12_ESPUB12,2020-05-01T00:00:00-03:00,12255.0
2020-06-01,2020,1,6,PNADC12_ESPUB12,2020-06-01T00:00:00-03:00,12360.0
2020-07-01,2020,1,7,PNADC12_ESPUB12,2020-07-01T00:00:00-03:00,12119.0
2020-08-01,2020,1,8,PNADC12_ESPUB12,2020-08-01T00:00:00-03:00,11912.0
2020-09-01,2020,1,9,PNADC12_ESPUB12,2020-09-01T00:00:00-03:00,11829.0
2020-10-01,2020,1,10,PNADC12_ESPUB12,2020-10-01T00:00:00-03:00,11992.0
2020-11-01,2020,1,11,PNADC12_ESPUB12,2020-11-01T00:00:00-03:00,12186.0
2020-12-01,2020,1,12,PNADC12_ESPUB12,2020-12-01T00:00:00-03:00,12162.0
