DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.m.))
1969-02-01,1969,1,2,IGP12_IGPOGG12,1969-02-01T00:00:00-02:00,1.36
1969-03-01,1969,1,3,IGP12_IGPOGG12,1969-03-01T00:00:00-03:00,0.5
1969-04-01,1969,1,4,IGP12_IGPOGG12,1969-04-01T00:00:00-03:00,1.34
1969-05-01,1969,1,5,IGP12_IGPOGG12,1969-05-01T00:00:00-03:00,1.1
1969-06-01,1969,1,6,IGP12_IGPOGG12,1969-06-01T00:00:00-03:00,2.27
1969-07-01,1969,1,7,IGP12_IGPOGG12,1969-07-01T00:00:00-03:00,1.81
1969-08-01,1969,1,8,IGP12_IGPOGG12,1969-08-01T00:00:00-03:00,1.88
1969-09-01,1969,1,9,IGP12_IGPOGG12,1969-09-01T00:00:00-03:00,3.07
1969-10-01,1969,1,10,IGP12_IGPOGG12,1969-10-01T00:00:00-03:00,2.53
1969-11-01,1969,1,11,IGP12_IGPOGG12,1969-11-01T00:00:00-03:00,1.65
1969-12-01,1969,1,12,IGP12_IGPOGG12,1969-12-01T00:00:00-02:00,0.34
1970-01-01,1970,1,1,IGP12_IGPOGG12,1970-01-01T00:00:00-02:00,1.57
1970-02-01,1970,1,2,IGP12_IGPOGG12,1970-02-01T00:00:00-02:00,1.54
1970-03-01,1970,1,3,IGP12_IGPOGG12,1970-03-01T00:00:00-03:00,1.93
1970-04-01,1970,1,4,IGP12_IGPOGG12,1970-04-01T00:00:00-03:00,0.37
1970-05-01,1970,1,5,IGP12_IGPOGG12,1970-05-01T00:00:00-03:00,1.58
1970-06-01,1970,1,6,IGP12_IGPOGG12,1970-06-01T00:00:00-03:00,2.17
1970-07-01,1970,1,7,IGP12_IGPOGG12,1970-07-01T00:00:00-03:00,1.64
1970-08-01,1970,1,8,IGP12_IGPOGG12,1970-08-01T00:00:00-03:00,2.35
1970-09-01,1970,1,9,IGP12_IGPOGG12,1970-09-01T00:00:00-03:00,2.04
1970-10-01,1970,1,10,IGP12_IGPOGG12,1970-10-01T00:00:00-03:00,1.55
1970-11-01,1970,1,11,IGP12_IGPOGG12,1970-11-01T00:00:00-03:00,0.8
1970-12-01,1970,1,12,IGP12_IGPOGG12,1970-12-01T00:00:00-02:00,0.68
1971-01-01,1971,1,1,IGP12_IGPOGG12,1971-01-01T00:00:00-02:00,1.51
1971-02-01,1971,1,2,IGP12_IGPOGG12,1971-02-01T00:00:00-02:00,1.41
1971-03-01,1971,1,3,IGP12_IGPOGG12,1971-03-01T00:00:00-03:00,2.23
1971-04-01,1971,1,4,IGP12_IGPOGG12,1971-04-01T00:00:00-03:00,1.41
1971-05-01,1971,1,5,IGP12_IGPOGG12,1971-05-01T00:00:00-03:00,1.78
1971-06-01,1971,1,6,IGP12_IGPOGG12,1971-06-01T00:00:00-03:00,2.24
1971-07-01,1971,1,7,IGP12_IGPOGG12,1971-07-01T00:00:00-03:00,1.46
1971-08-01,1971,1,8,IGP12_IGPOGG12,1971-08-01T00:00:00-03:00,0.86
1971-09-01,1971,1,9,IGP12_IGPOGG12,1971-09-01T00:00:00-03:00,1.32
1971-10-01,1971,1,10,IGP12_IGPOGG12,1971-10-01T00:00:00-03:00,1.18
1971-11-01,1971,1,11,IGP12_IGPOGG12,1971-11-01T00:00:00-03:00,0.99
1971-12-01,1971,1,12,IGP12_IGPOGG12,1971-12-01T00:00:00-02:00,0.87
1972-01-01,1972,1,1,IGP12_IGPOGG12,1972-01-01T00:00:00-02:00,1.76
1972-02-01,1972,1,2,IGP12_IGPOGG12,1972-02-01T00:00:00-02:00,1.99
1972-03-01,1972,1,3,IGP12_IGPOGG12,1972-03-01T00:00:00-03:00,1.68
1972-04-01,1972,1,4,IGP12_IGPOGG12,1972-04-01T00:00:00-03:00,1.13
