DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% PIB))
2001-12-01,2001,1,12,BM12_DINEEY12,2001-12-01T00:00:00-02:00,2.07
2002-01-01,2002,1,1,BM12_DINEEY12,2002-01-01T00:00:00-02:00,1.9
2002-02-01,2002,1,2,BM12_DINEEY12,2002-02-01T00:00:00-02:00,1.84
2002-03-01,2002,1,3,BM12_DINEEY12,2002-03-01T00:00:00-03:00,1.73
2002-04-01,2002,1,4,BM12_DINEEY12,2002-04-01T00:00:00-03:00,1.67
2002-05-01,2002,1,5,BM12_DINEEY12,2002-05-01T00:00:00-03:00,1.71
2002-06-01,2002,1,6,BM12_DINEEY12,2002-06-01T00:00:00-03:00,1.79
2002-07-01,2002,1,7,BM12_DINEEY12,2002-07-01T00:00:00-03:00,1.95
2002-08-01,2002,1,8,BM12_DINEEY12,2002-08-01T00:00:00-03:00,1.78
2002-09-01,2002,1,9,BM12_DINEEY12,2002-09-01T00:00:00-03:00,1.95
2002-10-01,2002,1,10,BM12_DINEEY12,2002-10-01T00:00:00-03:00,1.81
2002-11-01,2002,1,11,BM12_DINEEY12,2002-11-01T00:00:00-03:00,1.72
2002-12-01,2002,1,12,BM12_DINEEY12,2002-12-01T00:00:00-02:00,1.72
2003-01-01,2003,1,1,BM12_DINEEY12,2003-01-01T00:00:00-02:00,1.8
2003-02-01,2003,1,2,BM12_DINEEY12,2003-02-01T00:00:00-02:00,1.81
2003-03-01,2003,1,3,BM12_DINEEY12,2003-03-01T00:00:00-03:00,1.78
2003-04-01,2003,1,4,BM12_DINEEY12,2003-04-01T00:00:00-03:00,1.64
2003-05-01,2003,1,5,BM12_DINEEY12,2003-05-01T00:00:00-03:00,1.7
2003-06-01,2003,1,6,BM12_DINEEY12,2003-06-01T00:00:00-03:00,1.68
2003-07-01,2003,1,7,BM12_DINEEY12,2003-07-01T00:00:00-03:00,1.67
2003-08-01,2003,1,8,BM12_DINEEY12,2003-08-01T00:00:00-03:00,1.66
2003-09-01,2003,1,9,BM12_DINEEY12,2003-09-01T00:00:00-03:00,1.6
2003-10-01,2003,1,10,BM12_DINEEY12,2003-10-01T00:00:00-03:00,1.54
2003-11-01,2003,1,11,BM12_DINEEY12,2003-11-01T00:00:00-03:00,1.57
2003-12-01,2003,1,12,BM12_DINEEY12,2003-12-01T00:00:00-02:00,1.53
2004-01-01,2004,1,1,BM12_DINEEY12,2004-01-01T00:00:00-02:00,1.49
2004-02-01,2004,1,2,BM12_DINEEY12,2004-02-01T00:00:00-02:00,1.49
2004-03-01,2004,1,3,BM12_DINEEY12,2004-03-01T00:00:00-03:00,1.41
2004-04-01,2004,1,4,BM12_DINEEY12,2004-04-01T00:00:00-03:00,1.38
2004-05-01,2004,1,5,BM12_DINEEY12,2004-05-01T00:00:00-03:00,1.29
2004-06-01,2004,1,6,BM12_DINEEY12,2004-06-01T00:00:00-03:00,1.18
2004-07-01,2004,1,7,BM12_DINEEY12,2004-07-01T00:00:00-03:00,1.1
2004-08-01,2004,1,8,BM12_DINEEY12,2004-08-01T00:00:00-03:00,1.03
2004-09-01,2004,1,9,BM12_DINEEY12,2004-09-01T00:00:00-03:00,1.06
2004-10-01,2004,1,10,BM12_DINEEY12,2004-10-01T00:00:00-03:00,1.03
2004-11-01,2004,1,11,BM12_DINEEY12,2004-11-01T00:00:00-03:00,1.04
2004-12-01,2004,1,12,BM12_DINEEY12,2004-12-01T00:00:00-02:00,1.05
2005-01-01,2005,1,1,BM12_DINEEY12,2005-01-01T00:00:00-02:00,0.99
2005-02-01,2005,1,2,BM12_DINEEY12,2005-02-01T00:00:00-02:00,1.02
