DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (GWh)
1976-01-01,1976,1,1,ELETRO12_CEECOM12,1976-01-01T00:00:00-02:00,858.0
1976-02-01,1976,1,2,ELETRO12_CEECOM12,1976-02-01T00:00:00-02:00,834.5
1976-03-01,1976,1,3,ELETRO12_CEECOM12,1976-03-01T00:00:00-03:00,829.0
1976-04-01,1976,1,4,ELETRO12_CEECOM12,1976-04-01T00:00:00-03:00,819.6
1976-05-01,1976,1,5,ELETRO12_CEECOM12,1976-05-01T00:00:00-03:00,813.4
1976-06-01,1976,1,6,ELETRO12_CEECOM12,1976-06-01T00:00:00-03:00,790.5
1976-07-01,1976,1,7,ELETRO12_CEECOM12,1976-07-01T00:00:00-03:00,807.3
1976-08-01,1976,1,8,ELETRO12_CEECOM12,1976-08-01T00:00:00-03:00,791.0
1976-09-01,1976,1,9,ELETRO12_CEECOM12,1976-09-01T00:00:00-03:00,833.7
1976-10-01,1976,1,10,ELETRO12_CEECOM12,1976-10-01T00:00:00-03:00,807.2
1976-11-01,1976,1,11,ELETRO12_CEECOM12,1976-11-01T00:00:00-03:00,819.4
1976-12-01,1976,1,12,ELETRO12_CEECOM12,1976-12-01T00:00:00-02:00,856.6
1977-01-01,1977,1,1,ELETRO12_CEECOM12,1977-01-01T00:00:00-02:00,874.5
1977-02-01,1977,1,2,ELETRO12_CEECOM12,1977-02-01T00:00:00-02:00,878.1
1977-03-01,1977,1,3,ELETRO12_CEECOM12,1977-03-01T00:00:00-03:00,874.9
1977-04-01,1977,1,4,ELETRO12_CEECOM12,1977-04-01T00:00:00-03:00,882.2
1977-05-01,1977,1,5,ELETRO12_CEECOM12,1977-05-01T00:00:00-03:00,860.5
1977-06-01,1977,1,6,ELETRO12_CEECOM12,1977-06-01T00:00:00-03:00,819.4
1977-07-01,1977,1,7,ELETRO12_CEECOM12,1977-07-01T00:00:00-03:00,824.2
1977-08-01,1977,1,8,ELETRO12_CEECOM12,1977-08-01T00:00:00-03:00,844.6
1977-09-01,1977,1,9,ELETRO12_CEECOM12,1977-09-01T00:00:00-03:00,890.3
1977-10-01,1977,1,10,ELETRO12_CEECOM12,1977-10-01T00:00:00-03:00,893.5
1977-11-01,1977,1,11,ELETRO12_CEECOM12,1977-11-01T00:00:00-03:00,914.1
1977-12-01,1977,1,12,ELETRO12_CEECOM12,1977-12-01T00:00:00-02:00,931.1
1978-01-01,1978,1,1,ELETRO12_CEECOM12,1978-01-01T00:00:00-02:00,930.8
1978-02-01,1978,1,2,ELETRO12_CEECOM12,1978-02-01T00:00:00-02:00,991.9
1978-03-01,1978,1,3,ELETRO12_CEECOM12,1978-03-01T00:00:00-03:00,960.0
1978-04-01,1978,1,4,ELETRO12_CEECOM12,1978-04-01T00:00:00-03:00,944.7
1978-05-01,1978,1,5,ELETRO12_CEECOM12,1978-05-01T00:00:00-03:00,923.4
1978-06-01,1978,1,6,ELETRO12_CEECOM12,1978-06-01T00:00:00-03:00,894.0
1978-07-01,1978,1,7,ELETRO12_CEECOM12,1978-07-01T00:00:00-03:00,872.7
1978-08-01,1978,1,8,ELETRO12_CEECOM12,1978-08-01T00:00:00-03:00,919.3
1978-09-01,1978,1,9,ELETRO12_CEECOM12,1978-09-01T00:00:00-03:00,943.5
1978-10-01,1978,1,10,ELETRO12_CEECOM12,1978-10-01T00:00:00-03:00,949.1
1978-11-01,1978,1,11,ELETRO12_CEECOM12,1978-11-01T00:00:00-03:00,998.9
1978-12-01,1978,1,12,ELETRO12_CEECOM12,1978-12-01T00:00:00-02:00,1011.3
1979-01-01,1979,1,1,ELETRO12_CEECOM12,1979-01-01T00:00:00-02:00,1038.0
1979-02-01,1979,1,2,ELETRO12_CEECOM12,1979-02-01T00:00:00-02:00,1030.0
1979-03-01,1979,1,3,ELETRO12_CEECOM12,1979-03-01T00:00:00-03:00,1057.0
1979-04-01,1979,1,4,ELETRO12_CEECOM12,1979-04-01T00:00:00-03:00,1044.0
1979-05-01,1979,1,5,ELETRO12_CEECOM12,1979-05-01T00:00:00-03:00,1038.0
1979-06-01,1979,1,6,ELETRO12_CEECOM12,1979-06-01T00:00:00-03:00,1002.0
1979-07-01,1979,1,7,ELETRO12_CEECOM12,1979-07-01T00:00:00-03:00,979.0
1979-08-01,1979,1,8,ELETRO12_CEECOM12,1979-08-01T00:00:00-03:00,985.0
1979-09-01,1979,1,9,ELETRO12_CEECOM12,1979-09-01T00:00:00-03:00,1047.0
1979-10-01,1979,1,10,ELETRO12_CEECOM12,1979-10-01T00:00:00-03:00,1067.0
1979-11-01,1979,1,11,ELETRO12_CEECOM12,1979-11-01T00:00:00-03:00,1113.0
1979-12-01,1979,1,12,ELETRO12_CEECOM12,1979-12-01T00:00:00-02:00,1139.0
1980-01-01,1980,1,1,ELETRO12_CEECOM12,1980-01-01T00:00:00-02:00,1185.0
1980-02-01,1980,1,2,ELETRO12_CEECOM12,1980-02-01T00:00:00-02:00,1144.0
1980-03-01,1980,1,3,ELETRO12_CEECOM12,1980-03-01T00:00:00-03:00,1152.0
1980-04-01,1980,1,4,ELETRO12_CEECOM12,1980-04-01T00:00:00-03:00,1175.0
1980-05-01,1980,1,5,ELETRO12_CEECOM12,1980-05-01T00:00:00-03:00,1137.0
1980-06-01,1980,1,6,ELETRO12_CEECOM12,1980-06-01T00:00:00-03:00,1114.0
1980-07-01,1980,1,7,ELETRO12_CEECOM12,1980-07-01T00:00:00-03:00,1071.0
1980-08-01,1980,1,8,ELETRO12_CEECOM12,1980-08-01T00:00:00-03:00,1116.0
1980-09-01,1980,1,9,ELETRO12_CEECOM12,1980-09-01T00:00:00-03:00,1135.0
1980-10-01,1980,1,10,ELETRO12_CEECOM12,1980-10-01T00:00:00-03:00,1115.0
1980-11-01,1980,1,11,ELETRO12_CEECOM12,1980-11-01T00:00:00-03:00,1220.0
1980-12-01,1980,1,12,ELETRO12_CEECOM12,1980-12-01T00:00:00-02:00,1186.0
1981-01-01,1981,1,1,ELETRO12_CEECOM12,1981-01-01T00:00:00-02:00,1329.0
1981-02-01,1981,1,2,ELETRO12_CEECOM12,1981-02-01T00:00:00-02:00,1241.0
1981-03-01,1981,1,3,ELETRO12_CEECOM12,1981-03-01T00:00:00-03:00,1257.0
1981-04-01,1981,1,4,ELETRO12_CEECOM12,1981-04-01T00:00:00-03:00,1179.0
1981-05-01,1981,1,5,ELETRO12_CEECOM12,1981-05-01T00:00:00-03:00,1188.0
1981-06-01,1981,1,6,ELETRO12_CEECOM12,1981-06-01T00:00:00-03:00,1132.0
1981-07-01,1981,1,7,ELETRO12_CEECOM12,1981-07-01T00:00:00-03:00,1105.0
1981-08-01,1981,1,8,ELETRO12_CEECOM12,1981-08-01T00:00:00-03:00,1156.0
1981-09-01,1981,1,9,ELETRO12_CEECOM12,1981-09-01T00:00:00-03:00,1153.0
1981-10-01,1981,1,10,ELETRO12_CEECOM12,1981-10-01T00:00:00-03:00,1191.0
1981-11-01,1981,1,11,ELETRO12_CEECOM12,1981-11-01T00:00:00-03:00,1236.0
1981-12-01,1981,1,12,ELETRO12_CEECOM12,1981-12-01T00:00:00-02:00,1257.0
1982-01-01,1982,1,1,ELETRO12_CEECOM12,1982-01-01T00:00:00-02:00,1332.0
1982-02-01,1982,1,2,ELETRO12_CEECOM12,1982-02-01T00:00:00-02:00,1226.0
1982-03-01,1982,1,3,ELETRO12_CEECOM12,1982-03-01T00:00:00-03:00,1256.0
1982-04-01,1982,1,4,ELETRO12_CEECOM12,1982-04-01T00:00:00-03:00,1375.0
1982-05-01,1982,1,5,ELETRO12_CEECOM12,1982-05-01T00:00:00-03:00,1222.0
1982-06-01,1982,1,6,ELETRO12_CEECOM12,1982-06-01T00:00:00-03:00,1231.0
1982-07-01,1982,1,7,ELETRO12_CEECOM12,1982-07-01T00:00:00-03:00,1219.0
1982-08-01,1982,1,8,ELETRO12_CEECOM12,1982-08-01T00:00:00-03:00,1258.0
1982-09-01,1982,1,9,ELETRO12_CEECOM12,1982-09-01T00:00:00-03:00,1326.0
1982-10-01,1982,1,10,ELETRO12_CEECOM12,1982-10-01T00:00:00-03:00,1284.0
1982-11-01,1982,1,11,ELETRO12_CEECOM12,1982-11-01T00:00:00-03:00,1351.0
